id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd09000	MetaCyc:CPD-25905@Charged;KEGG:C12221@Charged	MetaCyc:CPD-25905@Charged;KEGG:C12221@Charged	MetaCyc:CPD-25905@Charged;KEGG:C12221@Charged	MetaCyc:CPD-25905@Charged;KEGG:C12221@Charged	KEGG:C12221	KEGG:C12221	EQ	eQuilibrator:MNXM62860	KEGG:C12221@Charged	eQuilibrator:MNXM62860
cpd09001	KEGG:C12222	KEGG:C12222	KEGG:C12222	KEGG:C12222	KEGG:C12222	KEGG:C12222	EQ	eQuilibrator:MNXM56944	KEGG:C12222@Charged	eQuilibrator:MNXM56944
cpd09002	KEGG:C12223@Charged	KEGG:C12223@Charged	KEGG:C12223@Charged	KEGG:C12223@Charged	KEGG:C12223	KEGG:C12223	EQ	eQuilibrator:MNXM63837	KEGG:C12223@Charged	eQuilibrator:MNXM63837
cpd09003	KEGG:C12224	KEGG:C12224	KEGG:C12224	KEGG:C12224		KEGG:C12224	EQ	eQuilibrator:MNXM63838	KEGG:C12224@Charged	eQuilibrator:MNXM63838
cpd09004	KEGG:C12225	KEGG:C12225	KEGG:C12225	KEGG:C12225	KEGG:C12225	KEGG:C12225	EQ	eQuilibrator:MNXM38925	KEGG:C12225@Charged	eQuilibrator:MNXM38925
cpd09005	KEGG:C12226	KEGG:C12226	KEGG:C12226	KEGG:C12226	KEGG:C12226	KEGG:C12226	EQ	eQuilibrator:MNXM64914	KEGG:C12226@Charged	eQuilibrator:MNXM64914
cpd09006	MetaCyc:CPD-16782;KEGG:C12227	MetaCyc:CPD-16782;KEGG:C12227	MetaCyc:CPD-16782;KEGG:C12227	MetaCyc:CPD-16782;KEGG:C12227	KEGG:C12227	KEGG:C12227	EQ	eQuilibrator:MNXM46264	MetaCyc:CPD-16782@Charged	eQuilibrator:MNXM46264
cpd09007	KEGG:C12228	KEGG:C12228	KEGG:C12228	KEGG:C12228		KEGG:C12228	EQ	eQuilibrator:MNXM81483	KEGG:C12228@Charged	eQuilibrator:MNXM81483
cpd09008	KEGG:C12229	KEGG:C12229	KEGG:C12229	KEGG:C12229	KEGG:C12229	KEGG:C12229	EQ	eQuilibrator:MNXM46268	KEGG:C12229@Charged	eQuilibrator:MNXM46268
cpd09009	KEGG:C12230	KEGG:C12230	KEGG:C12230	KEGG:C12230	KEGG:C12230	KEGG:C12230	EQ	eQuilibrator:MNXM81485	KEGG:C12230@Charged	eQuilibrator:MNXM81485
cpd09011	MetaCyc:CPD-19442@Charged;KEGG:C12232@Charged	MetaCyc:CPD-19442@Charged;KEGG:C12232@Charged	MetaCyc:CPD-19442@Charged;KEGG:C12232@Charged	MetaCyc:CPD-19442@Charged;KEGG:C12232@Charged	KEGG:C12232	KEGG:C12232	GC	MetaCyc:CPD-19442@Charged	MetaCyc:CPD-19442@Charged	
cpd09012	KEGG:C12233@Charged	KEGG:C12233@Charged	KEGG:C12233@Charged	KEGG:C12233@Charged	KEGG:C12233	KEGG:C12233	GC	KEGG:C12233@Charged	KEGG:C12233@Charged	
cpd09013	KEGG:C12234@Charged	KEGG:C12234@Charged	KEGG:C12234@Charged	KEGG:C12234@Charged	KEGG:C12234	KEGG:C12234	GC	KEGG:C12234@Charged	KEGG:C12234@Charged	
cpd09014	KEGG:C12235	KEGG:C12235	KEGG:C12235	KEGG:C12235	KEGG:C12235	KEGG:C12235	GC	KEGG:C12235@Charged	KEGG:C12235@Charged	
cpd09015	KEGG:C12236	KEGG:C12236	KEGG:C12236	KEGG:C12236		KEGG:C12236	GC	KEGG:C12236@Charged	KEGG:C12236@Charged	eQuilibrator:MNXM66087
cpd09016	KEGG:C12237@Charged	KEGG:C12237@Charged	KEGG:C12237@Charged	KEGG:C12237@Charged	KEGG:C12237	KEGG:C12237	GC	KEGG:C12237@Charged	KEGG:C12237@Charged	
cpd09017	KEGG:C12238@Charged	KEGG:C12238@Charged	KEGG:C12238@Charged	KEGG:C12238@Charged	KEGG:C12238	KEGG:C12238	GC	KEGG:C12238@Charged	KEGG:C12238@Charged	
cpd09018	KEGG:C12239@Charged	KEGG:C12239@Charged	KEGG:C12239@Charged	KEGG:C12239@Charged	KEGG:C12239	KEGG:C12239	GC	KEGG:C12239@Charged	KEGG:C12239@Charged	eQuilibrator:MNXM39613
cpd09019	KEGG:C12240@Charged	KEGG:C12240@Charged	KEGG:C12240@Charged	KEGG:C12240@Charged	KEGG:C12240	KEGG:C12240	GC	KEGG:C12240@Charged	KEGG:C12240@Charged	eQuilibrator:MNXM51673
cpd09020	KEGG:C12241@Charged	KEGG:C12241@Charged	KEGG:C12241@Charged	KEGG:C12241@Charged		KEGG:C12241	GC	KEGG:C12241@Charged	KEGG:C12241@Charged	eQuilibrator:MNXM65175
cpd09021	KEGG:C12242	KEGG:C12242	KEGG:C12242	KEGG:C12242	KEGG:C12242	KEGG:C12242	GC	KEGG:C12242@Charged	KEGG:C12242@Charged	eQuilibrator:MNXM46267
cpd09022	KEGG:C12243@Charged	KEGG:C12243@Charged	KEGG:C12243@Charged	KEGG:C12243@Charged		KEGG:C12243	GC	KEGG:C12243@Charged	KEGG:C12243@Charged	
cpd09023	KEGG:C12244@Charged	KEGG:C12244@Charged	KEGG:C12244@Charged	KEGG:C12244@Charged		KEGG:C12244	EQ	eQuilibrator:MNXM36354	KEGG:C12244@Charged	eQuilibrator:MNXM36354
cpd09024	KEGG:C12245	KEGG:C12245	KEGG:C12245	KEGG:C12245	KEGG:C12245	KEGG:C12245	GC	KEGG:C12245@Charged	KEGG:C12245@Charged	
cpd09025	MetaCyc:CPD-21873@Charged;KEGG:C12246@Charged	MetaCyc:CPD-21873@Charged;KEGG:C12246@Charged	MetaCyc:CPD-21873@Charged;KEGG:C12246@Charged	MetaCyc:CPD-21873@Charged;KEGG:C12246@Charged	KEGG:C12246	KEGG:C12246	GC	KEGG:C12246@Charged	KEGG:C12246@Charged	
cpd09026	MetaCyc:CPD-10243@Charged;KEGG:C12247@Charged	MetaCyc:CPD-10243@Charged;KEGG:C12247@Charged	MetaCyc:CPD-10243@Charged;KEGG:C12247@Charged	MetaCyc:CPD-10243@Charged;KEGG:C12247@Charged	KEGG:C12247	KEGG:C12247	GC	MetaCyc:CPD-10243@Charged	MetaCyc:CPD-10243@Charged	
cpd09027	KEGG:C12248@Charged;ChEBI:58639	KEGG:C12248@Charged;ChEBI:58639	KEGG:C12248@Charged;ChEBI:58639	KEGG:C12248@Charged;ChEBI:58639	KEGG:C12248	KEGG:C12248	GC	KEGG:C12248@Charged	KEGG:C12248@Charged	eQuilibrator:MNXM1805
cpd09028	MetaCyc:CPD1F-453@Charged;KEGG:C12249@Charged;ChEBI:169942@Charged	MetaCyc:CPD1F-453@Charged;KEGG:C12249@Charged;ChEBI:169942@Charged	MetaCyc:CPD1F-453@Charged;KEGG:C12249@Charged;ChEBI:169942@Charged	MetaCyc:CPD1F-453@Charged;KEGG:C12249@Charged;ChEBI:169942@Charged	KEGG:C12249	KEGG:C12249	GC	MetaCyc:CPD1F-453@Charged	MetaCyc:CPD1F-453@Charged	eQuilibrator:MNXM3628
cpd09029	KEGG:C12250	KEGG:C12250	KEGG:C12250	KEGG:C12250		KEGG:C12250	GC	KEGG:C12250@Charged	KEGG:C12250@Charged	eQuilibrator:MNXM42127
cpd09030	KEGG:C12251	KEGG:C12251	KEGG:C12251	KEGG:C12251	KEGG:C12251	KEGG:C12251	EQ	eQuilibrator:MNXM35195	KEGG:C12251@Charged	eQuilibrator:MNXM35195
cpd09031	KEGG:C12252	KEGG:C12252	KEGG:C12252	KEGG:C12252	KEGG:C12252	KEGG:C12252	EQ	eQuilibrator:MNXM34912	KEGG:C12252@Charged	eQuilibrator:MNXM34912
cpd09032	KEGG:C12253@Charged	KEGG:C12253@Charged	KEGG:C12253@Charged	KEGG:C12253@Charged	KEGG:C12253	KEGG:C12253	GC	KEGG:C12253@Charged	KEGG:C12253@Charged	
cpd09033	KEGG:C12254	KEGG:C12254	KEGG:C12254	KEGG:C12254	KEGG:C12254	KEGG:C12254	GC	KEGG:C12254@Charged	KEGG:C12254@Charged	
cpd09034	KEGG:C12255	KEGG:C12255	KEGG:C12255	KEGG:C12255	KEGG:C12255	KEGG:C12255	GC	KEGG:C12255@Charged	KEGG:C12255@Charged	eQuilibrator:MNXM39095
