id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd35000	MetaCyc:CPD-18015	MetaCyc:CPD-18015	MetaCyc:CPD-18015	MetaCyc:CPD-18015	MetaCyc:CPD-18015	MetaCyc:CPD-18015	EQ	eQuilibrator:MNXM151392	MetaCyc:CPD-18015@Charged	eQuilibrator:MNXM151392
cpd35001	MetaCyc:CPD-18937@Charged	MetaCyc:CPD-18937@Charged	MetaCyc:CPD-18937@Charged	MetaCyc:CPD-18937@Charged	MetaCyc:CPD-18937	MetaCyc:CPD-18937	EQ		MetaCyc:CPD-18937@Charged	
cpd35002	MetaCyc:CPD-21510@Charged	MetaCyc:CPD-21510@Charged	MetaCyc:CPD-21510@Charged	MetaCyc:CPD-21510@Charged	MetaCyc:CPD-21510	MetaCyc:CPD-21510	GC	MetaCyc:CPD-21510@Charged	MetaCyc:CPD-21510@Charged	
cpd35003	MetaCyc:CPD-21474	MetaCyc:CPD-21474	MetaCyc:CPD-21474	MetaCyc:CPD-21474	MetaCyc:CPD-21474	MetaCyc:CPD-21474	GC	MetaCyc:CPD-21474@Charged	MetaCyc:CPD-21474@Charged	
cpd35004	MetaCyc:CPD-20435	MetaCyc:CPD-20435	MetaCyc:CPD-20435	MetaCyc:CPD-20435	MetaCyc:CPD-20435	MetaCyc:CPD-20435	GC	MetaCyc:CPD-20435@Charged	MetaCyc:CPD-20435@Charged	
cpd35005	MetaCyc:CPD-19921@Charged	MetaCyc:CPD-19921@Charged	MetaCyc:CPD-19921@Charged	MetaCyc:CPD-19921@Charged	MetaCyc:CPD-19921	MetaCyc:CPD-19921	GC	MetaCyc:CPD-19921@Charged	MetaCyc:CPD-19921@Charged	
cpd35006	MetaCyc:CPD-17749	MetaCyc:CPD-17749	MetaCyc:CPD-17749	MetaCyc:CPD-17749	MetaCyc:CPD-17749	MetaCyc:CPD-17749	GC	MetaCyc:CPD-17749@Charged	MetaCyc:CPD-17749@Charged	eQuilibrator:MNXM152755
cpd35007	MetaCyc:CPD-19411	MetaCyc:CPD-19411	MetaCyc:CPD-19411	MetaCyc:CPD-19411	MetaCyc:CPD-19411	MetaCyc:CPD-19411	EQ	eQuilibrator:MNXM165279	MetaCyc:CPD-19411@Charged	eQuilibrator:MNXM165279
cpd35008	MetaCyc:CPD-16582;ChEBI:78349	MetaCyc:CPD-16582;ChEBI:78349	MetaCyc:CPD-16582;ChEBI:78349	MetaCyc:CPD-16582;ChEBI:78349	MetaCyc:CPD-16582	MetaCyc:CPD-16582	GC	MetaCyc:CPD-16582@Charged	MetaCyc:CPD-16582@Charged	eQuilibrator:MNXM146109
cpd35009										
cpd35010	MetaCyc:CPD-20470	MetaCyc:CPD-20470	MetaCyc:CPD-20470	MetaCyc:CPD-20470	MetaCyc:CPD-20470	MetaCyc:CPD-20470	GC	MetaCyc:CPD-20470@Charged	MetaCyc:CPD-20470@Charged	
cpd35011	MetaCyc:CPD-16552	MetaCyc:CPD-16552	MetaCyc:CPD-16552	MetaCyc:CPD-16552			GC	MetaCyc:CPD-16552@Charged	MetaCyc:CPD-16552@Charged	
cpd35012	MetaCyc:CPD-15450@Charged	MetaCyc:CPD-15450@Charged	MetaCyc:CPD-15450@Charged	MetaCyc:CPD-15450@Charged	MetaCyc:CPD-15450	MetaCyc:CPD-15450	GC	MetaCyc:CPD-15450@Charged	MetaCyc:CPD-15450@Charged	
cpd35013	MetaCyc:CPD-15980	MetaCyc:CPD-15980	MetaCyc:CPD-15980	MetaCyc:CPD-15980	MetaCyc:CPD-15980	MetaCyc:CPD-15980	GC	MetaCyc:CPD-15980@Charged	MetaCyc:CPD-15980@Charged	
cpd35014	MetaCyc:CPD-14936@Charged	MetaCyc:CPD-14936@Charged	MetaCyc:CPD-14936@Charged	MetaCyc:CPD-14936@Charged	MetaCyc:CPD-14936	MetaCyc:CPD-14936	GC	MetaCyc:CPD-14936@Charged	MetaCyc:CPD-14936@Charged	
cpd35015	MetaCyc:CPD-15098	MetaCyc:CPD-15098	MetaCyc:CPD-15098	MetaCyc:CPD-15098	MetaCyc:CPD-15098	MetaCyc:CPD-15098	EQ	eQuilibrator:MNXM145520	MetaCyc:CPD-15098@Charged	eQuilibrator:MNXM145520
cpd35016	MetaCyc:CPD-20728@Charged	MetaCyc:CPD-20728@Charged	MetaCyc:CPD-20728@Charged	MetaCyc:CPD-20728@Charged	MetaCyc:CPD-20728	MetaCyc:CPD-20728	GC	MetaCyc:CPD-20728@Charged	MetaCyc:CPD-20728@Charged	
