id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd33000	MetaCyc:CPD-15106@Charged	MetaCyc:CPD-15106@Charged	MetaCyc:CPD-15106@Charged	MetaCyc:CPD-15106@Charged	MetaCyc:CPD-15106	MetaCyc:CPD-15106	GC	MetaCyc:CPD-15106@Charged	MetaCyc:CPD-15106@Charged	
cpd33001	MetaCyc:CPD-20739@Charged	MetaCyc:CPD-20739@Charged		MetaCyc:CPD-20739@Charged	MetaCyc:CPD-20739	MetaCyc:CPD-20739	GC	MetaCyc:CPD-20739@Charged	MetaCyc:CPD-20739@Charged	
cpd33002	MetaCyc:CPD-15929	MetaCyc:CPD-15929	MetaCyc:CPD-15929	MetaCyc:CPD-15929	MetaCyc:CPD-15929	MetaCyc:CPD-15929	EQ	eQuilibrator:MNXM108652	MetaCyc:CPD-15929@Charged	eQuilibrator:MNXM108652
cpd33003	MetaCyc:CPD-19151	MetaCyc:CPD-19151	MetaCyc:CPD-19151	MetaCyc:CPD-19151	MetaCyc:CPD-19151	MetaCyc:CPD-19151	EQ	eQuilibrator:MNXM164006	MetaCyc:CPD-19151@Charged	eQuilibrator:MNXM164006
cpd33004	MetaCyc:CPD-18554	MetaCyc:CPD-18554	MetaCyc:CPD-18554	MetaCyc:CPD-18554	MetaCyc:CPD-18554	MetaCyc:CPD-18554	GC	MetaCyc:CPD-18554@Charged	MetaCyc:CPD-18554@Charged	eQuilibrator:MNXM165161
cpd33005	MetaCyc:CPD-18175;ChEBI:70838	MetaCyc:CPD-18175;ChEBI:70838	MetaCyc:CPD-18175;ChEBI:70838	MetaCyc:CPD-18175;ChEBI:70838	MetaCyc:CPD-18175		EQ	eQuilibrator:MNXM33453	MetaCyc:CPD-18175@Charged	eQuilibrator:MNXM33453
cpd33006	MetaCyc:CPD-19705@Charged	MetaCyc:CPD-19705@Charged	MetaCyc:CPD-19705@Charged	MetaCyc:CPD-19705@Charged	MetaCyc:CPD-19705	MetaCyc:CPD-19705	GC	MetaCyc:CPD-19705@Charged	MetaCyc:CPD-19705@Charged	
cpd33007	MetaCyc:CPD-18788;ChEBI:111503	MetaCyc:CPD-18788;ChEBI:111503	MetaCyc:CPD-18788;ChEBI:111503	MetaCyc:CPD-18788;ChEBI:111503	MetaCyc:CPD-18788	MetaCyc:CPD-18788	EQ	eQuilibrator:MNXM162593	MetaCyc:CPD-18788@Charged	eQuilibrator:MNXM162593
cpd33008	MetaCyc:CPD66-79	MetaCyc:CPD66-79	MetaCyc:CPD66-79	MetaCyc:CPD66-79	MetaCyc:CPD66-79	MetaCyc:CPD66-79	EQ		MetaCyc:CPD66-79@Charged	
cpd33009	MetaCyc:CPD-18332	MetaCyc:CPD-18332	MetaCyc:CPD-18332	MetaCyc:CPD-18332	MetaCyc:CPD-18332	MetaCyc:CPD-18332	GC	MetaCyc:CPD-18332@Charged	MetaCyc:CPD-18332@Charged	eQuilibrator:MNXM168240
cpd33010	MetaCyc:CPD-15063;ChEBI:61284	MetaCyc:CPD-15063;ChEBI:61284	MetaCyc:CPD-15063;ChEBI:61284	MetaCyc:CPD-15063;ChEBI:61284	MetaCyc:CPD-15063	MetaCyc:CPD-15063	GC	MetaCyc:CPD-15063@Charged	MetaCyc:CPD-15063@Charged	eQuilibrator:MNXM7763
cpd33011	MetaCyc:CPD-18466	MetaCyc:CPD-18466	MetaCyc:CPD-18466	MetaCyc:CPD-18466			GC	MetaCyc:CPD-18466@Charged	MetaCyc:CPD-18466@Charged	eQuilibrator:MNXM588491
cpd33012	MetaCyc:CPD-17748	MetaCyc:CPD-17748	MetaCyc:CPD-17748	MetaCyc:CPD-17748	MetaCyc:CPD-17748	MetaCyc:CPD-17748	GC	MetaCyc:CPD-17748@Charged	MetaCyc:CPD-17748@Charged	eQuilibrator:MNXM162012
cpd33013	MetaCyc:CPD-20969@Charged;ChEBI:46252@Charged	MetaCyc:CPD-20969@Charged;ChEBI:46252@Charged	MetaCyc:CPD-20969@Charged;ChEBI:46252@Charged	MetaCyc:CPD-20969@Charged;ChEBI:46252@Charged	MetaCyc:CPD-20969	MetaCyc:CPD-20969	EQ		MetaCyc:CPD-20969@Charged	
cpd33014	MetaCyc:CPD-20463;ChEBI:138974	MetaCyc:CPD-20463;ChEBI:138974	MetaCyc:CPD-20463;ChEBI:138974	MetaCyc:CPD-20463;ChEBI:138974	MetaCyc:CPD-20463	MetaCyc:CPD-20463	GC	MetaCyc:CPD-20463@Charged	MetaCyc:CPD-20463@Charged	
cpd33015	MetaCyc:CPD-18036	MetaCyc:CPD-18036	MetaCyc:CPD-18036	MetaCyc:CPD-18036	MetaCyc:CPD-18036	MetaCyc:CPD-18036	GC	MetaCyc:CPD-18036@Charged	MetaCyc:CPD-18036@Charged	
cpd33016	MetaCyc:CPD-18979;ChEBI:142976	MetaCyc:CPD-18979;ChEBI:142976	MetaCyc:CPD-18979;ChEBI:142976	MetaCyc:CPD-18979;ChEBI:142976	MetaCyc:CPD-18979	MetaCyc:CPD-18979	EQ		MetaCyc:CPD-18979@Charged	
cpd33017	MetaCyc:CPD-14506;ChEBI:145012	MetaCyc:CPD-14506;ChEBI:145012	MetaCyc:CPD-14506;ChEBI:145012	MetaCyc:CPD-14506;ChEBI:145012	MetaCyc:CPD-14506	MetaCyc:CPD-14506	GC	MetaCyc:CPD-14506@Charged	MetaCyc:CPD-14506@Charged	
cpd33018	MetaCyc:CPD-18429	MetaCyc:CPD-18429	MetaCyc:CPD-18429	MetaCyc:CPD-18429	MetaCyc:CPD-18429	MetaCyc:CPD-18429	GC	MetaCyc:CPD-18429@Charged	MetaCyc:CPD-18429@Charged	
cpd33019	MetaCyc:CPD-15652	MetaCyc:CPD-15652	MetaCyc:CPD-15652	MetaCyc:CPD-15652	MetaCyc:CPD-15652	MetaCyc:CPD-15652	EQ	eQuilibrator:MNXM147783	MetaCyc:CPD-15652@Charged	eQuilibrator:MNXM147783
cpd33020	MetaCyc:CPD-17705	MetaCyc:CPD-17705	MetaCyc:CPD-17705	MetaCyc:CPD-17705	MetaCyc:CPD-17705	MetaCyc:CPD-17705	EQ	eQuilibrator:MNXM147828	MetaCyc:CPD-17705@Charged	eQuilibrator:MNXM147828
cpd33021	MetaCyc:CPD-17050	MetaCyc:CPD-17050	MetaCyc:CPD-17050	MetaCyc:CPD-17050	MetaCyc:CPD-17050	MetaCyc:CPD-17050	GC	MetaCyc:CPD-17050@Charged	MetaCyc:CPD-17050@Charged	
cpd33022	MetaCyc:CPD-19597;ChEBI:71237	MetaCyc:CPD-19597;ChEBI:71237	MetaCyc:CPD-19597;ChEBI:71237	MetaCyc:CPD-19597;ChEBI:71237	MetaCyc:CPD-19597		GC	MetaCyc:CPD-19597@Charged	MetaCyc:CPD-19597@Charged	eQuilibrator:MNXM83583
cpd33023	MetaCyc:CPD-18430	MetaCyc:CPD-18430	MetaCyc:CPD-18430	MetaCyc:CPD-18430	MetaCyc:CPD-18430	MetaCyc:CPD-18430	GC	MetaCyc:CPD-18430@Charged	MetaCyc:CPD-18430@Charged	
cpd33024	MetaCyc:CPD-19873	MetaCyc:CPD-19873	MetaCyc:CPD-19873	MetaCyc:CPD-19873			EQ	eQuilibrator:MNXM100638	MetaCyc:CPD-19873@Charged	eQuilibrator:MNXM100638
cpd33025	MetaCyc:CPD-21109;ChEBI:77690	MetaCyc:CPD-21109;ChEBI:77690	MetaCyc:CPD-21109;ChEBI:77690	MetaCyc:CPD-21109;ChEBI:77690	MetaCyc:CPD-21109	MetaCyc:CPD-21109	EQ	eQuilibrator:MNXM117492	MetaCyc:CPD-21109@Charged	eQuilibrator:MNXM117492
cpd33026	MetaCyc:CPD-21413;ChEBI:167100	MetaCyc:CPD-21413;ChEBI:167100	MetaCyc:CPD-21413;ChEBI:167100	MetaCyc:CPD-21413;ChEBI:167100	MetaCyc:CPD-21413	MetaCyc:CPD-21413	GC	MetaCyc:CPD-21413@Charged	MetaCyc:CPD-21413@Charged	
cpd33027	MetaCyc:CPD-21088	MetaCyc:CPD-21088	MetaCyc:CPD-21088	MetaCyc:CPD-21088	MetaCyc:CPD-21088	MetaCyc:CPD-21088	GC	MetaCyc:CPD-21088@Charged	MetaCyc:CPD-21088@Charged	
cpd33028	MetaCyc:CPD-17736@Charged	MetaCyc:CPD-17736@Charged	MetaCyc:CPD-17736@Charged	MetaCyc:CPD-17736@Charged	MetaCyc:CPD-17736	MetaCyc:CPD-17736	EQ	eQuilibrator:MNXM45763	MetaCyc:CPD-17736@Charged	eQuilibrator:MNXM45763
cpd33029	MetaCyc:CPD-15648	MetaCyc:CPD-15648	MetaCyc:CPD-15648	MetaCyc:CPD-15648	MetaCyc:CPD-15648	MetaCyc:CPD-15648	EQ	eQuilibrator:MNXM149212	MetaCyc:CPD-15648@Charged	eQuilibrator:MNXM149212
cpd33030	MetaCyc:CPD-18985;ChEBI:37808	MetaCyc:CPD-18985;ChEBI:37808	MetaCyc:CPD-18985;ChEBI:37808	MetaCyc:CPD-18985;ChEBI:37808			EQ	eQuilibrator:MNXM44968	MetaCyc:CPD-18985@Charged	eQuilibrator:MNXM44968
cpd33031	MetaCyc:CPD-17053	MetaCyc:CPD-17053	MetaCyc:CPD-17053	MetaCyc:CPD-17053	MetaCyc:CPD-17053	MetaCyc:CPD-17053	GC	MetaCyc:CPD-17053@Charged	MetaCyc:CPD-17053@Charged	eQuilibrator:MNXM148975
cpd33032	MetaCyc:CPD-18920	MetaCyc:CPD-18920	MetaCyc:CPD-18920	MetaCyc:CPD-18920	MetaCyc:CPD-18920	MetaCyc:CPD-18920	EQ		MetaCyc:CPD-18920@Charged	
cpd33033	MetaCyc:CPD-20226	MetaCyc:CPD-20226	MetaCyc:CPD-20226	MetaCyc:CPD-20226	MetaCyc:CPD-20226	MetaCyc:CPD-20226	GC	MetaCyc:CPD-20226@Charged	MetaCyc:CPD-20226@Charged	
cpd33034	MetaCyc:CPD-19358	MetaCyc:CPD-19358	MetaCyc:CPD-19358	MetaCyc:CPD-19358	MetaCyc:CPD-19358	MetaCyc:CPD-19358	EQ	eQuilibrator:MNXM468287	MetaCyc:CPD-19358@Charged	eQuilibrator:MNXM468287
cpd33035	MetaCyc:CPD-20978	MetaCyc:CPD-20978	MetaCyc:CPD-20978	MetaCyc:CPD-20978	MetaCyc:CPD-20978	MetaCyc:CPD-20978	GC	MetaCyc:CPD-20978@Charged	MetaCyc:CPD-20978@Charged	
cpd33036	MetaCyc:CPD-21094	MetaCyc:CPD-21094	MetaCyc:CPD-21094	MetaCyc:CPD-21094	MetaCyc:CPD-21094	MetaCyc:CPD-21094	GC	MetaCyc:CPD-21094@Charged	MetaCyc:CPD-21094@Charged	
cpd33037	MetaCyc:CPD-20762@Charged	MetaCyc:CPD-20762@Charged	MetaCyc:CPD-20762@Charged	MetaCyc:CPD-20762@Charged	MetaCyc:CPD-20762	MetaCyc:CPD-20762	GC	MetaCyc:CPD-20762@Charged	MetaCyc:CPD-20762@Charged	
cpd33038	MetaCyc:CPD-21196	MetaCyc:CPD-21196	MetaCyc:CPD-21196	MetaCyc:CPD-21196	MetaCyc:CPD-21196	MetaCyc:CPD-21196	GC	MetaCyc:CPD-21196@Charged	MetaCyc:CPD-21196@Charged	
cpd33039	MetaCyc:CPD-17639	MetaCyc:CPD-17639	MetaCyc:CPD-17639	MetaCyc:CPD-17639	MetaCyc:CPD-17639		EQ	eQuilibrator:MNXM511592	MetaCyc:CPD-17639@Charged	eQuilibrator:MNXM511592
cpd33040	MetaCyc:CPD-20875@Charged	MetaCyc:CPD-20875@Charged	MetaCyc:CPD-20875@Charged	MetaCyc:CPD-20875@Charged	MetaCyc:CPD-20875	MetaCyc:CPD-20875	GC	MetaCyc:CPD-20875@Charged	MetaCyc:CPD-20875@Charged	
cpd33041	MetaCyc:CPD-18416	MetaCyc:CPD-18416	MetaCyc:CPD-18416	MetaCyc:CPD-18416	MetaCyc:CPD-18416	MetaCyc:CPD-18416	GC	MetaCyc:CPD-18416@Charged	MetaCyc:CPD-18416@Charged	
cpd33042	MetaCyc:CPD-14906;ChEBI:136286	MetaCyc:CPD-14906;ChEBI:136286	MetaCyc:CPD-14906;ChEBI:136286	MetaCyc:CPD-14906;ChEBI:136286	MetaCyc:CPD-14906	MetaCyc:CPD-14906	EQ	eQuilibrator:MNXM104659	MetaCyc:CPD-14906@Charged	eQuilibrator:MNXM104659
