id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd28000	MetaCyc:Pyranoses	MetaCyc:Pyranoses	MetaCyc:Pyranoses	MetaCyc:Pyranoses	MetaCyc:Pyranoses	MetaCyc:Pyranoses	GC	MetaCyc:Pyranoses@Charged	MetaCyc:Pyranoses@Charged	
cpd28001	MetaCyc:Pyranosides	MetaCyc:Pyranosides		MetaCyc:Pyranosides	MetaCyc:Pyranosides	MetaCyc:Pyranosides	GC	MetaCyc:Pyranosides@Charged	MetaCyc:Pyranosides@Charged	
cpd28002	MetaCyc:Pyrimidine-Bases@Charged	MetaCyc:Pyrimidine-Bases@Charged		MetaCyc:Pyrimidine-Bases@Charged			GC	MetaCyc:Pyrimidine-Bases@Charged	MetaCyc:Pyrimidine-Bases@Charged	
cpd28003	MetaCyc:Pyrimidine-Deoxyribonucleosides	MetaCyc:Pyrimidine-Deoxyribonucleosides		MetaCyc:Pyrimidine-Deoxyribonucleosides	MetaCyc:Pyrimidine-Deoxyribonucleosides	MetaCyc:Pyrimidine-Deoxyribonucleosides	GC	MetaCyc:Pyrimidine-Deoxyribonucleosides@Charged	MetaCyc:Pyrimidine-Deoxyribonucleosides@Charged	
cpd28004	MetaCyc:Pyrimidine-Nucleosides	MetaCyc:Pyrimidine-Nucleosides		MetaCyc:Pyrimidine-Nucleosides	MetaCyc:Pyrimidine-Nucleosides	MetaCyc:Pyrimidine-Nucleosides	GC	MetaCyc:Pyrimidine-Nucleosides@Charged	MetaCyc:Pyrimidine-Nucleosides@Charged	
cpd28005										
cpd28006	MetaCyc:Pyrimidines	MetaCyc:Pyrimidines	MetaCyc:Pyrimidines	MetaCyc:Pyrimidines		MetaCyc:Pyrimidines	EQ	eQuilibrator:MNXM4796	MetaCyc:Pyrimidines@Charged	eQuilibrator:MNXM4796
cpd28007	MetaCyc:Pyrimidodiazepines	MetaCyc:Pyrimidodiazepines	MetaCyc:Pyrimidodiazepines	MetaCyc:Pyrimidodiazepines@Charged	MetaCyc:Pyrimidodiazepines	MetaCyc:Pyrimidodiazepines	GC	MetaCyc:Pyrimidodiazepines@Charged	MetaCyc:Pyrimidodiazepines@Charged	eQuilibrator:MNXM21414
cpd28008										
cpd28009	MetaCyc:Pyrroles	MetaCyc:Pyrroles	MetaCyc:Pyrroles	MetaCyc:Pyrroles	MetaCyc:Pyrroles		EQ	eQuilibrator:MNXM2597	MetaCyc:Pyrroles@Charged	eQuilibrator:MNXM2597
cpd28010										
