id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd34000	MetaCyc:CPD-19574	MetaCyc:CPD-19574	MetaCyc:CPD-19574	MetaCyc:CPD-19574	MetaCyc:CPD-19574	MetaCyc:CPD-19574	EQ	eQuilibrator:MNXM171825	MetaCyc:CPD-19574@Charged	eQuilibrator:MNXM171825
cpd34001	MetaCyc:CPD-18887@Charged	MetaCyc:CPD-18887@Charged		MetaCyc:CPD-18887@Charged	MetaCyc:CPD-18887	MetaCyc:CPD-18887	GC	MetaCyc:CPD-18887@Charged	MetaCyc:CPD-18887@Charged	
cpd34002	MetaCyc:CPD-16934;ChEBI:50256	MetaCyc:CPD-16934;ChEBI:50256	MetaCyc:CPD-16934;ChEBI:50256	MetaCyc:CPD-16934;ChEBI:50256	MetaCyc:CPD-16934	MetaCyc:CPD-16934	EQ	eQuilibrator:MNXM5636	MetaCyc:CPD-16934@Charged	eQuilibrator:MNXM5636
cpd34003	MetaCyc:CPD-17800	MetaCyc:CPD-17800	MetaCyc:CPD-17800	MetaCyc:CPD-17800		MetaCyc:CPD-17800	GC	MetaCyc:CPD-17800@Charged	MetaCyc:CPD-17800@Charged	eQuilibrator:MNXM148195
cpd34004	MetaCyc:CPD-20912	MetaCyc:CPD-20912	MetaCyc:CPD-20912	MetaCyc:CPD-20912	MetaCyc:CPD-20912	MetaCyc:CPD-20912	GC	MetaCyc:CPD-20912@Charged	MetaCyc:CPD-20912@Charged	
cpd34005	MetaCyc:CPD-20792@Charged;ChEBI:141614@Charged	MetaCyc:CPD-20792@Charged;ChEBI:141614@Charged	MetaCyc:CPD-20792@Charged;ChEBI:141614@Charged	MetaCyc:CPD-20792@Charged;ChEBI:141614@Charged	MetaCyc:CPD-20792		GC	MetaCyc:CPD-20792@Charged	MetaCyc:CPD-20792@Charged	
cpd34006	MetaCyc:CPD-21083	MetaCyc:CPD-21083	MetaCyc:CPD-21083	MetaCyc:CPD-21083	MetaCyc:CPD-21083	MetaCyc:CPD-21083	GC	MetaCyc:CPD-21083@Charged	MetaCyc:CPD-21083@Charged	
cpd34007	MetaCyc:CPD-20299	MetaCyc:CPD-20299	MetaCyc:CPD-20299	MetaCyc:CPD-20299	MetaCyc:CPD-20299	MetaCyc:CPD-20299	GC	MetaCyc:CPD-20299@Charged	MetaCyc:CPD-20299@Charged	
cpd34008	MetaCyc:CPD-20212	MetaCyc:CPD-20212	MetaCyc:CPD-20212	MetaCyc:CPD-20212	MetaCyc:CPD-20212	MetaCyc:CPD-20212	GC	MetaCyc:CPD-20212@Charged	MetaCyc:CPD-20212@Charged	
cpd34009	MetaCyc:CPD-19122	MetaCyc:CPD-19122	MetaCyc:CPD-19122	MetaCyc:CPD-19122	MetaCyc:CPD-19122	MetaCyc:CPD-19122	EQ	eQuilibrator:MNXM683052	MetaCyc:CPD-19122@Charged	eQuilibrator:MNXM683052
