id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd02000	KEGG:C03120@Charged;ChEBI:83408	KEGG:C03120@Charged;ChEBI:83408		KEGG:C03120@Charged;ChEBI:83408	KEGG:C03120	KEGG:C03120	GC	KEGG:C03120@Charged	KEGG:C03120@Charged	
cpd02001										
cpd02002	KEGG:C03122	KEGG:C03122		KEGG:C03122			GC	KEGG:C03122@Charged	KEGG:C03122@Charged	
cpd02003	MetaCyc:CPD-11551;KEGG:C03124;ChEBI:58902	MetaCyc:CPD-11551;KEGG:C03124;ChEBI:58902	MetaCyc:CPD-11551;KEGG:C03124;ChEBI:58902	MetaCyc:CPD-11551;KEGG:C03124@Charged;ChEBI:58902	KEGG:C03124	KEGG:C03124	GC	MetaCyc:CPD-11551@Charged	MetaCyc:CPD-11551@Charged	eQuilibrator:MNXM4487
cpd02004	KEGG:C03126@Charged	KEGG:C03126@Charged	KEGG:C03126@Charged	KEGG:C03126@Charged	KEGG:C03126	KEGG:C03126	GC	KEGG:C03126@Charged	KEGG:C03126@Charged	eQuilibrator:MNXM18915
cpd02005	MetaCyc:CPD-581;KEGG:C03134;ChEBI:17741	MetaCyc:CPD-581;KEGG:C03134;ChEBI:17741	MetaCyc:CPD-581;KEGG:C03134;ChEBI:17741	MetaCyc:CPD-581;KEGG:C03134;ChEBI:17741		KEGG:C03134	EQ	eQuilibrator:MNXM4692	KEGG:C03134@Charged	eQuilibrator:MNXM4692
cpd02006	KEGG:C03136;ChEBI:21601	KEGG:C03136;ChEBI:21601	KEGG:C03136;ChEBI:21601	KEGG:C03136;ChEBI:21601	KEGG:C03136	KEGG:C03136	EQ	eQuilibrator:MNXM63506	KEGG:C03136@Charged	eQuilibrator:MNXM63506
cpd02007	MetaCyc:N-ACETYL-D-TRYPTOPHAN;KEGG:C03137@Charged;ChEBI:57877	MetaCyc:N-ACETYL-D-TRYPTOPHAN;KEGG:C03137@Charged;ChEBI:57877	MetaCyc:N-ACETYL-D-TRYPTOPHAN;KEGG:C03137@Charged;ChEBI:57877	MetaCyc:N-ACETYL-D-TRYPTOPHAN;KEGG:C03137@Charged;ChEBI:57877	KEGG:C03137	KEGG:C03137	EQ	eQuilibrator:MNXM4709	MetaCyc:N-ACETYL-D-TRYPTOPHAN@Charged	eQuilibrator:MNXM4709
cpd02008	MetaCyc:CPD-599;KEGG:C03139@Charged;ChEBI:58005	MetaCyc:CPD-599;KEGG:C03139@Charged;ChEBI:58005	MetaCyc:CPD-599;KEGG:C03139@Charged;ChEBI:58005	MetaCyc:CPD-599;KEGG:C03139@Charged;ChEBI:58005	KEGG:C03139	KEGG:C03139	EQ	eQuilibrator:MNXM4057	KEGG:C03139@Charged	eQuilibrator:MNXM4057
cpd02009	KEGG:C03140@Charged	KEGG:C03140@Charged	KEGG:C03140@Charged	KEGG:C03140@Charged	KEGG:C03140	KEGG:C03140	EQ	eQuilibrator:MNXM63634	KEGG:C03140@Charged	eQuilibrator:MNXM63634
cpd02010	MetaCyc:CPD-423;KEGG:C03141@Charged;ChEBI:17331	MetaCyc:CPD-423;KEGG:C03141@Charged;ChEBI:17331	MetaCyc:CPD-423;KEGG:C03141@Charged;ChEBI:17331	MetaCyc:CPD-423;KEGG:C03141@Charged;ChEBI:17331	KEGG:C03141	KEGG:C03141	EQ	eQuilibrator:MNXM4723	MetaCyc:CPD-423@Charged	eQuilibrator:MNXM4723
cpd02011	KEGG:C03142	KEGG:C03142	KEGG:C03142	MetaCyc:D-GLUCOSYLARYLAMINE	KEGG:C03142	KEGG:C03142	EQ	eQuilibrator:MNXM7568	KEGG:C03142@Charged	eQuilibrator:MNXM7568
cpd02012	MetaCyc:N-FORMYLMETHIONINE;KEGG:C03145@Charged;ChEBI:57809	MetaCyc:N-FORMYLMETHIONINE;KEGG:C03145@Charged;ChEBI:57809	MetaCyc:N-FORMYLMETHIONINE;KEGG:C03145@Charged;ChEBI:57809	MetaCyc:N-FORMYLMETHIONINE;KEGG:C03145@Charged;ChEBI:57809	KEGG:C03145	KEGG:C03145	EQ	eQuilibrator:MNXM3316	MetaCyc:N-FORMYLMETHIONINE@Charged	eQuilibrator:MNXM3316
cpd02013	KEGG:C03146	KEGG:C03146	KEGG:C03146	KEGG:C03146	KEGG:C03146	KEGG:C03146	EQ	eQuilibrator:MNXM63775	KEGG:C03146@Charged	eQuilibrator:MNXM63775
