id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd07000	MetaCyc:CPD-15468@Charged;KEGG:C10111@Charged	MetaCyc:CPD-15468@Charged;KEGG:C10111@Charged	MetaCyc:CPD-15468@Charged;KEGG:C10111@Charged	MetaCyc:CPD-15468@Charged;KEGG:C10111@Charged	KEGG:C10111	KEGG:C10111	GC	KEGG:C10111@Charged	KEGG:C10111@Charged	eQuilibrator:MNXM64528
cpd07001	KEGG:C10112	KEGG:C10112	KEGG:C10112	KEGG:C10112		KEGG:C10112	GC	KEGG:C10112@Charged	KEGG:C10112@Charged	eQuilibrator:MNXM64815
cpd07002	KEGG:C10113@Charged	KEGG:C10113@Charged	KEGG:C10113@Charged	KEGG:C10113@Charged	KEGG:C10113	KEGG:C10113	GC	KEGG:C10113@Charged	KEGG:C10113@Charged	eQuilibrator:MNXM64973
cpd07003					KEGG:C10114	KEGG:C10114	GC			
cpd07004	KEGG:C10115@Charged	KEGG:C10115@Charged	KEGG:C10115@Charged	KEGG:C10115@Charged	KEGG:C10115	KEGG:C10115	GC	KEGG:C10115@Charged	KEGG:C10115@Charged	eQuilibrator:MNXM66115
cpd07005					KEGG:C10116	KEGG:C10116	GC			
cpd07006	KEGG:C10117@Charged	KEGG:C10117@Charged	KEGG:C10117@Charged	KEGG:C10117@Charged	KEGG:C10117	KEGG:C10117	GC	KEGG:C10117@Charged	KEGG:C10117@Charged	eQuilibrator:MNXM107510
cpd07007					KEGG:C10118	KEGG:C10118	GC			
cpd07008	KEGG:C10119@Charged	KEGG:C10119@Charged	KEGG:C10119@Charged	KEGG:C10119@Charged	KEGG:C10119	KEGG:C10119	GC	KEGG:C10119@Charged	KEGG:C10119@Charged	eQuilibrator:MNXM73018
cpd07009	KEGG:C10120@Charged	KEGG:C10120@Charged	KEGG:C10120@Charged	KEGG:C10120@Charged	KEGG:C10120	KEGG:C10120	GC	KEGG:C10120@Charged	KEGG:C10120@Charged	
cpd07010	KEGG:C10121@Charged	KEGG:C10121@Charged	KEGG:C10121@Charged	KEGG:C10121@Charged	KEGG:C10121	KEGG:C10121	GC	KEGG:C10121@Charged	KEGG:C10121@Charged	eQuilibrator:MNXM78054
cpd07011					KEGG:C10122	KEGG:C10122	GC			
cpd07012	KEGG:C10123@Charged	KEGG:C10123@Charged	KEGG:C10123@Charged	KEGG:C10123@Charged		KEGG:C10123	EQ	eQuilibrator:MNXM40263	KEGG:C10123@Charged	eQuilibrator:MNXM40263
cpd07013	KEGG:C10124	KEGG:C10124	KEGG:C10124	KEGG:C10124	KEGG:C10124	KEGG:C10124	GC	KEGG:C10124@Charged	KEGG:C10124@Charged	
cpd07014	KEGG:C10125@Charged	KEGG:C10125@Charged	KEGG:C10125@Charged	KEGG:C10125@Charged		KEGG:C10125	EQ	eQuilibrator:MNXM41907	KEGG:C10125@Charged	eQuilibrator:MNXM41907
cpd07015	MetaCyc:CPD-20057@Charged;KEGG:C10126@Charged	MetaCyc:CPD-20057@Charged;KEGG:C10126@Charged	MetaCyc:CPD-20057@Charged;KEGG:C10126@Charged	MetaCyc:CPD-20057@Charged;KEGG:C10126@Charged		KEGG:C10126	EQ	eQuilibrator:MNXM10708	KEGG:C10126@Charged	eQuilibrator:MNXM10708
cpd07016	KEGG:C10127	KEGG:C10127	KEGG:C10127	KEGG:C10127		KEGG:C10127	GC	KEGG:C10127@Charged	KEGG:C10127@Charged	eQuilibrator:MNXM42133
cpd07017	KEGG:C10128	KEGG:C10128	KEGG:C10128	KEGG:C10128@Charged	KEGG:C10128	KEGG:C10128	EQ	eQuilibrator:MNXM42541	KEGG:C10128@Charged	eQuilibrator:MNXM42541
cpd07018	KEGG:C10129@Charged	KEGG:C10129@Charged	KEGG:C10129@Charged	KEGG:C10129@Charged		KEGG:C10129	EQ	eQuilibrator:MNXM42548	KEGG:C10129@Charged	eQuilibrator:MNXM42548
cpd07019	KEGG:C10130@Charged	KEGG:C10130@Charged	KEGG:C10130@Charged	KEGG:C10130@Charged		KEGG:C10130	EQ	eQuilibrator:MNXM42890	KEGG:C10130@Charged	eQuilibrator:MNXM42890
cpd07020	KEGG:C10131@Charged	KEGG:C10131@Charged	KEGG:C10131@Charged	KEGG:C10131@Charged		KEGG:C10131	EQ	eQuilibrator:MNXM42896	KEGG:C10131@Charged	eQuilibrator:MNXM42896
cpd07021	KEGG:C10132	KEGG:C10132	KEGG:C10132	KEGG:C10132	KEGG:C10132	KEGG:C10132	GC	KEGG:C10132@Charged	KEGG:C10132@Charged	
cpd07022	KEGG:C10133@Charged	KEGG:C10133@Charged	KEGG:C10133@Charged	KEGG:C10133@Charged	KEGG:C10133	KEGG:C10133	GC	KEGG:C10133@Charged	KEGG:C10133@Charged	eQuilibrator:MNXM44851
cpd07023	KEGG:C10134	KEGG:C10134	KEGG:C10134	KEGG:C10134	KEGG:C10134	KEGG:C10134	EQ	eQuilibrator:MNXM44872	KEGG:C10134@Charged	eQuilibrator:MNXM44872
cpd07024	KEGG:C10135@Charged	KEGG:C10135@Charged	KEGG:C10135@Charged	KEGG:C10135@Charged		KEGG:C10135	GC	KEGG:C10135@Charged	KEGG:C10135@Charged	
cpd07025	KEGG:C10136@Charged	KEGG:C10136@Charged	KEGG:C10136@Charged	KEGG:C10136@Charged	KEGG:C10136	KEGG:C10136	EQ	eQuilibrator:MNXM45773	KEGG:C10136@Charged	eQuilibrator:MNXM45773
