id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd12000					KEGG:C02028					
cpd12001					KEGG:C02031	KEGG:C02031				
cpd12002	MetaCyc:GLYCYL-PEPTIDE@Charged	MetaCyc:GLYCYL-PEPTIDE@Charged		MetaCyc:GLYCYL-PEPTIDE@Charged	KEGG:C02038	KEGG:C02038	GC	MetaCyc:GLYCYL-PEPTIDE@Charged	MetaCyc:GLYCYL-PEPTIDE@Charged	
cpd12003					KEGG:C02047	KEGG:C02047				
cpd12004										
cpd12005	KEGG:C02051	KEGG:C02051		KEGG:C02051	KEGG:C02051	KEGG:C02051	GC	KEGG:C02051@Charged	KEGG:C02051@Charged	
cpd12006										
cpd12007										
cpd12008	KEGG:C02055@Charged;ChEBI:149742	KEGG:C02055@Charged;ChEBI:149742		KEGG:C02055@Charged;ChEBI:149742	KEGG:C02055	KEGG:C02055	GC	KEGG:C02055@Charged	KEGG:C02055@Charged	
cpd12009					KEGG:C02056	KEGG:C02056				
cpd12010	KEGG:C02058@Charged	KEGG:C02058@Charged		KEGG:C02058@Charged	KEGG:C02058	KEGG:C02058	GC	KEGG:C02058@Charged	KEGG:C02058@Charged	
cpd12011						KEGG:C02061				
cpd12012										
cpd12013	KEGG:C02065	KEGG:C02065		KEGG:C02065	KEGG:C02065	KEGG:C02065	GC	KEGG:C02065@Charged	KEGG:C02065@Charged	
cpd12014										
cpd12015										
cpd12016					KEGG:C02072	KEGG:C02072				
cpd12017					KEGG:C02073	KEGG:C02073				
cpd12018	KEGG:C02075;ChEBI:63410	KEGG:C02075;ChEBI:63410		KEGG:C02075;ChEBI:63410		KEGG:C02075	GC	KEGG:C02075@Charged	KEGG:C02075@Charged	
cpd12019	KEGG:C02085	KEGG:C02085		KEGG:C02085	KEGG:C02085	KEGG:C02085	GC	KEGG:C02085@Charged	KEGG:C02085@Charged	
cpd12020	KEGG:C02089@Charged	KEGG:C02089@Charged		KEGG:C02089@Charged		KEGG:C02089	GC	KEGG:C02089@Charged	KEGG:C02089@Charged	
cpd12021										
cpd12022					KEGG:C02100	KEGG:C02100				
cpd12023										
cpd12024	KEGG:C02103;ChEBI:137405@Charged;ChEBI:137406@Charged	KEGG:C02103;ChEBI:137405@Charged;ChEBI:137406@Charged		KEGG:C02103;ChEBI:137405@Charged;ChEBI:137406@Charged	KEGG:C02103		GC	KEGG:C02103@Charged	KEGG:C02103@Charged	
cpd12025										
cpd12026	KEGG:C02111@Charged	KEGG:C02111@Charged		KEGG:C02111@Charged	KEGG:C02111	KEGG:C02111	GC	KEGG:C02111@Charged	KEGG:C02111@Charged	
cpd12027	KEGG:C02118@Charged	KEGG:C02118@Charged		KEGG:C02118@Charged	KEGG:C02118	KEGG:C02118	GC	KEGG:C02118@Charged	KEGG:C02118@Charged	
cpd12028	KEGG:C02119@Charged	KEGG:C02119@Charged		KEGG:C02119@Charged	KEGG:C02119	KEGG:C02119	GC	KEGG:C02119@Charged	KEGG:C02119@Charged	
cpd12029	KEGG:C02125	KEGG:C02125		KEGG:C02125	KEGG:C02125	KEGG:C02125	GC	KEGG:C02125@Charged	KEGG:C02125@Charged	
cpd12030										
cpd12031	KEGG:C02133@Charged;ChEBI:177921;ChEBI:59918	KEGG:C02133@Charged;ChEBI:177921;ChEBI:59918		KEGG:C02133@Charged;ChEBI:177921;ChEBI:59918	KEGG:C02133	KEGG:C02133	GC	KEGG:C02133@Charged	KEGG:C02133@Charged	
cpd12032	KEGG:C02144@Charged	KEGG:C02144@Charged		KEGG:C02144@Charged	KEGG:C02144	KEGG:C02144	GC	KEGG:C02144@Charged	KEGG:C02144@Charged	
cpd12033	MetaCyc:DIALKYLKETONE-CPD;KEGG:C02146	MetaCyc:DIALKYLKETONE-CPD;KEGG:C02146		MetaCyc:DIALKYLKETONE-CPD;KEGG:C02146		KEGG:C02146	GC	KEGG:C02146@Charged	KEGG:C02146@Charged	
cpd12034										
cpd12035										
cpd12036					KEGG:C02163	KEGG:C02163				
cpd12037										
cpd12038	KEGG:C02173@Charged	KEGG:C02173@Charged		KEGG:C02173@Charged	KEGG:C02173	KEGG:C02173	GC	KEGG:C02173@Charged	KEGG:C02173@Charged	
cpd12039					KEGG:C02174					
cpd12040										
cpd12041					KEGG:C02179	KEGG:C02179				
cpd12042	KEGG:C02186@Charged	KEGG:C02186@Charged		KEGG:C02186@Charged	KEGG:C02186	KEGG:C02186	GC	KEGG:C02186@Charged	KEGG:C02186@Charged	
cpd12043	KEGG:C02188@Charged	KEGG:C02188@Charged		KEGG:C02188@Charged	KEGG:C02188	KEGG:C02188	GC	KEGG:C02188@Charged	KEGG:C02188@Charged	
cpd12044	KEGG:C02189	KEGG:C02189		KEGG:C02189	KEGG:C02189	KEGG:C02189	GC	KEGG:C02189@Charged	KEGG:C02189@Charged	
cpd12045	MetaCyc:Tertiary-Amines@Charged;KEGG:C02196;ChEBI:137982@Charged	MetaCyc:Tertiary-Amines@Charged;KEGG:C02196;ChEBI:137982@Charged		MetaCyc:Tertiary-Amines@Charged;KEGG:C02196;ChEBI:137982@Charged		KEGG:C02196	GC	KEGG:C02196@Charged	KEGG:C02196@Charged	
cpd12046										
cpd12047										
cpd12048					KEGG:C02211	KEGG:C02211				
cpd12049										
cpd12050	KEGG:C02245;ChEBI:22326	KEGG:C02245;ChEBI:22326		KEGG:C02245;ChEBI:22326	KEGG:C02245	KEGG:C02245	GC	KEGG:C02245@Charged	KEGG:C02245@Charged	
cpd12051										
cpd12052	KEGG:C02248@Charged	KEGG:C02248@Charged		KEGG:C02248@Charged	KEGG:C02248	KEGG:C02248	GC	KEGG:C02248@Charged	KEGG:C02248@Charged	
cpd12053										
cpd12054	KEGG:C02252@Charged;ChEBI:13792@Charged	KEGG:C02252@Charged;ChEBI:13792@Charged		KEGG:C02252@Charged;ChEBI:13792@Charged	KEGG:C02252	KEGG:C02252	GC	KEGG:C02252@Charged	KEGG:C02252@Charged	
cpd12055	MetaCyc:CDP-ACYLGLYCEROL;KEGG:C02255@Charged	MetaCyc:CDP-ACYLGLYCEROL;KEGG:C02255@Charged		MetaCyc:CDP-ACYLGLYCEROL;KEGG:C02255@Charged	KEGG:C02255	KEGG:C02255	GC	KEGG:C02255@Charged	KEGG:C02255@Charged	
cpd12056										
cpd12057										
cpd12058					KEGG:C02270	KEGG:C02270				
cpd12059										
cpd12060					KEGG:C02282	KEGG:C02282				
cpd12061										
cpd12062										
cpd12063										
cpd12064	MetaCyc:O-Short-Chain-Acyl-L-Carnitines;KEGG:C02301;ChEBI:75659	MetaCyc:O-Short-Chain-Acyl-L-Carnitines;KEGG:C02301;ChEBI:75659		MetaCyc:O-Short-Chain-Acyl-L-Carnitines;KEGG:C02301;ChEBI:75659	KEGG:C02301	KEGG:C02301	GC	KEGG:C02301@Charged	KEGG:C02301@Charged	
cpd12065										
cpd12066					KEGG:C02303	KEGG:C02303				
cpd12067										
cpd12068										
cpd12069					KEGG:C04466	KEGG:C04466				
cpd12070					KEGG:C05144	KEGG:C05144				
cpd12071						KEGG:C02311				
cpd12072	KEGG:C02315@Charged	KEGG:C02315@Charged		KEGG:C02315@Charged	KEGG:C02315	KEGG:C02315	GC	KEGG:C02315@Charged	KEGG:C02315@Charged	
cpd12073										
cpd12074	MetaCyc:CPD-8529;KEGG:C02318;ChEBI:17412	MetaCyc:CPD-8529;KEGG:C02318;ChEBI:17412		MetaCyc:CPD-8529;KEGG:C02318;ChEBI:17412			GC	KEGG:C02318@Charged	KEGG:C02318@Charged	
cpd12075	KEGG:C02319	KEGG:C02319		KEGG:C02319	KEGG:C02319	KEGG:C02319	GC	KEGG:C02319@Charged	KEGG:C02319@Charged	
cpd12076	MetaCyc:CPD-20939;KEGG:C02320@Charged;ChEBI:90779	MetaCyc:CPD-20939;KEGG:C02320@Charged;ChEBI:90779		MetaCyc:CPD-20939;KEGG:C02320@Charged;ChEBI:90779	KEGG:C02320	KEGG:C02320	GC	KEGG:C02320@Charged	KEGG:C02320@Charged	
cpd12077										
cpd12078	KEGG:C02324@Charged;ChEBI:137419	KEGG:C02324@Charged;ChEBI:137419		KEGG:C02324@Charged;ChEBI:137419		KEGG:C02324	GC	KEGG:C02324@Charged	KEGG:C02324@Charged	
cpd12079	KEGG:C02327	KEGG:C02327		KEGG:C02327	KEGG:C02327	KEGG:C02327	GC	KEGG:C02327@Charged	KEGG:C02327@Charged	
cpd12080	KEGG:C02332	KEGG:C02332		KEGG:C02332		KEGG:C02332	GC	KEGG:C02332@Charged	KEGG:C02332@Charged	
cpd12081	KEGG:C02337	KEGG:C02337		KEGG:C02337	KEGG:C02337	KEGG:C02337	GC	KEGG:C02337@Charged	KEGG:C02337@Charged	
cpd12082					KEGG:C02339	KEGG:C02339				
cpd12083										
cpd12084										
cpd12085					KEGG:C02352	KEGG:C02352				
cpd12086					KEGG:C02374	KEGG:C02374				
cpd12087					KEGG:C02377	KEGG:C02377				
cpd12088										
cpd12089										
cpd12090										
cpd12091										
cpd12092	KEGG:C02399	KEGG:C02399		KEGG:C02399	KEGG:C02399	KEGG:C02399	GC	KEGG:C02399@Charged	KEGG:C02399@Charged	
cpd12093	KEGG:C02401	KEGG:C02401		KEGG:C02401		KEGG:C02401	GC	KEGG:C02401@Charged	KEGG:C02401@Charged	
cpd12094	KEGG:C02403@Charged	KEGG:C02403@Charged		KEGG:C02403@Charged	KEGG:C02403		GC	KEGG:C02403@Charged	KEGG:C02403@Charged	
cpd12095										
cpd12097										
cpd12098										
cpd12099					KEGG:C02410	KEGG:C02410				
cpd12100					KEGG:C02412	KEGG:C02412				
cpd12101	KEGG:C02415@Charged	KEGG:C02415@Charged		KEGG:C02415@Charged	KEGG:C02415	KEGG:C02415	GC	KEGG:C02415@Charged	KEGG:C02415@Charged	
cpd12103	KEGG:C02424@Charged	KEGG:C02424@Charged		KEGG:C02424@Charged	KEGG:C02424	KEGG:C02424	GC	KEGG:C02424@Charged	KEGG:C02424@Charged	
cpd12104					KEGG:C02429	KEGG:C02429				
cpd12105					KEGG:C02430	KEGG:C02430				
cpd12106	MetaCyc:Short-OH-Long-FA-Esters;KEGG:C02434	MetaCyc:Short-OH-Long-FA-Esters;KEGG:C02434		MetaCyc:Short-OH-Long-FA-Esters;KEGG:C02434		KEGG:C02434	GC	KEGG:C02434@Charged	KEGG:C02434@Charged	
cpd12107	KEGG:C02436@Charged;ChEBI:131823	KEGG:C02436@Charged;ChEBI:131823		KEGG:C02436@Charged;ChEBI:131823		KEGG:C02436	GC	KEGG:C02436@Charged	KEGG:C02436@Charged	
cpd12108	MetaCyc:N-DESULFOHEPARIN@Charged	MetaCyc:N-DESULFOHEPARIN@Charged		MetaCyc:N-DESULFOHEPARIN@Charged	KEGG:C02440	KEGG:C02440	GC	MetaCyc:N-DESULFOHEPARIN@Charged	MetaCyc:N-DESULFOHEPARIN@Charged	
cpd12109	KEGG:C02446;ChEBI:17567	KEGG:C02446;ChEBI:17567		KEGG:C02446;ChEBI:17567	KEGG:C02446	KEGG:C02446	GC	KEGG:C02446@Charged	KEGG:C02446@Charged	
cpd12110					KEGG:C02447	KEGG:C02447				
cpd12111										
cpd12112	KEGG:C02461@Charged	KEGG:C02461@Charged		KEGG:C02461@Charged	KEGG:C02461	KEGG:C02461	GC	KEGG:C02461@Charged	KEGG:C02461@Charged	
cpd12113					KEGG:C02471	KEGG:C02471				
cpd12114	KEGG:C02472	KEGG:C02472		KEGG:C02472	KEGG:C02472	KEGG:C02472	GC	KEGG:C02472@Charged	KEGG:C02472@Charged	
cpd12115					KEGG:C02474	KEGG:C02474				
cpd12116	MetaCyc:AN-ALPHA-L-FUCOSIDE;KEGG:C02475	MetaCyc:AN-ALPHA-L-FUCOSIDE;KEGG:C02475		MetaCyc:AN-ALPHA-L-FUCOSIDE;KEGG:C02475	KEGG:C02475	KEGG:C02475	GC	MetaCyc:AN-ALPHA-L-FUCOSIDE@Charged	MetaCyc:AN-ALPHA-L-FUCOSIDE@Charged	
cpd12117	KEGG:C02478	KEGG:C02478		KEGG:C02478	KEGG:C02478	KEGG:C02478	GC	KEGG:C02478@Charged	KEGG:C02478@Charged	
cpd12118	MetaCyc:2R-Hydroxy-Fatty-Acids;MetaCyc:D-2-hydroxyacids;MetaCyc:R-3-Aryl-Lactates;KEGG:C02489@Charged;ChEBI:76177	MetaCyc:2R-Hydroxy-Fatty-Acids;MetaCyc:D-2-hydroxyacids;MetaCyc:R-3-Aryl-Lactates;KEGG:C02489@Charged;ChEBI:76177		MetaCyc:2R-Hydroxy-Fatty-Acids;MetaCyc:D-2-hydroxyacids;MetaCyc:R-3-Aryl-Lactates;KEGG:C02489@Charged;ChEBI:76177	KEGG:C02489	KEGG:C02489	GC	MetaCyc:2R-Hydroxy-Fatty-Acids@Charged	MetaCyc:2R-Hydroxy-Fatty-Acids@Charged	
cpd12119					KEGG:C02490	KEGG:C02490				
cpd12120					KEGG:C02492	KEGG:C02492				
cpd12121					KEGG:C02493	KEGG:C02493				
cpd12122										
cpd12123										
cpd12124					KEGG:C02521	KEGG:C02521				
cpd12125	KEGG:C02525	KEGG:C02525		KEGG:C02525		KEGG:C02525	GC	KEGG:C02525@Charged	KEGG:C02525@Charged	
cpd12126										
cpd12127	MetaCyc:CPD-19185;KEGG:C02534@Charged	MetaCyc:CPD-19185;KEGG:C02534@Charged		MetaCyc:CPD-19185;KEGG:C02534@Charged	KEGG:C02534		GC	KEGG:C02534@Charged	KEGG:C02534@Charged	
cpd12128						KEGG:C02536				
cpd12129										
cpd12130										
cpd12131	MetaCyc:Dipeptides-With-Gly-At-N-Terminal;KEGG:C02546@Charged	MetaCyc:Dipeptides-With-Gly-At-N-Terminal;KEGG:C02546@Charged		MetaCyc:Dipeptides-With-Gly-At-N-Terminal;KEGG:C02546@Charged	KEGG:C02546	KEGG:C02546	GC	KEGG:C02546@Charged	KEGG:C02546@Charged	
cpd12132					KEGG:C02553	KEGG:C02553				
cpd12133					KEGG:C02554	KEGG:C02554				
cpd12134										
cpd12135	KEGG:C02562@Charged	KEGG:C02562@Charged		KEGG:C02562@Charged	KEGG:C02562	KEGG:C02562	GC	KEGG:C02562@Charged	KEGG:C02562@Charged	
cpd12136										
cpd12137					KEGG:C02579	KEGG:C02579				
cpd12138										
cpd12139	KEGG:C02582	KEGG:C02582		KEGG:C02582	KEGG:C02582	KEGG:C02582	GC	KEGG:C02582@Charged	KEGG:C02582@Charged	
cpd12140	KEGG:C02583	KEGG:C02583		KEGG:C02583	KEGG:C02583	KEGG:C02583	GC	KEGG:C02583@Charged	KEGG:C02583@Charged	
cpd12141	KEGG:C02589@Charged;ChEBI:60058	KEGG:C02589@Charged;ChEBI:60058		KEGG:C02589@Charged;ChEBI:60058	KEGG:C02589	KEGG:C02589	GC	KEGG:C02589@Charged	KEGG:C02589@Charged	
cpd12142										
cpd12143	KEGG:C02601	KEGG:C02601		KEGG:C02601	KEGG:C02601	KEGG:C02601	GC	KEGG:C02601@Charged	KEGG:C02601@Charged	
cpd12144	KEGG:C02603	KEGG:C02603		KEGG:C02603	KEGG:C02603	KEGG:C02603	GC	KEGG:C02603@Charged	KEGG:C02603@Charged	
cpd12145	KEGG:C02605	KEGG:C02605		KEGG:C02605	KEGG:C02605	KEGG:C02605	GC	KEGG:C02605@Charged	KEGG:C02605@Charged	
cpd12146					KEGG:C02607	KEGG:C02607				
cpd12147	MetaCyc:L-2-hydroxyacids;KEGG:C15565@Charged;ChEBI:58123	MetaCyc:L-2-hydroxyacids;KEGG:C15565@Charged;ChEBI:58123		MetaCyc:L-2-hydroxyacids;KEGG:C15565@Charged;ChEBI:58123	KEGG:C15565	KEGG:C15565	GC	KEGG:C15565@Charged	KEGG:C15565@Charged	
cpd12148					KEGG:C02616	KEGG:C02616				
cpd12149	MetaCyc:CPD-50;KEGG:C02623@Charged	MetaCyc:CPD-50;KEGG:C02623@Charged		MetaCyc:CPD-50;KEGG:C02623@Charged	KEGG:C02623	KEGG:C02623	GC	KEGG:C02623@Charged	KEGG:C02623@Charged	
cpd12150	KEGG:C02654@Charged	KEGG:C02654@Charged		KEGG:C02654@Charged	KEGG:C02654	KEGG:C02654	GC	KEGG:C02654@Charged	KEGG:C02654@Charged	
cpd12151										
cpd12152										
cpd12153										
cpd12154										
cpd12155	KEGG:C02671@Charged	KEGG:C02671@Charged		KEGG:C02671@Charged	KEGG:C02671	KEGG:C02671	GC	KEGG:C02671@Charged	KEGG:C02671@Charged	
cpd12156										
cpd12157										
cpd12158	MetaCyc:CPD-10494	MetaCyc:CPD-10494	MetaCyc:CPD-10494	MetaCyc:CPD-10494	MetaCyc:CPD-10494	MetaCyc:CPD-10494	GC	MetaCyc:CPD-10494@Charged	MetaCyc:CPD-10494@Charged	
cpd12159										
cpd12160	MetaCyc:CPD-10495	MetaCyc:CPD-10495	MetaCyc:CPD-10495	MetaCyc:CPD-10495	MetaCyc:CPD-10495	MetaCyc:CPD-10495	GC	MetaCyc:CPD-10495@Charged	MetaCyc:CPD-10495@Charged	
cpd12161	KEGG:C02687	KEGG:C02687		KEGG:C02687	KEGG:C02687	KEGG:C02687	GC	KEGG:C02687@Charged	KEGG:C02687@Charged	
cpd12162										
cpd12163	MetaCyc:CPD-13351	MetaCyc:CPD-13351	MetaCyc:CPD-13351	MetaCyc:CPD-13351	KEGG:C02695	KEGG:C02695	GC	MetaCyc:CPD-13351@Charged	MetaCyc:CPD-13351@Charged	
cpd12164					KEGG:C02702	KEGG:C02702				
cpd12165	KEGG:C02706	KEGG:C02706		KEGG:C02706	KEGG:C02706	KEGG:C02706	GC	KEGG:C02706@Charged	KEGG:C02706@Charged	
cpd12166	KEGG:C02707	KEGG:C02707		KEGG:C02707	KEGG:C02707	KEGG:C02707	GC	KEGG:C02707@Charged	KEGG:C02707@Charged	
cpd12167										
