id	formula_src	charge_src	inchikey_src	smiles_src	pka_src	pkb_src	deltag_method	deltag_used_src	deltag_gc_src	deltag_eq_src
cpd04000	MetaCyc:GAMMA-PENTACHLOROCYCLOHEXANE;KEGG:C06596;ChEBI:10576	MetaCyc:GAMMA-PENTACHLOROCYCLOHEXANE;KEGG:C06596;ChEBI:10576	MetaCyc:GAMMA-PENTACHLOROCYCLOHEXANE;KEGG:C06596;ChEBI:10576	MetaCyc:GAMMA-PENTACHLOROCYCLOHEXANE;KEGG:C06596;ChEBI:10576			GC	MetaCyc:GAMMA-PENTACHLOROCYCLOHEXANE@Charged	MetaCyc:GAMMA-PENTACHLOROCYCLOHEXANE@Charged	eQuilibrator:MNXM5995
cpd04001	MetaCyc:CPD-15;KEGG:C06597;ChEBI:18904	MetaCyc:CPD-15;KEGG:C06597;ChEBI:18904	MetaCyc:CPD-15;KEGG:C06597;ChEBI:18904	MetaCyc:CPD-15;KEGG:C06597;ChEBI:18904	KEGG:C06597		GC	MetaCyc:CPD-15@Charged	MetaCyc:CPD-15@Charged	eQuilibrator:MNXM3125
cpd04002	KEGG:C06598;ChEBI:28989	KEGG:C06598;ChEBI:28989	KEGG:C06598;ChEBI:28989	KEGG:C06598;ChEBI:28989	KEGG:C06598	KEGG:C06598	GC	KEGG:C06598@Charged	KEGG:C06598@Charged	eQuilibrator:MNXM3439
cpd04003	KEGG:C06599;ChEBI:28975	KEGG:C06599;ChEBI:28975	KEGG:C06599;ChEBI:28975	KEGG:C06599;ChEBI:28975	KEGG:C06599	KEGG:C06599	GC	KEGG:C06599@Charged	KEGG:C06599@Charged	eQuilibrator:MNXM4960
cpd04004	KEGG:C06600;ChEBI:27545	KEGG:C06600;ChEBI:27545	KEGG:C06600;ChEBI:27545	KEGG:C06600;ChEBI:27545	KEGG:C06600	KEGG:C06600	EQ	eQuilibrator:MNXM2915	KEGG:C06600@Charged	eQuilibrator:MNXM2915
cpd04005	MetaCyc:CHLOROHYDROQUINONE;KEGG:C06601;ChEBI:27675	MetaCyc:CHLOROHYDROQUINONE;KEGG:C06601;ChEBI:27675	MetaCyc:CHLOROHYDROQUINONE;KEGG:C06601;ChEBI:27675	MetaCyc:CHLOROHYDROQUINONE;KEGG:C06601;ChEBI:27675	KEGG:C06601	KEGG:C06601	EQ	eQuilibrator:MNXM4524	KEGG:C06601@Charged	eQuilibrator:MNXM4524
cpd04006	MetaCyc:25-DICHLOROPHENOL@Charged;KEGG:C06602	MetaCyc:25-DICHLOROPHENOL@Charged;KEGG:C06602	MetaCyc:25-DICHLOROPHENOL@Charged;KEGG:C06602	MetaCyc:25-DICHLOROPHENOL@Charged;KEGG:C06602	KEGG:C06602	KEGG:C06602	EQ	eQuilibrator:MNXM6682	KEGG:C06602@Charged	eQuilibrator:MNXM6682
cpd04007	MetaCyc:CPD-18635@Charged;KEGG:C06603@Charged;ChEBI:58434@Charged	MetaCyc:CPD-18635@Charged;KEGG:C06603@Charged;ChEBI:58434@Charged	MetaCyc:CPD-18635@Charged;KEGG:C06603@Charged;ChEBI:58434@Charged	MetaCyc:CPD-18635@Charged;KEGG:C06603@Charged;ChEBI:58434@Charged	KEGG:C06603	KEGG:C06603	EQ		MetaCyc:CPD-18635@Charged	
cpd04008	MetaCyc:PARATHION;KEGG:C06604	MetaCyc:PARATHION;KEGG:C06604	MetaCyc:PARATHION;KEGG:C06604	MetaCyc:PARATHION;KEGG:C06604			GC	MetaCyc:PARATHION@Charged	MetaCyc:PARATHION@Charged	
cpd04009	MetaCyc:AMINO-PARATHION;KEGG:C06605	MetaCyc:AMINO-PARATHION;KEGG:C06605	MetaCyc:AMINO-PARATHION;KEGG:C06605	MetaCyc:AMINO-PARATHION;KEGG:C06605		KEGG:C06605	GC	MetaCyc:AMINO-PARATHION@Charged	MetaCyc:AMINO-PARATHION@Charged	
