id	names	formula	mass	charge	inchikey	smiles
CPD-21538	lipid A-core oligosaccharide (<i>Salmonella arizonae</i>)|core oligosaccharide-lipid A (<i>Salmonella arizonae</i>)	C161H280N2O88P4	3775.838	10000000	XKOAJWOQMQEUBJ-HOSTZJNVSA-D	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]4O[C@H]([C@H](O)CO[C@H]5O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@H]5O[C@H](CO[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
CPD-15564	fluoranthene	C16H10	202.255	10000000	GVEPBJHOBDJJJI-UHFFFAOYSA-N	c1ccc2c(c1)-c1cccc3cccc-2c13
CPD-13772	chrysene|1,2,5,6-dibenzonaphthalene|1,2-benzophenanthrene	C18H12	228.293	10000000	WDECIBYCCFPHNR-UHFFFAOYSA-N	c1ccc2c(c1)ccc1c3ccccc3ccc21
CPD-12502	(2E,4E)-6-(2-aminophenyl)-2-hydroxy-6-oxohexa-2,4-dienoate|2-hydroxy-6-oxo-(2'-aminobiphenyl)-hexa-2,4-dienoic acid|6-(2-aminophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid|2-hydroxy-6-oxo-(2'-aminobiphenyl)-hexa-2,4-dienoate|6-(2-aminophenyl)-2-hydroxy-6-oxohexa-2,4-dienoate	C12H10NO4	232.215	10000000	CFMPTLGDADAYRX-UHFFFAOYSA-M	Nc1ccccc1C(=O)CC=CC(=O)C(=O)[O-]
CPD-10571	terbinafine|Lamisil	C21H26N	292.443	10000000	DOMXUEMWDBAQBQ-WEVVVXLNSA-O	C[NH+](C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
CPD-21357	lipid A-core oligosaccharide (<i>E. coli</i> R4 core type)|core oligosaccharide-lipid A (<i>E. coli</i> R4 core type)	C161H280N2O88P4	3775.838	10000000	XMPXCXGTAJEJLI-WSQRHZSMSA-D	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]4O[C@H]([C@H](O)CO[C@H]5O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
CPD-10424	naphthalenesulfonate	C10H7O3S	207.223	10000000	PSZYNBSKGUBXEH-UHFFFAOYSA-M	O=S(=O)([O-])c1cccc2ccccc12
2OXO1YLIDENE	2-hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene) but-2-enoate|2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene) but-2-enoic acid	C13H9O4	229.212	10000000	GZDLTAKWZWOOKH-UHFFFAOYSA-M	O=C([O-])C(=O)C=CC1C(=O)Cc2ccccc21
CPD-9378	propachlor|2-chloro-<i>N</i>-isopropylacetanilide	C11H14ClNO	211.691	10000000	MFOUDYKPLGXPGO-UHFFFAOYSA-N	CC(C)N(C(=O)CCl)c1ccccc1
CPD-7404	<i>N</i>-cyclopropylammeline|2-hydroxy-4-amino-6-(cyclopropylamino)-1,3,5-triazine	C6H9N5O	167.17	10000000	YWSPFJMRXWALBW-UHFFFAOYSA-N	Nc1nc(=O)nc(NC2CC2)[nH]1
CPD-21352	lipid A-core oligosaccharide (<i>E. coli</i> R1 core type)|core oligosaccharide-lipid A (<i>E. coli</i> R1 core type)	C161H280N2O88P4	3775.838	10000000	ARUJOQFJEFKCFA-UFRJLOKYSA-D	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]4O[C@H]([C@H](O)CO[C@H]5O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
CPD-22757	(1-naphthyl)methanol|1-naphthylmethnol|1-naphthalenemethanol|naphthalene-1-methanol	C11H10O	158.199	10000000	PBLNHHSDYFYZNC-UHFFFAOYSA-N	OCc1cccc2ccccc12
CPD-19119	2-(hydroxylamino)benzoyloctanoate	C16H23NO3	277.363	10000000	KZTVOVSNLMLLKK-UHFFFAOYSA-N	CCCCCCCC(O)=CC(=O)c1ccccc1NO
CPD-16722	gentisaldehyde|2,5-dihydroxybenzaldehyde|gentisate aldehyde	C7H6O3	138.123	10000000	CLFRCXCBWIQVRN-UHFFFAOYSA-N	O=Cc1cc(O)ccc1O
CPD-13685	2-naphthol 6'-O-malonylglucoside	C19H19O9	391.354	10000000	AUARYYUGYYPPDD-LQDZTQBFSA-M	O=C([O-])CC(=O)OC[C@H]1O[C@@H](Oc2ccc3ccccc3c2)[C@H](O)[C@@H](O)[C@@H]1O
CPD2B4Q-2	lipid A-core oligosaccharide (<i>Brucella</i>)|beta-Glc-(1->4)-Kdo-(2->4)-{beta-GlcN-(1->6)-beta-GlcN-(1->4)-[beta-GlcN-(1->6)]-beta-GlcN-(1->3)-alpha-Man-(1->5)}-Kdo-(2->6)-[lipid A]	C168H308N8O64P2	3526.244	10000000	LGJLZIMDFWENBB-AQAZCEPFSA-L	CCCCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5[NH3+])[C@@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6[NH3+])[C@@H](O)[C@H](O)[C@H]5[NH3+])[C@H](O)[C@H]4[NH3+])[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@@H](CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
CPD-12111	4-hydroxycoumarin|4-coumarinol|benzotetronic acid	C9H6O3	162.145	10000000	VXIXUWQIVKSKSA-UHFFFAOYSA-M	O=c1cc([O-])c2ccccc2o1
CPD-10460	4-hydroxylamino-2,6-dinitrotoluene-O-glucoside|4-HADNT O-glucoside	C13H17N3O10	375.291	10000000	YBIKXELGQAEZAC-HENWMNBSSA-N	Cc1c([N+](=O)[O-])cc(NOC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1[N+](=O)[O-]
BIPHENYL	biphenyl|1,1'-biphenyl	C12H10	154.211	10000000	ZUOUZKKEUPVFJK-UHFFFAOYSA-N	c1ccc(-c2ccccc2)cc1
2-HYDROXY-6-2-CARBOXYPHENYL-6-OXO-24-	2-hydroxy-6-(2-carboxyphenyl)-6-oxo-2,4-hexadienoate|2-hydroxy-6-(2-carboxyphenyl)-6-oxo-2,4-hexadienoic acid	C13H8O6	260.203	10000000	ITLMIBZJFWOLPC-UHFFFAOYSA-L	O=C([O-])C(=O)C=CCC(=O)c1ccccc1C(=O)[O-]
CPD-24804	lipid A-core oligosaccharide phosphoethanolamine (KdoII)	C164H288N3O92P5	3928.913	10000000	IUUPSGSQOSUTNN-QKTPYQGESA-D	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@@H](CO)OP(=O)([O-])OCC[NH3+])O3)[C@@H](O[C@@H]3O[C@H]([C@@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]4O[C@H]([C@H](O)CO[C@H]5O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@H]5O[C@H](CO[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO[C@H]7O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]7O)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
CPD-9147	2-amino-5-methylphenol|6-amino-<i>m</i>-cresol|4-amino-3-hydroxytoluene|2-hydroxy-4-methylaniline	C7H9NO	123.154	10000000	HCPJEHJGFKWRFM-UHFFFAOYSA-N	Cc1ccc(N)c(O)c1
CPD-7399	ammeline|ammelin|4,6-diamino-1,3,5-triazin-2-ol|2,4-diamino-1,3,5-triazin-6-one	C3H5N5O	127.105	10000000	MASBWURJQFFLOO-UHFFFAOYSA-N	Nc1nc(=O)nc(N)[nH]1
CPD-22754	1-methylnaphthalene|alpha-methylnaphthalene	C11H10	142.2	10000000	QPUYECUOLPXSFR-UHFFFAOYSA-N	Cc1cccc2ccccc12
CPD-19115	1-(2-aminophenyl)decane-1,3-dione	C16H23NO2	261.363	10000000	RYCRGPUTNQPWFZ-UHFFFAOYSA-N	CCCCCCCC(O)=CC(=O)c1ccccc1N
CPD-21359	lipid A-core oligosaccharide (<i>E. coli</i> K-12 core type)|core oligosaccharide-lipid A (<i>E. coli</i> K-12 core type)	C162H282N2O89P4	3805.864	10000000	CEMLXOTXCUORFY-UUAFBPCQSA-D	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]4O[C@H]([C@H](O)CO[C@H]5O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@H]5O[C@H](CO[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO[C@H]7O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]7O)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
CPD-16662	7-O-geranyl-2-O,3-dimethylflaviolin|7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-5-hydroxy-2-methoxy-3-methylnaphthalene-1,4-dione|7-geranyloxy-5-hydroxy-2-methoxy-3-methylnaphthalene-1,4-dione	C22H26O5	370.444	10000000	JSICQLYEVMVRNL-NTEUORMPSA-N	COC1=C(C)C(=O)c2c(O)cc(OC/C=C(\C)CCC=C(C)C)cc2C1=O
CPD-14367	4-phenylbutanoate|4-phenylbutyric acid|benzenebutanoic acid|4-phenylbutanoic acid|benzenebutyric acid|4-phenylbutyrate	C10H11O2	163.196	10000000	OBKXEAXTFZPCHS-UHFFFAOYSA-M	O=C([O-])CCCc1ccccc1
CPD-13354	salidroside|8-O-b-D-glucoside of tyrosol|rhodioloside	C14H20O7	300.308	10000000	ILRCGYURZSFMEG-RKQHYHRCSA-N	OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
CPD-11866	(2<i>S</i>)-2-(glutathion-<i>S</i>-yl)-3-hydroxy-1-(4-hydroxy-3-methoxyphenyl)propan-1-one|GS-HPV I|alpha-(glutathion-S-yl)-beta-hydroxypropiovanillone I	C20H26N3O10S	500.499	10000000	JVCNUEGHNWPYGP-HUBLWGQQSA-M	COc1cc(C(=O)[C@H](CO)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])ccc1O
CPD-21354	lipid A-core oligosaccharide (<i>E. coli</i> R2 core type)|core oligosaccharide-lipid A (<i>E. coli</i> R2 core type)	C163H283N3O88P4	3816.891	10000000	IVXQMJFHNMCXLB-DFGPCFHVSA-D	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]4O[C@H]([C@H](O)CO[C@H]5O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@H]5O[C@H](CO[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6NC(C)=O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
CPD-10456	4-amino-2,6-dinitrotoluene glucoside|4-ADNT glucoside	C13H17N3O9	359.292	10000000	YGGQRUODYYKCTL-HENWMNBSSA-N	Cc1c([N+](=O)[O-])cc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1[N+](=O)[O-]
BENZENE-NO2	nitrobenzene|benzene-NO2|nitro-benzene	C6H5NO2	123.111	10000000	LQNUZADURLCDLV-UHFFFAOYSA-N	O=[N+]([O-])c1ccccc1
110-DIHYDRO-110-DIHYDROXYFLUOREN-9-ONE	1,10-dihydro-1,10-dihydroxyfluoren-9-one|DDF	C13H10O3	214.22	10000000	CZWUUOGKBHOBEC-UHFFFAOYSA-N	O=C1c2ccccc2C2=CC=CC(O)C12O
MELILOTATE	melilotate|3-(2-Hydroxyphenyl) propionate|3-(2-Hydroxyphenyl)propionic acid|3-(o-Hydroxyphenyl) propionic acid|3-(2-hydroxyphenyl)propanoate	C9H9O3	165.168	10000000	CJBDUOMQLFKVQC-UHFFFAOYSA-M	O=C([O-])CCc1ccccc1O
CPD-9139	toluene diisocyanate	C9H6N2O2	174.159	10000000	RUELTTOHQODFPA-UHFFFAOYSA-N	Cc1c(N=C=O)cccc1N=C=O
CPD-6441	methyl benzoate|benzoic acid methyl ester|methyl benzenecarboxylate	C8H8O2	136.15	10000000	QPJVMBTYPHYUOC-UHFFFAOYSA-N	COC(=O)c1ccccc1
CPD-21840	4-nitrobenzoyl-CoA	C28H35N8O19P3S	912.608	10000000	MQPUEXKBWYQBOT-TYHXJLICSA-J	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc([N+](=O)[O-])cc1
CPD-18517	veratryl alcohol radical|VA*	C9H11O3	167.184	10000000	QXYPKMKZEZSVGV-UHFFFAOYSA-N	COc1ccc(C[O])cc1OC
CPD-8687	crocetin dineapolitanose ester|crocetin di-beta-D-neapolitanose ester	C56H84O34	1301.259	10000000	DVFYCWHFXBGIOE-DXQMVXQGSA-N	CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CPD-16657	3-geranylflaviolin	C20H22O5	342.391	10000000	FWXGFZYOLNDRLJ-KPKJPENVSA-M	CC(C)=CCC/C(C)=C/CC1=C([O-])C(=O)c2cc(O)cc(O)c2C1=O
CPD-14172	2-<i>tert</i>-butylphenol|phenol, 2-(1,1-dimethylethyl)-|phenol, o-tert-butyl-|2-t-butylphenol|o-t-butylphenol|phenol, o-(tert-butyl)-|2-(1,1-dimethylethyl)phenol|2-tert-butyl-1-hydroxybenzene	C10H14O	150.22	10000000	WJQOZHYUIDYNHM-UHFFFAOYSA-N	CC(C)(C)c1ccccc1O
CPD-13174	(2-hydroxyphenyl)methyl 1-hydroxy-6-oxocyclohex-2-ene-1-carboxylate	C14H14O5	262.262	10000000	WYYMYYOXCOEMCU-UHFFFAOYSA-N	O=C1CCC=CC1(O)C(=O)OCc1ccccc1O
CPD-10681	3,8'-biflaviolin|2,3',4,6',7,8'-hexahydroxy-1,2'-binaphthalene-1',4',5,8-tetraone	C20H8O10	408.277	10000000	FNRCOOAYEIHTCN-UHFFFAOYSA-L	O=C1[CH-]C(=O)c2c(O)cc(O)c(C3=C([O-])C(=O)c4cc([O-])cc(O)c4C3=O)c2C1=O
CPD-8689	crocetin neapolitanose glucosyl ester	C44H64O24	976.975	10000000	OVQBONBGPBDMOG-RWMMUAAJSA-N	CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CPD-10452	2-amino-4,6-dinitrotoluene glucoside|2-ADNT glucoside	C13H17N3O9	359.292	10000000	CMGFICSLNOXZET-HENWMNBSSA-N	Cc1c(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc([N+](=O)[O-])cc1[N+](=O)[O-]
9FLUORENOL	9-fluorenol|9H-fluoren-9-ol|9-hydroxyfluorene|fluoren-9-ol	C13H10O	182.221	10000000	AFMVESZOYKHDBJ-UHFFFAOYSA-N	OC1c2ccccc2-c2ccccc21
FLUORENE	fluorene|9H-Fluorene|o-Biphenylenemethane|diphenylenemethane|2,2'-methylenebiphenyl|o-biphenylmethane|2,3-benzindene|alpha-diphenylenemethane-9H-fluorene	C13H10	166.222	10000000	NIHNNTQXNPWCJQ-UHFFFAOYSA-N	c1ccc2c(c1)Cc1ccccc1-2
CPD-9133	2,6-dinitrotoluene|2,6-DNT	C7H6N2O4	182.135	10000000	XTRDKALNCIHHNI-UHFFFAOYSA-N	Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
CPD-19889	[4-(6-methylheptanoyl)-5-oxo-2H-furan-3-yl]methyl phosphate	C13H19O7P	318.263	10000000	YBTPRHSACHYWOV-UHFFFAOYSA-L	CC(C)CCCCC(=O)C1=C(COP(=O)([O-])[O-])COC1=O
CPD-258	2-nitrophenol|<i>o</i>-nitrophenol	C6H4NO3	138.102	10000000	IQUPABOKLQSFBK-UHFFFAOYSA-M	O=[N+]([O-])c1ccccc1[O-]
CPD-21080	1-propiovanillone|3-methoxy-4-hydroxypropiophenone|propioguaiacone|1-(4-hydroxy-3-methoxyphenyl)propan-1-one	C10H12O3	180.203	10000000	FBGXENQFSMMBNY-UHFFFAOYSA-N	CCC(=O)c1ccc(O)c(OC)c1
CPD-15887	3-hydroxytyrosol	C8H10O3	154.165	10000000	JUUBCHWRXWPFFH-UHFFFAOYSA-N	OCCc1ccc(O)c(O)c1
CPD-14169	2,5-dihydroxybiphenyl|phenylhydroquinone|2-phenylhydroquinone|1,4-benzenediol, phenyl-|biphenyl-2,5-diol|hydroquinone, phenyl-	C12H10O2	186.21	10000000	XCZKKZXWDBOGPA-UHFFFAOYSA-N	Oc1ccc(O)c(-c2ccccc2)c1
CPD-17853	C70 dolichol diphosphate|dolichol-14 diphosphate	C70H115O7P2	1130.622	10000000	ZDTVCNQMEVXVDI-YEPMOUTASA-L	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CCC(C)CCOP(=O)([O-])OP(=O)([O-])O
CPD-10601	4-ethylguaiacol|<i>p</i>-ethylguaiacol	C9H12O2	152.193	10000000	CHWNEIVBYREQRF-UHFFFAOYSA-N	CCc1ccc(O)c(OC)c1
CPD-10449	2-hydroxylamino-4,6-dinitrotoluene-C3-glucoside|2-HADNT C-glucoside	C13H17N3O10	375.291	10000000	LQVHMKSGVVHSHF-DDSNRORXSA-N	Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1NO
3-HEXAPRENYL-4-HYDROXYBENZOATE	4-hydroxy-3-hexaprenylbenzoate|3-hexaprenyl-4-hydroxybenzoate|4-hydroxy-3-<i>all-trans</i>-hexaprenylbenzoate	C37H53O3	545.824	10000000	LKMQQQABIGIHGL-LAAQXVIISA-M	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)[O-])ccc1O
CYANURIC-ACID	cyanuric acid|2,4,6-trihydroxy-s-triazine|<i>sym</i>-triazine-2,4,6-triol|1,3,5-triazine-2,4,6-triol	C3H3N3O3	129.075	10000000	ZFSLODLOARCGLH-UHFFFAOYSA-N	Oc1nc(O)nc(O)n1
CPD-17850	C85 dolichol diphosphate|dolichol-17 diphosphate	C85H139O7P2	1334.976	10000000	JYWPCELKUAPNCE-UJTSAFTQSA-L	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CCC(C)CCOP(=O)([O-])OP(=O)([O-])O
CPD-9017	8-hydroxypurine	C5H4N4O	136.113	10000000	YPDSIEMYVQERLJ-UHFFFAOYSA-O	O=c1nc2[nH+]c[nH]cc-2[nH]1
CPD-23546	tetralol|2-hydroxytetralin|1,2,3,4-tetrahydro-2-naphthol|2-tetralinol	C10H12O	148.204	10000000	JWQYZECMEPOAPF-UHFFFAOYSA-N	OC1CCc2ccccc2C1
CPD-19245	5,8-dihydroxy-1,4-naphthoquinone|naphthazarin|5,8-dihydroxynaphthalene-1,4-dione	C10H6O4	190.155	10000000	RQNVIKXOOKXAJQ-UHFFFAOYSA-N	O=C1C=CC(=O)c2c(O)ccc(O)c21
CPD-16824	<i>N</i>-(cinnamoyl)glycine|2-[(2E)-3-phenylprop-2-enamido]acetate|cinnamoylglycine	C11H10NO3	204.205	10000000	YAADMLWHGMUGQL-VOTSOKGWSA-M	O=C([O-])CNC(=O)/C=C/c1ccccc1
