id	compartment	reversibility	gfdir	type	base_cost	forward_cost	reverse_cost	complexes
rxn05084	c0|e0	=	=	gapfilling	0	0	0	null
rxn05085	c0|e0	=	=	gapfilling	0	0	0	null
rxn05086	c0|e0	>	=	gapfilling	0	0	0	null
rxn05087	c0|e0	=	=	gapfilling	0	0	0	null
rxn05088	c0|e0	=	=	gapfilling	0	0	0	null
rxn05089	c0|e0	>	=	gapfilling	0	0	0	null
rxn05090	c0|e0	>	=	gapfilling	0	0	0	null
rxn05091	c0|e0	?	=	gapfilling	0	0	0	null
rxn05092	c0|e0	>	=	gapfilling	0	0	0	null
rxn05093	c0|e0	>	=	gapfilling	0	0	0	null
rxn05096	c0|e0	>	=	gapfilling	0	0	0	null
rxn05099	c0|e0	>	=	gapfilling	0	0	0	null
rxn05101	c0|e0	?	=	gapfilling	0	0	0	null
rxn05102	c0|e0	=	=	gapfilling	0	0	0	null
rxn05104	c0|e0	>	=	gapfilling	0	0	0	null
rxn05105	c0|e0	<	=	gapfilling	0	0	0	null
rxn05106	c0|e0	=	=	gapfilling	0	0	0	null
rxn05107	c0|e0	<	=	gapfilling	0	0	0	null
rxn05108	c0|e0	=	=	gapfilling	0	0	0	null
rxn05109	c0|e0	>	=	gapfilling	0	0	0	null
rxn05110	c0|e0	>	=	gapfilling	0	0	0	null
rxn05111	c0|e0	>	=	gapfilling	0	0	0	null
rxn05112	c0|e0	=	=	gapfilling	0	0	0	null
rxn05113	c0|e0	>	=	gapfilling	0	0	0	null
rxn05114	c0|e0	>	=	gapfilling	0	0	0	null
rxn05115	c0|e0	<	=	gapfilling	0	0	0	null
rxn05116	c0|e0	>	=	spontaneous	0	0	0	null
rxn05117	c0|e0	>	=	gapfilling	0	0	0	null
rxn05118	c0|e0	=	=	gapfilling	0	0	0	null
rxn05119	c0|e0	>	=	gapfilling	0	0	0	null
rxn05122	c0|e0	>	=	gapfilling	0	0	0	null
rxn05123	c0|e0	>	=	gapfilling	0	0	0	null
rxn05124	c0|e0	>	=	gapfilling	0	0	0	null
rxn05125	c0|e0	>	=	gapfilling	0	0	0	null
rxn05126	c0|e0	=	=	gapfilling	0	0	0	null
rxn05127	c0|e0	=	=	gapfilling	0	0	0	null
rxn05128	c0|e0	=	=	gapfilling	0	0	0	null
rxn05129	c0|e0	>	=	gapfilling	0	0	0	null
rxn05130	c0|e0	>	=	gapfilling	0	0	0	null
rxn05131	c0|e0	>	=	gapfilling	0	0	0	null
rxn05132	c0|e0	>	=	gapfilling	0	0	0	null
rxn05135	c0|e0	=	=	gapfilling	0	0	0	null
rxn05144	c0|e0	>	=	gapfilling	0	0	0	null
rxn05145	c0|e0	>	=	universal	0	0	0	null
rxn05146	c0|e0	>	=	gapfilling	0	0	0	null
rxn05147	c0|e0	>	=	gapfilling	0	0	0	null
rxn05148	c0|e0	>	=	gapfilling	0	0	0	null
rxn05149	c0|e0	>	=	gapfilling	0	0	0	null
rxn05150	c0|e0	>	=	gapfilling	0	0	0	null
rxn05151	c0|e0	>	=	gapfilling	0	0	0	null
rxn05152	c0|e0	>	=	gapfilling	0	0	0	null
rxn05153	c0|e0	>	=	gapfilling	0	0	0	null
rxn05154	c0|e0	>	=	gapfilling	0	0	0	null
rxn05155	c0|e0	>	=	gapfilling	0	0	0	null
rxn05156	c0|e0	>	=	gapfilling	0	0	0	null
rxn05157	c0|e0	>	=	gapfilling	0	0	0	null
rxn05158	c0|e0	>	=	gapfilling	0	0	0	null
rxn05159	c0|e0	>	=	gapfilling	0	0	0	null
rxn05160	c0|e0	>	=	gapfilling	0	0	0	null
rxn05161	c0|e0	>	=	gapfilling	0	0	0	null
rxn05162	c0|e0	>	=	gapfilling	0	0	0	null
rxn05163	c0|e0	>	=	gapfilling	0	0	0	null
rxn05164	c0|e0	>	=	gapfilling	0	0	0	null
rxn05165	c0|e0	>	=	gapfilling	0	0	0	null
rxn05166	c0|e0	>	=	gapfilling	0	0	0	null
rxn05167	c0|e0	>	=	gapfilling	0	0	0	null
rxn05168	c0|e0	>	=	gapfilling	0	0	0	null
rxn05169	c0|e0	>	=	gapfilling	0	0	0	null
rxn05170	c0|e0	>	=	gapfilling	0	0	0	null
rxn05171	c0|e0	>	=	gapfilling	0	0	0	null
rxn05172	c0|e0	>	=	gapfilling	0	0	0	null
rxn05173	c0|e0	>	=	gapfilling	0	0	0	null
rxn05174	c0|e0	>	=	gapfilling	0	0	0	null
rxn05175	c0|e0	>	=	gapfilling	0	0	0	null
rxn05176	c0|e0	>	=	gapfilling	0	0	0	null
rxn05177	c0|e0	>	=	gapfilling	0	0	0	null
rxn05178	c0|e0	>	=	gapfilling	0	0	0	null
rxn05179	c0|e0	>	=	gapfilling	0	0	0	null
rxn05180	c0|e0	>	=	gapfilling	0	0	0	null
rxn05181	c0|e0	>	=	gapfilling	0	0	0	null
rxn05182	c0|e0	>	=	gapfilling	0	0	0	null
rxn05183	c0|e0	>	=	gapfilling	0	0	0	null
rxn05184	c0|e0	>	=	gapfilling	0	0	0	null
rxn05185	c0|e0	>	=	gapfilling	0	0	0	null
rxn05187	c0|e0	>	=	gapfilling	0	0	0	null
rxn05188	c0|e0	>	=	gapfilling	0	0	0	null
rxn05189	c0|e0	>	=	gapfilling	0	0	0	null
rxn05190	c0|e0	>	=	gapfilling	0	0	0	null
rxn05191	c0|e0	>	=	gapfilling	0	0	0	null
rxn05192	c0|e0	>	=	gapfilling	0	0	0	null
rxn05193	c0|e0	>	=	gapfilling	0	0	0	null
rxn05194	c0|e0	>	=	gapfilling	0	0	0	null
rxn05195	c0|e0	>	=	universal	0	0	0	null
rxn05196	c0|e0	>	=	gapfilling	0	0	0	null
rxn05197	c0|e0	=	=	gapfilling	0	0	0	null
rxn05198	c0|e0	=	=	gapfilling	0	0	0	null
rxn05199	c0|e0	=	=	gapfilling	0	0	0	null
rxn05200	c0|e0	=	=	gapfilling	0	0	0	null
rxn05201	c0|e0	=	=	gapfilling	0	0	0	null
rxn05202	c0|e0	=	=	gapfilling	0	0	0	null
rxn05203	c0|e0	=	=	gapfilling	0	0	0	null
rxn05204	c0|e0	=	=	gapfilling	0	0	0	null
rxn05205	c0|e0	=	=	gapfilling	0	0	0	null
rxn05206	c0|e0	=	=	gapfilling	0	0	0	null
rxn05207	c0|e0	=	=	gapfilling	0	0	0	null
rxn05208	c0|e0	=	=	gapfilling	0	0	0	null
rxn05209	c0|e0	=	=	conditional	0	0	0	mscpx.1650|mscpx.1651|mscpx.1652|mscpx.1653|mscpx.1654|mscpx.1655|mscpx.1656|mscpx.1657|mscpx.1658|mscpx.1659|mscpx.1660|mscpx.1661|mscpx.1662
rxn05210	c0|e0	<	=	gapfilling	0	0	0	null
rxn05211	c0|e0	=	=	gapfilling	0	0	0	null
rxn05212	c0|e0	=	=	gapfilling	0	0	0	null
rxn05213	c0|e0	=	=	gapfilling	0	0	0	null
rxn05214	c0|e0	=	=	gapfilling	0	0	0	null
rxn05215	c0|e0	=	=	gapfilling	0	0	0	null
rxn05216	c0|e0	=	=	gapfilling	0	0	0	null
rxn05217	c0|e0	=	=	gapfilling	0	0	0	null
rxn05218	c0|e0	=	=	gapfilling	0	0	0	null
rxn05219	c0|e0	>	=	gapfilling	0	0	0	null
rxn05220	c0|e0	=	=	gapfilling	0	0	0	null
rxn05221	c0|e0	=	=	gapfilling	0	0	0	null
rxn05222	c0|e0	=	=	gapfilling	0	0	0	null
rxn05223	c0|e0	>	=	gapfilling	0	0	0	null
rxn05225	c0|e0	=	=	gapfilling	0	0	0	null
rxn05226	c0|e0	=	=	conditional	0	0	0	mscpx.663|mscpx.664|mscpx.665
rxn05227	c0|e0	>	=	gapfilling	0	0	0	null
rxn05229	c0|e0	>	=	gapfilling	0	0	0	null
rxn05231	c0|e0	?	=	gapfilling	0	0	0	null
rxn05232	c0|e0	?	=	gapfilling	0	0	0	null
rxn05233	c0|e0	?	=	gapfilling	0	0	0	null
rxn05234	c0|e0	?	=	gapfilling	0	0	0	null
rxn05235	c0|e0	?	=	gapfilling	0	0	0	null
rxn05236	c0|e0	?	=	gapfilling	0	0	0	null
rxn05237	c0|e0	>	=	gapfilling	0	0	0	null
rxn05238	c0|e0	=	=	gapfilling	0	0	0	null
rxn05239	c0|e0	?	=	gapfilling	0	0	0	null
rxn05240	c0|e0	=	=	gapfilling	0	0	0	null
rxn05241	c0|e0	=	=	gapfilling	0	0	0	null
rxn05242	c0|e0	=	=	gapfilling	0	0	0	null
rxn05243	c0|e0	=	=	gapfilling	0	0	0	null
rxn05244	c0|e0	=	=	gapfilling	0	0	0	null
rxn05245	c0|e0	=	=	gapfilling	0	0	0	null
rxn05247	c0|e0	>	=	gapfilling	0	0	0	null
rxn05248	c0|e0	>	=	gapfilling	0	0	0	null
rxn05249	c0|e0	>	=	gapfilling	0	0	0	null
rxn05250	c0|e0	>	=	gapfilling	0	0	0	null
rxn05251	c0|e0	>	=	gapfilling	0	0	0	null
rxn05252	c0|e0	>	=	gapfilling	0	0	0	null
rxn05255	c0|e0	=	=	gapfilling	0	0	0	null
rxn05256	c0|e0	?	=	gapfilling	0	0	0	null
rxn05261	c0|e0	=	=	gapfilling	0	0	0	null
rxn05266	c0|e0	>	=	gapfilling	0	0	0	null
rxn05267	c0|e0	>	=	gapfilling	0	0	0	null
rxn05287	c0|e0	>	=	gapfilling	0	0	0	null
rxn05289	c0|e0	?	=	gapfilling	0	0	0	null
rxn05291	c0|e0	>	=	gapfilling	0	0	0	null
rxn05292	c0|e0	=	=	gapfilling	0	0	0	null
rxn05293	c0|e0	>	=	gapfilling	0	0	0	null
rxn05294	c0|e0	=	=	gapfilling	0	0	0	null
rxn05295	c0|e0	=	=	gapfilling	0	0	0	null
rxn05296	c0|e0	=	=	gapfilling	0	0	0	null
rxn05297	c0|e0	=	=	gapfilling	0	0	0	null
rxn05298	c0|e0	=	=	gapfilling	0	0	0	null
rxn05299	c0|e0	=	=	gapfilling	0	0	0	null
rxn05300	c0|e0	=	=	gapfilling	0	0	0	null
rxn05301	c0|e0	=	=	gapfilling	0	0	0	null
rxn05303	c0|e0	=	=	gapfilling	0	0	0	null
rxn05305	c0|e0	=	=	gapfilling	0	0	0	null
rxn05306	c0|e0	=	=	gapfilling	0	0	0	null
rxn05307	c0|e0	=	=	gapfilling	0	0	0	null
rxn05308	c0|e0	=	=	gapfilling	0	0	0	null
rxn05310	c0|e0	=	=	gapfilling	0	0	0	null
rxn05312	c0|e0	=	=	gapfilling	0	0	0	null
rxn05313	c0|e0	=	=	conditional	0	0	0	mscpx.1096
rxn05315	c0|e0	=	=	gapfilling	0	0	0	null
rxn05316	c0|e0	=	=	gapfilling	0	0	0	null
rxn05317	c0|e0	=	=	gapfilling	0	0	0	null
rxn05318	c0|e0	=	=	gapfilling	0	0	0	null
rxn05319	c0|e0	=	=	universal	0	0	0	null
rxn05321	c0|e0	>	=	gapfilling	0	0	0	null
rxn05322	c0|e0	<	=	gapfilling	0	0	0	null
rxn05323	c0|e0	<	=	gapfilling	0	0	0	null
rxn05324	c0|e0	<	=	gapfilling	0	0	0	null
rxn05325	c0|e0	<	=	gapfilling	0	0	0	null
rxn05326	c0|e0	<	=	gapfilling	0	0	0	null
rxn05327	c0|e0	<	=	gapfilling	0	0	0	null
rxn05328	c0|e0	<	=	gapfilling	0	0	0	null
rxn05329	c0|e0	=	=	gapfilling	0	0	0	null
rxn05330	c0|e0	=	=	gapfilling	0	0	0	null
rxn05331	c0|e0	=	=	gapfilling	0	0	0	null
rxn05332	c0|e0	=	=	gapfilling	0	0	0	null
rxn05333	c0|e0	=	=	gapfilling	0	0	0	null
rxn05334	c0|e0	=	=	gapfilling	0	0	0	null
rxn05335	c0|e0	=	=	gapfilling	0	0	0	null
rxn05336	c0|e0	=	=	gapfilling	0	0	0	null
rxn05337	c0|e0	=	=	gapfilling	0	0	0	null
rxn05338	c0|e0	<	=	gapfilling	0	0	0	null
rxn05339	c0|e0	=	=	gapfilling	0	0	0	null
rxn05340	c0|e0	=	=	gapfilling	0	0	0	null
rxn05341	c0|e0	=	=	gapfilling	0	0	0	null
rxn05342	c0|e0	=	=	gapfilling	0	0	0	null
rxn05343	c0|e0	>	=	gapfilling	0	0	0	null
rxn05344	c0|e0	>	=	gapfilling	0	0	0	null
rxn05345	c0|e0	>	=	gapfilling	0	0	0	null
rxn05346	c0|e0	>	=	gapfilling	0	0	0	null
rxn05347	c0|e0	>	=	gapfilling	0	0	0	null
rxn05348	c0|e0	>	=	gapfilling	0	0	0	null
rxn05349	c0|e0	=	=	gapfilling	0	0	0	null
rxn05350	c0|e0	>	=	gapfilling	0	0	0	null
rxn05351	c0|e0	<	=	gapfilling	0	0	0	null
rxn05352	c0|e0	<	=	gapfilling	0	0	0	null
rxn05353	c0|e0	<	=	gapfilling	0	0	0	null
rxn05354	c0|e0	<	=	gapfilling	0	0	0	null
rxn05355	c0|e0	<	=	gapfilling	0	0	0	null
rxn05356	c0|e0	<	=	gapfilling	0	0	0	null
rxn05357	c0|e0	<	=	gapfilling	0	0	0	null
rxn05358	c0|e0	=	=	gapfilling	0	0	0	null
rxn05359	c0|e0	>	=	gapfilling	0	0	0	null
rxn05360	c0|e0	=	=	gapfilling	0	0	0	null
rxn05361	c0|e0	=	=	gapfilling	0	0	0	null
rxn05362	c0|e0	>	=	gapfilling	0	0	0	null
rxn05363	c0|e0	>	=	gapfilling	0	0	0	null
rxn05364	c0|e0	=	=	gapfilling	0	0	0	null
rxn05365	c0|e0	=	=	gapfilling	0	0	0	null
rxn05366	c0|e0	>	=	gapfilling	0	0	0	null
rxn05367	c0|e0	>	=	gapfilling	0	0	0	null
rxn05368	c0|e0	=	=	gapfilling	0	0	0	null
rxn05369	c0|e0	=	=	gapfilling	0	0	0	null
rxn05370	c0|e0	>	=	gapfilling	0	0	0	null
rxn05371	c0|e0	>	=	gapfilling	0	0	0	null
rxn05372	c0|e0	=	=	gapfilling	0	0	0	null
rxn05373	c0|e0	=	=	gapfilling	0	0	0	null
rxn05374	c0|e0	>	=	gapfilling	0	0	0	null
rxn05375	c0|e0	>	=	gapfilling	0	0	0	null
rxn05376	c0|e0	=	=	gapfilling	0	0	0	null
rxn05377	c0|e0	=	=	gapfilling	0	0	0	null
rxn05378	c0|e0	>	=	gapfilling	0	0	0	null
rxn05379	c0|e0	>	=	gapfilling	0	0	0	null
rxn05380	c0|e0	=	=	gapfilling	0	0	0	null
rxn05381	c0|e0	=	=	gapfilling	0	0	0	null
rxn05382	c0|e0	>	=	gapfilling	0	0	0	null
rxn05383	c0|e0	=	=	gapfilling	0	0	0	null
rxn05384	c0|e0	>	=	gapfilling	0	0	0	null
rxn05385	c0|e0	=	=	gapfilling	0	0	0	null
rxn05386	c0|e0	=	=	gapfilling	0	0	0	null
rxn05387	c0|e0	>	=	gapfilling	0	0	0	null
rxn05388	c0|e0	>	=	gapfilling	0	0	0	null
rxn05389	c0|e0	=	=	gapfilling	0	0	0	null
rxn05390	c0|e0	=	=	gapfilling	0	0	0	null
rxn05391	c0|e0	>	=	gapfilling	0	0	0	null
rxn05392	c0|e0	>	=	gapfilling	0	0	0	null
rxn05393	c0|e0	=	=	gapfilling	0	0	0	null
rxn05394	c0|e0	=	=	gapfilling	0	0	0	null
rxn05395	c0|e0	>	=	gapfilling	0	0	0	null
rxn05396	c0|e0	>	=	gapfilling	0	0	0	null
rxn05397	c0|e0	=	=	gapfilling	0	0	0	null
rxn05398	c0|e0	=	=	gapfilling	0	0	0	null
rxn05399	c0|e0	>	=	gapfilling	0	0	0	null
rxn05400	c0|e0	>	=	gapfilling	0	0	0	null
rxn05401	c0|e0	=	=	gapfilling	0	0	0	null
rxn05402	c0|e0	=	=	gapfilling	0	0	0	null
rxn05403	c0|e0	>	=	gapfilling	0	0	0	null
rxn05404	c0|e0	>	=	gapfilling	0	0	0	null
rxn05405	c0|e0	=	=	gapfilling	0	0	0	null
rxn05406	c0|e0	=	=	gapfilling	0	0	0	null
rxn05407	c0|e0	>	=	gapfilling	0	0	0	null
rxn05408	c0|e0	=	=	gapfilling	0	0	0	null
rxn05409	c0|e0	>	=	gapfilling	0	0	0	null
rxn05410	c0|e0	=	=	gapfilling	0	0	0	null
rxn05411	c0|e0	=	=	gapfilling	0	0	0	null
rxn05412	c0|e0	>	=	gapfilling	0	0	0	null
rxn05413	c0|e0	>	=	gapfilling	0	0	0	null
rxn05414	c0|e0	=	=	gapfilling	0	0	0	null
rxn05415	c0|e0	=	=	gapfilling	0	0	0	null
rxn05416	c0|e0	>	=	gapfilling	0	0	0	null
rxn05417	c0|e0	>	=	gapfilling	0	0	0	null
rxn05418	c0|e0	=	=	gapfilling	0	0	0	null
rxn05419	c0|e0	=	=	gapfilling	0	0	0	null
rxn05420	c0|e0	>	=	gapfilling	0	0	0	null
rxn05421	c0|e0	>	=	gapfilling	0	0	0	null
rxn05422	c0|e0	=	=	gapfilling	0	0	0	null
rxn05423	c0|e0	=	=	gapfilling	0	0	0	null
rxn05424	c0|e0	>	=	gapfilling	0	0	0	null
rxn05425	c0|e0	>	=	gapfilling	0	0	0	null
rxn05426	c0|e0	=	=	gapfilling	0	0	0	null
rxn05427	c0|e0	=	=	gapfilling	0	0	0	null
rxn05428	c0|e0	>	=	gapfilling	0	0	0	null
rxn05429	c0|e0	>	=	gapfilling	0	0	0	null
rxn05430	c0|e0	=	=	gapfilling	0	0	0	null
rxn05431	c0|e0	=	=	gapfilling	0	0	0	null
rxn05432	c0|e0	>	=	gapfilling	0	0	0	null
rxn05433	c0|e0	>	=	gapfilling	0	0	0	null
rxn05434	c0|e0	>	=	gapfilling	0	0	0	null
rxn05435	c0|e0	>	=	gapfilling	0	0	0	null
rxn05436	c0|e0	>	=	gapfilling	0	0	0	null
rxn05437	c0|e0	>	=	gapfilling	0	0	0	null
rxn05438	c0|e0	>	=	gapfilling	0	0	0	null
rxn05439	c0|e0	>	=	gapfilling	0	0	0	null
rxn05440	c0|e0	>	=	gapfilling	0	0	0	null
rxn05441	c0|e0	>	=	gapfilling	0	0	0	null
rxn05442	c0|e0	>	=	gapfilling	0	0	0	null
rxn05443	c0|e0	>	=	gapfilling	0	0	0	null
rxn05444	c0|e0	>	=	gapfilling	0	0	0	null
rxn05445	c0|e0	>	=	gapfilling	0	0	0	null
rxn05446	c0|e0	>	=	gapfilling	0	0	0	null
rxn05447	c0|e0	>	=	gapfilling	0	0	0	null
rxn05448	c0|e0	>	=	gapfilling	0	0	0	null
rxn05449	c0|e0	>	=	gapfilling	0	0	0	null
rxn05450	c0|e0	>	=	gapfilling	0	0	0	null
rxn05451	c0|e0	=	=	gapfilling	0	0	0	null
rxn05452	c0|e0	=	=	gapfilling	0	0	0	null
rxn05453	c0|e0	=	=	gapfilling	0	0	0	null
rxn05454	c0|e0	=	=	gapfilling	0	0	0	null
rxn05455	c0|e0	=	=	gapfilling	0	0	0	null
rxn05456	c0|e0	=	=	gapfilling	0	0	0	null
rxn05457	c0|e0	=	=	gapfilling	0	0	0	null
rxn05458	c0|e0	=	=	gapfilling	0	0	0	null
rxn05459	c0|e0	=	=	gapfilling	0	0	0	null
rxn05460	c0|e0	>	=	gapfilling	0	0	0	null
rxn05461	c0|e0	=	=	gapfilling	0	0	0	null
rxn05462	c0|e0	=	=	gapfilling	0	0	0	null
rxn05463	c0|e0	>	=	gapfilling	0	0	0	null
rxn05464	c0|e0	>	=	gapfilling	0	0	0	null
rxn05465	c0|e0	=	=	gapfilling	0	0	0	null
rxn05466	c0|e0	=	=	gapfilling	0	0	0	null
rxn05467	c0|e0	=	=	universal	0	0	0	null
rxn05468	c0|e0	=	=	universal	0	0	0	null
rxn05469	c0|e0	=	=	gapfilling	0	0	0	null
rxn05470	c0|e0	=	=	gapfilling	0	0	0	null
rxn05471	c0|e0	=	=	gapfilling	0	0	0	null
rxn05472	c0|e0	=	=	gapfilling	0	0	0	null
rxn05473	c0|e0	=	=	gapfilling	0	0	0	null
rxn05474	c0|e0	=	=	gapfilling	0	0	0	null
rxn05475	c0|e0	=	=	gapfilling	0	0	0	null
rxn05476	c0|e0	=	=	gapfilling	0	0	0	null
rxn05477	c0|e0	=	=	gapfilling	0	0	0	null
rxn05478	c0|e0	=	=	gapfilling	0	0	0	null
rxn05479	c0|e0	=	=	gapfilling	0	0	0	null
rxn05480	c0|e0	=	=	gapfilling	0	0	0	null
rxn05481	c0|e0	=	=	gapfilling	0	0	0	null
rxn05482	c0|e0	=	=	gapfilling	0	0	0	null
rxn05483	c0|e0	=	=	gapfilling	0	0	0	null
rxn05484	c0|e0	=	=	gapfilling	0	0	0	null
rxn05485	c0|e0	=	=	gapfilling	0	0	0	null
rxn05486	c0|e0	=	=	gapfilling	0	0	0	null
rxn05487	c0|e0	=	=	gapfilling	0	0	0	null
rxn05488	c0|e0	=	=	universal	0	0	0	null
rxn05489	c0|e0	>	=	gapfilling	0	0	0	null
rxn05490	c0|e0	>	=	gapfilling	0	0	0	null
rxn05491	c0|e0	=	=	gapfilling	0	0	0	null
rxn05493	c0|e0	=	=	gapfilling	0	0	0	null
rxn05494	c0|e0	=	=	gapfilling	0	0	0	null
rxn05495	c0|e0	=	=	gapfilling	0	0	0	null
rxn05496	c0|e0	=	=	gapfilling	0	0	0	null
rxn05497	c0|e0	=	=	gapfilling	0	0	0	null
rxn05498	c0|e0	=	=	gapfilling	0	0	0	null
rxn05499	c0|e0	=	=	gapfilling	0	0	0	null
rxn05500	c0|e0	=	=	gapfilling	0	0	0	null
rxn05501	c0|e0	=	=	gapfilling	0	0	0	null
rxn05502	c0|e0	=	=	gapfilling	0	0	0	null
rxn05504	c0|e0	>	=	gapfilling	0	0	0	null
rxn05505	c0|e0	=	=	gapfilling	0	0	0	null
rxn05506	c0|e0	>	=	gapfilling	0	0	0	null
rxn05507	c0|e0	=	=	gapfilling	0	0	0	null
rxn05508	c0|e0	=	=	gapfilling	0	0	0	null
rxn05510	c0|e0	=	=	gapfilling	0	0	0	null
rxn05511	c0|e0	=	=	gapfilling	0	0	0	null
rxn05512	c0|e0	>	=	gapfilling	0	0	0	null
rxn05513	c0|e0	>	=	gapfilling	0	0	0	null
rxn05514	c0|e0	=	=	gapfilling	0	0	0	null
rxn05515	c0|e0	>	=	gapfilling	0	0	0	null
rxn05516	c0|e0	>	=	gapfilling	0	0	0	null
rxn05517	c0|e0	=	=	gapfilling	0	0	0	null
rxn05518	c0|e0	=	=	gapfilling	0	0	0	null
rxn05519	c0|e0	=	=	gapfilling	0	0	0	null
rxn05520	c0|e0	=	=	gapfilling	0	0	0	null
rxn05521	c0|e0	=	=	gapfilling	0	0	0	null
rxn05522	c0|e0	=	=	gapfilling	0	0	0	null
rxn05523	c0|e0	=	=	gapfilling	0	0	0	null
rxn05525	c0|e0	=	=	gapfilling	0	0	0	null
rxn05526	c0|e0	=	=	gapfilling	0	0	0	null
rxn05527	c0|e0	=	=	gapfilling	0	0	0	null
rxn05528	c0|e0	>	=	conditional	0	0	0	mscpx.1697
rxn05529	c0|e0	=	=	gapfilling	0	0	0	null
rxn05531	c0|e0	=	=	gapfilling	0	0	0	null
rxn05532	c0|e0	=	=	gapfilling	0	0	0	null
rxn05533	c0|e0	>	=	gapfilling	0	0	0	null
rxn05534	c0|e0	>	=	gapfilling	0	0	0	null
rxn05535	c0|e0	>	=	gapfilling	0	0	0	null
rxn05536	c0|e0	>	=	gapfilling	0	0	0	null
rxn05537	c0|e0	>	=	gapfilling	0	0	0	null
rxn05538	c0|e0	>	=	gapfilling	0	0	0	null
rxn05539	c0|e0	>	=	gapfilling	0	0	0	null
rxn05540	c0|e0	>	=	gapfilling	0	0	0	null
rxn05541	c0|e0	>	=	gapfilling	0	0	0	null
rxn05542	c0|e0	>	=	gapfilling	0	0	0	null
rxn05543	c0|e0	>	=	gapfilling	0	0	0	null
rxn05544	c0|e0	>	=	gapfilling	0	0	0	null
rxn05545	c0|e0	>	=	gapfilling	0	0	0	null
rxn05546	c0|e0	>	=	gapfilling	0	0	0	null
rxn05547	c0|e0	>	=	gapfilling	0	0	0	null
rxn05548	c0|e0	>	=	gapfilling	0	0	0	null
rxn05549	c0|e0	>	=	gapfilling	0	0	0	null
rxn05550	c0|e0	>	=	gapfilling	0	0	0	null
rxn05551	c0|e0	=	=	gapfilling	0	0	0	null
rxn05552	c0|e0	>	=	gapfilling	0	0	0	null
rxn05553	c0|e0	=	=	universal	0	0	0	null
rxn05554	c0|e0	=	=	gapfilling	0	0	0	null
rxn05555	c0|e0	>	=	gapfilling	0	0	0	null
rxn05557	c0|e0	>	=	gapfilling	0	0	0	null
rxn05558	c0|e0	>	=	gapfilling	0	0	0	null
rxn05559	c0|e0	=	=	conditional	0	0	0	mscpx.1279|mscpx.1280
rxn05560	c0|e0	=	=	gapfilling	0	0	0	null
rxn05561	c0|e0	=	=	conditional	0	0	0	mscpx.333|mscpx.334|mscpx.335|mscpx.336
rxn05562	c0|e0	=	=	gapfilling	0	0	0	null
rxn05563	c0|e0	=	=	gapfilling	0	0	0	null
rxn05564	c0|e0	=	=	gapfilling	0	0	0	null
rxn05565	c0|e0	=	=	gapfilling	0	0	0	null
rxn05566	c0|e0	=	=	gapfilling	0	0	0	null
rxn05567	c0|e0	=	=	gapfilling	0	0	0	null
rxn05568	c0|e0	=	=	gapfilling	0	0	0	null
rxn05569	c0|e0	=	=	gapfilling	0	0	0	null
rxn05570	c0|e0	>	=	gapfilling	0	0	0	null
rxn05571	c0|e0	=	=	gapfilling	0	0	0	null
rxn05572	c0|e0	=	=	gapfilling	0	0	0	null
rxn05573	c0|e0	=	=	conditional	0	0	0	mscpx.1205|mscpx.191
rxn05574	c0|e0	=	=	gapfilling	0	0	0	null
rxn05577	c0|e0	=	=	gapfilling	0	0	0	null
rxn05578	c0|e0	=	=	gapfilling	0	0	0	null
rxn05579	c0|e0	=	=	gapfilling	0	0	0	null
rxn05580	c0|e0	=	=	gapfilling	0	0	0	null
rxn05581	c0|e0	=	=	conditional	0	0	0	mscpx.923
rxn05582	c0|e0	=	=	gapfilling	0	0	0	null
rxn05585	c0|e0	>	=	gapfilling	0	0	0	null
rxn05586	c0|e0	=	=	gapfilling	0	0	0	null
rxn05589	c0|e0	=	=	gapfilling	0	0	0	null
rxn05590	c0|e0	=	=	gapfilling	0	0	0	null
rxn05593	c0|e0	=	=	gapfilling	0	0	0	null
rxn05594	c0|e0	>	=	gapfilling	0	0	0	null
rxn05595	c0|e0	=	=	gapfilling	0	0	0	null
rxn05596	c0|e0	=	=	gapfilling	0	0	0	null
rxn05597	c0|e0	>	=	gapfilling	0	0	0	null
rxn05598	c0|e0	>	=	gapfilling	0	0	0	null
rxn05599	c0|e0	>	=	gapfilling	0	0	0	null
rxn05601	c0|e0	>	=	gapfilling	0	0	0	null
rxn05602	c0|e0	=	=	conditional	0	0	0	mscpx.1579
rxn05603	c0|e0	=	=	gapfilling	0	0	0	null
rxn05604	c0|e0	=	=	gapfilling	0	0	0	null
rxn05605	c0|e0	=	=	gapfilling	0	0	0	null
rxn05607	c0|e0	=	=	gapfilling	0	0	0	null
rxn05608	c0|e0	>	=	gapfilling	0	0	0	null
rxn05609	c0|e0	=	=	gapfilling	0	0	0	null
rxn05610	c0|e0	=	=	gapfilling	0	0	0	null
rxn05611	c0|e0	=	=	gapfilling	0	0	0	null
rxn05612	c0|e0	=	=	gapfilling	0	0	0	null
rxn05613	c0|e0	>	=	gapfilling	0	0	0	null
rxn05614	c0|e0	>	=	gapfilling	0	0	0	null
rxn05615	c0|e0	=	=	gapfilling	0	0	0	null
rxn05616	c0|e0	=	=	gapfilling	0	0	0	null
rxn05617	c0|e0	=	=	gapfilling	0	0	0	null
rxn05618	c0|e0	=	=	gapfilling	0	0	0	null
rxn05619	c0|e0	>	=	gapfilling	0	0	0	null
