id	name	source	reference	confidence	roles
cpx00741	mscpx.741	ModelSEED	null	1.0	ftr02913;triggering;0;1
cpx00742	mscpx.742	ModelSEED	null	1.0	ftr02429;triggering;0;1|ftr02298;involved;0;1|ftr01233;involved;0;1|ftr02430;triggering;0;1|ftr02428;triggering;0;1
cpx00743	mscpx.743	ModelSEED	null	1.0	ftr02166;triggering;0;1|ftr02165;triggering;0;1
cpx00744	mscpx.744	ModelSEED	null	1.0	ftr09159;triggering;0;1|ftr09163;triggering;0;1|ftr02412;triggering;0;1|ftr09158;triggering;0;1|ftr09156;triggering;0;1
cpx00745	mscpx.745	ModelSEED	null	1.0	ftr00011;triggering;0;1|ftr09959;triggering;0;1|ftr09955;triggering;0;1|ftr09951;triggering;0;1|ftr09958;triggering;0;1|ftr09950;triggering;0;1|ftr02568;triggering;0;1|ftr02567;triggering;0;1|ftr09953;triggering;0;1|ftr09954;triggering;0;1
cpx00746	mscpx.746	ModelSEED	null	1.0	ftr02590;triggering;0;1|ftr02591;triggering;0;1|ftr02592;triggering;0;1|ftr02190;triggering;0;1|ftr02593;triggering;0;1|ftr02191;triggering;0;1
cpx00747	mscpx.747	ModelSEED	null	1.0	ftr06597;triggering;0;1
cpx00748	mscpx.748	ModelSEED	null	1.0	ftr05261;triggering;0;1
cpx00749	mscpx.749	ModelSEED	null	1.0	ftr11202;triggering;0;1
cpx00750	mscpx.750	ModelSEED	null	1.0	ftr00656;triggering;0;1
cpx00751	mscpx.751	ModelSEED	null	1.0	ftr07797;triggering;0;1
cpx00752	mscpx.752	ModelSEED	null	1.0	null
cpx00753	mscpx.753	ModelSEED	null	1.0	ftr02574;triggering;0;1
cpx00754	mscpx.754	ModelSEED	null	1.0	null
cpx00755	mscpx.755	ModelSEED	null	1.0	ftr01835;triggering;0;1
cpx00756	mscpx.756	ModelSEED	null	1.0	ftr06656;triggering;0;1
cpx00757	mscpx.757	ModelSEED	null	1.0	ftr02408;triggering;0;1|ftr02410;triggering;0;1|ftr07519;triggering;0;1|ftr02409;triggering;0;1
cpx00758	mscpx.758	ModelSEED	null	1.0	ftr01070;triggering;0;1
cpx00759	mscpx.759	ModelSEED	null	1.0	ftr11203;triggering;0;1
cpx00760	mscpx.760	ModelSEED	null	1.0	ftr01069;triggering;0;1
cpx00761	mscpx.761	ModelSEED	null	1.0	ftr01068;triggering;0;1
cpx00762	mscpx.762	ModelSEED	null	1.0	null
cpx00763	mscpx.763	ModelSEED	null	1.0	ftr02303;triggering;0;1
cpx00764	mscpx.764	ModelSEED	null	1.0	ftr02300;triggering;0;1
cpx00765	mscpx.765	ModelSEED	null	1.0	ftr00748;triggering;0;1
cpx00766	mscpx.766	ModelSEED	null	1.0	ftr10433;triggering;0;1
cpx00767	mscpx.767	ModelSEED	null	1.0	ftr01347;triggering;0;1
cpx00768	mscpx.768	ModelSEED	null	1.0	ftr01349;triggering;0;1|ftr01350;triggering;0;1|ftr01348;triggering;0;1
cpx00769	mscpx.769	ModelSEED	null	1.0	ftr01346;triggering;0;1
cpx00770	mscpx.770	ModelSEED	null	1.0	ftr08549;triggering;0;1
cpx00771	mscpx.771	ModelSEED	null	1.0	ftr08578;triggering;0;1
cpx00772	mscpx.772	ModelSEED	null	1.0	ftr01842;triggering;0;1
cpx00773	mscpx.773	ModelSEED	null	1.0	ftr04025;triggering;0;1
cpx00774	mscpx.774	ModelSEED	null	1.0	ftr02122;triggering;0;1|ftr02143;triggering;0;1
cpx00775	mscpx.775	ModelSEED	null	1.0	ftr11205;triggering;0;1
cpx00776	mscpx.776	ModelSEED	null	1.0	ftr11204;triggering;0;1
cpx00777	mscpx.777	ModelSEED	null	1.0	ftr01065;triggering;0;1
cpx00778	mscpx.778	ModelSEED	null	1.0	ftr05029;triggering;0;1
cpx00779	mscpx.779	ModelSEED	null	1.0	ftr04070;triggering;0;1
cpx00780	mscpx.780	ModelSEED	null	1.0	ftr00054;triggering;0;1|ftr02622;triggering;0;1
cpx00781	mscpx.781	ModelSEED	null	1.0	ftr03569;triggering;0;1
cpx00782	mscpx.782	ModelSEED	null	1.0	ftr09519;triggering;0;1
cpx00783	mscpx.783	ModelSEED	null	1.0	ftr01743;triggering;0;1
cpx00784	mscpx.784	ModelSEED	null	1.0	ftr02797;triggering;0;1
cpx00785	mscpx.785	ModelSEED	null	1.0	ftr00742;triggering;0;1
cpx00786	mscpx.786	ModelSEED	null	1.0	ftr00743;triggering;0;1
cpx00787	mscpx.787	ModelSEED	null	1.0	ftr05224;triggering;0;1
cpx00788	mscpx.788	ModelSEED	null	1.0	ftr04978;triggering;0;1
cpx00789	mscpx.789	ModelSEED	null	1.0	ftr02956;triggering;0;1
cpx00790	mscpx.790	ModelSEED	null	1.0	ftr08128;triggering;0;1
cpx00791	mscpx.791	ModelSEED	null	1.0	ftr06919;triggering;0;1
cpx00792	mscpx.792	ModelSEED	null	1.0	ftr06920;triggering;0;1
cpx00793	mscpx.793	ModelSEED	null	1.0	ftr06922;triggering;0;1
cpx00794	mscpx.794	ModelSEED	null	1.0	ftr02313;triggering;0;1|ftr02297;triggering;0;1
cpx00795	mscpx.795	ModelSEED	null	1.0	ftr00425;triggering;0;1
cpx00796	mscpx.796	ModelSEED	null	1.0	ftr09451;triggering;0;1
cpx00797	mscpx.797	ModelSEED	null	1.0	ftr06009;triggering;0;1
cpx00798	mscpx.798	ModelSEED	null	1.0	ftr06309;triggering;0;1
cpx00799	mscpx.799	ModelSEED	null	1.0	ftr00379;triggering;0;1
cpx00800	mscpx.800	ModelSEED	null	1.0	ftr00378;triggering;0;1
cpx00801	mscpx.801	ModelSEED	null	1.0	ftr01789;triggering;0;1|ftr07919;triggering;0;1
cpx00802	mscpx.802	ModelSEED	null	1.0	ftr11095;triggering;0;1
cpx00803	mscpx.803	ModelSEED	null	1.0	ftr09825;triggering;0;1
cpx00804	mscpx.804	ModelSEED	null	1.0	ftr09826;triggering;0;1
cpx00805	mscpx.805	ModelSEED	null	1.0	ftr09824;triggering;0;1
cpx00806	mscpx.806	ModelSEED	null	1.0	ftr04989;triggering;0;1|ftr05000;triggering;0;1
cpx00807	mscpx.807	ModelSEED	null	1.0	ftr04728;triggering;0;1
cpx00808	mscpx.808	ModelSEED	null	1.0	ftr04729;triggering;0;1
cpx00809	mscpx.809	ModelSEED	null	1.0	ftr01683;triggering;0;1
cpx00810	mscpx.810	ModelSEED	null	1.0	ftr11206;triggering;0;1
cpx00811	mscpx.811	ModelSEED	null	1.0	ftr08483;triggering;0;1
cpx00812	mscpx.812	ModelSEED	null	1.0	ftr02796;triggering;0;1
cpx00813	mscpx.813	ModelSEED	null	1.0	ftr05038;triggering;0;1
cpx00814	mscpx.814	ModelSEED	null	1.0	ftr05037;triggering;0;1
cpx00815	mscpx.815	ModelSEED	null	1.0	ftr01035;triggering;0;1
cpx00816	mscpx.816	ModelSEED	null	1.0	ftr07233;triggering;0;1
cpx00817	mscpx.817	ModelSEED	null	1.0	ftr04433;triggering;0;1
cpx00818	mscpx.818	ModelSEED	null	1.0	ftr06486;triggering;0;1
cpx00819	mscpx.819	ModelSEED	null	1.0	ftr06484;triggering;0;1
cpx00820	mscpx.820	ModelSEED	null	1.0	ftr06575;triggering;0;1
cpx00821	mscpx.821	ModelSEED	null	1.0	ftr00649;triggering;0;1
cpx00822	mscpx.822	ModelSEED	null	1.0	ftr06015;triggering;0;1
cpx00823	mscpx.823	ModelSEED	null	1.0	ftr01389;triggering;0;1
cpx00824	mscpx.824	ModelSEED	null	1.0	ftr04408;triggering;0;1
cpx00825	mscpx.825	ModelSEED	null	1.0	ftr02152;triggering;0;1|ftr02153;triggering;0;1|ftr02154;triggering;0;1|ftr02155;triggering;0;1
cpx00826	mscpx.826	ModelSEED	null	1.0	ftr00520;triggering;0;1
cpx00827	mscpx.827	ModelSEED	null	1.0	ftr00080;triggering;0;1
cpx00828	mscpx.828	ModelSEED	null	1.0	ftr02492;triggering;0;1
cpx00829	mscpx.829	ModelSEED	null	1.0	ftr02464;triggering;0;1
cpx00830	mscpx.830	ModelSEED	null	1.0	ftr10628;triggering;0;1
cpx00831	mscpx.831	ModelSEED	null	1.0	ftr10627;triggering;0;1
cpx00832	mscpx.832	ModelSEED	null	1.0	ftr10634;triggering;0;1|ftr10625;triggering;0;1|ftr10626;triggering;0;1
cpx00833	mscpx.833	ModelSEED	null	1.0	ftr01881;triggering;0;1
cpx00834	mscpx.834	ModelSEED	null	1.0	ftr10492;triggering;0;1
cpx00835	mscpx.835	ModelSEED	null	1.0	ftr02158;triggering;0;1
cpx00836	mscpx.836	ModelSEED	null	1.0	ftr05214;triggering;0;1
cpx00837	mscpx.837	ModelSEED	null	1.0	ftr10258;triggering;0;1
cpx00838	mscpx.838	ModelSEED	null	1.0	null
cpx00839	mscpx.839	ModelSEED	null	1.0	ftr08447;triggering;0;1
cpx00840	mscpx.840	ModelSEED	null	1.0	ftr04139;triggering;0;1
cpx00841	mscpx.841	ModelSEED	null	1.0	ftr04448;triggering;0;1
cpx00842	mscpx.842	ModelSEED	null	1.0	ftr03193;triggering;0;1
cpx00843	mscpx.843	ModelSEED	null	1.0	ftr01406;triggering;0;1
cpx00844	mscpx.844	ModelSEED	null	1.0	null
cpx00845	mscpx.845	ModelSEED	null	1.0	ftr00387;triggering;0;1
cpx00846	mscpx.846	ModelSEED	null	1.0	ftr00388;triggering;0;1
cpx00847	mscpx.847	ModelSEED	null	1.0	ftr03957;triggering;0;1
cpx00848	mscpx.848	ModelSEED	null	1.0	ftr01392;triggering;0;1
cpx00849	mscpx.849	ModelSEED	null	1.0	ftr05132;triggering;0;1
cpx00850	mscpx.850	ModelSEED	null	1.0	null
cpx00851	mscpx.851	ModelSEED	null	1.0	ftr05952;triggering;0;1
cpx00852	mscpx.852	ModelSEED	null	1.0	ftr10822;triggering;0;1
cpx00853	mscpx.853	ModelSEED	null	1.0	ftr08429;triggering;0;1
cpx00854	mscpx.854	ModelSEED	null	1.0	ftr04438;triggering;0;1
cpx00855	mscpx.855	ModelSEED	null	1.0	ftr09822;triggering;0;1
cpx00856	mscpx.856	ModelSEED	null	1.0	ftr02504;triggering;0;1|ftr02502;triggering;0;1|ftr02503;triggering;0;1
cpx00857	mscpx.857	ModelSEED	null	1.0	ftr04020;triggering;0;1
cpx00858	mscpx.858	ModelSEED	null	1.0	ftr07658;triggering;0;1
cpx00859	mscpx.859	ModelSEED	null	1.0	ftr10523;triggering;0;1
cpx00860	mscpx.860	ModelSEED	null	1.0	ftr02454;triggering;0;1
cpx00861	mscpx.861	ModelSEED	null	1.0	ftr11155;triggering;0;1
cpx00862	mscpx.862	ModelSEED	null	1.0	ftr11153;triggering;0;1
cpx00863	mscpx.863	ModelSEED	null	1.0	ftr06004;triggering;0;1
cpx00864	mscpx.864	ModelSEED	null	1.0	ftr05481;triggering;0;1
cpx00865	mscpx.865	ModelSEED	null	1.0	ftr10017;triggering;0;1|ftr11207;triggering;0;1
cpx00866	mscpx.866	ModelSEED	null	1.0	ftr00662;triggering;0;1
cpx00867	mscpx.867	ModelSEED	null	1.0	ftr02178;triggering;0;1
cpx00868	mscpx.868	ModelSEED	null	1.0	ftr02123;triggering;0;1
cpx00869	mscpx.869	ModelSEED	null	1.0	ftr04099;triggering;0;1
cpx00870	mscpx.870	ModelSEED	null	1.0	ftr04193;triggering;0;1
cpx00871	mscpx.871	ModelSEED	null	1.0	ftr07686;triggering;0;1|ftr02683;triggering;0;1
cpx00872	mscpx.872	ModelSEED	null	1.0	ftr03034;triggering;0;1
cpx00873	mscpx.873	ModelSEED	null	1.0	ftr03203;triggering;0;1
cpx00874	mscpx.874	ModelSEED	null	1.0	ftr04741;triggering;0;1
cpx00875	mscpx.875	ModelSEED	null	1.0	ftr04747;triggering;0;1
cpx00876	mscpx.876	ModelSEED	null	1.0	ftr09044;triggering;0;1
cpx00877	mscpx.877	ModelSEED	null	1.0	ftr09045;triggering;0;1
cpx00878	mscpx.878	ModelSEED	null	1.0	ftr03589;triggering;0;1
cpx00879	mscpx.879	ModelSEED	null	1.0	ftr03573;triggering;0;1
cpx00880	mscpx.880	ModelSEED	null	1.0	ftr08131;triggering;0;1
cpx00881	mscpx.881	ModelSEED	null	1.0	ftr08129;triggering;0;1
cpx00882	mscpx.882	ModelSEED	null	1.0	ftr08130;triggering;0;1
cpx00883	mscpx.883	ModelSEED	null	1.0	ftr05353;triggering;0;1
cpx00884	mscpx.884	ModelSEED	null	1.0	ftr07239;triggering;0;1
cpx00885	mscpx.885	ModelSEED	null	1.0	ftr01876;triggering;0;1
cpx00886	mscpx.886	ModelSEED	null	1.0	ftr09171;triggering;0;1
cpx00887	mscpx.887	ModelSEED	null	1.0	ftr00948;triggering;0;1
cpx00888	mscpx.888	ModelSEED	null	1.0	ftr04134;triggering;0;1
cpx00889	mscpx.889	ModelSEED	null	1.0	ftr04991;triggering;0;1|ftr04993;triggering;0;1|ftr04988;triggering;0;1|ftr04992;triggering;0;1
cpx00890	mscpx.890	ModelSEED	null	1.0	ftr02476;triggering;0;1
cpx00891	mscpx.891	ModelSEED	null	1.0	ftr03590;triggering;0;1
cpx00892	mscpx.892	ModelSEED	null	1.0	ftr03029;triggering;0;1
cpx00893	mscpx.893	ModelSEED	null	1.0	ftr05824;triggering;0;1
cpx00894	mscpx.894	ModelSEED	null	1.0	ftr02641;triggering;0;1
cpx00895	mscpx.895	ModelSEED	null	1.0	ftr02383;triggering;0;1
cpx00896	mscpx.896	ModelSEED	null	1.0	ftr02382;triggering;0;1
cpx00897	mscpx.897	ModelSEED	null	1.0	ftr02384;triggering;0;1
cpx00898	mscpx.898	ModelSEED	null	1.0	ftr00820;triggering;0;1
cpx00899	mscpx.899	ModelSEED	null	1.0	ftr05047;triggering;0;1
cpx00900	mscpx.900	ModelSEED	null	1.0	ftr00668;triggering;0;1
cpx00901	mscpx.901	ModelSEED	null	1.0	ftr08309;triggering;0;1
cpx00902	mscpx.902	ModelSEED	null	1.0	ftr03572;triggering;0;1
cpx00903	mscpx.903	ModelSEED	null	1.0	ftr05999;triggering;0;1
cpx00904	mscpx.904	ModelSEED	null	1.0	ftr11208;triggering;0;1
cpx00905	mscpx.905	ModelSEED	null	1.0	null
cpx00906	mscpx.906	ModelSEED	null	1.0	ftr01323;triggering;0;1
cpx00907	mscpx.907	ModelSEED	null	1.0	ftr04865;triggering;0;1
cpx00908	mscpx.908	ModelSEED	null	1.0	ftr06625;triggering;0;1
cpx00909	mscpx.909	ModelSEED	null	1.0	ftr06330;triggering;0;1
cpx00910	mscpx.910	ModelSEED	null	1.0	ftr06315;triggering;0;1
cpx00911	mscpx.911	ModelSEED	null	1.0	ftr01562;triggering;0;1
cpx00912	mscpx.912	ModelSEED	null	1.0	ftr01886;triggering;0;1
cpx00913	mscpx.913	ModelSEED	null	1.0	ftr02241;triggering;0;1|ftr04003;triggering;0;1
cpx00914	mscpx.914	ModelSEED	null	1.0	ftr04189;triggering;0;1|ftr03131;triggering;0;1
cpx00915	mscpx.915	ModelSEED	null	1.0	ftr08898;triggering;0;1
cpx00916	mscpx.916	ModelSEED	null	1.0	ftr00232;triggering;0;1
cpx00917	mscpx.917	ModelSEED	null	1.0	null
cpx00918	mscpx.918	ModelSEED	null	1.0	ftr05179;triggering;0;1
cpx00919	mscpx.919	ModelSEED	null	1.0	ftr02349;triggering;0;1|ftr02350;triggering;0;1|ftr02298;involved;0;1|ftr01233;involved;0;1|ftr02351;triggering;0;1
cpx00920	mscpx.920	ModelSEED	null	1.0	ftr02599;triggering;0;1
cpx00921	mscpx.921	ModelSEED	null	1.0	ftr09043;triggering;0;1
cpx00922	mscpx.922	ModelSEED	null	1.0	ftr01634;triggering;0;1
cpx00923	mscpx.923	ModelSEED	null	1.0	ftr02380;triggering;0;1
cpx00924	mscpx.924	ModelSEED	null	1.0	ftr04030;triggering;0;1|ftr04031;triggering;0;1
cpx00925	mscpx.925	ModelSEED	null	1.0	ftr02587;triggering;0;1
cpx00926	mscpx.926	ModelSEED	null	1.0	null
cpx00927	mscpx.927	ModelSEED	null	1.0	ftr04470;triggering;0;1
cpx00928	mscpx.928	ModelSEED	null	1.0	ftr07289;triggering;0;1
cpx00929	mscpx.929	ModelSEED	null	1.0	ftr08647;triggering;0;1
cpx00930	mscpx.930	ModelSEED	null	1.0	ftr01559;triggering;0;1
cpx00931	mscpx.931	ModelSEED	null	1.0	ftr01558;triggering;0;1
cpx00932	mscpx.932	ModelSEED	null	1.0	ftr09516;triggering;0;1
cpx00933	mscpx.933	ModelSEED	null	1.0	ftr02200;triggering;0;1
cpx00934	mscpx.934	ModelSEED	null	1.0	ftr02201;triggering;0;1
cpx00935	mscpx.935	ModelSEED	null	1.0	ftr02252;triggering;0;1
cpx00936	mscpx.936	ModelSEED	null	1.0	ftr10139;triggering;0;1
cpx00937	mscpx.937	ModelSEED	null	1.0	ftr04819;triggering;0;1
cpx00938	mscpx.938	ModelSEED	null	1.0	ftr04820;triggering;0;1
cpx00939	mscpx.939	ModelSEED	null	1.0	ftr01704;triggering;0;1|ftr03665;triggering;0;1
cpx00940	mscpx.940	ModelSEED	null	1.0	ftr01843;triggering;0;1|ftr07954;triggering;0;1
cpx00941	mscpx.941	ModelSEED	null	1.0	ftr07665;triggering;0;1
cpx00942	mscpx.942	ModelSEED	null	1.0	ftr01691;triggering;0;1
cpx00943	mscpx.943	ModelSEED	null	1.0	ftr01690;triggering;0;1
cpx00944	mscpx.944	ModelSEED	null	1.0	ftr01692;triggering;0;1
cpx00945	mscpx.945	ModelSEED	null	1.0	ftr01386;triggering;0;1
cpx00946	mscpx.946	ModelSEED	null	1.0	ftr04075;triggering;0;1
cpx00947	mscpx.947	ModelSEED	null	1.0	null
cpx00948	mscpx.948	ModelSEED	null	1.0	ftr00708;triggering;0;1
cpx00949	mscpx.949	ModelSEED	null	1.0	ftr00723;triggering;0;1
cpx00950	mscpx.950	ModelSEED	null	1.0	ftr06202;triggering;0;1
cpx00951	mscpx.951	ModelSEED	null	1.0	ftr00707;triggering;0;1
cpx00952	mscpx.952	ModelSEED	null	1.0	ftr00711;triggering;0;1
cpx00953	mscpx.953	ModelSEED	null	1.0	ftr00726;triggering;0;1
cpx00954	mscpx.954	ModelSEED	null	1.0	ftr00700;triggering;0;1
cpx00955	mscpx.955	ModelSEED	null	1.0	ftr00705;triggering;0;1
cpx00956	mscpx.956	ModelSEED	null	1.0	ftr00704;triggering;0;1
cpx00957	mscpx.957	ModelSEED	null	1.0	ftr01974;triggering;0;1
cpx00958	mscpx.958	ModelSEED	null	1.0	ftr00736;triggering;0;1
cpx00959	mscpx.959	ModelSEED	null	1.0	ftr00701;triggering;0;1
cpx00960	mscpx.960	ModelSEED	null	1.0	ftr01832;triggering;0;1
cpx00961	mscpx.961	ModelSEED	null	1.0	ftr10930;triggering;0;1
cpx00962	mscpx.962	ModelSEED	null	1.0	ftr10931;triggering;0;1
cpx00963	mscpx.963	ModelSEED	null	1.0	ftr03035;triggering;0;1
cpx00964	mscpx.964	ModelSEED	null	1.0	ftr07691;triggering;0;1
cpx00965	mscpx.965	ModelSEED	null	1.0	ftr02621;triggering;0;1
cpx00966	mscpx.966	ModelSEED	null	1.0	ftr00665;triggering;0;1
cpx00967	mscpx.967	ModelSEED	null	1.0	ftr05052;triggering;0;1
cpx00968	mscpx.968	ModelSEED	null	1.0	ftr05902;triggering;0;1
cpx00969	mscpx.969	ModelSEED	null	1.0	ftr05903;triggering;0;1
cpx00970	mscpx.970	ModelSEED	null	1.0	ftr05995;triggering;0;1
cpx00971	mscpx.971	ModelSEED	null	1.0	ftr06440;triggering;0;1
cpx00972	mscpx.972	ModelSEED	null	1.0	ftr01778;triggering;0;1
cpx00973	mscpx.973	ModelSEED	null	1.0	ftr06750;triggering;0;1
cpx00974	mscpx.974	ModelSEED	null	1.0	ftr01383;triggering;0;1
cpx00975	mscpx.975	ModelSEED	null	1.0	ftr00889;triggering;0;1
cpx00976	mscpx.976	ModelSEED	null	1.0	ftr05821;triggering;0;1
cpx00977	mscpx.977	ModelSEED	null	1.0	ftr08897;triggering;0;1
cpx00978	mscpx.978	ModelSEED	null	1.0	ftr08906;triggering;0;1
cpx00979	mscpx.979	ModelSEED	null	1.0	ftr03563;triggering;0;1|ftr03564;triggering;0;1|ftr03565;triggering;0;1
cpx00980	mscpx.980	ModelSEED	null	1.0	ftr05217;triggering;0;1
cpx00981	mscpx.981	ModelSEED	null	1.0	ftr06640;triggering;0;1
cpx00982	mscpx.982	ModelSEED	null	1.0	ftr04023;triggering;0;1
cpx00983	mscpx.983	ModelSEED	null	1.0	ftr06127;triggering;0;1
cpx00984	mscpx.984	ModelSEED	null	1.0	ftr01376;triggering;0;1
cpx00985	mscpx.985	ModelSEED	null	1.0	ftr00992;triggering;0;1|ftr00988;triggering;0;1
cpx00986	mscpx.986	ModelSEED	null	1.0	ftr04811;triggering;0;1
cpx00987	mscpx.987	ModelSEED	null	1.0	ftr02890;triggering;0;1|ftr02887;triggering;0;1|ftr02899;triggering;0;1|ftr02905;triggering;0;1|ftr00960;triggering;0;1|ftr02875;triggering;0;1
cpx00988	mscpx.988	ModelSEED	null	1.0	ftr08519;triggering;0;1
cpx00989	mscpx.989	ModelSEED	null	1.0	ftr00441;triggering;0;1
cpx00990	mscpx.990	ModelSEED	null	1.0	ftr00878;triggering;0;1
cpx00991	mscpx.991	ModelSEED	null	1.0	ftr00876;triggering;0;1|ftr00875;triggering;0;1
cpx00992	mscpx.992	ModelSEED	null	1.0	ftr00880;triggering;0;1
cpx00993	mscpx.993	ModelSEED	null	1.0	ftr00877;triggering;0;1
cpx00994	mscpx.994	ModelSEED	null	1.0	ftr00879;triggering;0;1
cpx00995	mscpx.995	ModelSEED	null	1.0	null
cpx00996	mscpx.996	ModelSEED	null	1.0	ftr01641;triggering;0;1|ftr01640;triggering;0;1
cpx00997	mscpx.997	ModelSEED	null	1.0	null
cpx00998	mscpx.998	ModelSEED	null	1.0	ftr01610;triggering;0;1
cpx00999	mscpx.999	ModelSEED	null	1.0	ftr04430;triggering;0;1
cpx01000	mscpx.1000	ModelSEED	null	1.0	ftr03137;triggering;0;1
cpx01001	mscpx.1001	ModelSEED	null	1.0	ftr03199;triggering;0;1
cpx01002	mscpx.1002	ModelSEED	null	1.0	ftr09873;triggering;0;1|ftr09874;triggering;0;1
cpx01003	mscpx.1003	ModelSEED	null	1.0	ftr00155;triggering;0;1
cpx01004	mscpx.1004	ModelSEED	null	1.0	ftr00156;triggering;0;1
cpx01005	mscpx.1005	ModelSEED	null	1.0	ftr05669;triggering;0;1
cpx01006	mscpx.1006	ModelSEED	null	1.0	ftr02962;triggering;0;1
cpx01007	mscpx.1007	ModelSEED	null	1.0	ftr02917;triggering;0;1
cpx01008	mscpx.1008	ModelSEED	null	1.0	ftr10015;triggering;0;1
cpx01009	mscpx.1009	ModelSEED	null	1.0	null
cpx01010	mscpx.1010	ModelSEED	null	1.0	ftr07557;triggering;0;1
cpx01011	mscpx.1011	ModelSEED	null	1.0	ftr06564;triggering;0;1
cpx01012	mscpx.1012	ModelSEED	null	1.0	ftr00223;triggering;0;1
cpx01013	mscpx.1013	ModelSEED	null	1.0	ftr02437;triggering;0;1
cpx01014	mscpx.1014	ModelSEED	null	1.0	ftr09448;triggering;0;1
cpx01015	mscpx.1015	ModelSEED	null	1.0	ftr05062;triggering;0;1
cpx01016	mscpx.1016	ModelSEED	null	1.0	ftr01962;triggering;0;1
cpx01017	mscpx.1017	ModelSEED	null	1.0	ftr01965;triggering;0;1
cpx01018	mscpx.1018	ModelSEED	null	1.0	ftr01963;triggering;0;1
cpx01019	mscpx.1019	ModelSEED	null	1.0	ftr00746;triggering;0;1
cpx01020	mscpx.1020	ModelSEED	null	1.0	ftr05849;triggering;0;1|ftr05852;triggering;0;1
cpx01021	mscpx.1021	ModelSEED	null	1.0	ftr05844;triggering;0;1|ftr05850;triggering;0;1|ftr05847;triggering;0;1|ftr05843;triggering;0;1
cpx01022	mscpx.1022	ModelSEED	null	1.0	ftr05851;triggering;0;1|ftr05845;triggering;0;1|ftr05848;triggering;0;1
cpx01023	mscpx.1023	ModelSEED	null	1.0	ftr04132;triggering;0;1
cpx01024	mscpx.1024	ModelSEED	null	1.0	ftr04131;triggering;0;1
cpx01025	mscpx.1025	ModelSEED	null	1.0	ftr01059;triggering;0;1
cpx01026	mscpx.1026	ModelSEED	null	1.0	ftr09062;triggering;0;1|ftr09063;triggering;0;1
cpx01027	mscpx.1027	ModelSEED	null	1.0	ftr09065;triggering;0;1
cpx01028	mscpx.1028	ModelSEED	null	1.0	ftr08687;triggering;0;1
cpx01029	mscpx.1029	ModelSEED	null	1.0	ftr08304;triggering;0;1
cpx01030	mscpx.1030	ModelSEED	null	1.0	ftr00737;triggering;0;1
cpx01031	mscpx.1031	ModelSEED	null	1.0	ftr01384;triggering;0;1
cpx01032	mscpx.1032	ModelSEED	null	1.0	ftr02511;triggering;0;1
cpx01033	mscpx.1033	ModelSEED	null	1.0	ftr02314;triggering;0;1
cpx01034	mscpx.1034	ModelSEED	null	1.0	ftr10948;triggering;0;1
cpx01035	mscpx.1035	ModelSEED	null	1.0	ftr10946;triggering;0;1|ftr10947;triggering;0;1
cpx01036	mscpx.1036	ModelSEED	null	1.0	ftr07656;triggering;0;1
cpx01037	mscpx.1037	ModelSEED	null	1.0	ftr02132;triggering;0;1
cpx01038	mscpx.1038	ModelSEED	null	1.0	ftr02131;triggering;0;1
cpx01039	mscpx.1039	ModelSEED	null	1.0	ftr05637;triggering;0;1
cpx01040	mscpx.1040	ModelSEED	null	1.0	ftr04137;triggering;0;1
cpx01041	mscpx.1041	ModelSEED	null	1.0	ftr04136;triggering;0;1
cpx01042	mscpx.1042	ModelSEED	null	1.0	ftr01598;triggering;0;1
cpx01043	mscpx.1043	ModelSEED	null	1.0	ftr01603;triggering;0;1
cpx01044	mscpx.1044	ModelSEED	null	1.0	ftr00661;triggering;0;1
cpx01045	mscpx.1045	ModelSEED	null	1.0	ftr01792;triggering;0;1
cpx01046	mscpx.1046	ModelSEED	null	1.0	ftr05913;triggering;0;1|ftr05914;triggering;0;1
cpx01047	mscpx.1047	ModelSEED	null	1.0	ftr04451;triggering;0;1
cpx01048	mscpx.1048	ModelSEED	null	1.0	ftr07502;triggering;0;1
cpx01049	mscpx.1049	ModelSEED	null	1.0	ftr02296;triggering;0;1
cpx01050	mscpx.1050	ModelSEED	null	1.0	ftr09473;triggering;0;1
cpx01051	mscpx.1051	ModelSEED	null	1.0	ftr10814;triggering;0;1
cpx01052	mscpx.1052	ModelSEED	null	1.0	ftr04739;triggering;0;1|ftr04740;triggering;0;1
cpx01053	mscpx.1053	ModelSEED	null	1.0	ftr07928;triggering;0;1
cpx01054	mscpx.1054	ModelSEED	null	1.0	ftr07904;triggering;0;1
cpx01055	mscpx.1055	ModelSEED	null	1.0	ftr04022;triggering;0;1
cpx01056	mscpx.1056	ModelSEED	null	1.0	ftr08517;triggering;0;1|ftr00463;triggering;0;1|ftr02755;triggering;0;1|ftr00139;triggering;0;1|ftr05403;triggering;0;1|ftr11249;triggering;0;1|ftr08515;triggering;0;1|ftr08516;triggering;0;1|ftr04845;triggering;0;1|ftr00961;triggering;0;1|ftr05402;triggering;0;1|ftr00980;triggering;0;1|ftr00964;triggering;0;1
cpx01057	mscpx.1057	ModelSEED	null	1.0	ftr02307;triggering;0;1|ftr02298;involved;0;1|ftr01233;involved;0;1|ftr02308;triggering;0;1|ftr02309;triggering;0;1
cpx01058	mscpx.1058	ModelSEED	null	1.0	ftr00549;triggering;0;1
cpx01059	mscpx.1059	ModelSEED	null	1.0	ftr00548;triggering;0;1
cpx01060	mscpx.1060	ModelSEED	null	1.0	ftr07739;triggering;0;1
