external_id	kind	value	tool	tool_version
C02700	pKb	1:12:8.96;1:13:-0.06;1:15:-9.26	Marvin	26.1
C02703	pKa	1:7:-2.14;1:6:1.43	Marvin	26.1
C02703	pKb	1:4:8.59	Marvin	26.1
C02704	pKa	1:2:-2.37	Marvin	26.1
C02709	pKa	1:9:12.69	Marvin	26.1
C02709	pKb	1:9:3.99;1:10:-4.04	Marvin	26.1
C02710	pKa	1:12:4.24;1:10:7.20	Marvin	26.1
C02710	pKb	1:9:1.70	Marvin	26.1
C02711	pKa	1:11:6.58;1:14:11.71;1:12:12.98;1:13:14.26;1:10:14.91;1:5:18.54	Marvin	26.1
C02711	pKb	1:9:0.66;1:10:-2.98;1:13:-3.63;1:12:-3.64;1:14:-4.34;1:15:-6.10	Marvin	26.1
C02712	pKa	1:11:4.07;1:9:7.04	Marvin	26.1
C02712	pKb	1:8:1.52	Marvin	26.1
C02713	pKa	1:17:3.55;1:14:6.59;1:18:11.72;1:15:13.12;1:13:14.70;1:7:16.80	Marvin	26.1
C02713	pKb	1:12:0.59;1:13:-2.98;1:15:-3.65;1:18:-4.34	Marvin	26.1
C02714	pKa	1:9:7.72	Marvin	26.1
C02714	pKb	1:7:10.21;1:8:5.66	Marvin	26.1
C02717	pKa	1:22:6.87;1:20:9.38;1:21:10.11	Marvin	26.1
C02717	pKb	1:19:4.77;1:23:-5.15;1:20:-5.96;1:21:-6.29	Marvin	26.1
C02718	pKa	1:7:2.77	Marvin	26.1
C02718	pKb	1:4:11.20	Marvin	26.1
C02720	pKa	1:8:9.62;1:7:15.03	Marvin	26.1
C02720	pKb	1:7:2.12;1:8:-5.15	Marvin	26.1
C02721	pKa	1:7:2.16	Marvin	26.1
C02721	pKb	1:5:10.43	Marvin	26.1
C02722	pKa	1:9:5.96	Marvin	26.1
C02722	pKb	1:8:7.84	Marvin	26.1
C02723	pKb	1:7:10.78;1:6:10.06	Marvin	26.1
C02725	pKa	1:33:6.43;1:39:12.36	Marvin	26.1
C02725	pKb	1:28:9.75;1:27:8.93;1:26:8.44;1:29:7.85;1:30:7.31;1:31:2.23;1:39:-3.95	Marvin	26.1
C02726	pKa	1:11:0.98;1:10:5.31;1:9:14.90;1:8:17.81	Marvin	26.1
C02726	pKb	1:7:11.63;1:6:9.90;1:8:-2.99;1:10:-8.31	Marvin	26.1
C02727	pKa	1:13:2.25;1:11:7.30	Marvin	26.1
C02727	pKb	1:9:9.53;1:10:5.18	Marvin	26.1
C02728	pKa	1:11:2.80	Marvin	26.1
C02728	pKb	1:9:10.68;1:8:9.49	Marvin	26.1
C02730	pKa	1:14:3.42;1:16:4.60;1:5:17.45	Marvin	26.1
C02730	pKb	1:12:-7.57	Marvin	26.1
C02734	pKa	1:8:1.79;1:7:6.75	Marvin	26.1
C02735	pKa	1:10:14.13	Marvin	26.1
C02735	pKb	1:9:9.05;1:10:-3.18	Marvin	26.1
C02739	pKa	1:33:0.72;1:26:1.32;1:29:2.10;1:31:2.68;1:25:6.17;1:28:7.01;1:24:12.60	Marvin	26.1
C02739	pKb	1:18:4.41;1:24:-3.85	Marvin	26.1
C02740	pKa	1:16:3.09;1:14:9.22	Marvin	26.1
C02740	pKb	1:12:1.11;1:13:-3.67;1:14:-6.01	Marvin	26.1
C02741	pKa	1:26:0.91;1:29:1.51;1:28:5.96;1:25:6.56;1:23:12.28;1:24:12.90;1:22:14.00	Marvin	26.1
C02741	pKb	1:18:4.40;1:22:-3.67;1:23:-3.79;1:24:-3.85	Marvin	26.1
C02744	pKa	1:30:-1.91;1:29:12.21;1:27:13.17;1:26:14.11;1:28:14.84	Marvin	26.1
C02744	pKb	1:25:8.62;1:26:-3.16;1:27:-3.65;1:28:-3.68;1:29:-3.95;1:35:-4.39;1:33:-6.25	Marvin	26.1
C02747	pKa	1:11:6.28;1:21:7.75;1:23:8.38;1:22:11.23;1:3:16.58	Marvin	26.1
C02747	pKb	1:25:-4.95;1:23:-6.18;1:22:-6.29;1:21:-6.47;1:19:-7.62	Marvin	26.1
C02750	pKa	1:20:2.02;1:18:4.24;1:16:9.29	Marvin	26.1
C02750	pKb	1:22:-4.60;1:21:-5.22;1:16:-6.62;1:15:-6.88	Marvin	26.1
C02752	pKa	1:7:7.17	Marvin	26.1
C02752	pKb	1:7:-6.01;1:8:-7.03	Marvin	26.1
C02753	pKa	1:8:11.63;1:7:13.66;1:6:14.73	Marvin	26.1
C02753	pKb	1:6:-2.99;1:7:-3.73;1:8:-4.26;1:9:-7.45	Marvin	26.1
C02759	pKb	1:11:-4.23	Marvin	26.1
C02763	pKa	1:12:3.66;1:10:12.60	Marvin	26.1
C02763	pKb	1:10:-6.09	Marvin	26.1
C02765	pKa	1:12:13.89	Marvin	26.1
C02765	pKb	1:11:9.52;1:12:-3.28	Marvin	26.1
C02766	pKa	1:8:1.78;1:9:4.56;1:6:13.01;1:1:18.65	Marvin	26.1
C02766	pKb	1:4:6.15;1:6:-4.43;1:9:-7.09;1:5:-9.80	Marvin	26.1
C02771	pKb	1:16:-5.88;1:17:-7.37	Marvin	26.1
C02774	pKa	1:13:4.95;1:11:16.84	Marvin	26.1
C02774	pKb	1:11:-1.99	Marvin	26.1
C02775	pKa	1:10:8.90;1:11:14.05	Marvin	26.1
C02775	pKb	1:11:-6.58;1:10:-6.59	Marvin	26.1
C02777	pKa	1:7:1.38;1:8:4.34	Marvin	26.1
C02777	pKb	1:6:8.80;1:5:-5.67	Marvin	26.1
C02778	pKa	1:17:6.90;1:8:16.30	Marvin	26.1
C02778	pKb	1:16:1.14	Marvin	26.1
C02779	pKa	1:11:10.54;1:9:12.23;1:8:13.81;1:7:14.77	Marvin	26.1
C02779	pKb	1:7:-2.98;1:8:-3.69;1:9:-4.02;1:12:-4.42;1:11:-4.75;1:10:-9.28	Marvin	26.1
C02780	pKa	1:12:2.52;1:9:11.97;1:10:13.29;1:7:14.03	Marvin	26.1
C02780	pKb	1:7:-3.33;1:9:-4.04;1:10:-4.11;1:8:-8.54	Marvin	26.1
C02781	pKa	1:9:12.29;1:10:13.17;1:7:14.51;1:8:15.16	Marvin	26.1
C02781	pKb	1:7:-2.98;1:8:-3.25;1:10:-3.61;1:9:-3.95;1:11:-4.37	Marvin	26.1
C02782	pKa	1:11:3.99;1:12:12.92;1:9:14.12;1:8:15.13;1:7:15.89	Marvin	26.1
C02782	pKb	1:7:-2.97;1:8:-3.30;1:9:-3.52;1:12:-3.61	Marvin	26.1
C02783	pKa	1:8:12.34;1:7:13.39;1:6:15.01	Marvin	26.1
C02783	pKb	1:6:-3.25;1:7:-3.49;1:8:-3.94;1:9:-4.33	Marvin	26.1
C02784	pKa	1:43:0.82;1:45:1.85;1:47:2.73;1:40:4.48;1:42:5.70;1:37:6.28	Marvin	26.1
C02784	pKb	1:33:7.10;1:35:-1.07	Marvin	26.1
C02785	pKa	1:34:12.48;1:26:17.54	Marvin	26.1
C02785	pKb	1:34:-3.90;1:32:-7.52;1:33:-8.43	Marvin	26.1
C02787	pKb	1:5:10.24	Marvin	26.1
C02791	pKb	1:9:3.38	Marvin	26.1
C02792	pKa	1:43:0.82;1:45:1.85;1:47:2.73;1:40:4.48;1:42:5.69;1:37:6.27	Marvin	26.1
C02792	pKb	1:33:7.10;1:35:-1.07	Marvin	26.1
C02793	pKa	1:34:12.73;1:28:17.83	Marvin	26.1
C02793	pKb	1:34:-3.79;1:32:-7.53;1:33:-8.42	Marvin	26.1
C02794	pKa	1:16:0.99;1:13:9.50;1:12:15.83;1:4:17.03	Marvin	26.1
C02794	pKb	1:11:8.81;1:12:3.37;1:13:-6.06;1:14:-9.90	Marvin	26.1
C02796	pKa	1:11:-1.61	Marvin	26.1
C02796	pKb	1:10:15.00	Marvin	26.1
C02797	pKb	1:20:-7.35	Marvin	26.1
C02798	pKa	1:8:1.64;1:5:3.03;1:7:8.36;1:1:19.45	Marvin	26.1
C02798	pKb	1:4:-9.97	Marvin	26.1
C02799	pKa	1:18:18.31	Marvin	26.1
C02799	pKb	1:18:-1.35	Marvin	26.1
C02800	pKa	1:9:3.83;1:1:18.84	Marvin	26.1
C02800	pKb	1:6:-8.17	Marvin	26.1
C02801	pKa	1:40:0.82;1:42:1.85;1:44:2.73;1:38:4.49;1:39:5.81;1:34:6.55	Marvin	26.1
C02801	pKb	1:26:10.19;1:30:7.18	Marvin	26.1
C02802	pKa	1:43:0.82;1:45:1.85;1:47:2.73;1:40:4.49;1:42:5.75;1:37:6.37	Marvin	26.1
C02802	pKb	1:33:7.12;1:35:-1.07	Marvin	26.1
C02803	pKa	1:1:15.64	Marvin	26.1
C02803	pKb	1:10:-7.41	Marvin	26.1
C02804	pKa	1:8:4.59;1:6:16.92	Marvin	26.1
C02804	pKb	1:6:-1.96	Marvin	26.1
C02806	pKa	1:18:6.40;1:21:7.37;1:17:8.86;1:16:9.72;1:19:13.86	Marvin	26.1
C02806	pKb	1:16:-6.01;1:17:-6.27;1:18:-6.49;1:19:-6.61;1:21:-6.90;1:22:-7.00;1:20:-8.91	Marvin	26.1
C02807	pKb	1:14:-8.61	Marvin	26.1
C02808	pKa	1:31:2.90;1:32:4.92;1:29:6.11;1:28:6.99	Marvin	26.1
C02808	pKb	1:21:12.76;1:23:4.12;1:25:3.42;1:26:-2.02;1:32:-6.84	Marvin	26.1
C02809	pKa	1:16:3.97;1:14:11.66;1:6:18.31	Marvin	26.1
C02809	pKb	1:13:2.10;1:17:-8.79	Marvin	26.1
C02810	pKa	1:12:1.49;1:13:6.52;1:11:12.59;1:10:13.40;1:8:14.25;1:7:15.08;1:9:15.87	Marvin	26.1
C02810	pKb	1:7:-2.97;1:8:-3.52;1:9:-3.54;1:10:-3.64;1:11:-3.64	Marvin	26.1
C02811	pKa	1:27:-2.07;1:30:7.13;1:26:8.36;1:25:9.64;1:31:11.46	Marvin	26.1
C02811	pKb	1:23:7.68;1:24:7.20;1:31:-4.57;1:25:-6.14;1:26:-6.36;1:27:-7.96;1:28:-9.55	Marvin	26.1
C02812	pKa	1:11:-2.19;1:9:7.61;1:8:13.41;1:4:14.45;1:7:15.89	Marvin	26.1
C02812	pKb	1:7:-2.98;1:8:-3.56;1:9:-6.30;1:10:-7.60	Marvin	26.1
C02814	pKa	1:9:9.39;1:7:10.99;1:8:14.21	Marvin	26.1
C02814	pKb	1:7:-5.94;1:8:-6.22;1:9:-6.35	Marvin	26.1
C02817	pKa	1:21:12.69	Marvin	26.1
C02817	pKb	1:21:-3.81	Marvin	26.1
C02821	pKa	1:28:12.61;1:26:14.88;1:12:16.27;1:4:18.54	Marvin	26.1
C02821	pKb	1:26:-2.85;1:28:-3.84;1:25:-4.83;1:24:-7.00;1:27:-8.64	Marvin	26.1
C02822	pKa	1:26:-1.63;1:25:12.61;1:23:14.86;1:11:15.98;1:3:18.53	Marvin	26.1
C02822	pKb	1:23:-2.85;1:25:-3.84;1:22:-4.84;1:24:-8.60	Marvin	26.1
C02823	pKa	1:85:1.86;1:80:5.03;1:81:5.41;1:82:5.68;1:77:5.93;1:79:6.17;1:83:6.46;1:78:6.89	Marvin	26.1
C02824	pKa	1:8:-0.83;1:7:13.06	Marvin	26.1
C02824	pKb	1:8:-9.72	Marvin	26.1
C02825	pKa	1:27:7.79;1:26:17.07;1:24:19.80	Marvin	26.1
C02825	pKb	1:23:12.50;1:28:0.75;1:25:-0.83;1:30:-3.32;1:27:-5.04	Marvin	26.1
C02827	pKa	1:11:-1.99;1:10:11.30;1:7:12.69;1:9:13.61;1:8:14.90	Marvin	26.1
C02827	pKb	1:7:-3.65;1:8:-3.68;1:9:-3.94;1:10:-4.39;1:15:-4.39	Marvin	26.1
C02828	pKa	1:30:5.32;1:13:15.64;1:25:19.80	Marvin	26.1
C02828	pKb	1:24:12.49;1:23:7.95;1:27:1.74;1:31:0.31;1:26:-0.65	Marvin	26.1
C02835	pKa	1:9:3.65;1:7:13.00	Marvin	26.1
C02835	pKb	1:6:6.90	Marvin	26.1
C02837	pKa	1:9:4.90	Marvin	26.1
C02837	pKb	1:7:9.61;1:8:1.71	Marvin	26.1
C02838	pKa	1:18:4.22	Marvin	26.1
C02838	pKb	1:19:-7.06	Marvin	26.1
C02845	pKa	1:2:19.68	Marvin	26.1
C02845	pKb	1:5:-7.26	Marvin	26.1
C02846	pKb	1:9:5.02	Marvin	26.1
C02852	pKa	1:12:12.54;1:11:13.33;1:14:14.19;1:13:15.04;1:10:15.86	Marvin	26.1
C02852	pKb	1:9:6.62;1:10:-2.97;1:12:-3.52;1:11:-3.59;1:14:-3.64;1:13:-3.66	Marvin	26.1
C02854	pKa	1:8:4.47	Marvin	26.1
C02854	pKb	1:7:2.61;1:9:-2.39	Marvin	26.1
C02855	pKa	1:14:0.93;1:16:1.77;1:12:2.54;1:13:5.34;1:10:14.90	Marvin	26.1
C02855	pKb	1:8:10.74;1:7:9.32;1:13:-8.31	Marvin	26.1
C02856	pKa	1:30:6.57;1:35:12.33;1:34:13.22	Marvin	26.1
C02856	pKb	1:24:9.49;1:26:8.58;1:27:8.12;1:25:7.66;1:28:2.29;1:34:-3.63;1:35:-3.94	Marvin	26.1
C02862	pKa	1:14:4.27	Marvin	26.1
C02862	pKb	1:15:-7.06	Marvin	26.1
C02864	pKa	1:32:3.88;1:30:9.31;1:31:12.98	Marvin	26.1
C02864	pKb	1:22:9.95;1:23:6.72;1:26:-0.16;1:25:-1.17;1:31:-3.80;1:30:-5.96;1:24:-7.25	Marvin	26.1
C02868	pKa	1:21:2.84;1:17:8.65;1:18:10.50;1:19:12.25	Marvin	26.1
C02868	pKb	1:17:-6.12;1:18:-6.36;1:19:-6.36;1:22:-7.11	Marvin	26.1
C02876	pKa	1:6:1.23;1:5:6.27	Marvin	26.1
C02876	pKb	1:4:-7.42	Marvin	26.1
C02879	pKa	1:33:6.93;1:37:7.65;1:32:8.54;1:31:9.73;1:34:10.34;1:36:13.13;1:35:13.75	Marvin	26.1
C02879	pKb	1:35:-3.50;1:36:-3.52;1:40:-4.22;1:31:-6.04;1:32:-6.20;1:33:-6.22;1:37:-6.26;1:34:-6.30	Marvin	26.1
C02880	pKa	1:41:3.78;1:31:12.44;1:36:16.21;1:37:17.24	Marvin	26.1
C02880	pKb	1:38:4.50;1:39:3.03;1:43:-7.42;1:42:-9.42	Marvin	26.1
C02884	pKa	1:14:0.89;1:9:2.06;1:12:2.68;1:10:6.92;1:8:11.31;1:6:12.91;1:7:14.30	Marvin	26.1
C02884	pKb	1:6:-3.68;1:7:-3.94;1:17:-4.39;1:8:-4.39	Marvin	26.1
C02886	pKa	1:25:2.06;1:22:3.74;1:23:4.96;1:20:6.65	Marvin	26.1
C02886	pKb	1:17:9.54;1:19:1.58;1:18:-0.13	Marvin	26.1
C02887	pKa	1:21:2.83;1:17:4.89;1:19:9.29	Marvin	26.1
C02887	pKb	1:23:-4.60;1:22:-5.22;1:19:-6.62;1:18:-6.86	Marvin	26.1
C02888	pKa	1:13:1.18;1:12:6.21;1:11:12.17;1:8:13.36;1:10:14.64;1:7:15.72;1:2:16.62	Marvin	26.1
C02888	pKb	1:7:-2.97;1:8:-3.52;1:10:-3.68;1:11:-3.99	Marvin	26.1
C02890	pKb	1:22:6.04;1:24:-5.18;1:26:-5.82;1:23:-6.29;1:25:-6.77	Marvin	26.1
C02892	pKa	1:18:3.87;1:15:7.82	Marvin	26.1
C02892	pKb	1:13:7.85;1:14:-1.38;1:15:-5.00	Marvin	26.1
C02893	pKa	1:7:16.97	Marvin	26.1
C02893	pKb	1:7:-1.94	Marvin	26.1
C02894	pKa	1:31:-2.40;1:34:-1.79;1:27:8.09	Marvin	26.1
C02894	pKb	1:30:0.26;1:28:-4.16;1:27:-5.15	Marvin	26.1
C02895	pKa	1:10:1.49;1:11:6.52;1:9:12.77;1:8:13.78;1:6:14.83;1:7:15.82	Marvin	26.1
C02895	pKb	1:6:-2.97;1:7:-3.52;1:8:-3.54;1:9:-3.63	Marvin	26.1
C02899	pKa	1:25:5.08;1:24:8.16;1:21:16.10	Marvin	26.1
C02899	pKb	1:22:1.75;1:24:-5.81	Marvin	26.1
C02904	pKa	1:11:14.61;1:12:15.32	Marvin	26.1
C02904	pKb	1:12:-2.80;1:11:-2.86	Marvin	26.1
C02906	pKa	1:16:7.72;1:19:8.75;1:17:9.48;1:18:11.03;1:22:12.35;1:20:14.72	Marvin	26.1
C02906	pKb	1:22:-4.05;1:23:-4.97;1:16:-6.14;1:17:-6.33;1:18:-6.36;1:19:-6.36;1:20:-6.61	Marvin	26.1
C02909	pKa	1:12:14.96	Marvin	26.1
C02909	pKb	1:12:-2.82	Marvin	26.1
C02912	pKa	1:4:14.47;1:5:16.00	Marvin	26.1
C02912	pKb	1:5:-2.86;1:4:-2.93	Marvin	26.1
C02914	pKa	1:6:-2.23;1:5:2.89	Marvin	26.1
C02915	pKa	1:17:17.74;1:11:18.32	Marvin	26.1
C02915	pKb	1:23:-4.37;1:24:-4.85;1:25:-5.28;1:26:-5.80	Marvin	26.1
C02916	pKa	1:20:8.58;1:19:9.93;1:21:12.71;1:18:13.31	Marvin	26.1
C02916	pKb	1:17:9.34;1:18:-6.26;1:21:-6.27;1:19:-6.29;1:20:-6.29	Marvin	26.1
C02917	pKa	1:4:14.47;1:5:16.00	Marvin	26.1
C02917	pKb	1:5:-2.86;1:4:-2.93	Marvin	26.1
C02918	pKa	1:10:6.19	Marvin	26.1
C02918	pKb	1:8:3.62	Marvin	26.1
C02919	pKa	1:20:3.62;1:23:12.20;1:21:13.20;1:22:14.42;1:18:15.03	Marvin	26.1
C02919	pKb	1:18:-2.98;1:21:-3.65;1:22:-3.68;1:23:-3.95;1:26:-4.19;1:24:-4.76;1:25:-5.30	Marvin	26.1
C02920	pKa	1:17:5.32;1:18:8.59	Marvin	26.1
C02920	pKb	1:19:-1.68;1:21:-4.40;1:20:-5.05;1:17:-6.09;1:18:-6.17	Marvin	26.1
C02921	pKa	1:16:8.67	Marvin	26.1
C02921	pKb	1:17:-1.70;1:18:-4.57;1:16:-6.11	Marvin	26.1
C02922	pKa	1:17:7.47;1:18:8.07;1:9:10.28	Marvin	26.1
C02922	pKb	1:21:-4.88;1:17:-6.03;1:18:-6.08;1:19:-7.37;1:20:-8.32	Marvin	26.1
C02923	pKa	1:8:9.59;1:9:13.09	Marvin	26.1
C02923	pKb	1:9:-6.27;1:8:-6.29	Marvin	26.1
C02924	pKa	1:6:9.58;1:5:10.41;1:4:15.79	Marvin	26.1
C02924	pKb	1:4:-2.76	Marvin	26.1
C02926	pKb	1:5:7.68;1:6:-7.55	Marvin	26.1
C02927	pKa	1:24:3.60;1:22:4.94;1:19:5.84;1:17:9.21;1:16:12.66	Marvin	26.1
C02927	pKb	1:16:-6.28;1:17:-6.30	Marvin	26.1
C02928	pKa	1:10:2.65;1:8:12.41;1:7:14.08;1:6:15.69	Marvin	26.1
C02928	pKb	1:6:-2.98;1:7:-3.57;1:8:-4.06	Marvin	26.1
C02930	pKa	1:8:3.87;1:10:4.66	Marvin	26.1
C02932	pKa	1:8:8.40;1:6:14.82	Marvin	26.1
C02932	pKb	1:8:-5.44;1:7:-8.10;1:6:-8.17	Marvin	26.1
C02933	pKa	1:9:7.95;1:10:11.34	Marvin	26.1
C02933	pKb	1:9:-6.38;1:10:-6.55	Marvin	26.1
C02934	pKa	1:20:14.96;1:17:17.85	Marvin	26.1
C02934	pKb	1:19:7.49;1:20:-2.81;1:21:-8.00	Marvin	26.1
C02937	pKa	1:13:10.43;1:11:15.20	Marvin	26.1
C02937	pKb	1:12:3.04	Marvin	26.1
C02938	pKa	1:5:13.74;1:12:17.14	Marvin	26.1
C02939	pKa	1:40:0.82;1:42:1.85;1:44:2.72;1:38:4.16;1:39:5.86;1:34:6.67	Marvin	26.1
C02939	pKb	1:30:7.25;1:28:4.86	Marvin	26.1
C02940	pKb	1:20:-7.35	Marvin	26.1
C02941	pKb	1:20:-4.90	Marvin	26.1
C02942	pKa	1:22:13.86;1:3:18.49	Marvin	26.1
C02942	pKb	1:24:-0.26;1:22:-3.30;1:23:-4.85;1:25:-7.96	Marvin	26.1
C02943	pKa	1:34:4.44;1:19:18.62	Marvin	26.1
C02943	pKb	1:31:-5.10;1:32:-7.47	Marvin	26.1
C02944	pKa	1:47:0.82;1:49:1.85;1:51:2.72;1:45:4.12;1:46:5.84;1:41:6.60	Marvin	26.1
C02944	pKb	1:37:7.21;1:35:4.81	Marvin	26.1
C02945	pKa	1:20:18.30	Marvin	26.1
C02945	pKb	1:20:-1.36	Marvin	26.1
C02946	pKa	1:10:4.13;1:8:7.16	Marvin	26.1
C02946	pKb	1:7:5.14	Marvin	26.1
C02947	pKa	1:22:3.96;1:17:9.40;1:20:13.04;1:18:14.68	Marvin	26.1
C02947	pKb	1:18:-3.38;1:20:-3.62;1:17:-5.95;1:19:-6.82	Marvin	26.1
C02948	pKa	1:7:13.42	Marvin	26.1
C02948	pKb	1:7:-3.49;1:8:-7.94	Marvin	26.1
C02949	pKa	1:42:0.82;1:45:1.85;1:47:2.73;1:40:4.49;1:43:5.76;1:37:6.41;1:36:8.65	Marvin	26.1
C02949	pKb	1:32:7.12;1:36:-6.04	Marvin	26.1
C02951	pKa	1:14:6.45	Marvin	26.1
C02951	pKb	1:16:-2.87;1:15:-5.07;1:14:-6.24;1:13:-7.03	Marvin	26.1
C02952	pKa	1:5:19.32	Marvin	26.1
C02952	pKb	1:12:-6.92;1:11:-7.65	Marvin	26.1
C02953	pKa	1:17:-4.08;1:13:8.78;1:16:13.04;1:15:15.27	Marvin	26.1
C02953	pKb	1:10:21.71;1:12:3.02;1:15:-3.06;1:16:-3.66	Marvin	26.1
C02954	pKa	1:13:2.42;1:3:17.43	Marvin	26.1
C02954	pKb	1:9:4.90;1:11:0.05	Marvin	26.1
C02956	pKb	1:20:-0.61	Marvin	26.1
C02957	pKa	1:13:3.05;1:2:11.18;1:17:13.89;1:16:14.79	Marvin	26.1
C02957	pKb	1:12:8.15;1:14:6.36;1:16:-2.98;1:17:-3.24;1:19:-4.95;1:13:-7.15	Marvin	26.1
C02961	pKa	1:16:4.87;1:15:12.56;1:14:13.94;1:13:14.79	Marvin	26.1
C02961	pKb	1:11:3.20;1:13:-2.98;1:14:-3.66;1:15:-3.79;1:10:-4.67;1:17:-5.73;1:16:-6.81	Marvin	26.1
C02962	pKa	1:11:1.22;1:12:6.25;1:10:11.30;1:7:12.69;1:9:13.62;1:8:14.90	Marvin	26.1
C02962	pKb	1:7:-3.65;1:8:-3.68;1:9:-3.94;1:15:-4.39;1:10:-4.39	Marvin	26.1
C02964	pKa	1:20:11.25;1:19:12.17;1:15:12.80;1:17:13.32;1:16:14.00;1:18:14.41;1:14:14.78;1:13:15.22	Marvin	26.1
C02964	pKb	1:13:-2.98;1:14:-2.98;1:15:-3.65;1:16:-3.68;1:17:-3.69;1:18:-3.94;1:19:-3.95;1:20:-4.39	Marvin	26.1
C02965	pKa	1:11:1.22;1:12:6.25;1:10:11.30;1:7:12.69;1:9:13.62;1:8:14.90	Marvin	26.1
C02965	pKb	1:7:-3.65;1:8:-3.68;1:9:-3.94;1:15:-4.39;1:10:-4.39	Marvin	26.1
C02970	pKa	1:52:1.79;1:51:6.81	Marvin	26.1
C02975	pKa	1:6:10.27	Marvin	26.1
C02975	pKb	1:10:-6.98;1:9:-7.90	Marvin	26.1
C02976	pKa	1:11:1.16;1:12:6.19;1:10:10.29;1:9:12.74;1:8:14.05;1:7:14.82	Marvin	26.1
C02976	pKb	1:7:-2.98;1:8:-3.69;1:9:-4.03;1:15:-4.42;1:10:-4.88	Marvin	26.1
C02977	pKa	1:28:1.90;1:30:2.84;1:27:4.95;1:26:12.17;1:25:12.80;1:19:16.53	Marvin	26.1
C02977	pKb	1:17:9.07;1:18:0.74;1:25:-3.85;1:26:-3.96;1:19:-6.33	Marvin	26.1
C02979	pKa	1:6:1.13;1:7:6.17;1:5:14.32;1:4:15.02	Marvin	26.1
C02979	pKb	1:4:-2.99;1:5:-2.99	Marvin	26.1
C02980	pKa	1:15:9.33	Marvin	26.1
C02980	pKb	1:15:-6.24;1:16:-7.40;1:17:-8.24	Marvin	26.1
C02982	pKa	1:23:4.37;1:21:14.04	Marvin	26.1
C02982	pKb	1:21:-3.90	Marvin	26.1
C02983	pKa	1:16:2.16;1:14:16.16	Marvin	26.1
C02983	pKb	1:13:10.64	Marvin	26.1
C02985	pKa	1:10:1.16;1:11:6.22;1:9:12.23;1:7:13.28;1:8:14.76	Marvin	26.1
C02985	pKb	1:7:-3.61;1:8:-3.68;1:9:-3.96;1:13:-4.38	Marvin	26.1
C02989	pKa	1:8:1.74	Marvin	26.1
C02989	pKb	1:6:9.11;1:9:-3.25	Marvin	26.1
C02990	pKa	1:26:4.22	Marvin	26.1
C02990	pKb	1:27:-7.06	Marvin	26.1
C02991	pKa	1:9:11.63;1:8:13.63;1:7:14.58	Marvin	26.1
C02991	pKb	1:7:-3.06;1:8:-3.74;1:9:-4.26;1:10:-7.45	Marvin	26.1
C02993	pKa	1:24:3.49;1:22:4.40;1:21:9.38;1:18:19.80	Marvin	26.1
C02993	pKb	1:17:12.66;1:16:10.14;1:20:-0.01;1:19:-0.73;1:21:-5.96	Marvin	26.1
C02994	pKa	1:8:11.63;1:7:13.66;1:6:14.73	Marvin	26.1
C02994	pKb	1:6:-2.99;1:7:-3.73;1:8:-4.26;1:9:-7.45	Marvin	26.1
C02995	pKa	1:21:1.22;1:20:6.25;1:19:11.25;1:18:12.18;1:17:12.81;1:16:13.35;1:15:14.20;1:14:14.87	Marvin	26.1
C02995	pKb	1:14:-3.65;1:15:-3.68;1:16:-3.69;1:17:-3.94;1:18:-3.95;1:19:-4.39	Marvin	26.1
C02996	pKa	1:19:3.99;1:17:18.05	Marvin	26.1
C02996	pKb	1:17:-2.23	Marvin	26.1
C02997	pKa	1:14:3.58;1:12:6.43;1:10:12.96	Marvin	26.1
C02997	pKb	1:9:7.08;1:11:0.87	Marvin	26.1
C02999	pKa	1:22:3.41;1:20:4.58;1:18:6.60;1:23:11.72;1:19:13.13;1:9:16.79	Marvin	26.1
C02999	pKb	1:16:0.81;1:15:0.24;1:19:-3.65;1:23:-4.34	Marvin	26.1
C03001	pKa	1:20:3.50;1:18:8.47;1:15:19.80	Marvin	26.1
C03001	pKb	1:14:12.65;1:17:0.34;1:16:-0.65	Marvin	26.1
C03002	pKa	1:18:7.06;1:17:9.23;1:16:10.25	Marvin	26.1
C03002	pKb	1:14:12.74;1:15:5.05;1:16:-6.28;1:17:-6.30	Marvin	26.1
C03003	pKa	1:19:2.76;1:17:11.70;1:15:13.07;1:16:14.36;1:14:14.97	Marvin	26.1
C03003	pKb	1:14:-2.98;1:15:-3.65;1:16:-3.73;1:17:-4.22;1:20:-4.54	Marvin	26.1
C03004	pKa	1:13:2.57;1:11:9.43;1:14:10.29	Marvin	26.1
C03004	pKb	1:10:4.52;1:14:-4.92;1:11:-5.96	Marvin	26.1
C03005	pKa	1:11:4.85;1:9:18.98	Marvin	26.1
C03005	pKb	1:9:1.97	Marvin	26.1
C03007	pKb	1:7:2.69;1:9:-5.58	Marvin	26.1
C03009	pKa	1:25:6.43;1:29:12.48;1:27:12.99;1:30:13.49	Marvin	26.1
C03009	pKb	1:20:8.97;1:21:7.57;1:22:7.04;1:23:1.40;1:30:-3.63;1:27:-3.63;1:29:-3.90	Marvin	26.1
C03010	pKa	1:27:6.49;1:30:12.60;1:31:13.27	Marvin	26.1
C03010	pKb	1:21:9.29;1:22:8.73;1:24:8.03;1:23:7.27;1:25:1.37;1:31:-3.63;1:30:-3.90	Marvin	26.1
C03012	pKa	1:12:8.84;1:11:12.44	Marvin	26.1
C03012	pKb	1:11:-6.31;1:12:-6.40	Marvin	26.1
