cpd_id	name	reactions	old_inchikey	new_inchikey	old_charge	new_charge	old_stereo	new_stereo	old_smiles	new_smiles
cpd31237	alpha-D-Gal-(1->3)-(alpha-L-Fuc-(1->2))-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol	1	UQYSJTDLRLYPNU-ABPCESQWSA-L	UQYSJTDLRLYPNU-OOXGFABVSA-L	-2	-2	34	35	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](OC3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1NC(C)=O	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1NC(C)=O
cpd37318	(5S)-2,5-dihydroxy-5-(hydroxymethyl)-3-oxocyclohex-1-en-1-olate	1	OWHGXOODGNBQRG-UHFFFAOYSA-M	OWHGXOODGNBQRG-SSDOTTSWSA-M	-1	-1	0	1	O=C1CC(O)(CO)CC([O-])=C1O	O=C1C[C@@](O)(CO)CC(O)=C1[O-]
cpd38354	(9S),10-epoxy-(10,12Z)-octadecadienoic acid(1-)	1	LVVCDOSOKGYQFY-KRWDZBQOSA-M	LVVCDOSOKGYQFY-KKJXIILJSA-M	-1	-1	1	3	CCCCCC=CC=C1O[C@H]1CCCCCCCC(=O)[O-]	CCCCC/C=C\C=C1/O[C@H]1CCCCCCCC(=O)[O-]
cpd39984	2-C-[(phosphonatooxy)methyl]-D-ribose	1	RIOZVCDMYGAYCJ-QYRBDRAASA-L	RIOZVCDMYGAYCJ-HSUXUTPPSA-L	-2	-2	2	3	O=CC(O)(COP(=O)([O-])[O-])[C@H](O)[C@H](O)CO	O=C[C@@](O)(COP(=O)([O-])[O-])[C@H](O)[C@H](O)CO
cpd46292	6'-sialyllactose	1	TYALNJQZQRNQNQ-SKHIEIRWSA-M	TYALNJQZQRNQNQ-JLYOMPFMSA-M	-1	-1	14	16	CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(OC[C@H]2O[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@H]2O)(C(=O)[O-])C[C@@H]1O	CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](OC[C@H]2O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@H]2O)(C(=O)[O-])C[C@@H]1O
cpd03042	Porphyrin	0	JZRYQZJSTWVBBD-CEVVSZFKSA-N	JZRYQZJSTWVBBD-UHFFFAOYSA-N	0	0	0	0	C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3	C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3
cpd04236	Cefotetan	0	SRZNHPXWXCNNDU-IXOPCIAXSA-L	SRZNHPXWXCNNDU-RHBCBLIFSA-L	-2	-2	2	2	CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21	CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21
cpd05139	Sermorelin	0	WGWPRVFKDLAUQJ-UHFFFAOYSA-R	WGWPRVFKDLAUQJ-MITYVQBRSA-R	4	4	0	31	CCC(C)C(NC(=O)C(C)NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)[O-])C(=O)NC(C(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(CCCNC(N)=[NH2+])C(N)=O)C(C)CC)C(C)C)C(C)O	CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@@H](C)CC)C(C)C)[C@@H](C)O
cpd08539	Foscan	0	LYPFDBRUNKHDGX-LWQDQPMZSA-N	LYPFDBRUNKHDGX-UHFFFAOYSA-N	0	0	0	0	Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1	Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1
cpd09606	6,10-Diaza-3(1,3)8,(1,4)-dibenzena-1,5(1,4)- diquinolinacyclodecaphane	0	HZWVJPDDZQOYGA-QUTRQNJUSA-P	HZWVJPDDZQOYGA-UHFFFAOYSA-P	2	2	0	0	c1cc2cc(c1)C[n+]1ccc(c3ccccc31)NCc1ccc(cc1)CNc1cc[n+](c3ccccc13)C2	c1cc2cc(c1)C[n+]1ccc(c3ccccc31)NCc1ccc(cc1)CNc1cc[n+](c3ccccc13)C2
cpd09758	Cefotetan disodium	0	ZQQALMSFFARWPK-GLHLDKNHSA-L	ZQQALMSFFARWPK-ZTQQJVKJSA-L	0	0	2	2	CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+].[Na+]	CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+].[Na+]
cpd17351	Caulerpin	0	PVWALMHWUOWPPA-HCOJNGAVSA-N	PVWALMHWUOWPPA-RPLHEXBESA-N	0	0	2	2	COC(=O)/C1=C/c2c([nH]c3ccccc23)/C(C(=O)OC)=C\c2c1[nH]c1ccccc21	COC(=O)/C1=C/c2c([nH]c3ccccc23)/C(C(=O)OC)=C\c2c1[nH]c1ccccc21
cpd17664	Chikusetsusaponin III	0	ZICDJKZDHVLVOD-GREWDSJQSA-N	ZICDJKZDHVLVOD-HUGMCNGHSA-N	0	0	23	24	CC(C)=CCCC(C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C	CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C
cpd19283	Protojujuboside A	0	DAYKIQFQZVAKAA-PADDJQGGSA-N	DAYKIQFQZVAKAA-DJISZYPWSA-N	0	0	37	38	CC(C)=C[C@@H](CC(C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	CC(C)=C[C@@H](C[C@](C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd19284	Protojujuboside B	0	JWDBYPGADNNYPU-RNYOKPNMSA-N	JWDBYPGADNNYPU-KRACRRDZSA-N	0	0	32	33	CC(C)=C[C@@H](CC(C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	CC(C)=C[C@@H](C[C@](C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd19285	Protojujuboside B1	0	JWDBYPGADNNYPU-PNPNNWMTSA-N	JWDBYPGADNNYPU-HFNHGWQBSA-N	0	0	32	33	CC(C)=C[C@@H](CC(C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	CC(C)=C[C@@H](C[C@](C)(O)[C@H]1C(=O)C[C@]2(CO)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)C(C)(C)[C@@H]3CC[C@]12C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd22704	muricholate	0	DKPMWHFRUGMUKF-QONOTNIVSA-M	DKPMWHFRUGMUKF-JDDNAIEOSA-M	-1	-1	4	9	C[C@H](CCC(=O)[O-])C1CCC2C3C(O)C(O)C4C[C@H](O)CC[C@]4(C)C3CC[C@@]21C	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(O)C(O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
cpd23878	3,6-anhydro-2-O-sulfo-alpha-D-galactopyranosyl-(1->3)-4-O-sulfo-D-galactose	0	CTNFROXWAZXRKW-VDGMBKLFSA-L	CTNFROXWAZXRKW-VHBGUFLRSA-L	-2	-2	9	10	O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O)[C@H]2OS(=O)(=O)[O-])[C@@H](O)C(O)O[C@@H]1CO	O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O)[C@H]2OS(=O)(=O)[O-])[C@@H](O)[C@H](O)O[C@@H]1CO
cpd23879	4-O-sulfo- beta-D-galactopyranosyl-(1->4)-3,6-anhydro-2-O-sulfo-D-galactose	0	MWCCETPFHWJFDS-OSEFXCQPSA-L	MWCCETPFHWJFDS-XWTDTOCNSA-L	-2	-2	9	10	O=S(=O)([O-])O[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H]3OC[C@H]2OC(O)[C@@H]3OS(=O)(=O)[O-])O[C@@H]1CO	O=S(=O)([O-])O[C@@H]1[C@H]2OC[C@@H](O[C@@H]1O)[C@@H]2O[C@@H]1O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O)[C@H]1O
cpd24275	(11Z)-eicos-11-enoyl-CoA	0	ZDRKXADSROCWCG-LURPFOQRSA-J	ZDRKXADSROCWCG-FVLDFCIYSA-J	-4	-4	5	6	CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd24513	sterigmatin	0	CWYJYLXZMAUSNI-UHFFFAOYSA-M	CWYJYLXZMAUSNI-BWKAKNAASA-N	-1	0	0	2	O=c1c2c(O)cccc2oc2cc3c(c([O-])c12)C1C=COC1O3	O=c1c2c(O)cccc2oc2cc3c(c(O)c12)[C@@H]1C=CO[C@@H]1O3
cpd26249	S-2,3-dicarboxyaziridine	0	IFCCPDAHQDGHMH-UHFFFAOYSA-M	IFCCPDAHQDGHMH-LWMBPPNESA-M	-1	-1	0	2	O=C([O-])C1[NH2+]C1C(=O)[O-]	O=C([O-])[C@H]1N[C@@H]1C(=O)O
cpd26275	(E)-alpha-monofluoromethyl-3,4-dehydroarginine	0	UDWPEHOXJIIOEY-OWOJBTEDSA-O	UDWPEHOXJIIOEY-QOHHWTFISA-O	1	1	1	2	NC(=[NH2+])NC/C=C/C([NH3+])(CF)C(=O)[O-]	NC(N)=[NH+]C/C=C/[C@@]([NH3+])(CF)C(=O)[O-]
cpd31660	2-<i>O</i>-(3'-hydroxy)phytanyl-3-<i>O</i>-phytanyl-<i>sn</i>-glycero-1-phosphoethanolamine	0	VUKYXYWCFFKPMX-PLSZJGEGSA-N	VUKYXYWCFFKPMX-ARNVMZJBSA-N	0	0	6	7	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)([O-])OCC[NH3+])OCCC(C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)([O-])OCC[NH3+])OCC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
cpd34026	manumycin B	0	ZGICGDCGECBVTD-ULNOGCHZSA-M	ZGICGDCGECBVTD-LOWJZYKPSA-N	-1	0	7	8	CCCCC(C)/C=C(\C)C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C(=O)NC2=C([O-])CCC2=O)[C@@H]2O[C@@H]2C1=O	CCCC[C@@H](C)/C=C(\C)C(=O)NC1=C[C@@](O)(/C=C/C=C/C=C/C(=O)NC2=C(O)CCC2=O)[C@@H]2O[C@@H]2C1=O
cpd34426	2-<i>O</i>-(3'-hydroxy)phytanyl-3-<i>O</i>-phytanyl-<i>sn</i>-glycerol-1-phospho-3''-<i>sn</i>-glycerol	0	BIVFMXPCWMONSY-XMRRTHDVSA-M	BIVFMXPCWMONSY-XHQCNPPWSA-M	-1	-1	7	8	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)([O-])OC[C@H](O)CO)OCCC(C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)([O-])OC[C@H](O)CO)OCC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
cpd36034	2-<i>O</i>-(3'-hydroxy)phytanyl-3-<i>O</i>-phytanyl-<i>sn</i>-glycero-1-phosphoserine	0	YALRQOMGANIIQK-BOMFZTBMSA-M	YALRQOMGANIIQK-QQLPJPLTSA-M	-1	-1	7	8	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OCCC(C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OCC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
cpd44412	a chlorin	0	UGADAJMDJZPKQX-CEVVSZFKSA-N	UGADAJMDJZPKQX-UHFFFAOYSA-N	0	0	0	0	C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)CC4)[nH]3	C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[nH]5)CC4)[nH]3
cpd44629	normaritidine	0	TZTBAJFJEZRQCV-UHFFFAOYSA-O	TZTBAJFJEZRQCV-RLCCDNCMSA-O	1	1	0	3	COc1cc2c(cc1O)C[NH+]1CCC23C=CC(O)CC13	COc1cc2c(cc1O)C[NH+]1CC[C@@]23C=C[C@@H](O)C[C@H]13
cpd44677	(5Z,8E,10E)-12-hydroxyheptadeca-5,8,10-trienoate	0	KUKJHGXXZWHSBG-FQWDWNLFSA-M	KUKJHGXXZWHSBG-WBGSEQOASA-M	-1	-1	3	4	CCCCCC(O)/C=C/C=C/C/C=C\CCCC(=O)[O-]	CCCCC[C@H](O)/C=C/C=C/C/C=C\CCCC(=O)[O-]
cpd46464	ferrirhodin	0	SEQVPEQKJMMKNO-SQLDAFDYSA-N	SEQVPEQKJMMKNO-RQCMKQRDSA-N	0	0	5	8	CC(=CC1=[O+][Fe-3]2345O[C+](C=C(C)CCO)N(CCC[C@@H]6NC(=O)[C@H](CCCN(O2)C(C=C(C)CCO)=[O+]3)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCCN1O4)NC6=O)O5)CCO	C/C(=C/C(=O)N([O-])CCC[C@@H]1NC(=O)[C@H](CCCN([O-])C(=O)/C=C(/C)CCO)NC(=O)[C@H](CCCN([O-])C(=O)/C=C(/C)CCO)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)CNC1=O)CCO.[Fe+3]
cpd46646	lomaiviticin B	0	ZPEQGULUANUJNH-RJEFGVBDSA-N	ZPEQGULUANUJNH-RJEFGVBDSA-O	-1	0	16	16	CC[C@]12O[C@]3(O)c4c5c(O)c6c(c([O-])c5c([N+]#N)[c-]4[C@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@]4(CC)O[C@](O)(c5c7c(O)c8c(=O)ccc(=O)c=8c(=O)c-7c(N=N)c5[C@@H]1O[C@H]1C[C@H](OC)[C@@H](O)[C@H](C)O1)[C@H]2[C@@H]43)C(=O)C=CC6=O	CC[C@]12O[C@]3(O)c4c5c(O)c6c(c(O)c5c([N+]#N)[c-]4[C@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@]4(CC)O[C@](O)(c5c7c(O)c8c(=O)ccc(=O)c=8c(=O)c-7c(N=N)c5[C@@H]1O[C@H]1C[C@H](OC)[C@@H](O)[C@H](C)O1)[C@H]2[C@@H]43)C(=O)C=CC6=O
cpd46783	withanone	0	FAZIYUIDUNHZRG-QUSHIGSFSA-N	FAZIYUIDUNHZRG-PCTWTJKKSA-N	0	0	10	11	CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@@]2(O)CC[C@H]3[C@H]4C(CC[C@@]32C)[C@@]2(C)C(=O)C=CC[C@]2(O)[C@H]2O[C@@H]42)C1	CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@@]2(O)CC[C@H]3[C@@H]4[C@@H]5O[C@@H]5[C@@]5(O)CC=CC(=O)[C@]5(C)[C@H]4CC[C@@]32C)C1
cpd47191	[(2-guanidinoethyl)sulfanyl]butanedioate	0	VKVCLXDFOQQABP-UHFFFAOYSA-M	VKVCLXDFOQQABP-BYPYZUCNSA-M	-1	-1	0	1	NC(=[NH2+])NCCSC(CC(=O)[O-])C(=O)[O-]	NC(N)=NCCS[C@@H](CC(=O)[O-])C(=O)O
cpd47672	2-deoxyparaherquamide A	0	DYVLXWPZFQQUIU-BUWOMYMCSA-O	DYVLXWPZFQQUIU-WGNDVSEMSA-O	1	1	3	5	CN1C(=O)C23C[C@@H]4C1(C[NH+]2CC[C@@]3(C)O)C[C@@]1(CNc2c1ccc1c2OC=CC(C)(C)O1)C4(C)C	CN1C(=O)[C@]23C[C@H]4C(C)(C)[C@]5(C[NH2+]c6c5ccc5c6OC=CC(C)(C)O5)C[C@@]41CN2CC[C@@]3(C)O
