seed_id	reactions_blocked
cpd36891	1
cpd35510	1
cpd36879	1
cpd33795	1
cpd36607	1
cpd36162	1
cpd36755	1
cpd36336	1
cpd36905	1
cpd37087	1
cpd36117	1
cpd37072	1
cpd32176	1
cpd32524	1
cpd36397	1
cpd36299	1
cpd36506	1
cpd36124	1
cpd36960	1
cpd36976	1
cpd36814	1
cpd37147	1
cpd36896	1
cpd33429	1
cpd36152	1
cpd36750	1
cpd36097	1
cpd36666	1
cpd36667	1
cpd36831	1
cpd37184	1
cpd35215	1
cpd36925	1
cpd36090	1
cpd32785	1
cpd36707	1
cpd33995	1
cpd36502	1
cpd36913	1
cpd36457	1
cpd34193	1
cpd36072	1
cpd36542	1
cpd36524	1
cpd36893	1
cpd36173	1
cpd36701	1
cpd36244	1
cpd36798	1
cpd36778	1
cpd37013	1
cpd36807	1
cpd37188	1
cpd31441	1
cpd32280	1
cpd36198	1
cpd36888	1
cpd37038	1
cpd36402	1
cpd34950	1
cpd34332	1
cpd36478	1
cpd33709	1
cpd36871	1
cpd34661	1
cpd36279	1
cpd36589	1
cpd35643	1
cpd36886	1
cpd36603	1
cpd36863	1
cpd36992	1
cpd37148	1
cpd35680	1
cpd37236	1
cpd36121	1
cpd36691	1
cpd36369	1
cpd36149	1
cpd31813	1
cpd36313	1
cpd36744	1
cpd32652	1
cpd36721	1
cpd36949	1
cpd36735	1
cpd36837	1
cpd36197	1
cpd36994	1
cpd36583	1
cpd37019	1
cpd36777	1
cpd37204	1
cpd36284	1
cpd37064	1
cpd35500	1
cpd34872	1
cpd35124	1
cpd36366	1
cpd33386	1
cpd37229	1
cpd36584	1
cpd36600	1
cpd36526	1
cpd36927	1
cpd37047	1
cpd35813	1
cpd34398	1
cpd37033	1
cpd36720	1
cpd35560	1
cpd31414	1
cpd36703	1
cpd37077	1
cpd37166	1
cpd37159	1
cpd36498	1
cpd36509	1
cpd34399	1
cpd36186	1
cpd36106	1
cpd37073	1
cpd34780	1
cpd35749	1
cpd36971	1
cpd33884	1
cpd36408	1
cpd31844	1
cpd36642	1
cpd36543	1
cpd36615	1
cpd37114	1
cpd37301	1
cpd36427	1
cpd36187	1
cpd36277	1
cpd36853	1
cpd37261	1
cpd36473	1
cpd36098	1
cpd36184	1
cpd31628	1
cpd36248	1
cpd36882	1
cpd37091	1
cpd36123	1
cpd36103	1
cpd34744	1
cpd36467	1
cpd37123	1
cpd37142	1
cpd36632	1
cpd33523	1
cpd37069	1
cpd36201	1
cpd36298	1
cpd33579	1
cpd32540	1
cpd36567	1
cpd33336	1
cpd35791	1
cpd36171	1
cpd37213	1
cpd37189	1
cpd36865	1
cpd36899	1
cpd36417	1
cpd36387	1
cpd37176	1
cpd36390	1
cpd37191	1
cpd36830	1
cpd36089	1
cpd36919	1
cpd35095	1
cpd36820	1
cpd36460	1
cpd37111	1
cpd36549	1
cpd35546	1
cpd36322	1
cpd37080	1
cpd37081	1
cpd37190	1
cpd36471	1
cpd36889	1
cpd36530	1
cpd36441	1
cpd36258	1
cpd36342	1
cpd36433	1
cpd37144	1
cpd32905	1
cpd33875	1
cpd32734	1
cpd35605	1
cpd37178	1
cpd36324	1
cpd36101	1
cpd36317	1
cpd36774	1
cpd36602	1
cpd33658	1
cpd37006	1
cpd36221	1
cpd36964	1
cpd36525	1
cpd36234	1
cpd36773	1
cpd34037	1
cpd36679	1
cpd36170	1
cpd36268	1
cpd36113	1
cpd36585	1
cpd36210	1
cpd36019	1
cpd36573	1
cpd36648	1
cpd36166	1
cpd36995	1
cpd36255	1
cpd33001	1
cpd37177	1
cpd37201	1
cpd34935	1
cpd34354	1
cpd35439	1
cpd37193	1
cpd36241	1
cpd31989	1
cpd36291	1
cpd32102	1
cpd34863	1
cpd32000	1
cpd36112	1
cpd36683	1
cpd37151	1
cpd33289	1
cpd36331	1
cpd37067	1
cpd33272	1
cpd37084	1
cpd36318	1
cpd36572	1
cpd36618	1
cpd36445	1
cpd36060	1
cpd36422	1
cpd36922	1
cpd34218	1
cpd36410	1
cpd36596	1
cpd36379	1
cpd36822	1
cpd36447	1
cpd36646	1
cpd33572	1
cpd34926	1
cpd34775	1
cpd32887	1
cpd36645	1
cpd36717	1
cpd35956	1
cpd31422	1
cpd36297	1
cpd36217	1
cpd36228	1
cpd36580	1
cpd36195	1
cpd31596	1
cpd36708	1
cpd36150	1
cpd37195	1
cpd36551	1
cpd37194	1
cpd36916	1
cpd36395	1
cpd37127	1
cpd36438	1
cpd33745	1
cpd36545	1
cpd37076	1
cpd34232	1
cpd36581	1
cpd34534	1
cpd36855	1
cpd36141	1
cpd36813	1
cpd36719	1
cpd36111	1
cpd32058	1
cpd36242	1
cpd37239	1
cpd36604	1
cpd32585	1
cpd35878	1
cpd36238	1
cpd32924	1
cpd31673	1
cpd36144	1
cpd34761	1
cpd36791	1
cpd35288	1
cpd36678	1
cpd36946	1
cpd36382	1
cpd36075	1
cpd36877	1
cpd36511	1
cpd37051	1
cpd37063	1
cpd36674	1
cpd36360	1
cpd34738	1
cpd36261	1
cpd36489	1
cpd36997	1
cpd36412	1
cpd36533	1
cpd37146	1
cpd36560	1
cpd36188	1
cpd36931	1
cpd37004	1
cpd33582	1
cpd36082	1
cpd37066	1
cpd32936	1
cpd36338	1
cpd36697	1
cpd33552	1
cpd31491	1
cpd36140	1
cpd36622	1
cpd32456	1
cpd36613	1
cpd37154	1
cpd32327	1
cpd36973	1
cpd37171	1
cpd37009	1
cpd35168	1
cpd34742	1
cpd34868	1
cpd36948	1
cpd36105	1
cpd37057	1
cpd36265	1
cpd34891	1
cpd36908	1
cpd36074	1
cpd36205	1
cpd36801	1
cpd35633	1
cpd36749	1
cpd36734	1
cpd34751	1
cpd35979	1
cpd36978	1
cpd36257	1
cpd36483	1
cpd36376	1
cpd36085	1
cpd37143	1
cpd36326	1
cpd36689	1
cpd36292	1
cpd36260	1
cpd37155	1
cpd37037	1
cpd36450	1
cpd34641	1
cpd36094	1
cpd37212	1
cpd36733	1
cpd36093	1
cpd36843	1
cpd32939	1
cpd36840	1
cpd36629	1
cpd36071	1
cpd37237	1
cpd36145	1
cpd35529	1
cpd37251	1
cpd36488	1
cpd36229	1
cpd36275	1
cpd32605	1
cpd36272	1
cpd37172	1
cpd37130	1
cpd34527	1
cpd36333	1
cpd36190	1
cpd32815	1
cpd36518	1
cpd36528	1
cpd36276	1
cpd36475	1
cpd36364	1
cpd36626	1
cpd36461	1
cpd31457	1
cpd34776	1
cpd37046	1
cpd36539	1
cpd36135	1
cpd36812	1
cpd31707	1
cpd36844	1
cpd36654	1
cpd36131	1
cpd36835	1
cpd36444	1
cpd35532	1
cpd34129	1
cpd37226	1
cpd34748	1
cpd37126	1
cpd37002	1
cpd36267	1
cpd37217	1
cpd37059	1
cpd35589	1
cpd36428	1
cpd37103	1
cpd36309	1
cpd34157	1
cpd36160	1
cpd32722	1
cpd35748	1
cpd36359	1
cpd36316	1
cpd36206	1
cpd36305	1
cpd36522	1
cpd34005	1
cpd37110	1
cpd36212	1
cpd36340	1
cpd36134	1
cpd36308	1
cpd36430	1
cpd36080	1
cpd36513	1
cpd36426	1
cpd32370	1
cpd36590	1
cpd32217	1
cpd36451	1
cpd36271	1
cpd36423	1
cpd36416	1
cpd35759	1
cpd36367	1
cpd35421	1
cpd36223	1
cpd36579	1
cpd37248	1
cpd37120	1
cpd37179	1
cpd33575	1
cpd36578	1
cpd37065	1
cpd34977	1
cpd37216	1
cpd36517	1
cpd36747	1
cpd36638	1
cpd34132	1
cpd37107	1
cpd36671	1
cpd36182	1
cpd36969	1
cpd37090	1
cpd36119	1
cpd35262	1
cpd36991	1
cpd36599	1
cpd36155	1
cpd36420	1
cpd34601	1
cpd37149	1
cpd36136	1
cpd34973	1
cpd34467	1
cpd36227	1
cpd36932	1
cpd36739	1
cpd36306	1
cpd34336	1
cpd32034	1
cpd36953	1
cpd36849	1
cpd36924	1
cpd37075	1
cpd36692	1
cpd36355	1
cpd36118	1
cpd37026	1
cpd37097	1
cpd36909	1
cpd31476	1
cpd36762	1
cpd36647	1
cpd31582	1
cpd31761	1
cpd36569	1
cpd36056	1
cpd32143	1
cpd34668	1
cpd37048	1
cpd36128	1
cpd36950	1
cpd32592	1
cpd36684	1
cpd32661	1
cpd34376	1
cpd36681	1
cpd33746	1
cpd36841	1
cpd36593	1
cpd37140	1
cpd36903	1
cpd36655	1
cpd36099	1
cpd35684	1
cpd36053	1
cpd36838	1
cpd33905	1
cpd37121	1
cpd36676	1
cpd36586	1
cpd32594	1
cpd36575	1
cpd37291	1
cpd43377	1
cpd42580	1
cpd37330	1
cpd42726	1
cpd41812	1
cpd37928	1
cpd40018	1
cpd43304	1
cpd39482	1
cpd40768	1
cpd42371	1
cpd38073	1
cpd42451	1
cpd41121	1
cpd43472	1
cpd38015	1
cpd42520	1
cpd42674	1
cpd41774	1
cpd39963	1
cpd40871	1
cpd42292	1
cpd41834	1
cpd42125	1
cpd37605	1
cpd39817	1
cpd41991	1
cpd42310	1
cpd39944	1
cpd43354	1
cpd42370	1
cpd39950	1
cpd39989	1
cpd42501	1
cpd42808	1
cpd42508	1
cpd39483	1
cpd42497	1
cpd43268	1
cpd42193	1
cpd42766	1
cpd39943	1
cpd39995	1
cpd37840	1
cpd42016	1
cpd39975	1
cpd42714	1
cpd43450	1
cpd43385	1
cpd42515	1
cpd42247	1
cpd43410	1
cpd42615	1
cpd41808	1
cpd39212	1
cpd41814	1
cpd42577	1
cpd38111	1
cpd37762	1
cpd43310	1
cpd40615	1
cpd42079	1
cpd43315	1
cpd40032	1
cpd40015	1
cpd43473	1
cpd42956	1
cpd43317	1
cpd43370	1
cpd42031	1
cpd42129	1
cpd42291	1
cpd40047	1
cpd40929	1
cpd42816	1
cpd37574	1
cpd40068	1
cpd39816	1
cpd39964	1
cpd42427	1
cpd42516	1
cpd39978	1
cpd42753	1
cpd42951	1
cpd43358	1
cpd42077	1
cpd41821	1
cpd37918	1
cpd41871	1
cpd40922	1
cpd37381	1
cpd40091	1
cpd42678	1
cpd42018	1
cpd42663	1
cpd38569	1
cpd42949	1
cpd42504	1
cpd40997	1
cpd42074	1
cpd42625	1
cpd40052	1
cpd42972	1
cpd42952	1
cpd42725	1
cpd42265	1
cpd39839	1
cpd42078	1
cpd42033	1
cpd42242	1
cpd40005	1
cpd43507	1
cpd39965	1
cpd40069	1
cpd43284	1
cpd43287	1
cpd41773	1
cpd42050	1
cpd42081	1
cpd42095	1
cpd37929	1
cpd43329	1
cpd42974	1
cpd37619	1
cpd39913	1
cpd39947	1
cpd39445	1
cpd39836	1
cpd42506	1
cpd42955	1
cpd42011	1
cpd42255	1
cpd42085	1
cpd41844	1
cpd37968	1
cpd41873	1
cpd39955	1
cpd38256	1
cpd41832	1
cpd38597	1
cpd40056	1
cpd41839	1
cpd38438	1
cpd40000	1
cpd43492	1
cpd39794	1
cpd37400	1
cpd42961	1
cpd42522	1
cpd37784	1
cpd39968	1
cpd40017	1
cpd38983	1
cpd42626	1
cpd43359	1
cpd42859	1
cpd42971	1
cpd39838	1
cpd42957	1
cpd39911	1
cpd39481	1
cpd42127	1
cpd42464	1
cpd41996	1
cpd42130	1
cpd42243	1
cpd43380	1
cpd43309	1
cpd42583	1
cpd40042	1
cpd42985	1
cpd42496	1
cpd43497	1
cpd39617	1
cpd38411	1
cpd37608	1
cpd41777	1
cpd40059	1
cpd42849	1
cpd42147	1
cpd42734	1
cpd40533	1
cpd42500	1
cpd39916	1
cpd42502	1
cpd41921	1
cpd39910	1
cpd42727	1
cpd42731	1
cpd39985	1
cpd42296	1
cpd37753	1
cpd42530	1
cpd39604	1
cpd41853	1
cpd42195	1
cpd43503	1
cpd43405	1
cpd43303	1
cpd42751	1
cpd41252	1
cpd41879	1
cpd40028	1
cpd43297	1
cpd42715	1
cpd42045	1
cpd39979	1
cpd40023	1
cpd42286	1
cpd40040	1
cpd40074	1
cpd43283	1
cpd40045	1
cpd39900	1
cpd39892	1
cpd38174	1
cpd42096	1
cpd42409	1
cpd42252	1
cpd40050	1
cpd37957	1
cpd42192	1
cpd43330	1
cpd40105	1
cpd40108	1
cpd43360	1
cpd43361	1
cpd43362	1
cpd43363	1
cpd43364	1
cpd43365	1
cpd43368	1
cpd42257	1
cpd43366	1
cpd40139	1
cpd43367	1
cpd43488	1
cpd40134	1
cpd40152	1
cpd43409	1
cpd41930	1
cpd41932	1
cpd40167	1
cpd40176	1
cpd40175	1
cpd41971	1
cpd40140	1
cpd40191	1
cpd40192	1
cpd39924	1
cpd39953	1
cpd40051	1
cpd40209	1
cpd40185	1
cpd39328	1
cpd40220	1
cpd40896	1
cpd40256	1
cpd40259	1
cpd40278	1
cpd40279	1
cpd40282	1
cpd40281	1
cpd40268	1
cpd40148	1
cpd40280	1
cpd40939	1
cpd40941	1
cpd40314	1
cpd40315	1
cpd40348	1
cpd39804	1
cpd40841	1
cpd42273	1
cpd41828	1
cpd42001	1
cpd41830	1
cpd41831	1
cpd38176	1
cpd40064	1
cpd42435	1
cpd41956	1
cpd43495	1
cpd40392	1
cpd40393	1
cpd43294	1
cpd41815	1
cpd40439	1
cpd41198	1
cpd42091	1
cpd42194	1
cpd40512	1
cpd40543	1
cpd40847	1
cpd40844	1
cpd41041	1
cpd40851	1
cpd40850	1
cpd40853	1
cpd41987	1
cpd40562	1
cpd42366	1
cpd38193	1
cpd42320	1
cpd41779	1
cpd41781	1
cpd41783	1
cpd40775	1
cpd42099	1
cpd43192	1
cpd40359	1
cpd40321	1
cpd40742	1
cpd37526	1
cpd37527	1
cpd40540	1
cpd40539	1
cpd40822	1
cpd40823	1
cpd40866	1
cpd40867	1
cpd42098	1
cpd40567	1
cpd40930	1
cpd40931	1
cpd40195	1
cpd41728	1
cpd41010	1
cpd41775	1
cpd43307	1
cpd43479	1
cpd41013	1
cpd43269	1
cpd43272	1
cpd41040	1
cpd43282	1
cpd43288	1
cpd41044	1
cpd41045	1
cpd41055	1
cpd43394	1
cpd43129	1
cpd43327	1
cpd41089	1
cpd41885	1
cpd41785	1
cpd41787	1
cpd41789	1
cpd41791	1
cpd41793	1
cpd41795	1
cpd41797	1
cpd41798	1
cpd41800	1
cpd41801	1
cpd41803	1
cpd41805	1
cpd41819	1
cpd43499	1
cpd41823	1
cpd43448	1
cpd41833	1
cpd43328	1
cpd33545	1
cpd41836	1
cpd41838	1
cpd41845	1
cpd41847	1
cpd41851	1
cpd41855	1
cpd41857	1
cpd41859	1
cpd41862	1
cpd41863	1
cpd41865	1
cpd41867	1
cpd41870	1
cpd41875	1
cpd41878	1
cpd41883	1
cpd41887	1
cpd41889	1
cpd41891	1
cpd41893	1
cpd41896	1
cpd41958	1
cpd41899	1
cpd41905	1
cpd41906	1
cpd41907	1
cpd41908	1
cpd41909	1
cpd41913	1
cpd41916	1
cpd41917	1
cpd41920	1
cpd41888	1
cpd41922	1
cpd41924	1
cpd41926	1
cpd41928	1
cpd41937	1
cpd41934	1
cpd41939	1
cpd41941	1
cpd41943	1
cpd41945	1
cpd41947	1
cpd41949	1
cpd41952	1
cpd41953	1
cpd41961	1
cpd41963	1
cpd41965	1
cpd41967	1
cpd41969	1
cpd41973	1
cpd41975	1
cpd41977	1
cpd41979	1
cpd41981	1
cpd41983	1
cpd41985	1
cpd41989	1
cpd41155	1
cpd41158	1
cpd42410	1
cpd41173	1
cpd39851	1
cpd41200	1
cpd42034	1
cpd38060	1
cpd42040	1
cpd42259	1
cpd42047	1
cpd42049	1
cpd42051	1
cpd42052	1
cpd42055	1
cpd42057	1
cpd42059	1
cpd42064	1
cpd42065	1
cpd42069	1
cpd42075	1
cpd42758	1
cpd41236	1
cpd41241	1
cpd41243	1
cpd39895	1
cpd40842	1
cpd40193	1
cpd43332	1
cpd41290	1
cpd43333	1
cpd41140	1
cpd41305	1
cpd38061	1
cpd42083	1
cpd41181	1
cpd40839	1
cpd42088	1
cpd41307	1
cpd41306	1
cpd42092	1
cpd43202	1
cpd43203	1
cpd42093	1
cpd42097	1
cpd42100	1
cpd41356	1
cpd42110	1
cpd42111	1
cpd42113	1
cpd42112	1
cpd42115	1
cpd42114	1
cpd42118	1
cpd42119	1
cpd42121	1
cpd42122	1
cpd42124	1
cpd43338	1
cpd43342	1
cpd42136	1
cpd41433	1
cpd41443	1
cpd31298	1
cpd43171	1
cpd42144	1
cpd41483	1
cpd41508	1
cpd42157	1
cpd42158	1
cpd42162	1
cpd42164	1
cpd42166	1
cpd42169	1
cpd42819	1
cpd41526	1
cpd42160	1
cpd42181	1
cpd42186	1
cpd42190	1
cpd42191	1
cpd39906	1
cpd41558	1
cpd41559	1
cpd41561	1
cpd41564	1
cpd39800	1
cpd40648	1
cpd41566	1
cpd41565	1
cpd43347	1
cpd42198	1
cpd42201	1
cpd42202	1
cpd42203	1
cpd42204	1
cpd37814	1
cpd42205	1
cpd42207	1
cpd42209	1
cpd42211	1
cpd42213	1
cpd42215	1
cpd42217	1
cpd42219	1
cpd42221	1
cpd42223	1
cpd42225	1
cpd42227	1
cpd36494	1
cpd42230	1
cpd42071	1
cpd41601	1
cpd41602	1
cpd42236	1
cpd41109	1
cpd42664	1
cpd41631	1
cpd41638	1
cpd39819	1
cpd41651	1
cpd41653	1
cpd41655	1
cpd42239	1
cpd43200	1
cpd41659	1
cpd42241	1
cpd39908	1
cpd41665	1
cpd41623	1
cpd41668	1
cpd39848	1
cpd41594	1
cpd41648	1
cpd42244	1
cpd41671	1
cpd36446	1
cpd41673	1
cpd41674	1
cpd42245	1
cpd42246	1
cpd41680	1
cpd42248	1
cpd42253	1
cpd41700	1
cpd41701	1
cpd41702	1
cpd41721	1
cpd42262	1
cpd42263	1
cpd41730	1
cpd41731	1
cpd41118	1
cpd42264	1
cpd42266	1
cpd41740	1
cpd41741	1
cpd41743	1
cpd41756	1
cpd41757	1
cpd42275	1
cpd42278	1
cpd42279	1
cpd42281	1
cpd43351	1
cpd42283	1
cpd42284	1
cpd42287	1
cpd42289	1
cpd37318	1
cpd42299	1
cpd42304	1
cpd42305	1
cpd42308	1
cpd42313	1
cpd42309	1
cpd42319	1
cpd42321	1
cpd42323	1
cpd42325	1
cpd42327	1
cpd42331	1
cpd42332	1
cpd42334	1
cpd42338	1
cpd42340	1
cpd42342	1
cpd42344	1
cpd42346	1
cpd42348	1
cpd42350	1
cpd42353	1
cpd42354	1
cpd42356	1
cpd42358	1
cpd42360	1
cpd42361	1
cpd42364	1
cpd43372	1
cpd43374	1
cpd43376	1
cpd42373	1
cpd42374	1
cpd41340	1
cpd41284	1
cpd42379	1
cpd43331	1
cpd42381	1
cpd42385	1
cpd42386	1
cpd42387	1
cpd42389	1
cpd42391	1
cpd42393	1
cpd41293	1
cpd42397	1
cpd42399	1
cpd38168	1
cpd42403	1
cpd42404	1
cpd42405	1
cpd42412	1
cpd42413	1
cpd37471	1
cpd42418	1
cpd37501	1
cpd37502	1
cpd42486	1
cpd38196	1
cpd37508	1
cpd37519	1
cpd43384	1
cpd43396	1
cpd43389	1
cpd43392	1
cpd42424	1
cpd42425	1
cpd42428	1
cpd42429	1
cpd43478	1
cpd43464	1
cpd41746	1
cpd37573	1
cpd41591	1
cpd37593	1
cpd42432	1
cpd42434	1
cpd37598	1
cpd42436	1
cpd42578	1
cpd42439	1
cpd37600	1
cpd43393	1
cpd43391	1
cpd37604	1
cpd42484	1
cpd37607	1
cpd37609	1
cpd38648	1
cpd37616	1
cpd37617	1
cpd37614	1
cpd37615	1
cpd37613	1
cpd37622	1
cpd37623	1
cpd37624	1
cpd37625	1
cpd37626	1
cpd37627	1
cpd37628	1
cpd42453	1
cpd42454	1
cpd42455	1
cpd42457	1
cpd37636	1
cpd37640	1
cpd37637	1
cpd37638	1
cpd37639	1
cpd42458	1
cpd37641	1
cpd37642	1
cpd37643	1
cpd42462	1
cpd37651	1
cpd37653	1
cpd40828	1
cpd37652	1
cpd38033	1
cpd37662	1
cpd37663	1
cpd37665	1
cpd37667	1
cpd37671	1
cpd37668	1
cpd37681	1
cpd37683	1
cpd37686	1
cpd37690	1
cpd37635	1
cpd37692	1
cpd37695	1
cpd41611	1
cpd37833	1
cpd37834	1
cpd37724	1
cpd37723	1
cpd37730	1
cpd37729	1
cpd37733	1
cpd37738	1
cpd37734	1
cpd37739	1
cpd42488	1
cpd37744	1
cpd37746	1
cpd42438	1
cpd42490	1
cpd37750	1
cpd37755	1
cpd37756	1
cpd37725	1
cpd37760	1
cpd43402	1
cpd42498	1
cpd42510	1
cpd42518	1
cpd37768	1
cpd42525	1
cpd42528	1
cpd42526	1
cpd42529	1
cpd42527	1
cpd42524	1
cpd42499	1
cpd42531	1
cpd42533	1
cpd37785	1
cpd37786	1
cpd42450	1
cpd37787	1
cpd42546	1
cpd42544	1
cpd42548	1
cpd42552	1
cpd42554	1
cpd42556	1
cpd42514	1
cpd37804	1
cpd37802	1
cpd42562	1
cpd42560	1
cpd42564	1
cpd42569	1
cpd43407	1
cpd42574	1
cpd42559	1
cpd42579	1
cpd37824	1
cpd37827	1
cpd37822	1
cpd37832	1
cpd37839	1
cpd37844	1
cpd37845	1
cpd42589	1
cpd42267	1
cpd42594	1
cpd42596	1
cpd37853	1
cpd37854	1
cpd37855	1
cpd37856	1
cpd37857	1
cpd37858	1
cpd37859	1
cpd42536	1
cpd42601	1
cpd42540	1
cpd42603	1
cpd42538	1
cpd42607	1
cpd42608	1
cpd37699	1
cpd42610	1
cpd42613	1
cpd37868	1
cpd37867	1
cpd42617	1
cpd37870	1
cpd37871	1
cpd42618	1
cpd37872	1
cpd42620	1
cpd42619	1
cpd42621	1
cpd42622	1
cpd42623	1
cpd37875	1
cpd43413	1
cpd43412	1
cpd37881	1
cpd37882	1
cpd37885	1
cpd37887	1
cpd37888	1
cpd37893	1
cpd42633	1
cpd42635	1
cpd42636	1
cpd37897	1
cpd42445	1
cpd37899	1
cpd37898	1
cpd37902	1
cpd37900	1
cpd37904	1
cpd37907	1
cpd37910	1
cpd37911	1
cpd37912	1
cpd37913	1
cpd42643	1
cpd37915	1
cpd37919	1
cpd37920	1
cpd37925	1
cpd38074	1
cpd37879	1
cpd42649	1
cpd42650	1
cpd42651	1
cpd38058	1
cpd40526	1
cpd42656	1
cpd38082	1
cpd42699	1
cpd37938	1
cpd42658	1
cpd37948	1
cpd37951	1
cpd43417	1
cpd40876	1
cpd37884	1
cpd37955	1
cpd37958	1
cpd37931	1
cpd37961	1
cpd37962	1
cpd37965	1
cpd37966	1
cpd37967	1
cpd42773	1
cpd42774	1
cpd43480	1
cpd43432	1
cpd42572	1
cpd37973	1
cpd38164	1
cpd42378	1
cpd42665	1
cpd42667	1
cpd42614	1
cpd42669	1
cpd42672	1
cpd42670	1
cpd42673	1
cpd42675	1
cpd42733	1
cpd39805	1
cpd37979	1
cpd42679	1
cpd42629	1
cpd42681	1
cpd42682	1
cpd42708	1
cpd38035	1
cpd38037	1
cpd43430	1
cpd38036	1
cpd42175	1
cpd42176	1
cpd38034	1
cpd42701	1
cpd42702	1
cpd42705	1
cpd42706	1
cpd38012	1
cpd38014	1
cpd38017	1
cpd42712	1
cpd42717	1
cpd42718	1
cpd42719	1
cpd42721	1
cpd42722	1
cpd38045	1
cpd38046	1
cpd38047	1
cpd38049	1
cpd42729	1
cpd43445	1
cpd38053	1
cpd38056	1
cpd37405	1
cpd38068	1
cpd42742	1
cpd42747	1
cpd42750	1
cpd38075	1
cpd42759	1
cpd42761	1
cpd42762	1
cpd42763	1
cpd42981	1
cpd38076	1
cpd42770	1
cpd38078	1
cpd38080	1
cpd38081	1
cpd38084	1
cpd38085	1
cpd42765	1
cpd38071	1
cpd42768	1
cpd38100	1
cpd38103	1
cpd43454	1
cpd38104	1
cpd38107	1
cpd42777	1
cpd42779	1
cpd42782	1
cpd42783	1
cpd42787	1
cpd42788	1
cpd42786	1
cpd42785	1
cpd38127	1
cpd42793	1
cpd42791	1
cpd42789	1
cpd43193	1
cpd38137	1
cpd43043	1
cpd38140	1
cpd42588	1
cpd42802	1
cpd42800	1
cpd42803	1
cpd42804	1
cpd38154	1
cpd38155	1
cpd38156	1
cpd38160	1
cpd38152	1
cpd42806	1
cpd43107	1
cpd38171	1
cpd42807	1
cpd42810	1
cpd42812	1
cpd42661	1
cpd42662	1
cpd38169	1
cpd42817	1
cpd42148	1
cpd42485	1
cpd42820	1
cpd40819	1
cpd38192	1
cpd38195	1
cpd38206	1
cpd38201	1
cpd38203	1
cpd38204	1
cpd38205	1
cpd38207	1
cpd38208	1
cpd38213	1
cpd38214	1
cpd37976	1
cpd42133	1
cpd38211	1
cpd38212	1
cpd42736	1
cpd42827	1
cpd42828	1
cpd42829	1
cpd42830	1
cpd42831	1
cpd42832	1
cpd38187	1
cpd38223	1
cpd38224	1
cpd38235	1
cpd38237	1
cpd38240	1
cpd42836	1
cpd42837	1
cpd38269	1
cpd38276	1
cpd38255	1
cpd38251	1
cpd38252	1
cpd38292	1
cpd38278	1
cpd38268	1
cpd38270	1
cpd42843	1
cpd38273	1
cpd38248	1
cpd43017	1
cpd42845	1
cpd38246	1
cpd38277	1
cpd38279	1
cpd38283	1
cpd38285	1
cpd38287	1
cpd38289	1
cpd42848	1
cpd42847	1
cpd39914	1
cpd38282	1
cpd42854	1
cpd38320	1
cpd38313	1
cpd38315	1
cpd38327	1
cpd38328	1
cpd38216	1
cpd38217	1
cpd38218	1
cpd39977	1
cpd38336	1
cpd38344	1
cpd38345	1
cpd38347	1
cpd38407	1
cpd38348	1
cpd42866	1
cpd42868	1
cpd38366	1
cpd38367	1
cpd38365	1
cpd40145	1
cpd38392	1
cpd38376	1
cpd38377	1
cpd42876	1
cpd42877	1
cpd38408	1
cpd38406	1
cpd38405	1
cpd42878	1
cpd42881	1
cpd38413	1
cpd38415	1
cpd38417	1
cpd38419	1
cpd38423	1
cpd38424	1
cpd38425	1
cpd43460	1
cpd42885	1
cpd38431	1
cpd38441	1
cpd38432	1
cpd38436	1
cpd38442	1
cpd43459	1
cpd42888	1
cpd42739	1
cpd42890	1
cpd42905	1
cpd42906	1
cpd38455	1
cpd38457	1
cpd38459	1
cpd38462	1
cpd38466	1
cpd38467	1
cpd38465	1
cpd38468	1
cpd42911	1
cpd42914	1
cpd38469	1
cpd42919	1
cpd42879	1
cpd38474	1
cpd38471	1
cpd38478	1
cpd37974	1
cpd38479	1
cpd38480	1
cpd38492	1
cpd42920	1
cpd42921	1
cpd42922	1
cpd42923	1
cpd42924	1
cpd42925	1
cpd42933	1
cpd42934	1
cpd42937	1
cpd42942	1
cpd42944	1
cpd38518	1
cpd38306	1
cpd38524	1
cpd38294	1
cpd38226	1
cpd38525	1
cpd38522	1
cpd38523	1
cpd38521	1
cpd38535	1
cpd38536	1
cpd38533	1
cpd38540	1
cpd38546	1
cpd42954	1
cpd42953	1
cpd38555	1
cpd38557	1
cpd38559	1
cpd38561	1
cpd38545	1
cpd38566	1
cpd38567	1
cpd38571	1
cpd38572	1
cpd38573	1
cpd42965	1
cpd38574	1
cpd38575	1
cpd42969	1
cpd42977	1
cpd42978	1
cpd42975	1
cpd38601	1
cpd38600	1
cpd38607	1
cpd38606	1
cpd38610	1
cpd38623	1
cpd38622	1
cpd38621	1
cpd38618	1
cpd38617	1
cpd38616	1
cpd38626	1
cpd38619	1
cpd38636	1
cpd42557	1
cpd38643	1
cpd38644	1
cpd38645	1
cpd42993	1
cpd42995	1
cpd42910	1
cpd38650	1
cpd38651	1
cpd42999	1
cpd38655	1
cpd38653	1
cpd38656	1
cpd38659	1
cpd38661	1
cpd38665	1
cpd38664	1
cpd38666	1
cpd38668	1
cpd38669	1
cpd38677	1
cpd38675	1
cpd43006	1
cpd43009	1
cpd43007	1
cpd43008	1
cpd38635	1
cpd38692	1
cpd38671	1
cpd38700	1
