# eQuilibrator estimates as stored in ModelSEED before the 2026-08 regeneration
# units: kcal/mol   source key: thermodynamics['eQuilibrator']
# provenance: Scripts/Thermodynamics/Retrieve_eQuilibrator_Reactions_Energies.py (MetaNetX InChIKey ladder)
id	name	deltag_kcal_per_mol	deltagerr_kcal_per_mol	reversibility
rxn30509	Oxaloacetate Decarboxylase (na pump)	-4.12	0.75	>
rxn30524	sulfite reductase (NADH)	-28.92	1.11	>
rxn30529	Thiosulfate Reductase	-10.45	23900.57	=
rxn30530	Thiosulfate Reductase	-10.44	23900.57	=
rxn30531	Trithionate Reductase	-0.33	23900.57	=
rxn30532	Trithionate Reductase	-0.33	23900.57	=
rxn30533	Tetrathionate Reductase	0.19	23900.57	=
rxn30534	Tetrathionate Reductase	0.19	23900.57	=
rxn30544	Pyrazinamidase	-1.82	0.91	>
rxn30545	undecaprenol kinase (reversible)	-61.44	0.33	>
rxn30547	F or mate-hydrogen lyase	5.11	1.04	>
rxn30548	3-hydroxyacyl-CoA dehydrogenase	4.99	0.24	=
rxn30549	isoleucine dehydrogenase	7.31	0.84	=
rxn30550	L-leucine dehydrogenase	8.8	0.38	=
rxn30551	Manganese oxide reductase	18.5	23900.57	=
rxn30552	phenylalanine ammonia-lyase	-0.88	0.13	>
rxn30554	valine dehydrogenase	9.14	0.83	=
rxn30557	1.14.13.70-RXN	-207.25	25054.05	=
rxn30558	1.14.13.78-RXN	-8.36	23900.57	=
rxn30559	1.14.13.79-RXN	-8.36	23900.57	=
rxn30560	1.14.13.8-RXN	-8.36	23900.57	=
rxn30561	1.14.13.93-RXN	-56.38	0.73	>
rxn30562	1.2.1.13-RXN	-7.66	0.57	=
rxn30563	1.2.1.9-RXN	-47.53	0.21	>
rxn30564	1.2.3.14-RXN	-78.21	1.01	>
rxn30566	1.5.1.7-RXN	-28.68	0.72	>
rxn30567	1.5.1.8-RXN	-28.72	0.73	>
rxn30568	1.5.1.9-RXN	-28.59	0.77	>
rxn30569	1.8.3.5-RXN	-16.81	1.54	>
rxn30570	1TRANSKETO-RXN	-0.53	0.5	=
rxn30571	2-ISOPROPYLMALATESYN-RXN	-43.09	0.33	>
rxn30573	2.1.1.64-RXN	15.21	23902.37	=
rxn30576	2PGADEHYDRAT-RXN	-0.91	0.07	=
rxn30577	2TRANSKETO-RXN	-1.0	0.43	=
rxn30578	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	2.31	1.24	=
rxn30580	3-DEHYDROQUINATE-DEHYDRATASE-RXN	-1.26	0.5	=
rxn30581	3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	-43.94	0.42	>
rxn30582	3.1.3.46-RXN	-7.47	0.61	>
rxn30583	3.1.3.56-RXN	-2.81	0.33	>
rxn30584	3.2.1.26-RXN	-5.96	0.67	>
rxn30586	3.5.2.17-RXN	0.69	7506.26	=
rxn30588	3.6.1.17-RXN	-48.55	1.48	>
rxn30589	4.1.99.4-RXN	10.11	1.88	=
rxn30590	5-OXOPROLINASE-(ATP-HYDROLYSING)-RXN	-1.07	0.79	>
rxn30591	6-PHYT-RXN	1.85	0.33	>
rxn30592	6.3.4.16-RXN	0.27	0.95	=
rxn30593	6PGLUCONOLACT-RXN	-42.82	0.42	>
rxn30594	ACETOLACTREDUCTOISOM-RXN	-4.43	0.24	=
rxn30595	ACETOOHBUTREDUCTOISOM-RXN	-4.43	0.24	=
rxn30596	ACETYLORNDEACET-RXN	-1.64	0.84	=
rxn30597	ADDALT-RXN	-42.66	0.81	>
rxn30598	ADENODEAMIN-RXN	-42.95	0.24	>
rxn30599	ADENOSINE-NUCLEOSIDASE-RXN	-5.64	0.52	>
rxn30600	ADENOSYLHOMOCYSTEINASE-RXN	8.3	0.7	=
rxn30601	AGMATIN-RXN	-14.0	1.51	>
rxn30602	AGMATINE-DEIMINASE-RXN	-8.25	1.15	>
rxn30604	ALDOSE1EPIM-RXN	0.3	0.44	=
rxn30606	ALLANTOICASE-RXN	0.31	0.7	=
rxn30607	ALLANTOINASE-RXN	-13.08	2.28	>
rxn30608	ALLYSINE-DEHYDROG-RXN	-47.31	0.68	>
rxn30609	ALPHAGALACTOSID-RXN	-2.47	0.77	=
rxn30610	AMP-DEAMINASE-RXN	-45.14	0.47	>
rxn30611	AMP-DEPHOSPHORYLATION-RXN	-3.54	0.34	>
rxn30612	AMYLOMALT-RXN	0.08	0.68	=
rxn30613	APIGNAR-RXN	-23.35	23901.7	=
rxn30614	APYRASE-RXN	-87.91	0.37	>
rxn30615	ARGINASE-RXN	-8.11	1.51	>
rxn30616	ARGININE-2-MONOOXYGENASE-RXN	-106.5	1.68	>
rxn30617	ARGININE-DEIMINASE-RXN	-8.88	0.8	>
rxn30618	ASPARAGHYD-RXN	-4.16	0.84	>
rxn30619	AconDHatase	2.02	0.27	=
rxn30620	AconHydr	-0.2	0.61	=
rxn30621	AlphaKGDH	-6.69	0.93	=
rxn30622	BETA-UREIDOPROPIONASE-RXN	-51.12	1.67	>
rxn30623	BETAGALACTOSID-RXN	-2.47	0.68	=
rxn30624	BIS(5'-ADENOSYL)-TRIPHOSPHATASE-RXN	8.85	23900.57	=
rxn30625	CARBODEHYDRAT-RXN	38.68	0.76	<
rxn30626	CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN	19.02	2.64	<
rxn30627	CARBPSYN-RXN	-1.89	0.63	>
rxn30628	CARNRACE-RXN	0.8	0.58	=
rxn30630	CITRULLINASE-RXN	-43.63	1.19	>
rxn30631	CITSYN-RXN	-46.02	0.2	>
rxn30632	CONIFERIN-BETA-GLUCOSIDASE-RXN	7.79	1.0	=
rxn30633	CYSTAGLY-RXN	0.69	1.47	>
rxn30634	CYSTATHIONINE-BETA-LYASE-RXN	0.13	0.65	>
rxn30635	CYSTATHIONINE-BETA-SYNTHASE-RXN	-7.35	0.65	=
rxn30636	CYTIDEAM-RXN	-42.64	0.49	>
rxn30637	CYTIDEAM2-RXN	-41.12	0.32	>
rxn30641	CitSynth	-8.58	0.1	>
rxn30646	Complex_V	6.54	0.07	=
rxn30648	D-PPENTOMUT-RXN	-1.92	0.65	=
rxn30649	DAHPSYN-RXN	-17.83	0.56	>
rxn30650	DCTP-DEAM-RXN	-44.59	0.49	>
rxn30651	DCYSDESULF-RXN	-36.35	1.07	>
rxn30652	DECAPCISTRANSFER-RXN	-18.64	0.7	>
rxn30653	DIHYDRODIPICSYN-RXN	44.9	1.4	<
rxn30654	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	-1.82	0.63	>
rxn30655	DIHYDROOROT-RXN	-38.5	0.44	>
rxn30656	DIHYDROPYRIMIDINASE-RXN	-39.42	0.44	>
rxn30657	DIHYDROXYISOVALDEHYDRAT-RXN	-8.83	0.33	>
rxn30658	DIHYDROXYMETVALDEHYDRAT-RXN	-8.83	0.33	>
rxn30661	DTDPGLUCDEHYDRAT-RXN	-11.36	0.72	>
rxn30662	DTDPKIN-RXN	-210.38	23902.3	=
rxn30663	DUTP-PYROP-RXN	-46.34	0.6	>
rxn30665	F16BDEPHOS-RXN	-2.15	0.3	>
rxn30666	FA_Synth	-131.51	2.81	>
rxn30668	FORMALDEHYDE-DEHYDROGENASE-RXN	-48.4	0.47	>
rxn30669	FORMAMIDASE-RXN	-7.02	1.81	>
rxn30670	FORMYLTHFDEFORMYL-RXN	-42.53	0.64	>
rxn30671	FUC4NACTRANS-RXN	206.15	23902.28	=
rxn30672	FUMARYLACETOACETASE-RXN	-55.0	0.86	>
rxn30674	Fumarase	-0.82	0.07	=
rxn30676	GAPOXNPHOSPHN-RXN	-7.63	0.57	=
rxn30677	GDPMANDEHYDRA-RXN	-13.24	0.96	>
rxn30678	GLUTAMATE-DEHYDROGENASE-(NAD(P)+)-RXN-(NAD)	-28.72	0.19	>
rxn30679	GLUTAMATE-DEHYDROGENASE-(NAD(P)+)-RXN-(NADP)	-28.75	0.2	>
rxn30680	GLUTAMIN-RXN	-3.41	0.21	>
rxn30681	GLUTATHIONE-PEROXIDASE-RXN	1.08	0.74	<
rxn30682	GLYC3PDEHYDROG-RXN	-27.86	1.52	>
rxn30683	GLYCEROL-KIN-RXN	-1.61	0.56	=
rxn30685	GLYCOLALD-DEHYDROG-RXN	-52.0	0.57	>
rxn30686	GLYOHMETRANS-RXN	2.42	0.6	=
rxn30687	GLYOXII-RXN	-44.88	0.71	>
rxn30688	GMP-SYN-GLUT-RXN	-114.87	16172.7	>
rxn30689	GPH-RXN	-7.55	0.49	>
rxn30690	GTP-CYCLOHYDRO-I-RXN	-56.08	1.97	>
rxn30691	GTP-CYCLOHYDRO-II-RXN	-130.31	1.39	>
rxn30692	GUANINE-DEAMINASE-RXN	26.55	16172.73	=
rxn30693	GUANOSINE-DEAMINASE-RXN	26.71	16172.77	=
rxn30694	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	-47.95	1.41	>
rxn30695	HEMEOSYN-RXN	7.1	23900.57	=
rxn30696	HISTALDEHYD-RXN	-44.76	0.46	>
rxn30697	HISTCYCLOHYD-RXN	-0.01	23900.57	=
rxn30698	HISTIDPHOS-RXN	-4.37	0.52	>
rxn30699	HISTPRATPHYD-RXN	-0.72	23900.57	>
rxn30700	HYDROPEROXIDE-DEHYDRATASE-RXN	0.0	23900.57	=
rxn30701	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	-41.49	0.6	>
rxn30703	HYDROXYPYRROLINEDEH-RXN	-73.74	1.25	>
rxn30704	ICOSANOYL-COA-SYNTHASE-RXN-(NAD)	22.25	0.83	=
rxn30705	ICOSANOYL-COA-SYNTHASE-RXN-(NADP)	22.32	0.84	=
rxn30707	IGPSYN-RXN	19.43	1.42	<
rxn30708	IMIDPHOSDEHYD-RXN	-9.85	0.47	>
rxn30709	IMP-DEHYDROG-RXN	-32.77	0.94	>
rxn30710	IMPCYCLOHYDROLASE-RXN	4.68	1.3	=
rxn30711	INDOLE-3-ACETALDEHYDE-OXIDASE-RXN	-139.95	1.07	>
rxn30713	INOSINE-NUCLEOSIDASE-RXN	-5.54	0.53	>
rxn30714	ISPH2-RXN-(NAD)	22.96	0.42	<
rxn30715	ISPH2-RXN-(NADP)	22.99	0.43	<
rxn30716	IsoCitDH	1.15	0.91	>
rxn30717	KDO-8PPHOSPHAT-RXN	-3.78	0.44	>
rxn30718	KDO-8PSYNTH-RXN	-15.9	0.64	>
rxn30719	KETOLACTOSE-RXN	-2.7	0.42	>
rxn30722	L-ASPARTATE-OXIDASE-RXN	-22.25	1.01	>
rxn30724	LACTALDDEHYDROG-RXN	-48.54	0.47	>
rxn30725	LEUCPEL-RXN	-28.19	23900.57	>
rxn30726	LIPIDXSYNTHESIS-RXN	-43.9	0.81	>
rxn30727	LUMAZINESYN-RXN	55.12	2.07	<
rxn30728	MALSYN-RXN	-46.0	0.51	>
rxn30730	METHENYLTHFCYCLOHYDRO-RXN	-38.56	0.28	>
rxn30731	METHIONINE-GAMMA-LYASE-RXN	-2.11	1.09	>
rxn30732	METHYLACYLYLCOA-HYDROXY-RXN	1.33	0.35	=
rxn30733	METHYLGLUTACONYL-COA-HYDRATASE-RXN	0.1	0.46	=
rxn30734	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	-3.38	0.53	>
rxn30735	MYO-INOSITOL-OXYGENASE-RXN	-58.14	1.95	>
rxn30736	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	-50.15	1.11	>
rxn30737	NADPPHOSPHAT-RXN	-4.14	0.7	>
rxn30738	NICOTINAMID-RXN	-1.32	0.78	>
rxn30739	NITRATE-REDUCTASE-(NADH)-RXN	3.1	1.0	=
rxn30740	NMNNUCLEOSID-RXN	-42.54	1.22	>
rxn30741	O-SUCCINYLBENZOATE-COA-SYN-RXN	-9.22	1.76	>
rxn30743	OHMETHYLBILANESYN-RXN	-31.81	2.06	>
rxn30745	PEPCARBOX-RXN	46.45	0.77	<
rxn30746	PHOSGLYPHOS-RXN	4.11	0.57	=
rxn30747	PMPOXI-RXN	-23.12	1.09	>
rxn30748	POLYAMINE-OXIDASE-RXN	-20.03	1.47	>
rxn30749	PORPHOBILSYNTH-RXN	50.44	0.9	<
rxn30751	PRPPAMIDOTRANS-RXN	51.89	0.66	<
rxn30752	PSEUDOURIDYLATE-SYNTHASE-RXN	-8.05	0.6	=
rxn30753	PyrDH	-8.13	0.77	=
rxn30754	QUINOLINATE-SYNTHA-RXN	23.67	0.88	<
rxn30755	QUINOLINATE-SYNTHE-MULTI-RXN	5.92	1.32	=
rxn30757	R222-RXN	-47.04	0.44	>
rxn30760	R311-RXN	-3.25	0.55	>
rxn30763	R9-RXN	0.89	0.7	=
rxn30764	RIBOFLAVINSYNDEAM-RXN	28.34	16170.4	=
rxn30765	RIBOKIN-RXN	-1.64	0.45	=
rxn30766	RIBOPHOSPHAT-RXN	-3.33	0.3	>
rxn30767	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	-43.75	0.92	>
rxn30768	RIBULP3EPIM-RXN	-1.21	0.35	=
rxn30769	RXN-1061	-55.78	1.61	>
rxn30770	RXN-1062	-57.43	0.72	>
rxn30771	RXN-1063	-71.53	0.77	>
rxn30772	RXN-1064	-63.5	1.08	>
rxn30773	RXN-1065	6.17	0.85	<
rxn30774	RXN-1103	-68.35	0.89	>
rxn30775	RXN-1121	-68.35	0.89	>
rxn30776	RXN-114	-29.8	23900.57	>
rxn30777	RXN-1142	-67.09	0.91	>
rxn30779	RXN-118	-29.8	23900.57	>
rxn30780	RXN-1223	-75.12	16901.41	=
rxn30781	RXN-1241-(NAD)	-45.3	0.33	>
rxn30782	RXN-1241-(NADP)	-45.33	0.34	>
rxn30783	RXN-1347	9.64	0.37	<
rxn30784	RXN-1348	10.24	0.2	<
rxn30785	RXN-1401	-22.33	1.09	>
rxn30786	RXN-1402	-106.97	27866.05	>
rxn30789	RXN-1405	-55.15	23902.06	=
rxn30790	RXN-1407	14.08	0.78	<
rxn30792	RXN-1461	-5.19	0.66	>
rxn30793	RXN-1481	25.38	0.35	<
rxn30794	RXN-1484	25.38	0.35	<
rxn30796	RXN-172	-29.8	23900.57	>
rxn30798	RXN-2001	45.45	1.1	<
rxn30799	RXN-2002	0.18	0.36	=
rxn30800	RXN-2005	-43.9	0.35	>
rxn30801	RXN-2007	-68.35	0.89	>
rxn30802	RXN-2008	-49.29	0.53	>
rxn30803	RXN-2009	-43.88	0.35	>
rxn30804	RXN-2122	-46.98	0.24	>
rxn30805	RXN-2141	-2.61	0.69	=
rxn30806	RXN-2202	-43.09	0.33	>
rxn30807	RXN-2206	-103.46	27865.66	>
rxn30808	RXN-2581	-68.35	0.89	>
rxn30809	RXN-2583	-68.35	0.89	>
rxn30810	RXN-292	-29.8	23900.57	>
rxn30811	RXN-2944	-0.22	0.55	=
rxn30812	RXN-2945	0.85	0.8	=
rxn30813	RXN-2946	0.06	0.57	=
rxn30816	RXN-314	40.64	47803.81	=
rxn30817	RXN-3142	8.09	2.69	>
rxn30818	RXN-325	40.64	47803.81	=
rxn30821	RXN-4144	-19.27	1.93	>
rxn30823	RXN-4225	-57.43	0.72	>
rxn30824	RXN-4230	-57.43	0.72	>
rxn30825	RXN-4231	-57.43	0.72	>
rxn30826	RXN-4241	-97.33	0.84	>
rxn30827	RXN-4243	14.13	0.34	<
rxn30828	RXN-4304	-52.46	0.22	>
rxn30829	RXN-4306	-52.46	0.22	>
rxn30830	RXN-4308	-52.46	0.22	>
rxn30831	RXN-4309	-45.38	0.33	>
rxn30832	RXN-4310	-45.38	0.33	>
rxn30833	RXN-4311	-44.9	0.33	>
rxn30834	RXN-4312	-44.9	0.33	>
rxn30835	RXN-4313	-212.07	1.57	>
rxn30836	RXN-4314	-3.66	0.3	>
rxn30837	RXN-4315	130.29	1.56	<
rxn30838	RXN-4316	133.66	1.54	<
rxn30839	RXN-4317	-37.31	0.17	>
rxn30840	RXN-4318	-3.24	0.57	>
rxn30841	RXN-4541	-3.24	0.57	>
rxn30842	RXN-4542	-3.66	0.3	>
rxn30843	RXN-4602	-105.06	27865.85	>
rxn30844	RXN-4621	7.08	1.27	=
rxn30845	RXN-4641	142.53	1.46	<
rxn30846	RXN-4661	7.08	1.27	=
rxn30847	RXN-4662	7.08	1.27	=
rxn30848	RXN-4681	9.12	1.25	=
rxn30849	RXN-5101	-283.26	1.56	>
rxn30850	RXN-5242	-27.84	23900.57	=
rxn30851	RXN-525	-68.35	0.89	>
rxn30853	RXN-5282	-8.36	23900.57	=
rxn30858	RXN-5482	22.46	0.41	<
rxn30859	RXN-5647	-2.06	0.1	>
rxn30860	RXN-5841	1.23	1.22	>
rxn30861	RXN-5961	-59.6	0.78	>
rxn30862	RXN-5962	-59.6	0.78	>
rxn30864	RXN-602	-76.36	28222.58	>
rxn30865	RXN-6201	-16.89	1.1	>
rxn30866	RXN-6321	-26.6	1.81	>
rxn30867	RXN-6381	-22.5	1.23	>
rxn30868	RXN-6382-(NAD)	-47.16	1.43	>
rxn30869	RXN-6382-(NADP)	-47.19	1.43	>
rxn30870	RXN-6383	0.55	0.47	=
rxn30871	RXN-6384	-46.88	0.77	>
rxn30872	RXN-6421	-19.76	1.49	>
rxn30873	RXN-6423	-7.26	2.61	>
rxn30874	RXN-6424	-6.77	1.91	>
rxn30876	RXN-6545	-8.36	23900.57	=
rxn30877	RXN-6550	-29.42	23900.57	>
rxn30878	RXN-6622	2.05	1.17	=
rxn30879	RXN-6685	-118.65	1.23	>
rxn30880	RXN-6841	0.53	0.79	=
rxn30881	xanthoxin:NAD+ oxidoreductase	-29.25	47804.06	=
rxn30882	RXN-7002	10.26	23900.57	=
rxn30884	RXN-7082	-2.7	0.42	>
rxn30885	RXN-715	-57.43	0.72	>
rxn30886	RXN-720	-45.44	1.82	>
rxn30887	RXN-7242	0.3	0.33	>
rxn30888	RXN-7243	0.3	0.33	>
rxn30889	RXN-7244	-1.25	0.33	>
rxn30890	RXN-7245	-2.8	0.33	>
rxn30891	RXN-7246	-4.36	0.33	>
rxn30892	RXN-7247	0.3	0.33	>
rxn30893	RXN-7248	-1.25	0.33	>
rxn30894	RXN-7249	-1.25	0.33	>
rxn30895	RXN-7250	-2.8	0.33	>
rxn30896	RXN-7251	-4.36	0.33	>
rxn30897	RXN-7252	-5.52	0.34	>
rxn30898	RXN-7253	-5.52	0.34	>
rxn30899	RXN-7301	0.3	0.33	>
rxn30900	RXN-7302	-1.25	0.33	>
rxn30901	RXN-7303	-1.25	0.33	>
rxn30902	RXN-7304	-2.81	0.33	>
rxn30903	RXN-7305	-4.36	0.33	>
rxn30904	RXN-7580	1.18	23900.57	=
rxn30905	RXN-7590	-19.48	23900.57	>
rxn30906	RXN-7591	20.24	23900.57	=
rxn30907	RXN-7607	-1.35	0.44	>
rxn30908	RXN-7609	-1.89	0.81	>
rxn30909	RXN-7610	-107.2	1.89	>
rxn30910	RXN-7619	-7.59	23900.57	>
rxn30911	RXN-7650	4.27	23901.91	=
rxn30912	RXN-7651	-68.35	0.89	>
rxn30913	RXN-7652	-68.35	0.89	>
rxn30914	RXN-7653	4.28	23901.91	=
rxn30919	RXN-7682	-33.67	0.92	>
rxn30920	RXN-7686	-83.45	23902.16	>
rxn30921	RXN-7687	-83.45	23902.16	>
rxn30922	RXN-7703	-4.11	0.71	>
rxn30923	RXN-773	-57.43	0.72	>
rxn30924	RXN-7737	-22.97	1.16	>
rxn30926	RXN-774	-42.28	0.71	>
rxn30929	RXN-777	-44.45	0.77	>
rxn30930	RXN-778	-44.45	0.77	>
rxn30931	RXN-7875	-57.43	0.72	>
rxn30935	RXN-7978-(NAD)	-40.67	47803.8	=
rxn30936	RXN-7979-(NAD)	-40.67	47803.8	=
rxn30939	RXN-8014	-46.98	0.5	>
rxn30940	RXN-8036	6.52	0.99	=
rxn30941	RXN-8037	103.98	23902.01	=
rxn30942	RXN-8088	-78.18	1.02	>
rxn30943	RXN-8089	-79.77	1.47	>
rxn30944	RXN-8090	-78.21	1.01	>
rxn30945	RXN-8091	-40.48	1.03	>
rxn30946	RXN-8093	-78.21	1.01	>
rxn30947	RXN-8094	-78.21	1.01	>
rxn30949	RXN-8263.c.metaexp.CPD-12575	43.19	36987.13	=
rxn30952	RXN-8332	-7.24	3.41	=
rxn30954	RXN-8335	103.85	23902.01	=
rxn30958	RXN-8351	0.01	23900.57	=
rxn30959	RXN-8352	14.13	0.34	<
rxn30963	RXN-8408	9.16	23900.57	=
rxn30964	RXN-8441	-48.67	0.87	>
rxn30965	RXN-8444	-44.49	0.79	>
rxn30968	RXN-8751	-76.8	15009.22	=
rxn30969	RXN-8752	7.25	15009.22	=
rxn30970	RXN-8753	-49.31	0.53	>
rxn30971	RXN-8754	-77.75	15009.22	=
rxn30972	RXN-902	0.88	0.45	=
rxn30974	RXN0-1001	1.85	0.33	>
rxn30975	RXN0-1021	-43.31	0.37	>
rxn30976	RXN0-1441	-42.86	0.91	>
rxn30977	RXN0-1461	-11.12	1.79	>
rxn30978	RXN0-2023	-0.99	23900.57	>
rxn30979	RXN0-2382	-12.13	0.27	>
rxn30980	RXN0-306	-9.67	23900.57	=
rxn30981	RXN0-363	-4.99	0.87	>
rxn30982	RXN0-366	-4.83	0.71	>
rxn30983	RXN0-5114	-2.53	0.07	>
rxn30985	RXN0-5216	-1.35	0.38	=
rxn30989	RXN0-723	41.48	0.55	<
rxn30990	RXN0-724	39.84	0.58	<
rxn30991	RXN0-745	40.41	0.95	<
rxn30992	RXN0-746	41.83	0.64	<
rxn30993	RXN0-884-(NAD)	21.8	0.42	<
rxn30994	RXN0-884-(NADP)	21.83	0.43	<
rxn30995	RXN0-901	-33.28	0.69	>
rxn30997	RXN1F-143	0.0	23900.57	=
rxn30998	RXN1F-152	-81.06	0.63	>
rxn30999	RXN1F-160	-27.84	23900.57	=
rxn31000	RXN1F-161	0.8	23900.57	=
rxn31001	RXN1F-163	-19.48	23900.57	>
rxn31002	RXN1F-165	29.4	23900.57	=
rxn31004	RXN1F-19	0.0	23900.57	=
rxn31005	RXN1F-347	-2.04	0.62	=
rxn31006	RXN1F-404	-1.02	0.31	=
rxn31007	RXN1F-434	-1.02	0.31	=
rxn31008	RXN1F-443	3.49	2.38	=
rxn31010	RXN1F-474	26.8	36987.99	=
rxn31011	RXN1F-475	3.49	2.38	=
rxn31013	RXN1F-93	-110.56	28226.01	>
rxn31014	RXN3O-1380	-57.43	0.72	>
rxn31015	RXN3O-218	-30.11	2.04	>
rxn31016	RXN66-1	2.41	0.72	=
rxn31017	RXN66-15-(NAD)	-56.41	0.73	>
rxn31018	RXN66-15-(NADP)	-56.38	0.73	>
rxn31019	RXN66-16-(NAD)	-29.34	0.74	>
rxn31020	RXN66-16-(NADP)	-29.31	0.74	>
rxn31021	RXN66-17-(NAD)	-118.28	0.75	>
rxn31022	RXN66-17-(NADP)	-118.25	0.75	>
rxn31023	RXN66-20-(NAD)	-56.41	0.73	>
rxn31024	RXN66-20-(NADP)	-56.38	0.73	>
rxn31025	RXN66-21-(NAD)	-29.34	0.74	>
rxn31026	RXN66-21-(NADP)	-29.31	0.74	>
rxn31027	RXN66-22-(NAD)	-118.28	0.75	>
rxn31028	RXN66-22-(NADP)	-118.25	0.75	>
rxn31029	RXN66-282	-61.98	1.11	>
rxn31030	RXN66-3	-49.33	0.35	>
rxn31031	RXN66-303	-56.38	0.73	>
rxn31034	RXN66-310-(NAD)	-56.41	0.73	>
rxn31035	RXN66-310-(NADP)	-56.38	0.73	>
rxn31036	RXN66-311-(NAD)	-29.34	0.74	>
rxn31037	RXN66-311-(NADP)	-29.31	0.74	>
rxn31038	RXN66-312-(NAD)	-118.28	0.75	>
rxn31039	RXN66-312-(NADP)	-118.25	0.75	>
rxn31046	RXN66-321	-14.98	1.0	>
rxn31047	RXN66-322-(NAD)	-28.51	1.17	>
rxn31048	RXN66-322-(NADP)	-28.48	1.17	>
rxn31050	RXNQT-4140-(NAD)	-84.5	1.28	>
rxn31051	RXNQT-4140-(NADP)	-84.53	1.28	>
rxn31052	RXNQT-4141	-42.07	1.21	>
rxn31053	RXNQT-4142	-5.87	0.33	>
rxn31054	RXNQT-4143	-0.44	0.64	=
rxn31055	RXNQT-4146	638.89	1.21	<
rxn31056	RXNQT-4147	-779.57	1.3	>
rxn31059	RXNQT-4150	-2.17	1.0	>
rxn31068	RXNQT-4163	-43.09	0.33	>
rxn31069	RXNQT-4166	-43.1	0.33	>
rxn31070	RXNQT-4169	-43.09	0.33	>
rxn31071	RXNQT-4172	-43.1	0.33	>
rxn31072	RXNQT-4175	-43.1	0.33	>
rxn31073	S-ADENMETSYN-RXN	-58.5	23902.16	>
rxn31074	S-FORMYLGLUTATHIONE-HYDROLASE-RXN	-38.8	1.05	>
rxn31075	SARCOX-RXN	-16.84	1.52	>
rxn31076	SEDOHEPTULOSE-BISPHOSPHATASE-RXN	-3.22	0.68	>
rxn31077	SINAPINE-ESTERASE-RXN	-41.14	0.47	>
rxn31079	STRICTOSIDINE-SYNTHASE-RXN	-17.7	2.43	>
rxn31080	SUCCGLUALDDEHYD-RXN	-47.33	0.24	>
rxn31081	SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-46.17	0.57	>
rxn31082	SUCCSEMIALDDEHYDROG-RXN	-46.2	0.57	>
rxn31083	SUCROSE-PHOSPHATASE-RXN	-4.27	0.73	>
rxn31084	SUCROSE-SYNTHASE-RXN	-0.57	0.41	=
rxn31087	SucThioK	0.42	0.32	<
rxn31088	THRESYN-RXN	-7.02	0.67	>
rxn31089	THYKI-RXN	217.14	23902.49	=
rxn31090	THYMIDYLATESYN-RXN	210.51	23902.64	=
rxn31091	TIGLYLCOA-HYDROXY-RXN	0.88	0.45	=
rxn31092	TRANS-CINNAMATE-2-MONOOXYGENASE-RXN	-66.8	1.28	>
rxn31093	TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	-66.8	1.28	>
rxn31094	TREHALA-RXN	-1.95	0.65	=
rxn31095	TREHALOSEPHOSPHA-RXN	-1.8	0.53	>
rxn31096	TRYPSYN-RXN	-7.54	0.75	=
rxn31097	UDP-GLUCOSE-4,6-DEHYDRATASE-RXN	-15.27	0.6	>
rxn31098	UDPACYLGLCNACDEACETYL-RXN	-1.46	0.44	=
rxn31099	UGD-RXN	-42.04	0.55	>
rxn31100	URATE-OXIDASE-RXN	-53.56	7507.12	=
rxn31101	UREASE-RXN	-44.4	1.12	>
rxn31102	UREIDOGLYCOLATE-HYDROLASE-RXN	-43.19	1.19	>
rxn31103	URIDINE-NUCLEOSIDASE-RXN	-7.24	0.61	>
rxn31104	UROGENIIISYN-RXN	-75.04	95610.69	=
rxn31106	XMPXAN-RXN	-2.79	0.52	>
rxn31107	XYLULOKIN-RXN	-2.24	0.43	=
rxn31207	alpha-xylosidase, putative; located in endomembrane system	-2.61	0.69	=
rxn31208	acetyl-CoA synthetase (acetate-CoA ligase), putative	-282.76	23901.32	=
rxn31209	acetyl-CoA C-acyltransferase, putative / 3-ketoacyl-CoA thiolase, putative	5.97	0.21	=
rxn31210	acetyl-CoA C-acyltransferase, putative / 3-ketoacyl-CoA thiolase, putative	5.97	0.21	=
rxn31211	alanine aminotransferase, putative	0.04	0.13	=
rxn31212	acetyl-CoA synthetase (acetate-CoA ligase), putative	281.47	23901.32	=
rxn31213	malate dehydrogenase [NADP], chloroplast, putative	7.03	0.11	=
rxn31214	(S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative	-21.09	1.02	>
rxn31215	formate dehydrogenase (FDH)	-3.4	0.78	>
rxn31216	carbamoyl-phosphate synthase family protein	-1.89	0.63	>
