# cache=data/cache_win/compounds.sqlite params=data/cc_params_win.npz p_h=7.0 ionic_strength=0.25M p_mg=3.0 T=298.15K
reaction_id	name	status	dg_prime_kJ_per_mol	uncertainty_kJ_per_mol	dg_prime_kcal_per_mol	uncertainty_kcal_per_mol	formula
rxn45135		ok	70.323	141429.448	16.807	33802.449	seed:cpd00017 + seed:cpd34065 = seed:cpd00019 + seed:cpd34722
rxn45136		compound not in cache: seed:cpd35178					seed:cpd35178 = seed:cpd33719
rxn45137		ok	-72.539	4.617	-17.337	1.104	seed:cpd00007 + seed:cpd34453 = seed:cpd00025 + seed:cpd34158
rxn45138		compound not in cache: seed:cpd36566					seed:cpd00022 + seed:cpd36566 = seed:cpd00010 + seed:cpd00067
rxn45139		compound not in cache: seed:cpd37223					seed:cpd00135 + seed:cpd37223 = seed:cpd00060 + seed:cpd28218
rxn45140		compound not in cache: seed:cpd35689					seed:cpd00001 + seed:cpd35689 = seed:cpd00009 + seed:cpd35944
rxn45141		compound not in cache: seed:cpd36507					seed:cpd36507 + seed:cpd36559 = seed:cpd36960
rxn45142		compound not in cache: seed:cpd27935					2 seed:cpd00017 + seed:cpd27935 = 2 seed:cpd00019 + 2 seed:cpd00067 + seed:cpd36592
rxn45143		compound not in cache: seed:cpd26978					seed:cpd00003 + seed:cpd26978 = seed:cpd00067 + seed:cpd22290 + seed:cpd35800
rxn45144		ok	-236.569	70714.339	-56.541	16901.133	seed:cpd02993 + seed:cpd33296 = seed:cpd00046 + seed:cpd00067 + seed:cpd35273
rxn45145		compound not in cache: seed:cpd28078					seed:cpd00007 + 2 seed:cpd00067 + seed:cpd16282 + 2 seed:cpd28078 = seed:cpd00001 + seed:cpd16283 + 2 seed:cpd27753
rxn45146		compound not in cache: seed:cpd36352					seed:cpd00001 + seed:cpd36352 = seed:cpd01490 + seed:cpd36308
rxn45147	D-fructosel-6-phosphate-L-glutamate transaminase	ok	10.297	1.966	2.461	0.470	seed:cpd00023 + seed:cpd36209 = seed:cpd00024 + seed:cpd35157
rxn45148		compound not in cache: seed:cpd27500					seed:cpd00067 + seed:cpd00209 + seed:cpd27500 = seed:cpd00001 + seed:cpd00075 + seed:cpd27501
rxn45149		compound not in cache: seed:cpd12815					seed:cpd00026 + seed:cpd12815 = seed:cpd00014 + seed:cpd36525
rxn45150		compound not in cache: seed:cpd35072					seed:cpd36007 = seed:cpd00001 + seed:cpd00020 + seed:cpd35072
rxn45151		compound not in cache: seed:cpd27640					seed:cpd00007 + 2 seed:cpd00067 + 2 seed:cpd27640 = 2 seed:cpd00001 + 2 seed:cpd27638
rxn45152	3-oxo-dihomo gamma linolenoyl-[acp] synthase	ok	10.148	3.803	2.425	0.909	seed:cpd00067 + seed:cpd00070 + seed:cpd01942 = seed:cpd00010 + seed:cpd00011 + seed:cpd28749
rxn45153		ok	-24.402	2.511	-5.832	0.600	seed:cpd00001 + seed:cpd33909 = seed:cpd00067 + seed:cpd00652
rxn45154		compound not in cache: seed:cpd26978					2 seed:cpd00007 + 2 seed:cpd26978 + seed:cpd31681 = 3 seed:cpd00001 + 2 seed:cpd22290 + seed:cpd24016
rxn45155		compound not in cache: seed:cpd36234					seed:cpd00003 + seed:cpd36234 = seed:cpd00004 + seed:cpd00067 + seed:cpd37164
rxn45156		compound not in cache: seed:cpd11493					seed:cpd11493 + seed:cpd35494 = seed:cpd00018 + seed:cpd00067
rxn45158		unbalanced					seed:cpd32162 = seed:cpd01997
rxn45159		ok	18.722	1.082	4.475	0.259	seed:cpd00003 + seed:cpd17409 = seed:cpd00004 + seed:cpd00067 + seed:cpd32264
rxn45160		unbalanced					seed:cpd00002 + seed:cpd00294 = seed:cpd00008
rxn45161		ok	-112.691	15.299	-26.934	3.657	seed:cpd31069 = seed:cpd00001 + seed:cpd31112
rxn45162	single-stranded DNA(cytosine) aminohydrolase	compound not in cache: seed:cpd26892					seed:cpd00001 + seed:cpd00067 + seed:cpd26892 = seed:cpd00013 + seed:cpd26913
rxn45163		compound not in cache: seed:cpd36307					seed:cpd36307 = seed:cpd36905
rxn45164	UDP-N-acetyl-D-glucosamine O-acetyl transferase	ok	6.549	3.940	1.565	0.942	seed:cpd00022 + seed:cpd00037 = seed:cpd00010 + seed:cpd31539
rxn45165		compound not in cache: seed:cpd02710					3 seed:cpd00017 + seed:cpd02710 = 3 seed:cpd00019 + 3 seed:cpd00067 + seed:cpd26874
rxn45166	lanosterol 14-hydroxylase	compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd01188 + seed:cpd21035 = seed:cpd00001 + seed:cpd11630 + seed:cpd24498
rxn45167	phospholipase A2	ok	-23.627	2.526	-5.647	0.604	seed:cpd00001 + seed:cpd25142 = seed:cpd00067 + seed:cpd00536 + seed:cpd25197
rxn45168	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al:NAD+ 26-oxidoreductase	compound not in cache: seed:cpd28078					seed:cpd00007 + seed:cpd00067 + seed:cpd00955 + 2 seed:cpd28078 = seed:cpd00001 + seed:cpd02878 + 2 seed:cpd27753
rxn45169	TcmO	ok	-1.917	100004.378	-0.458	23901.620	seed:cpd00017 + seed:cpd09122 = seed:cpd00019 + seed:cpd00067 + seed:cpd09123
rxn45170		compound not in cache: seed:cpd26745					seed:cpd00001 + seed:cpd00002 + seed:cpd26745 + seed:cpd28082 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067 + seed:cpd27540 + seed:cpd27757
rxn45171		compound not in cache: seed:cpd36670					seed:cpd00001 + seed:cpd36670 = seed:cpd00009 + seed:cpd36234
rxn45172		compound not in cache: seed:cpd33081					seed:cpd00017 + seed:cpd33081 = seed:cpd00019 + seed:cpd00067 + seed:cpd33340
rxn45173		ok	-4.459	2.383	-1.066	0.570	seed:cpd15331 + seed:cpd22622 = seed:cpd00010 + seed:cpd34010
rxn45174		undecomposable: 4545,693254					2 seed:cpd00067 + seed:cpd03874 = seed:cpd00011 + seed:cpd04099
rxn45175		compound not in cache: seed:cpd12713					seed:cpd10516 + seed:cpd12713 = seed:cpd10515
rxn45176		compound not in cache: seed:cpd26978					2 seed:cpd00017 + seed:cpd23075 + seed:cpd26978 = seed:cpd00019 + seed:cpd00060 + 2 seed:cpd00067 + seed:cpd03091 + seed:cpd22290 + seed:cpd23076
rxn45177		compound not in cache: seed:cpd21757					seed:cpd00691 + seed:cpd21757 = seed:cpd00014 + seed:cpd22387
rxn45178		compound not in cache: seed:cpd26942					seed:cpd26942 + seed:cpd27686 = seed:cpd26940 + seed:cpd27688
rxn45179		compound not in cache: seed:cpd22290					seed:cpd22290 + seed:cpd27825 = seed:cpd21908 + seed:cpd26978
rxn45180		ok	-38.991	1.353	-9.319	0.323	seed:cpd35840 = seed:cpd00001 + seed:cpd00515
rxn45181	benzyl acuminosidase	ok	-3.725	1.750	-0.890	0.418	seed:cpd00001 + seed:cpd31511 = seed:cpd00435 + seed:cpd25522
rxn45182	2-naphthoyl-coenzyme A reductase	compound not in cache: seed:cpd26978					seed:cpd09823 + seed:cpd26978 = seed:cpd22290 + seed:cpd34901
rxn45183		compound not in cache: seed:cpd27046					seed:cpd00001 + seed:cpd27046 = seed:cpd27048
rxn45184	2-amino-5-phosphono-3-cis-pentanoate-arginine ligase	ok	-30.372	5.616	-7.259	1.342	seed:cpd00002 + seed:cpd00051 + seed:cpd33066 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067 + seed:cpd17930
rxn45185		ok	10.494	1.646	2.508	0.394	seed:cpd00002 + seed:cpd17806 = seed:cpd00008 + seed:cpd00067 + seed:cpd33128
rxn45186		compound not in cache: seed:cpd36773					seed:cpd00001 + seed:cpd36773 = seed:cpd00013 + seed:cpd21125
rxn45187		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd01741 + seed:cpd21035 = seed:cpd00001 + seed:cpd05232 + seed:cpd11630
rxn45188	alpha-isocumene synthase	compound not in cache: seed:cpd34037					seed:cpd00350 = seed:cpd00012 + seed:cpd00067 + seed:cpd34037
rxn45189		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd01100 + seed:cpd21035 = 2 seed:cpd00001 + seed:cpd07408 + seed:cpd11630
rxn45190		compound not in cache: seed:cpd36679					seed:cpd36679 = seed:cpd00011 + seed:cpd37115
rxn45191		compound not in cache: seed:cpd35693					2 seed:cpd35693 = seed:cpd12716
rxn45192		compound not in cache: seed:cpd26938					2 seed:cpd00017 + seed:cpd26938 + seed:cpd28083 = seed:cpd00019 + seed:cpd00060 + seed:cpd03091 + seed:cpd27758 + seed:cpd36170
rxn45193		compound not in cache: seed:cpd31820					seed:cpd00007 + seed:cpd00024 + seed:cpd00067 + seed:cpd31820 = seed:cpd00001 + 2 seed:cpd00011 + seed:cpd00036 + seed:cpd35991
rxn45194		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd03105 + seed:cpd21035 = 2 seed:cpd00001 + seed:cpd00428 + seed:cpd11630
rxn45195		compound not in cache: seed:cpd36268					seed:cpd00007 + seed:cpd00024 + seed:cpd36268 = seed:cpd00011 + seed:cpd00036 + seed:cpd36813
rxn45197		ok	1.329	1.666	0.318	0.398	seed:cpd00003 + seed:cpd22718 = seed:cpd00004 + seed:cpd00067 + seed:cpd32695
rxn45198		ok	-13.704	1.459	-3.275	0.349	seed:cpd00002 + seed:cpd31726 = seed:cpd00008 + seed:cpd00067 + seed:cpd02147
rxn45199		compound not in cache: seed:cpd36113					seed:cpd00001 + seed:cpd36113 = seed:cpd01490 + seed:cpd36212
rxn45200	xyloglucan XXLG oligosaccharide beta-galactosidase	ok	-4.357	2.381	-1.041	0.569	seed:cpd00001 + seed:cpd23849 = seed:cpd00108 + seed:cpd23848
rxn45201		compound not in cache: seed:cpd11974					seed:cpd00022 + seed:cpd11974 = seed:cpd00010 + seed:cpd00067
rxn45202		unbalanced					seed:cpd00266 + seed:cpd01335 = seed:cpd00010
rxn45203	2-amino-5-carboxymuconate 6-semialdehyde deaminase	ok	-25.259	3.254	-6.037	0.778	seed:cpd00001 + seed:cpd33196 = seed:cpd00013 + seed:cpd35831
rxn45204		compound not in cache: seed:cpd36659					seed:cpd00001 + seed:cpd36659 = seed:cpd00067 + seed:cpd22175 + seed:cpd36552
rxn45205		ok	-79.480	4.012	-18.996	0.959	seed:cpd33874 = seed:cpd00011 + seed:cpd33554
rxn45206		compound not in cache: seed:cpd36817					seed:cpd00006 + seed:cpd36817 = seed:cpd00005 + seed:cpd37266
rxn45207	naringenin 3'-hydroxylase	compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd00398 + seed:cpd21035 = seed:cpd00001 + seed:cpd03344 + seed:cpd11630
rxn45209		compound not in cache: seed:cpd11493					seed:cpd00002 + seed:cpd01080 + seed:cpd11493 = seed:cpd00012 + seed:cpd00018
rxn45210		ok	-84.522	100005.659	-20.201	23901.926	seed:cpd00001 + seed:cpd32543 = seed:cpd34961
rxn45211		compound not in cache: seed:cpd27340					seed:cpd27340 + seed:cpd27355 = seed:cpd16494 + seed:cpd34685
rxn45212		ok	-259.782	6.692	-62.090	1.599	seed:cpd00007 + seed:cpd32693 = seed:cpd00067 + seed:cpd31903
rxn45213		ok	-7.220	1.851	-1.726	0.442	seed:cpd00001 + seed:cpd01538 = seed:cpd02668 + seed:cpd34106
rxn45214		ok	-8.876	4.691	-2.121	1.121	seed:cpd00026 + seed:cpd23240 = seed:cpd00014 + seed:cpd23237
rxn45215		compound not in cache: seed:cpd28073					seed:cpd00007 + 2 seed:cpd00067 + seed:cpd24787 + 2 seed:cpd28073 = seed:cpd00001 + seed:cpd24788 + 2 seed:cpd27749
rxn45216		compound not in cache: seed:cpd27031					seed:cpd00007 + 2 seed:cpd00067 + seed:cpd01260 + 2 seed:cpd27031 = 2 seed:cpd00001 + 2 seed:cpd27029 + seed:cpd33461
rxn45217		ok	-4.253	1.826	-1.017	0.436	seed:cpd00266 + seed:cpd03128 = seed:cpd00010 + seed:cpd02105
rxn45218		ok	-26.223	2.019	-6.267	0.483	seed:cpd00022 + seed:cpd24041 = seed:cpd00010 + seed:cpd00067 + seed:cpd32301
rxn45219		compound not in cache: seed:cpd11493					seed:cpd00002 + seed:cpd00084 + seed:cpd11493 = seed:cpd00012 + seed:cpd00018
rxn45220		ok	-13.318	2.273	-3.183	0.543	seed:cpd00026 + seed:cpd23240 = seed:cpd00014 + seed:cpd23239
rxn45221		unbalanced					seed:cpd00005 + seed:cpd00007 + seed:cpd00318 = seed:cpd00001 + seed:cpd00006
rxn45222		ok	10.341	1.767	2.472	0.422	seed:cpd00589 = seed:cpd01031
rxn45223		compound not in cache: seed:cpd08632					2 seed:cpd00008 + 2 seed:cpd00009 + seed:cpd08632 + 2 seed:cpd27757 = 2 seed:cpd00001 + 2 seed:cpd00002 + seed:cpd08631 + 2 seed:cpd28082
rxn45224	ascorbate phosphorylation IV	unbalanced					seed:cpd00059 + seed:cpd00196 = seed:cpd00029 + seed:cpd00067
rxn45225		ok	-141.176	5.134	-33.742	1.227	seed:cpd00007 + seed:cpd35202 = seed:cpd00025 + seed:cpd35555
rxn45226		compound not in cache: seed:cpd27640					seed:cpd00067 + seed:cpd04632 + seed:cpd27640 = seed:cpd00075 + seed:cpd24341 + seed:cpd27638
rxn45227		compound not in cache: seed:cpd26978					3 seed:cpd00007 + seed:cpd00028 + 2 seed:cpd00067 + 3 seed:cpd26978 = 3 seed:cpd00001 + seed:cpd00204 + seed:cpd10515 + 3 seed:cpd22290 + seed:cpd35727
rxn45228		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd00188 + seed:cpd21035 = seed:cpd00001 + seed:cpd10468 + seed:cpd11630
rxn45229		ok	-1.702	100004.378	-0.407	23901.620	seed:cpd00017 + seed:cpd01208 = seed:cpd00019 + seed:cpd00067 + seed:cpd35574
rxn45230		compound not in cache: seed:cpd27031					seed:cpd00007 + 2 seed:cpd00067 + seed:cpd00134 + 2 seed:cpd27031 = 2 seed:cpd00001 + 2 seed:cpd27029 + seed:cpd35898
rxn45231		ok	10.154	3.803	2.427	0.909	seed:cpd00067 + seed:cpd00070 + seed:cpd01518 = seed:cpd00010 + seed:cpd00011 + seed:cpd34290
rxn45232		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd21035 + seed:cpd24675 = seed:cpd00001 + seed:cpd01273 + seed:cpd11630
rxn45233		ok	20.554	2.901	4.912	0.693	seed:cpd00003 + seed:cpd02084 = seed:cpd00004 + seed:cpd00067 + seed:cpd00200
rxn45234		undecomposable: 45					seed:cpd22759 = seed:cpd00067 + seed:cpd00099 + seed:cpd22758
rxn45235		compound not in cache: seed:cpd36585					seed:cpd00095 + seed:cpd36585 = seed:cpd11493 + seed:cpd34380
rxn45236		compound not in cache: seed:cpd22422					seed:cpd00038 + seed:cpd22422 = seed:cpd00012 + 2 seed:cpd00067 + seed:cpd36874
rxn45237		ok	-63.024	100003.890	-15.063	23901.503	seed:cpd00001 + seed:cpd35353 = seed:cpd00013 + seed:cpd31573
rxn45238		unbalanced					seed:cpd00084 = seed:cpd00239 + seed:cpd19019
rxn45239		compound not in cache: seed:cpd23692					seed:cpd00001 + seed:cpd01457 = seed:cpd00027 + seed:cpd00067 + seed:cpd23692
rxn45240		ok	0.626	1.572	0.150	0.376	seed:cpd35317 = seed:cpd00001 + seed:cpd32626
rxn45241		compound not in cache: seed:cpd22234					seed:cpd22234 + seed:cpd26313 = seed:cpd00010 + seed:cpd36191
rxn45242		compound not in cache: seed:cpd36210					seed:cpd36210 + 2 seed:cpd36435 = 2 seed:cpd11493 + seed:cpd37061
rxn45243		compound not in cache: seed:cpd27517					seed:cpd00895 + seed:cpd27517 = seed:cpd00067 + seed:cpd27485
rxn45244		compound not in cache: seed:cpd11632					seed:cpd00067 + seed:cpd11632 + seed:cpd27424 = seed:cpd00011 + seed:cpd36885
rxn45245	phaseollin monooxygenase	compound not in cache: seed:cpd27640					seed:cpd00007 + seed:cpd00067 + seed:cpd07400 + seed:cpd27640 = seed:cpd00001 + seed:cpd27638 + seed:cpd36019
rxn45246		compound not in cache: seed:cpd11493					6 seed:cpd00005 + 9 seed:cpd00067 + seed:cpd00327 + 3 seed:cpd00519 + seed:cpd11493 = 3 seed:cpd00001 + 6 seed:cpd00006 + 4 seed:cpd00010 + 3 seed:cpd00011
rxn45247		compound not in cache: seed:cpd07388					seed:cpd00001 + seed:cpd07424 = seed:cpd00027 + seed:cpd07388
rxn45248		compound not in cache: seed:cpd28362					seed:cpd00001 + seed:cpd28362 = 2 seed:cpd28513
rxn45249		ok	-77.970	4.770	-18.635	1.140	seed:cpd00067 + seed:cpd32616 = seed:cpd00011 + seed:cpd15078
rxn45250		compound not in cache: seed:cpd27419					5 seed:cpd00005 + 10 seed:cpd00067 + 3 seed:cpd00070 + seed:cpd27419 = 2 seed:cpd00001 + 5 seed:cpd00006 + 5 seed:cpd00010 + 5 seed:cpd00011 + seed:cpd36573
rxn45251		compound not in cache: seed:cpd32555					seed:cpd00001 + seed:cpd01449 = seed:cpd00011 + seed:cpd00067 + seed:cpd00116 + seed:cpd32555
rxn45252		compound not in cache: seed:cpd36211					seed:cpd00001 + seed:cpd36211 = seed:cpd00009 + seed:cpd36426
rxn45253		compound not in cache: seed:cpd27454					seed:cpd00001 + seed:cpd27454 = seed:cpd00067 + seed:cpd22362 + seed:cpd35459
rxn45254	anthocyanidin 3-sambubioside acetyltransferase	ok	-8.462	2.352	-2.022	0.562	seed:cpd00192 + seed:cpd34919 = seed:cpd00010 + seed:cpd33947
rxn45255		ok	30.079	2.532	7.189	0.605	seed:cpd00023 + seed:cpd25782 = seed:cpd00024 + seed:cpd33007
rxn45256		compound not in cache: seed:cpd22130					seed:cpd00038 + seed:cpd22130 + seed:cpd36898 = seed:cpd00012 + seed:cpd00067 + seed:cpd00126 + seed:cpd26896
rxn45257		compound not in cache: seed:cpd36109					seed:cpd00042 + seed:cpd36109 = seed:cpd27814
rxn45258		compound not in cache: seed:cpd26978					2 seed:cpd00007 + seed:cpd05499 + 2 seed:cpd26978 = 3 seed:cpd00001 + seed:cpd05490 + 2 seed:cpd22290
rxn45259		ok	10.145	3.803	2.425	0.909	seed:cpd00067 + seed:cpd00070 + seed:cpd01398 = seed:cpd00010 + seed:cpd00011 + seed:cpd32037
rxn45260		compound not in cache: seed:cpd21035					2 seed:cpd00007 + 2 seed:cpd21035 + seed:cpd36675 = 3 seed:cpd00001 + seed:cpd00011 + 2 seed:cpd11630 + seed:cpd37163
rxn45261		compound not in cache: seed:cpd26978					seed:cpd00007 + seed:cpd26978 + seed:cpd31099 = seed:cpd00001 + seed:cpd22290 + seed:cpd31432
rxn45262		compound not in cache: seed:cpd22290					seed:cpd00035 + seed:cpd00066 + seed:cpd00067 + seed:cpd00129 + seed:cpd04711 + seed:cpd22290 = 3 seed:cpd00001 + seed:cpd04714 + seed:cpd26978
rxn45263	echinocandin synthetase	compound not in cache: seed:cpd36648					seed:cpd36648 = seed:cpd00067 + seed:cpd11493 + seed:cpd34774
rxn45264		ok	-32.016	8.856	-7.652	2.117	seed:cpd00067 + seed:cpd01481 + seed:cpd32881 = seed:cpd00014 + seed:cpd26556
rxn45265		compound not in cache: seed:cpd35747					seed:cpd00007 + seed:cpd00067 + seed:cpd35747 = seed:cpd00001 + seed:cpd33037
rxn45266		undecomposable: 7201					seed:cpd25622 = seed:cpd01495 + seed:cpd31654
rxn45267	TDP-4-keto-2,6-dideoxy-D-glucose 3,4-dehydratase	compound not in cache: seed:cpd28082					2 seed:cpd00067 + seed:cpd04025 + 2 seed:cpd28082 = seed:cpd00001 + seed:cpd18015 + 2 seed:cpd27757
rxn45268	CYP79D3	compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd00322 + seed:cpd21035 = seed:cpd00001 + seed:cpd00067 + seed:cpd11630 + seed:cpd22624
rxn45269		ok	21.099	1.134	5.043	0.271	seed:cpd00003 + seed:cpd31493 = seed:cpd00004 + seed:cpd00067 + seed:cpd34690
rxn45270		compound not in cache: seed:cpd14548					seed:cpd14548 + seed:cpd28285 = seed:cpd27355 + seed:cpd28286
rxn45271		compound not in cache: seed:cpd36148					seed:cpd36148 = seed:cpd00001 + seed:cpd36066
rxn45272		ok	0.000	0.000	0.000	0.000	seed:cpd31404 = seed:cpd22748
rxn45273		compound not in cache: seed:cpd21804					seed:cpd00001 + seed:cpd21804 = seed:cpd23817 + seed:cpd23818 + seed:cpd23819
rxn45274		ok	2.673	1.560	0.639	0.373	seed:cpd00002 + seed:cpd00010 + seed:cpd01089 = seed:cpd00008 + seed:cpd00009 + seed:cpd00629
rxn45275		compound not in cache: seed:cpd02838					seed:cpd02838 + seed:cpd23744 = seed:cpd00031 + seed:cpd36290
rxn45276		ok	5.419	4.424	1.295	1.057	seed:cpd00003 + seed:cpd00161 = seed:cpd00004 + seed:cpd00011 + seed:cpd01298
rxn45277		ok	-212.002	70718.990	-50.670	16902.244	seed:cpd33292 = seed:cpd00012 + seed:cpd31249
rxn45278		compound not in cache: seed:cpd26712					seed:cpd00001 + seed:cpd26712 = seed:cpd26713
rxn45279		compound not in cache: seed:cpd36166					seed:cpd00022 + seed:cpd36166 = seed:cpd00010 + seed:cpd00067
rxn45280		compound not in cache: seed:cpd11624					seed:cpd11624 + seed:cpd26918 = seed:cpd21879
rxn45281		compound not in cache: seed:cpd28246					seed:cpd00402 + seed:cpd24596 = seed:cpd00046 + seed:cpd28246
rxn45282		compound not in cache: seed:cpd27108					seed:cpd00026 + seed:cpd27108 = seed:cpd00014 + seed:cpd24687
rxn45283		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd18064 + seed:cpd21035 = seed:cpd00001 + seed:cpd06171 + seed:cpd11630
rxn45284		ok	-10.498	2.194	-2.509	0.524	seed:cpd00144 + seed:cpd17551 = seed:cpd00014 + seed:cpd35819
rxn45285	2'-hydroxy 3,6,7,4'-tetramethylquercetagetin 2'-O-methyltransferases	ok	-0.309	100004.378	-0.074	23901.620	seed:cpd00017 + seed:cpd34957 = seed:cpd00019 + seed:cpd00067 + seed:cpd34257
rxn45286		compound not in cache: seed:cpd27640					seed:cpd00067 + seed:cpd27640 + seed:cpd36995 = seed:cpd11493 + seed:cpd27638 + seed:cpd34558
rxn45287		compound not in cache: seed:cpd28082					seed:cpd00007 + 2 seed:cpd00067 + seed:cpd14615 + 2 seed:cpd28082 = seed:cpd00001 + 2 seed:cpd27757 + seed:cpd31733
rxn45288		compound not in cache: seed:cpd32088					seed:cpd00003 + seed:cpd32088 = seed:cpd00004 + seed:cpd00067 + seed:cpd32244
rxn45289		ok	-3.790	2.437	-0.906	0.583	seed:cpd00192 + seed:cpd31618 = seed:cpd00010 + seed:cpd34491
rxn45290		compound not in cache: seed:cpd36255					seed:cpd00001 + seed:cpd36255 = seed:cpd11810 + seed:cpd22369
rxn45291		ok	-19.723	2.256	-4.714	0.539	seed:cpd00026 + seed:cpd34451 = seed:cpd00014 + seed:cpd34281
rxn45292		ok	13.944	3.051	3.333	0.729	seed:cpd00001 + seed:cpd32029 = seed:cpd32575
rxn45293		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd08012 + seed:cpd21035 = seed:cpd00001 + seed:cpd11410 + seed:cpd11630
rxn45294	vanillate O-demethylase	compound not in cache: seed:cpd28218					seed:cpd04073 + seed:cpd28218 = seed:cpd00197
rxn45295		compound not in cache: seed:cpd11632					seed:cpd11632 + seed:cpd33001 = seed:cpd31568
rxn45296		ok	-9.876	2.419	-2.360	0.578	seed:cpd00001 + seed:cpd23865 = seed:cpd00751 + seed:cpd23849
rxn45297		compound not in cache: seed:cpd00204					seed:cpd00005 + seed:cpd00007 + 2 seed:cpd00067 + seed:cpd03977 = 2 seed:cpd00001 + seed:cpd00006 + 2 seed:cpd00204 + seed:cpd34016
rxn45298		ok	-1.988	3.499	-0.475	0.836	seed:cpd00003 + seed:cpd17409 = seed:cpd00004 + seed:cpd00011 + seed:cpd17410
rxn45299		ok	-15.986	1.941	-3.821	0.464	seed:cpd00003 + seed:cpd22614 = seed:cpd00004 + seed:cpd00067 + seed:cpd32992
rxn45300		compound not in cache: seed:cpd28034					seed:cpd00001 + seed:cpd28034 = 2 seed:cpd36163
rxn45301		ok	-9.516	7.374	-2.274	1.762	seed:cpd00007 + seed:cpd01946 = seed:cpd00025 + seed:cpd00067 + seed:cpd24162
rxn45302	(-)-9beta-pimara-7,15-dien-19-ol dehydrogenase	compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd21035 + seed:cpd21380 = 2 seed:cpd00001 + seed:cpd11630 + seed:cpd21381
rxn45303		compound not in cache: seed:cpd11628					seed:cpd00080 + seed:cpd11628 = seed:cpd11493
rxn45304		compound not in cache: seed:cpd21035					seed:cpd00007 + seed:cpd21035 + seed:cpd24261 = seed:cpd00001 + seed:cpd00011 + seed:cpd11630 + seed:cpd24260
rxn45305		ok	28.105	1.512	6.717	0.361	seed:cpd00022 + seed:cpd35448 = seed:cpd00010 + seed:cpd32368
