inchikey	dG0_prime_kcal	uncertainty_kcal	source_cpd	match_type
NIJCZTKHKOATFT-CAWMZFRYSA-N	-96.15264066420303	6.175245709201048	cpd09169	connectivity
PUVXBJLNMVCYJW-UHFFFAOYSA-N	-67.05886245476346	4.147159143912583	cpd09170	connectivity
LWFFRRDSDGEAQK-ZSCOKQQMSA-K	-436.3743041057286	28225.475967720107	cpd09201	connectivity
XHFURSFUHFDPTB-UHFFFAOYSA-N	112.80125611921339	1.0661766030251751	cpd09210	connectivity
IUKNBHUPGHNINH-UHFFFAOYSA-M	-39.84738510679323	23906.137709888993	cpd09213	connectivity
GQENLIMEQYDTDJ-UHFFFAOYSA-M	49.57761542834219	23906.090918423637	cpd09214	connectivity
DJWYOLJPSHDSAL-UHFFFAOYSA-N	148.61939013596688	2.8678330223669635	cpd09283	connectivity
IQBMWEYFKNVACH-MEBVLIOMSA-L	-331.3490956796289	23905.32135168567	cpd09287	connectivity
CKHJPWQVLKHBIH-ZDSKVHJSSA-N	453.0455722022215	4.242871202323472	cpd09299	connectivity
ZPCCSZFPOXBNDL-ZSTSFXQOSA-P	393.0579026062841	47806.84083984133	cpd09330	connectivity
BJYLYJCXYAMOFT-RSFVBTMBSA-N	337.2198891271511	25054.628617181203	cpd09336	connectivity
XBJBPGROQZJDOJ-UHFFFAOYSA-N	78.95342791111484	23903.91340844691	cpd09392	connectivity
ZNYYFCHDQJQKOK-UHFFFAOYSA-N	222.8360784189097	2.6194778709549116	cpd09393	connectivity
ICSAXRANXQSPQP-VUKDEKJYSA-M	-30.41791354483998	23902.967391487233	cpd09411	connectivity
BJNLLBUOHPVGFT-QRZIFLFXSA-N	954.1252117454891	23900.57361376673	cpd09467	connectivity
KSPOYQQCANXEDC-JRXVPOFLSA-N	973.5998013471525	23900.57361376673	cpd09469	connectivity
FHBQKTSCJKPYIO-NJAHZUARSA-N	973.602609584809	23900.57361376673	cpd09470	connectivity
SUFIXUDUKRJOBH-WTFWTRATSA-M	662.1793126875608	23900.57361376673	cpd09471	connectivity
VEORPZCZECFIRK-UHFFFAOYSA-M	80.21730915933584	5.091835753035822	cpd09472	connectivity
MLLSSTJTARJLHK-RFZPGFLSSA-N	25.856826616354002	1.6314715014602215	cpd09528	connectivity
WGFOBBZOWHGYQH-MXHNKVEKSA-M	59.013011063754014	50105.28166992258	cpd09539	connectivity
CAACOSCSTKVYKU-LURJTMIESA-M	145.852438571238	23900.57361376673	cpd09562	connectivity
XIHYCWZNHQMZSX-SCSAIBSYSA-N	67.5126311437313	23900.57361376673	cpd09568	connectivity
ISNYUQWBWALXEY-KQSRDXMQSA-O	418.53146582008475	23900.57361376673	cpd09579	connectivity
JZUTXVTYJDCMDU-RBUKOAKNSA-N	49.647050685731756	3.7683039629460664	cpd09621	connectivity
ULYONBAOIMCNEH-HNNXBMFYSA-N	70.99280497132115	95606.08203652567	cpd09650	connectivity
ISDBCJSGCHUHFI-DHYROEPTSA-N	832.7888877294366	3.4513130523430373	cpd09680	connectivity
HBNALZRPCNRSPZ-UHFFFAOYSA-N	765.7157606294888	4.013708054137428	cpd09683	connectivity
OPVZUEPSMJNLOM-ZCXUNETKSA-L	355.754757110834	2.966203501621636	cpd09698	connectivity
KGPOTEGAEDLRDC-ZCXUNETKSA-L	147.64499276688682	3.0188182821486715	cpd09699	connectivity
PTPPKXVNJJIECF-AWKWDUEESA-L	-20.12423571001684	2.579133512944088	cpd09700	connectivity
SIEDNCDNGMIKST-XDOYNYLZSA-N	621.7288715852612	29276.128979434405	cpd09702	connectivity
CDELFBJJHZJURR-BEDZKDRLSA-N	578.3353002399385	29275.99987614826	cpd09703	connectivity
GOWLTLODGKPXMN-MWJFIXGVSA-J	114.632798426841	3.3063245279087266	cpd09712	connectivity
RPLOPBHEZLFENN-HTMVYDOJSA-M	-52.40766160887705	23902.017486457953	cpd09742	connectivity
NKZMPZCWBSWAOX-IBTYICNHSA-M	-11.79764430884383	23903.03719697761	cpd09754	connectivity
YKEUOHBRJUALFI-ILSKZLILSA-N	302.3609974723112	25055.08797469427	cpd09772	connectivity
BLFNYMNSRZKVBB-JIFARLPCSA-I	-374.52634247778684	2.316140027229678	cpd09819	connectivity
GZNYDKAZGJZRED-UJLOWQRRSA-I	-376.3252454517328	2.437264973218276	cpd09820	connectivity
GXAPHCAQTPKOBU-GKUVPWJKSA-I	-423.60432323992893	2.3521274552163263	cpd09822	connectivity
IGABZIVJSNQMPZ-DWQNOKSTSA-N	815.0894406301516	5.017141262165155	cpd09845	connectivity
LVQDKIWDGQRHTE-UHFFFAOYSA-N	-95.66981021259349	52231.54945911377	cpd09846	connectivity
MXCOJKLBLFWFNI-IATJTFMBSA-M	243.2587402977762	23900.57361376673	cpd09861	connectivity
YCYDXOVJXVALHY-UHFFFAOYSA-M	-27.6397887457471	4.659833873184226	cpd09893	connectivity
RKIONRVDQIIZMY-UHFFFAOYSA-N	9.906697524870086	2.4308713548650136	cpd09896	connectivity
CTRVPKRXJXIHDV-UHFFFAOYSA-N	9.902610993154978	2.4308713548650136	cpd09897	connectivity
DAGZTNVPVSJCJP-UHFFFAOYSA-N	9.906697524870086	2.4308713548650136	cpd09902	connectivity
ZXDDPOHVAMWLBH-UHFFFAOYSA-N	34.12444039402485	1.3475554970520938	cpd09914	connectivity
VPWNQTHUCYMVMZ-UHFFFAOYSA-N	62.193291132257656	23901.880353155935	cpd09915	connectivity
RXNYJUSEXLAVNQ-UHFFFAOYSA-N	34.39924848283439	1.3475554970520938	cpd09919	connectivity
MEZZCSHVIGVWFI-UHFFFAOYSA-N	-8.337875579490017	2.9789137254853264	cpd09982	connectivity
YIYBRXKMQFDHSM-UHFFFAOYSA-N	17.76152640161887	2.7409523307552304	cpd09983	connectivity
DXGLGDHPHMLXJC-UHFFFAOYSA-N	57.32873160555038	1.4505667931032957	cpd09984	connectivity
DFEYXQGDDCDXJK-UHFFFAOYSA-N	182.67740416770465	16173.333830265361	cpd10015	connectivity
AFXPPGXJWHJULD-UHFFFAOYSA-N	82.90651449197185	0.8564928200858359	cpd10069	connectivity
YASYVMFAVPKPKE-UHFFFAOYSA-N	97.15233627269991	23900.57361376673	cpd10125	connectivity
QQQYTWIFVNKMRW-UHFFFAOYSA-N	-5.0447181274986095	2.251478806204507	cpd10126	connectivity
AVHHNFHLLZCWFH-UHFFFAOYSA-N	40.09593273493585	0.8598645281716958	cpd10170	connectivity
KYPYTERUKNKOLP-UHFFFAOYSA-M	53.813884475201235	2.8486286871347652	cpd10227	connectivity
BTVYFIMKUHNOBZ-ODRIEIDWSA-N	427.3990158625646	23900.57361376673	cpd10239	connectivity
VRPKUXAKHIINGG-UHFFFAOYSA-M	149.51037780066386	23902.294421503608	cpd10268	connectivity
KYGUQDTWUBBBSD-KHRDBAEHSA-N	25.189701576011508	56448.55355252938	cpd10348	connectivity
VCKBLTRSSYIXLX-KATQMFCOSA-N	388.4465180290765	23900.57361376673	cpd10422	connectivity
SZBBSPYCRZEOIN-KATQMFCOSA-N	418.2242578049258	23900.57361376673	cpd10423	connectivity
WSDQWYJHILVUQZ-UHFFFAOYSA-N	24.152051531391812	2.381257626890363	cpd10453	connectivity
DWNBPRRXEVJMPO-YZTVQBIISA-M	238.176157003871	1.8646645909555764	cpd10507	connectivity
PCGWZQXAGFGRTQ-WXMXURGXSA-M	301.68626006758353	23900.57361376673	cpd10517	connectivity
BOBCQOOZINHVMK-UHFFFAOYSA-N	233.25230336693244	23900.57361376673	cpd10605	connectivity
OMZSNIQSXZEIKB-ZHIYBZGJSA-N	36.206637632849855	40617.36701337354	cpd10684	connectivity
GWIXIEVQSOLTQI-XSSYPUMDSA-N	36.22305343558184	40617.36701337354	cpd10701	connectivity
CXYPVKBFRMXQDI-JPVZDGGYSA-N	20.7808635530674	40617.35738921082	cpd10712	connectivity
LHJLDYOKYNLKHZ-UBPZBWGCSA-N	9.705206725472527	63935.81106715736	cpd10780	connectivity
BGKASHGJDDQEFI-UHFFFAOYSA-N	68.61873740211263	0.7890641241270884	cpd10906	connectivity
JLYXXMFPNIAWKQ-LKPKBOIGSA-N	35.50086351755526	3.4591846607588006	cpd10908	connectivity
NGWYJYHAFLMHNW-UHFFFAOYSA-M	-126.58529361501184	5.305706734541462	cpd10912	connectivity
IRPYRTZTPXYMQI-UHFFFAOYSA-N	20.267856109991396	23903.83608961985	cpd10933	connectivity
JJGRAQAFEHZQKC-UHFFFAOYSA-N	39.21939108556752	23904.54341772062	cpd10934	connectivity
JWEGHNQHVNZGHA-UHFFFAOYSA-N	126.54462035340488	23900.57361376673	cpd11035	connectivity
WNYWRAYXFFPPGN-QDTBLXIISA-N	20.764447750335393	40617.35738921082	cpd11053	connectivity
POILWHVDKZOXJZ-UHFFFAOYSA-N	16.43318640703265	1.0391548914377147	cpd11181	connectivity
CRBYNQCDRNZCNX-DUXPYHPUSA-N	-88.49014196449706	3.879965652799865	cpd11204	connectivity
HIWPGCMGAMJNRG-CQUJWQHSSA-N	-162.96264478200746	0.5420934471769757	cpd11218	connectivity
OKYHYXLCTGGOLM-SCSAIBSYSA-L	-241.3148064407006	0.28493694264469405	cpd11225	connectivity
FISPASSVCDRERW-KVGORYHISA-J	564.035451130261	23900.57361376673	cpd11313	connectivity
GNYCTMYOHGBSBI-LFLYSQGHSA-N	152.1628322362138	3.43383333911989	cpd11317	connectivity
WWIDEZOUVSJVHS-ZPQCYHEESA-O	198.5030909678013	28227.163097763612	cpd11321	connectivity
HVJQTJPQRUVUKC-KWUULNTLSA-N	219.12012515160177	6.2990865159416085	cpd11333	connectivity
JJGZGELTZPACID-OTLJHNKQSA-K	396.1424077411866	23900.57361376673	cpd11336	connectivity
RUWSLQOIGKYPEZ-RJECPTDASA-M	224.16382596498894	3.0718201502893634	cpd11342	connectivity
IXBQSRWSVIBXNC-ANPQUZCZSA-M	384.96773255600596	7.338962102045626	cpd11354	connectivity
NLVFTSADLUSKGV-TUEZCROESA-N	661.0199866801078	6.014269394127673	cpd11358	connectivity
TZHROWIOAVYSMP-YOTVQMMASA-N	330.78913768983824	7.127369384130981	cpd11364	connectivity
OYHPNVXZUBWKJE-NDJHOONXSA-N	341.9404053336935	7.255572401836605	cpd11365	connectivity
IFBHVTFUCLENGH-VHTRSIFJSA-N	361.518624541315	7.31707851394922	cpd11366	connectivity
UPGGKUQISSWRJJ-UHFFFAOYSA-M	268.33797686171357	69257.21999106123	cpd11368	connectivity
RZOFHOWMWMTHDX-UHFFFAOYSA-P	274.38615531879753	53449.24328061208	cpd11400	connectivity
HBQDLHJADJTNRK-UHFFFAOYSA-M	218.28497203639725	62736.280398812676	cpd11405	connectivity
COURORAOJFKVCU-AMBVJARFSA-N	1650.1565775115785	9.01872221978748	cpd11662	connectivity
NMMOYDKOFASOBV-ORWLQXDRSA-M	-60.3688754239385	27866.497501625025	cpd11944	connectivity
ACTOXUHEUCPTEW-JMRHEKERSA-P	405.6989332333386	47806.68890463859	cpd11945	connectivity
KWHWFTSHDPJOTG-UHFFFAOYSA-N	61.42899803623413	1.9279931512426773	cpd11952	connectivity
PCJGZPGTCUMMOT-ISULXFBGSA-O	498.423438382611	205050.39249829788	cpd11960	connectivity
FBJQEBRMDXPWNX-FYHZSNTMSA-N	-228.7880821559912	0.9066997939175709	cpd12163	connectivity
GRWFGVWFFZKLTI-VEDVMXKPSA-N	80.13399928245657	28225.058412651117	cpd12822	connectivity
AAZZVFONLHYNDZ-UGDQNKSBSA-J	-384.76451326180023	2.032105811084255	cpd12862	connectivity
FOEDSVRZGQIXSP-XSOIKTQOSA-K	-455.8633210171442	2.8397516455039256	cpd12876	connectivity
HMFKFHLTUCJZJO-UHFFFAOYSA-N	199.0429059841778	1.9563188952109023	cpd13391	connectivity
HDTIFOGXOGLRCB-UHFFFAOYSA-N	-259.1482579313385	2.3953427975997283	cpd13392	connectivity
ZEPNVCGPJXYABB-LSYBVYQNSA-N	300.79373011841665	56449.43361738147	cpd14515	connectivity
MCWVPSBQQXUCTB-OQTIOYDCSA-N	332.4132630984866	56449.14814752899	cpd14518	connectivity
XPRWWANUPMYKMF-HVEGQNEHSA-N	321.3764652283218	56449.509156571665	cpd14519	connectivity
OSERMIPXNLXAPD-FDPFXLBOSA-N	402.79752900662874	5.81922855409824	cpd14575	connectivity
JJPMVSRTRMLHST-KLGGLCJPSA-N	690.6781406029723	4.885459382569981	cpd14648	connectivity
YNIWMLHSONPLJN-MTGWBXQUSA-N	730.8236629081917	5.421537839707947	cpd14665	connectivity
ZRCXVNZZDQGBQT-DKLMTRRASA-N	676.7066685733108	5.234147403796437	cpd14689	connectivity
WXQDWUQQAGHKOV-SJORKVTESA-N	155.64601257253216	23900.57361376673	cpd14908	connectivity
UABMFOBSIHSWFQ-AWEZNQCLSA-N	-46.23134438903851	2.7051229847150844	cpd14949	connectivity
GPKQHTAVLDBECX-LBSHSCIKSA-F	499.1275428064414	23900.57361376673	cpd14961	connectivity
IELUPRVYGHTVHQ-UHFFFAOYSA-N	-26.540045215681758	2.3742830943199698	cpd14964	connectivity
UJGZOSZMMQGHPD-GTYSVAQVSA-N	236.3105703557565	56449.02308691143	cpd14968	connectivity
PCLHVGYGQYOJEF-YPODHHRNSA-N	220.86838047324204	56449.019851559606	cpd14969	connectivity
NCSHVCWGZZSPQT-NDZSKPAWSA-J	-420.42509865659684	2.502059030122986	cpd14984	connectivity
JZIQDJLBFKTBAK-LLHOYASASA-J	-178.7732317110356	3.1040953598006977	cpd15043	connectivity
WDBPMRZYBZCIQE-DZXUBONNSA-J	-179.7941931362341	3.2164741641668915	cpd15044	connectivity
PDDHCVXPABQISO-VKZQHDIOSA-J	-217.1305567177357	3.052131903923072	cpd15045	connectivity
YYCCMACTOAJGGW-OZVHGMPNSA-J	-227.85088871805644	3.1230690646890418	cpd15046	connectivity
VWFUYQVGVAEVNH-WZGLBKMISA-J	-221.14569894180892	3.0099868352428123	cpd15047	connectivity
IEENEQSEOWXDQK-DIOAFZBUSA-J	-222.1666603670076	3.1288477154454206	cpd15048	connectivity
OMDQVIUYDJAWHX-GCCFKKQCSA-J	-259.503023948509	2.962543282073296	cpd15049	connectivity
ADGIRVMSHGGGHU-AZVXSVFWSA-J	-270.22335594883	3.035232446437027	cpd15050	connectivity
YYUZYSVPFVOYLB-RGUWMICCSA-J	-263.5181661725824	2.9246595705615173	cpd15051	connectivity
QSAQFDYWYNLXEC-GUQXGGMCSA-J	-264.539127597781	3.0500278873948896	cpd15052	connectivity
YUFHOTSRMDFGNS-JLOQOMCUSA-J	-301.8754911792825	2.882154809706347	cpd15053	connectivity
QGJLCXXJEFRWHP-JQUKJZMASA-J	-312.59582317960337	2.956469471300857	cpd15054	connectivity
WQKKCPPNDKSAIU-CBGYDUJUSA-J	-305.89021433594155	2.84890269555885	cpd15055	connectivity
NNEPPYNERZEJEE-PJAVOEQDSA-J	-20.227708763520393	3.4989039951837126	cpd15094	connectivity
XPQIPNORJZZYPV-BYPYZUCNSA-L	-117.98724474169147	0.37283789410087587	cpd15096	connectivity
LOYXTWZXLWHMBX-VOTSOKGWSA-N	10.075744660373104	3.1044468445470126	cpd15110	connectivity
WQWVIIRCVOZVPN-HWKANZROSA-N	-65.28730201364435	3.6869244544860025	cpd15111	connectivity
WQCWELFQKXIPCN-BKWXENDISA-N	-93.68796644732808	2.065535049797059	cpd15112	connectivity
CSQSPVBKKCHHDS-UHFFFAOYSA-N	97.38124358221461	23900.57361376673	cpd15117	connectivity
XDCFBFUDTDVION-UHFFFAOYSA-N	97.38124358221461	23900.57361376673	cpd15118	connectivity
JZBHIQAXJAFHNP-UHFFFAOYSA-N	97.38124358221461	23900.57361376673	cpd15119	connectivity
IXVXIWLKOMVSFY-GOZPEMRWSA-N	-133.9309339972813	3.4709388243520083	cpd15129	connectivity
ONIBWKKTOPOVIA-UHFFFAOYSA-N	15.040059969890986	1.3283690566055495	cpd15140	connectivity
DCXYFEDJOCDNAF-UHFFFAOYSA-N	-47.82524945889996	0.7007339277555314	cpd15142	connectivity
QRZHDHJUYBONQQ-JSYMRTRDSA-N	133.10129658725378	1.0489576444748256	cpd15152	connectivity
IFMYVRQEHQTINS-SXWINZDGSA-J	-339.19235436643703	2.332285580978591	cpd15172	connectivity
OLZYNLSKRKFUJC-FPVIQYCMSA-J	-376.52871718959483	2.1525461888223982	cpd15173	connectivity
BEYYLHUMFMWPLH-SVHODSNWSA-J	-338.1713929752714	2.1843021684910253	cpd15174	connectivity
ZFKZVSUJTDSJEY-SVHODSNWSA-J	-387.24904918991564	2.228273173860882	cpd15175	connectivity
MZJZIKXMNHVIKT-RKYRIBGOSA-J	479.2214698591928	8.936903592593033	cpd15455	connectivity
GPIOMJJQJHAZOP-SDWVYRDESA-I	364.2923667530514	10.63207891390337	cpd15456	connectivity
QNAUHHROLOGFEY-UVJOBNTFSA-G	-279.7334265813519	3.4694787372837217	cpd15460	connectivity
ZFDAUYPBCXMSBF-NJYVYQBISA-N	164.99979441714072	71708.50726490108	cpd15462	connectivity
HHPCMWTVGVTYIC-VEFKZDEZSA-H	349.52472411703076	7.298757028679431	cpd15484	connectivity
OCKKDDJUVZAABC-WTGYBBRTSA-F	54.40669676076215	7.478181547748751	cpd15488	connectivity
HKWVBDGTKAFRJF-SMOKPPPPSA-C	-290.2030017368814	7.816980671054558	cpd15492	connectivity
FTNIPWXXIGNQQF-HZWIHCTQSA-N	-347.2018681230646	1.6433148090108867	cpd15495	connectivity
NPJMJVATSCHTAI-UHFFFAOYSA-H	-674.7885369625661	253064.3814387705	cpd15507	connectivity
NYDKXESIKHJNQU-QMOIQEMSSA-L	456.93740145681454	7.648127899203018	cpd15520	connectivity
XNYUHCDJIRFEJF-NWMLCVCTSA-F	135.19745608653858	7.338669589762429	cpd15549	connectivity
MVYTXVAKEAWEGM-IMFBCOJGSA-D	-161.46992126754103	7.524983467671504	cpd15550	connectivity
IGGGNUSEBUZFTR-VKNDNNCMSA-K	582.6942211552331	7.009911475133097	cpd15581	connectivity
HYGZRLVEUKTESI-WUCPZUCCSA-L	-185.93621661390526	29274.530875726632	cpd15810	connectivity
VPKSATWUTVJDMY-WJVMIFTRSA-N	846.0392390533982	23900.57361376673	cpd16312	connectivity
UOJPTUWXHXNLDB-UHFFFAOYSA-L	-235.26264095703692	1.4406856795286824	cpd16314	connectivity
GPYKKBAAPVOCIW-HSASPSRMSA-N	42.6468870234426	23903.323499606875	cpd16328	connectivity
QCWXXDQFRHDXNM-IEEIVXFASA-K	340.62894366154603	23900.57361376673	cpd16354	connectivity
JMWFFJATYDQZCI-HOTGVXAUSA-P	260.1624855606111	3.1192501453530084	cpd16376	connectivity
DTLYCKOAJLQYOS-CMOCDZPBSA-N	229.30829510722677	4.0791936244435805	cpd16377	connectivity
OPWUFXYXNVOKQD-KBPBESRZSA-O	198.14303817360016	2.2814482593666385	cpd16380	connectivity
XMVRDWGUVWNOBX-MUGJNUQGSA-M	166.74453588665338	3.4047762827134482	cpd16381	connectivity
MHJZYMCYLFGDRD-KQYNXXCUSA-L	114.41643887024469	23900.57361376673	cpd16420	connectivity
GQNRDWAOABGWGP-KQYNXXCUSA-K	112.79352812142918	23900.57361376673	cpd16421	connectivity
ZLXWEKYVHIYDIY-HCUKIJCOSA-J	-21.17953864394691	3.033725040865015	cpd16448	connectivity
UPZKJIHNKKJIKX-UHFFFAOYSA-N	299.29298461096965	2.7458890428527893	cpd16461	connectivity
XKLJLHAPJBUBNL-AWEZNQCLSA-M	219.67376083588817	1.1333014493338258	cpd16466	connectivity
HCYWNSXLUZRKJX-RWMBFGLXSA-L	31.379968544749453	23903.03170769519	cpd16471	connectivity
MITMOIGRCVEHJP-UHFFFAOYSA-N	252.42300691582054	23900.57361376673	cpd16519	connectivity
SXGHNTVPXYHQSN-UHFFFAOYSA-N	271.9079459118512	23900.57361376673	cpd16520	connectivity
AEFOLTVWSRMXMW-IXRXBBNISA-N	179.3755983023439	36985.53548984966	cpd16529	connectivity
YAUKSCGKZYUZRH-LWINWCPBSA-O	203.9287347386822	36985.73093732071	cpd16530	connectivity
SRFCUPVBYYAMIL-PFCANICASA-N	153.28891327857568	36985.62330336218	cpd16531	connectivity
RKDOFSJTBIDAHX-CYHLAULCSA-N	29.10681322194782	25053.288731783396	cpd16549	connectivity
OYNIPTDPTUSUAY-UHFFFAOYSA-N	202.9794566119175	23900.57361376673	cpd16560	connectivity
FNXUOGPQAOCFKU-PVYBRLDNSA-N	284.6127614740804	2.776864828093019	cpd16583	connectivity
RKDOFSJTBIDAHX-OFSOMGBPSA-N	29.10681322194782	25053.288731783396	cpd17106	connectivity
NHYIETFMKIFXQL-QSXYYVAOSA-N	238.08372605998176	75157.25769076562	cpd17125	connectivity
CUEQHYJSSUSIFI-FIRIVFDPSA-M	541.4828316068642	2.5894181693604	cpd17131	connectivity
SRELFLQJDOTNLJ-HNNXBMFYSA-M	214.00412288981607	2.0755034830247925	cpd17133	connectivity
KDKROYXEHCYLJQ-DYXVGVPESA-N	233.71497445126295	23900.57361376673	cpd17148	connectivity
KYHUYMLIVQFXRI-VEVRATEJSA-N	495.68633241896816	8.691766888180805	cpd17157	connectivity
YTOSLGBJMGPGPA-KNAGTILNSA-N	225.99343819369653	3.758711624435249	cpd17167	connectivity
CWYDWJDPKSMUPT-MADLDNGBSA-P	365.34637655476445	56449.69187830249	cpd17181	connectivity
RFFOTVCVTJUTAD-UHFFFAOYSA-N	163.78681804618395	47803.490509882715	cpd17187	connectivity
NMLUOJBSAYAYEM-CPHCKLLXSA-O	226.678989347391	25054.741531640477	cpd17225	connectivity
XVOHELPNOXGRBQ-NXAIOARDSA-N	182.6388048638343	23903.415824972744	cpd17232	connectivity
CAULGCQHVOVVRN-SWZPTJTJSA-N	219.0476186652906	2.574208429845372	cpd17237	connectivity
LWESBHWAOZORCQ-UHFFFAOYSA-N	117.76565379744895	33805.35581505829	cpd17239	connectivity
TVKPTWJPKVSGJB-XHCIOXAKSA-N	128.00230689956018	55514.656229081826	cpd17240	connectivity
BSFUDCIRZBAPDS-TUAOUCFPSA-N	82.51245051260388	15012.081855016755	cpd17248	connectivity
YNWXJFQOCHMPCK-LXGDFETPSA-N	-44.41560652313136	1.783418285677516	cpd17249	connectivity
CDYBOKJASDEORM-HBVDJMOISA-L	-196.9212286860835	23905.915987294826	cpd17250	connectivity
FWCXELAAYFYCSR-MOUQWODHSA-N	89.94451404813316	84673.45783998384	cpd17273	connectivity
CVIVANCKIBYAOP-LTBMOJJQSA-N	109.972446828482	34626.32549412727	cpd17341	connectivity
ZAKICGFSIJSCSF-RFEZBLSLSA-M	-159.75728347833228	22156.174594187556	cpd17439	connectivity
SJHVRBSHKTUXLG-OOMJLXHVSA-M	-138.57104986294544	22156.193285505236	cpd17441	connectivity
CWOJBEDMJKZKAB-URUUWQEUSA-M	-117.38481624755869	22156.215128334316	cpd17443	connectivity
SKLKAEFXBVWMJP-ZHVGPZTNSA-M	-230.0182430457005	22155.498358988974	cpd17445	connectivity
SPOQDEMWLUGCEW-IAYUFQOSSA-M	-208.83200943031375	22155.507982594292	cpd17446	connectivity
UZAVCHRZWLGWMH-MMGVBZNLSA-M	311.42645080864213	23900.57361376673	cpd17459	connectivity
FZKKPKRWTSYXLF-UHFFFAOYSA-N	164.05653438395214	23902.44587230864	cpd17465	connectivity
LFFHZNXDGBQZCO-NGCQKNAMSA-N	196.95339982495088	56448.84854310511	cpd17474	connectivity
SBYLHTNKEWSLBA-WKKPLVHGSA-J	-234.0607183620652	56449.98373925917	cpd17483	connectivity
CTNZOGJNVIFEBA-TWTPMLPMSA-M	-67.02398343621238	27866.377014950114	cpd17484	connectivity
SLRCCWJSBJZJBV-BYNSBNAKSA-O	122.69569124339205	61301.16554028983	cpd17549	connectivity
LWCKQMHMTSRRAA-VVOKDJNJSA-N	55.6023672944374	28225.569152695098	cpd17556	connectivity
YJWBWQWUHVXPNC-AWEZNQCLSA-N	213.42795812872924	23900.57361376673	cpd17557	connectivity
YJGANOFPASCZBK-WCNZLWBOSA-L	-26.165287398026354	2.091022834362662	cpd17569	connectivity
VZBGWADXUJSBTI-PYDDKJGSSA-L	-24.36625947782163	1.892302374512826	cpd17570	connectivity
YXLKVASXUULQJH-VQHVLOKHSA-N	122.48748234474915	2.7966441507325994	cpd17575	connectivity
BBYSWXUKFBVXAO-UHFFFAOYSA-N	-28.311365220960393	23903.920318226403	cpd17599	connectivity
DVZDRBCAEIJEEA-UHFFFAOYSA-N	40.9272573216738	23903.24865973224	cpd17600	connectivity
RTBLDXVIGWSICW-JMSVASOKSA-N	233.71498459731504	23900.57361376673	cpd17631	connectivity
AJIFASHLGBHDDS-GEFDNOIESA-L	-683.2959925037097	15017.781017543017	cpd17646	connectivity
CNBHUROFMYCHGI-ZOJSNPSCSA-N	467.42996754912394	23900.57361376673	cpd17663	connectivity
ZKWQLHAAXWFVPF-BZBRNGFYSA-N	221.1312052630839	52842.83779786924	cpd17678	connectivity
ANLMVXSIPASBFL-MBWODLHSSA-O	-12.064963098030269	1.9372204272407714	cpd17695	connectivity
ZCSDEGFPWXFQLB-WRHRXROUSA-L	-183.3517599521535	23904.84171234772	cpd17720	connectivity
HFJDWELARBQGBQ-PFLZFKCOSA-N	-273.3123003890844	23904.470851879218	cpd17789	connectivity
IIWDDMINEZBCTG-AIDYBKPZSA-J	-298.1773243566917	56449.86394091236	cpd17801	connectivity
LLFIMDUWAVPJEJ-ZIXOBUGNSA-N	165.00949132334975	56449.461731553245	cpd17833	connectivity
LLFIMDUWAVPJEJ-KKOXEEMUSA-N	165.00949132334975	56449.461731553245	cpd17835	connectivity
KBVPPTKWCRMUEW-KEJNSVKLSA-J	-429.53729839757506	2.4422009505944744	cpd17838	connectivity
FZWNRFAUDBWSKY-PMALLSHNSA-N	121.24803084244262	1.4580341487918627	cpd17843	connectivity
QYRSUDCXGPMNSS-ZDUSSCGKSA-N	111.75082034309307	1.2836444862913643	cpd17845	connectivity
SBHOSQZNRDXQAX-WSESCXGKSA-N	-57.395177746719995	15795.372309112061	cpd17851	connectivity
YQHZABGPIPECSQ-UHFFFAOYSA-N	-97.37592684564964	4.320328341308263	cpd17885	connectivity
SNBGJGNOQURXCI-UHFFFAOYSA-N	-74.16438452808057	4.015944755083889	cpd17886	connectivity
XDKYTXBAVJELDQ-UHFFFAOYSA-O	161.9462453565472	1.3320889217847132	cpd17914	connectivity
JXUOVTMVWNHOAJ-XLBYJKOOSA-O	-55.36020527822325	22517.47842305301	cpd17955	connectivity
LHLLBECTIHFNGQ-JTQLQIEISA-L	-236.1835678325092	1.136508354744529	cpd18035	connectivity
WHUUTDBJXJRKMK-UHFFFAOYSA-M	-87.67298310566498	0.5918869192155997	cpd19002	connectivity
LXJXRIRHZLFYRP-UHFFFAOYSA-L	-260.2321404132007	0.15931331345313485	cpd19005	connectivity
QIVBCDIJIAJPQS-UHFFFAOYSA-N	89.96792791387976	0.5175395536995238	cpd19007	connectivity
DTGKSKDOIYIVQL-HKJUDDBKSA-N	103.84959121212796	48388.4657970298	cpd19017	connectivity
ODKSFYDXXFIFQN-UHFFFAOYSA-O	75.67571887583043	1.1944601958848937	cpd19021	connectivity
PYTMYKVIJXPNBD-OQKDUQJOSA-L	366.7256010208025	33802.80914905833	cpd19093	connectivity
ZAOGJXDWOQXFBW-KKUMJFAQSA-K	-38.42381708929679	16173.386070041917	cpd19097	connectivity
OJGPEAXUHQRLNC-JZKKDOLYSA-N	20.089659700100686	15010.988694310321	cpd19098	connectivity
SSQPWTVBQMWLSZ-LRKAYDMASA-N	377.0797216923799	2.1986752343165694	cpd19139	connectivity
LRBQNJMCXXYXIU-UHFFFAOYSA-M	-1127.187243484765	13.853099593977126	cpd19144	connectivity
