# eQuilibrator estimates as stored in ModelSEED before the 2026-08 regeneration
# units: kcal/mol   source key: thermodynamics['eQuilibrator']
# provenance: Scripts/Thermodynamics/Retrieve_eQuilibrator_Reactions_Energies.py (MetaNetX InChIKey ladder)
id	name	deltag_kcal_per_mol	deltagerr_kcal_per_mol	reversibility
cpd10182	17alpha-Methylestradiol	85.49	32838.67	
cpd10183	Isoflupredone	2.34	78865.64	
cpd10184	17beta-Dihydroequilin	55.07	32838.35	
cpd10187	21-Fluoroprogesterone	86.78	61300.39	
cpd10188	19-Norprogesterone	33.2	44492.41	
cpd10189	Stenbolone	81.57	56449.16	
cpd10190	Normethandrone	19.77	44492.43	
cpd10191	NM 394	66.0	23903.68	
cpd10192	Protandren	100.54	56448.82	
cpd10193	4-Chloroacetanilide	67.29	0.61	
cpd10194	Eburicoic acid	308.89	75157.85	
cpd10195	Estrololactone	24.3	32838.33	
cpd10196	6beta-Hydroxytestosterone	25.19	56448.55	
cpd10197	17alpha-Dihydroequilenin	125.25	25054.8	
cpd10198	1,2-Epoxyhexadecane	305.16	1.64	
cpd10199	19-Norandrostenedione	-15.05	44492.34	
cpd10200	DPPD	271.42	2.11	
cpd10201	Boldenone	56.31	56448.71	
cpd10202	16-Dehydropregnenolone acetate	85.97	56448.91	
cpd10203	Di-n-hexyl phthalate	191.83	1.41	
cpd10204	Didecyl phthalate	361.32	1.95	
cpd10205	Chlorpropham	154.06	23901.39	
cpd10206	Diphenyl carbonate	161.15	23901.78	
cpd10207	Mesitylene	146.23	1.0	
cpd10208	1-Tridecanol	248.73	1.07	
cpd10209	Fensulfothion	165.55	23900.57	
cpd10210	Bis-GMA	161.0	2.76	
cpd10211	Benzofuran	93.82	23902.04	
cpd10212	Tetrachlorvinphos	87.64	23900.57	
cpd10213	Chinomethionat	72.72	47803.51	
cpd10214	Camphorquinone	32.44	48388.46	
cpd10215	Kojic acid	-55.26	23901.75	
cpd10216	Pretilachlor	225.39	1.98	
cpd10217	Hemimellitene	146.23	1.0	
cpd10218	1-Hydroxypyrene	117.78	47803.92	
cpd10219	Chlorpyrifos-methyl	68.17	23900.57	
cpd10220	2,4-Dibromophenol	23.0	2.15	
cpd10221	3-Ethyltoluene	147.84	0.75	
cpd10222	Diisopropyl adipate	76.91	1.08	
cpd10224	Mefenacet	137.94	23902.4	
cpd10225	Esprocarb	247.37	2.15	
cpd10226	MMA	21.38	0.6	
cpd10228	Dicyclohexyl phthalate	161.1	3.62	
cpd10229	HEMA	-92.12	0.56	
cpd10230	Azomycin	-1.15	28859.35	
cpd10231	Silvex	-47.7	0.94	
cpd10232	Pseudocumene	146.23	1.0	
cpd10233	Durene	165.81	1.33	
cpd10234	4-t-Butylbenzoic acid	82.18	1.27	
cpd10235	Glycitein	-16.05	23904.39	
cpd10236	TMPTA	44.83	2.2	
cpd10237	TMPT	107.73	2.16	
cpd10240	(R)-4'-Deoxyindenestrol	213.28	2.65	
cpd10241	(S)-4'-Deoxyindenestrol	213.28	2.65	
cpd10242	(R)-5-Deoxyindenestrol	213.32	2.65	
cpd10243	(S)-5-Deoxyindenestrol	213.32	2.65	
cpd10244	(S)-Indenestrol A	163.99	2.97	
cpd10245	(R)-Indenestrol A	163.99	2.97	
cpd10246	(S)-Indenestrol B	164.03	2.97	
cpd10247	(R)-Indenestrol B	164.03	2.97	
cpd10248	Triphenylsilanol	155.81	23900.57	
cpd10249	p-Nonylphenol	227.28	1.06	
cpd10250	Mestilbol	211.44	1.78	
cpd10251	11-Ketoetiocholanolone	20.78	56449.1	
cpd10252	11beta-Hydroxyetiocholanolone	36.23	56449.09	
cpd10253	Percotol	46.37	56448.79	
cpd10254	11alpha-Hydroxy-17alpha-methyltestosterone	44.57	56448.71	
cpd10255	9-Hydroxybenzo[a]pyrene	157.57	47805.2	
cpd10256	8-Hydroxybenzo[a]pyrene	157.57	47805.2	
cpd10257	7-Hydroxybenzo[a]pyrene	157.57	47805.2	
cpd10258	5-Hydroxybenzo[a]pyrene	157.57	47805.2	
cpd10259	4-Hydroxybenzo[a]pyrene	157.57	47805.2	
cpd10260	2,4,6-Triphenyl-1-hexene	363.46	2.03	
cpd10261	2,4-Diphenyl-1-butene	245.26	1.36	
cpd10262	12-Hydroxybenzo[a]pyrene	157.57	47805.2	
cpd10263	11-Hydroxybenzo[a]pyrene	157.57	47805.2	
cpd10264	10-Hydroxybenzo[a]pyrene	157.57	47805.2	
cpd10265	Diethyl adipate	33.42	0.97	
cpd10266	Acetyleugenol	69.18	1.31	
cpd10267	Sumiherb	221.18	23902.94	
cpd10269	Dimethyl adipate	-8.95	0.91	
cpd10270	Dimepiperate	246.97	2.29	
cpd10271	2-Ethyltoluene	147.84	0.75	
cpd10272	PCB 126	89.91	0.74	
cpd10273	Chlorobenzilate	84.09	1.03	
cpd10274	Di-n-heptyl phthalate	234.2	1.53	
cpd10275	6-Hydroxybenzo[a]pyrene	157.57	47805.2	
cpd10276	Diisooctyl phthalate	277.69	1.63	
cpd10277	Diisodecyl phthalate	362.43	1.89	
cpd10278	Meobal	164.53	23901.66	
cpd10279	Karphos	155.81	23900.57	
cpd10280	1,3-Diphenylpropane	224.71	1.27	
cpd10281	2,4-Dimethylphenol	77.37	0.8	
cpd10282	p-Diethylbenzene	169.02	0.78	
cpd10283	Chlorobenside	161.1	1.34	
cpd10284	4-Chlorochalcone	160.36	1.22	
cpd10285	6alpha-Methylprogesterone	118.7	56448.75	
cpd10286	11alpha-Hydroxyandrosta-1,4-diene-3,17-dione	0.34	56448.67	
cpd10287	7alpha-Methyltestosterone	85.89	56448.63	
cpd10288	4,4'-Dinitrodibenzyl	176.81	47803.28	
cpd10289	6-Dehydroestradiol	59.37	32838.45	
cpd10290	Pyridarone	165.12	23901.87	
cpd10291	Methylnitronitrosoguanidine	48.68	23900.57	
cpd10292	Epimestrol	48.78	32838.44	
cpd10293	Tetrahydro-11-deoxycortisol	46.37	56449.3	
cpd10294	NMH	48.69	23900.57	
cpd10295	Ethamoxytriphetol	315.08	23903.8	
cpd10297	17alpha-Hydroxy-11-ketopregnanolone	27.71	56449.21	
cpd10299	16alpha-Hydroxytestosterone	25.19	56448.55	
cpd10300	Methyl methoxyacetate	-27.44	0.66	
cpd10301	3-Hydroxyaminophenol	52.89	23902.2	
cpd10302	19-Nortestosterone cyclopentylpropionate	97.98	44493.76	
cpd10303	Aminohydroquinone	1.27	1.51	
cpd10304	Metholone	96.93	56449.17	
cpd10305	11beta-Hydroxyandrosterone	36.23	56449.09	
cpd10306	Testosterone decanoate	222.57	56448.95	
cpd10307	6alpha-Hydroxypregnanolone	84.48	56449.17	
cpd10308	17alpha-Hydroxypregnanolone	83.68	56449.33	
cpd10310	1-Chloro-2-(chlorophenylmethyl)benzene	155.01	1.13	
cpd10311	Rubrophen	43.14	3.23	
cpd10312	Allenolic acid	30.66	1.54	
cpd10313	6-Amylmercaptopurine	222.43	1.41	
cpd10314	17beta-Hydroxy-17-methylandrost-4-ene-3,11-dione	29.13	56448.73	
cpd10315	9alpha-Fluoro-17alpha-methyl-5beta-androstane-3alpha,11beta,17-triol	103.44	78865.84	
cpd10316	Grasan Chrysoidine	62.13	28650.04	
cpd10317	Fluprednisolone	-48.75	61300.25	
cpd10318	o-Chloroacetanilide	67.29	0.61	
cpd10319	2-Acetamido-6H-dibenzo[b,d]pyran-6-one	127.65	23903.31	
cpd10320	9-Fluoro-17-methyl-11-oxotestosterone	61.51	78865.54	
cpd10321	(E)-Methoxy-4'-nitrostilbene	163.07	23901.88	
cpd10322	6-(Ethylthio)purine	158.87	1.38	
cpd10323	Androstane-3,17-diol dipropionate	109.29	56449.47	
cpd10324	9alpha-Fluoro-6alpha-methylprednisolone 21-acetate	7.67	78865.77	
cpd10325	CB 1414	36.46	28650.28	
cpd10326	14-Hydroxytestosterone	66.73	52841.12	
cpd10328	Fluorometholone 17-acetate	50.29	78865.86	
cpd10329	9alpha-Fluoro-11beta-hydroxy-6alpha-methylpregn-4-ene-3,20-dione	110.56	78865.44	
cpd10330	Cetadiol	81.16	56448.67	
cpd10331	SKI22936	62.73	56448.68	
cpd10332	7-Hydroxy-2-acetamidofluorene	101.87	3.21	
cpd10333	Methandriol dipropionate	120.74	56449.13	
cpd10334	16alpha,17alpha-Epoxypregnenolone acetate	13.3	80930.48	
cpd10335	U-6013	-12.5	78865.73	
cpd10337	9alpha-Fluoro-16alpha-hydroxyhydrocortisone	-28.77	78865.42	
cpd10338	2-Indanone oxime	53.78	27866.61	
cpd10339	Estradiol cypionate	163.7	32839.84	
cpd10340	Cholesteryl oleate	616.6	56449.8	
cpd10341	Melengestrol acetate	62.1	56449.19	
cpd10342	Medrysone	78.17	56448.65	
cpd10343	4-Bromophenylthiourea	68.17	23900.57	
cpd10344	Estradiol-17-phenylpropionate	149.93	32838.61	
cpd10345	11-Dehydroprogesterone	89.12	56448.8	
cpd10346	Braxoron	74.95	78865.48	
cpd10347	6alpha-Chloro-17-acetoxyprogesterone	28.96	61300.57	
cpd10349	6-Dehydroestrone	43.93	32838.44	
cpd10350	16,17-Epoxydeoxycorticosterone acetate	-41.65	80930.42	
cpd10352	Descinolone acetonide	35.34	103019.85	
cpd10353	12alpha-Hydroxyprogesterone	58.0	56448.64	
cpd10354	17,17-Dimethyl-18-norandrosta-4,13-dien-3-one	70.92	44493.46	
cpd10355	3-Hydroxy-2-acetamidofluorene	101.87	3.21	
cpd10356	2,3-Diphenylindone	219.36	2.57	
cpd10357	Pregnenolone acetate	101.33	56448.86	
cpd10358	Carbestrol	132.08	1.68	
cpd10359	17alpha-Ethyl-17beta-estradiol 3-methyl ether	129.87	32838.64	
cpd10360	(E)-4-Nitrostilbene	189.15	23902.1	
cpd10361	Testosterone isocaproate	138.38	56448.87	
cpd10362	11beta,16alpha,17alpha,21-Tetrahydroxy-9alpha-fluoropregn-4-ene- 3,20-dione 16,17-acetonide	7.45	103019.87	
cpd10364	4-Methoxydibenzyl	177.44	1.46	
cpd10365	Testosterone phenylpropionate	149.53	56448.76	
cpd10366	Cortancyl	-60.33	56448.91	
cpd10367	11beta-Hydroxy-12alpha-bromoprogesterone	45.24	61300.27	
cpd10369	11-Ketoandrosterone	20.78	56449.1	
cpd10370	p-Chlorobenzhydrol	129.73	1.02	
cpd10371	7-Dehydrocholesterol benzoate	321.69	56449.44	
cpd10372	16alpha,17alpha-Dihydroxyprogesterone acetophenide	106.98	80931.43	
cpd10373	Corticosterone 21-acetate	5.84	56448.68	
cpd10374	4-Chloroprogesterone	79.82	61300.39	
cpd10375	delta1-Progesterone	89.12	56448.8	
cpd10376	5-Hydroxy-2-acetamidofluorene	101.87	3.21	
cpd10377	p-Methoxystilbene	176.42	1.52	
cpd10378	5beta-Pregnane-3alpha,17alpha,20alpha-triol	94.4	56449.34	
cpd10379	16alpha,17alpha-Epoxyprogesterone	10.5	80930.39	
cpd10380	3-Methoxyestra-2,5(10)-dien-17beta-ol	31.28	44492.5	
cpd10381	11beta-Hydroxy-17alpha-methyltestosterone	44.57	56448.71	
cpd10382	4,9(11)-Androstadien-17alpha-methyl-17beta-ol-3-one	74.06	56449.22	
cpd10383	Dibenzyl	203.53	1.24	
cpd10384	Dicyclohexylamine	254.65	3.68	
cpd10385	2-Ethoxyethanol	29.78	0.48	
cpd10386	2,2'-Dichlorethyl ether	33.15	0.88	
cpd10387	2,2'-Oxydiethanol	-7.53	0.5	
cpd10388	Tetraethylenepentamine	265.9	2.23	
cpd10389	Triethylamine	159.03	23901.67	
cpd10390	Chlorodibromomethane	-4.77	47803.07	
cpd10391	BHT	226.59	2.47	
cpd10392	Neozone	219.24	1.74	
cpd10393	Triglycollamic acid	-168.94	23901.63	
cpd10394	1-Nonanol	163.98	0.71	
cpd10395	p-Isoamylphenol	143.1	0.81	
cpd10396	p-Heptylphenol	184.91	0.92	
cpd10397	1-Hydroxychlordene	-60.27	120444.14	
cpd10398	Ethoxyflurane	20.02	71704.7	
cpd10399	Paraquat	218.08	2.42	
cpd10400	o-Dinitrobenzene	60.78	47803.02	
cpd10401	1,8-Dimethylnaphthalene	166.44	1.52	
cpd10402	Dimethylnitrosamine	58.43	23900.57	
cpd10403	1,1,1,2-Tetrachloroethane	0.88	0.7	
cpd10404	DES	97.38	23900.57	
cpd10405	Bromoform	-2.88	71704.51	
cpd10406	Bromodichloromethane	-7.23	23901.7	
cpd10407	tert-Butyl benzoate	98.55	1.29	
cpd10408	Isobutyl alcohol	58.61	0.36	
cpd10409	Nickel chloride	-0.19	23900.57	
cpd10410	2,5-DCA	71.33	0.66	
cpd10411	2,4-Dinitroaniline	73.12	47803.32	
cpd10412	m,p'-DDD	148.3	1.12	
cpd10413	Chloroxylenol	63.12	0.78	
cpd10414	2-Ethylhexyl-4-hydroxybenzoate	133.28	1.0	
cpd10415	15-Deoxy-PGJ2	228.56	2.16	
cpd10416	Heptylparaben	111.53	0.97	
cpd10417	Methallenestrilphenol	117.22	1.93	
cpd10418	4-Ethyl-7-hydroxy-3-(p-methoxyphenyl)coumarin	132.44	23902.6	
cpd10419	34a-Deoxy-rifamycin W	428.06	23900.57	
cpd10420	Rifamycin W-hemiacetal	408.59	23900.57	
cpd10421	Rifamycin Z	389.11	23900.57	
cpd10424	2,2',3,3',4',5,5'-heptachloro-4-biphenylol	-4.27	2.5	
cpd10425	27-O-Demethyl-rifamycin SV	437.7	23900.57	
cpd10426	2,2',3,3',4',5-Hexachloro-4-biphenylol	9.98	2.43	
cpd10428	2,2',3,4',5,5'-Hexachloro-4-biphenylol	9.98	2.43	
cpd10429	16alpha-Bromo-17beta-estradiol	53.35	40616.43	
cpd10430	5-OxoETE	271.89	1.85	
cpd10431	2',3',4',5'-Tetrachloro-3-biphenylol	54.88	0.79	
cpd10432	2',5'-Dichloro-3-biphenylol	83.37	0.86	
cpd10433	2',5'-Dichloro-2-biphenylol	83.37	0.86	
cpd10434	3,4',5-Trichloro-4-biphenylol	52.67	2.35	
cpd10435	Indanestrol	166.54	2.85	
cpd10436	alpha,alpha'-Diethyl-3,4,3',4'-stilbenetetraol	89.66	2.3	
cpd10437	alpha,alpha'-Diethyl-3,4,4'-stilbenetriol	138.94	1.93	
cpd10438	o-Cymen-5y-ol	120.3	0.91	
cpd10439	N-Nitrosodiphenylamine	97.38	23900.57	
cpd10440	Isophorone	114.89	1.64	
cpd10441	Dacthal	-77.03	1.24	
cpd10442	Zindoxifene	157.11	2.15	
cpd10443	Chlordimeform	118.1	15794.83	
cpd10444	2,2'-Bisphenol F	83.73	1.32	
cpd10445	20-HETE	283.65	1.78	
cpd10446	19(S)-HETE	282.61	1.76	
cpd10447	trans-Zearalenol	102.97	2.92	
cpd10448	beta-Zearalenol	102.97	2.92	
cpd10449	Zeranol	109.72	3.24	
cpd10450	Taleranol	109.72	3.24	
cpd10451	Zearalanone	94.28	3.28	
cpd10452	2-Chloro-4-biphenylol	97.61	0.98	
cpd10455	ICI 164384	359.0	32839.06	
cpd10456	4,4'-Oxydianiline	140.16	1.66	
cpd10458	trans,trans-1,4-Diphenyl-1,3-butadiene	243.86	1.5	
cpd10459	13(S)-HODE	242.27	1.37	
cpd10460	(E)-4-Stilbenol	153.22	1.25	
cpd10461	2-Thiophenesulfonamide	48.67	23900.57	
cpd10462	13-KODE	231.55	1.43	
cpd10463	9-KODE	231.55	1.43	
cpd10464	9(S)-HODE	242.28	1.37	
cpd10465	5,6-EET	276.54	1.93	
cpd10466	8,9-EET	276.54	1.93	
cpd10467	11,12-EET	276.53	1.93	
cpd10468	14,15-EET	276.53	1.93	
cpd10469	5,6-DHET	245.27	1.55	
cpd10470	8,9-DHET	245.27	1.55	
cpd10471	11,12-DHET	245.27	1.55	
cpd10472	14,15-DHET	245.27	1.55	
cpd10473	8(S)-HETE	282.61	1.76	
cpd10474	12(S)-HETE	282.6	1.76	
cpd10475	16(R)-HETE	282.61	1.76	
cpd10476	9(S)-HETE	282.61	1.76	
cpd10477	11(R)-HETE	282.61	1.76	
cpd10478	15H-11,12-EETA	238.18	1.86	
cpd10479	11,12,15-THETA	206.91	1.48	
cpd10480	1,2-Naphthoquinone	33.34	2.3	
cpd10481	1,2-Dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene	97.38	23900.57	
cpd10482	Naphthalene-1,4-diol	28.72	1.85	
cpd10483	(1R,2S)-Naphthalene epoxide	12.1	15011.77	
cpd10484	(1S,2R)-Naphthalene epoxide	12.1	15011.77	
cpd10485	1-Nitrosonaphthalene	68.17	23900.57	
cpd10486	1-Naphthylhydroxylamine	141.96	23902.44	
cpd10487	1-Naphthylamine	139.61	1.54	
cpd10488	(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene	27.27	2.6	
cpd10489	(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene	27.27	2.6	
cpd10490	(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene	27.27	2.6	
cpd10491	2,3-Dinor-8-iso PGF2alpha	143.32	1.97	
cpd10492	2,3-Dinor-8-iso PGF1alpha	144.34	1.93	
cpd10493	(1R)-Hydroxy-(2R)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene	61.46	2.49	
cpd10494	(1R)-N-Acetyl-L-cysteinyl-(2R)-hydroxy-1,2-dihydronaphthalene	61.46	2.49	
cpd10495	(1S)-Hydroxy-(2S)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene	61.46	2.49	
cpd10496	(1R,2R)-3-[(1,2-Dihydro-2-hydroxy-1-naphthalenyl)thio]-2- oxopropanoic acid	16.18	2.47	
cpd10497	1-Nitronaphthalene-5,6-oxide	68.17	23900.57	
cpd10498	1,2-Dihydro-5-nitro-1,2-naphthalenediol	50.86	23903.52	
cpd10499	1-Nitronaphthalene-7,8-oxide	68.17	23900.57	
cpd10500	1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene	13.92	23903.8	
cpd10501	1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene	13.92	23903.8	
cpd10502	1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	13.92	23903.8	
cpd10503	1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene	13.92	23903.8	
cpd10504	12-KETE	271.88	1.85	
cpd10508	Trioxilin B3	206.91	1.48	
cpd10509	12(R)-HPETE	301.69	23900.57	
cpd10510	11H-14,15-EETA	238.18	1.86	
cpd10511	11,14,15-THETA	206.91	1.48	
cpd10512	5,6-Epoxytetraene	237.16	2.01	
cpd10513	Sch 59884	456.82	23900.57	
cpd10515	Fe+2	-19.62	0.7	
cpd10516	Fe+3	-2.84	0.7	
cpd10518	9(S)-HPETE	301.69	23900.57	
cpd10519	12(R)-HETE	282.6	1.76	
cpd10520	8(S)-HPETE	301.69	23900.57	
cpd10521	8(R)-HETE	282.61	1.76	
cpd10522	9(10)-EpOME	236.2	1.63	
cpd10523	12(13)-EpOME	10000000.0	10000000.0	
cpd10524	9(S)-HPOD	301.69	23900.57	
cpd10525	9,10-DHOA	204.94	1.24	
cpd10526	12,13-DHOA	204.94	1.24	
cpd10527	GDP-4-keto-6-L-deoxygalactose	-497.21	16172.58	
cpd10528	8(R)-HPODE	301.69	23900.57	
cpd10529	12,13-Epoxy-9-hydroxy-10-octadecenoate	197.85	1.55	
cpd10530	9,12,13-TriHOME	166.58	1.16	
cpd10531	(11E)-9,10-Epoxyoctadecenoic acid	197.85	1.55	
cpd10532	9,10,13-TriHOME	166.58	1.16	
cpd10533	9,10-12,13-Diepoxyoctadecanoate	191.78	2.12	
cpd10534	9,10-Dihydroxy-12,13-epoxyoctadecanoate	160.51	1.47	
cpd10535	Y 23684	126.6	23900.57	
cpd10536	Bromobenzene-3,4-oxide	-47.32	28224.7	
cpd10537	Bromobenzene-2,3-oxide	-47.32	28224.7	
cpd10538	2-Bromophenol	30.63	1.14	
cpd10539	Bromobenzene-2,3-dihydrodiol	4.8	23902.84	
cpd10540	4-Bromocatechol	-18.6	1.46	
cpd10541	Bromobenzene-3,4-dihydrodiol	4.8	23902.84	
cpd10543	4-Bromo-1,2-benzoquinone	-26.09	23902.88	
cpd10544	3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene	-32.15	23903.25	
cpd10545	2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene	-32.15	23903.25	
cpd10546	Benzo[a]pyrene-9,10-oxide	116.86	23900.57	
cpd10547	Benzo[a]pyrene-7,8-oxide	116.86	23900.57	
cpd10548	Benzo[a]pyrene-4,5-oxide	116.86	23900.57	
cpd10549	Benzo[a]pyrene-7,8-diol	143.79	47805.45	
cpd10550	Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide	136.33	23900.57	
cpd10551	9-Hydroxybenzo[a]pyrene-4,5-oxide	116.86	23900.57	
cpd10552	4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene	101.61	47805.31	
cpd10553	7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene	106.84	47805.55	
cpd10554	2,2-Dichlorooxirane	-13.04	1.13	
cpd10555	2,2-Dichloroacetaldehyde	-21.84	0.65	
cpd10556	Chloroacetyl chloride	19.48	23900.57	
cpd10557	2,2-Dichloro-1,1-ethanediol	38.95	23900.57	
cpd10558	S-(2,2-Dichloro-1-hydroxy)ethyl glutathione	-89.11	1.41	
cpd10559	2-S-Glutathionyl acetate	-133.16	1.29	
cpd10560	2-(S-Glutathionyl)acetyl glutathione	-157.8	2.42	
cpd10561	S-(2-Chloroacetyl)glutathione	-97.93	1.29	
cpd10562	2-(S-Glutathionyl)acetyl chloride	165.34	23900.57	
cpd10563	Chloral	-28.47	0.65	
cpd10564	Dichloroacetyl chloride	9.74	23900.57	
cpd10565	DCVG	-50.09	23902.31	
cpd10566	Urochloralic acid	-153.83	0.75	
cpd10567	2-Bromoacetaldehyde	-6.31	23901.52	
cpd10568	S-(Formylmethyl)glutathione	-71.03	1.3	
cpd10569	Thiodiacetic acid	-116.35	1.01	
cpd10570	Thiodiacetic acid sulfoxide	38.18	23900.57	
cpd10571	Glutathione episulfonium ion	-39.25	23901.96	
cpd10572	S-(2-Hydroxyethyl)glutathione	-60.79	1.26	
cpd10573	S-(2-Hydroxyethyl)-N-acetyl-L-cysteine	-26.6	1.0	
cpd10574	S-[2-(N7-Guanyl)ethyl]-N-acetyl-L-cysteine	14.0	16172.7	
cpd10575	6alpha,17-Dimethyl-5alpha-androstane-3beta,17beta-diol	131.75	56449.3	
cpd10576	17-Methyl-3-(2,4-cyclopentadien-1-ylidene)-5alpha-androstane-17beta- ol	200.0	56450.14	
cpd10577	16alpha,17-Dihydroxypregn-4-ene-3,20-dione cyclic acetal with 2-furyl methyl ketone	73.52	84386.58	
cpd10578	17-Hydroxy-3-oxo-19-nor-5alpha,17alpha-pregnane-21-carboxylic acid, gamma-lactone	15.04	60774.21	
cpd10579	2alpha-Methyl-5alpha-androstane-3alpha,17beta-diol	112.37	56449.18	
cpd10580	9-Fluoro-17alpha-methyl-5alpha-androstane-3beta,11beta,17-triol	103.44	78865.84	
cpd10581	cis-1,3,4,6,7,11b-Hexahydro-9-methoxy-2H-benzo[a]quinolizine-3- carboxylic acid ethyl ester	116.48	25054.01	
cpd10582	9-Fluoro-11beta-hydroxy-16beta-methylandrosta-1,4-diene-3,17-dione	52.9	78865.53	
cpd10583	16beta-Fluoroandrost-4-ene-3,17-dione	37.51	61300.27	
cpd10584	11alpha,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one	35.16	56448.83	
cpd10585	(+)-Methallenestrilphenol	117.22	1.93	
cpd10586	5alpha-Androstane-2beta-fluoro-17beta-ol-3-one acetate	51.35	61300.86	
cpd10587	6beta-Methyltestosterone	85.89	56448.63	
cpd10588	7alpha-Hydroxy-17alpha-methyltestosterone	44.57	56448.71	
cpd10589	17-Allylestra-1,3,5(10)-triene-3,17beta-diol	127.44	32838.69	
cpd10591	3',6'-Dihydroxy-2',4,4'-trimethoxy-chalcone	-2.37	2.97	
cpd10592	1-(2-Hydroxy-3,4,5,6-tetramethoxyphenyl)-3-(2,3,4,6- tetramethoxyphenyl)-2-propen-1-one	-83.37	6.89	
cpd10593	1-Methyl-6-(1,2,3,4-tetrahydro-6-methoxy-2-naphthyl)-2(1H)-pyridone	180.84	2.24	
cpd10594	p-(3,4-Dihydro-6-methoxy-2-naphthyl)phenol	147.62	2.4	
cpd10595	4,4a,5,6,7,8-Hexahydro-6-(p-hydroxyphenyl)-2(3H)-naphthalenone	62.0	15012.21	
cpd10596	3-keto-L-gulonate-6-phosphate	-385.71	0.33	
cpd10597	6-(1,2,3,4-Tetrahydro-6-methoxy-2-naphthyl)-2(1H)-pyridone	148.55	2.15	
cpd10598	1-Methyl-6-(1,2,3,4-tetrahydro-6-hydroxy-2-naphthyl)-2(1H)-pyridone	157.64	2.54	
cpd10599	6-(1,2,3,4-Tetrahydro-6-hydroxy-2-naphthyl)-2(1H)-pyridone	125.36	2.46	
cpd10602	2-Chloro-beta-(4-chlorophenyl)phenethyl alcohol	138.28	0.89	
cpd10603	(5alpha,17beta)-3-Methyl-androst-2-en-17-ol	137.54	56449.29	
cpd10604	7alpha,17beta-Dihydroxyandrosta-1,4-dien-3-one	15.78	56448.66	
cpd10606	9alpha-Hydroxyandrosta-1,4-diene-3,17-dione	41.88	52841.27	
cpd10607	4,4-Difluoro-17beta-hydroxy-17alpha-methyl-androst-5-en-3-one	61.89	73970.23	
cpd10608	17beta-Hydroxy-2-oxa-5alpha-androstan-3-one	27.68	56449.06	
cpd10609	1,2,4,5-Tetrahydrotestolactone	34.94	56449.31	
cpd10610	17beta-Hydroxy-4-oxa-5alpha-androstan-3-one acetate	15.03	56449.15	
cpd10611	3beta-Chloro-N,N-bis(2-chloroethyl)-androst-5-en-17beta-amine	218.46	61300.62	
cpd10612	3-(2,4-Cyclopentadien-1-ylidene)-5alpha-androstan-17beta-ol	180.63	56450.02	
cpd10613	Nirvanol	92.08	1.26	
cpd10615	9-Bromo-16alpha-methyl-pregn-4-ene-3,11,20-trione	95.12	78865.48	
cpd10616	17beta-Hydroxy-2alpha-(methoxymethyl)-17-methyl-5alpha-androstan-3- one	109.21	56449.28	
cpd10617	N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)acetamide	127.65	23903.31	
cpd10618	3-Oxo-N-phenyl-N-(phenylmethyl)butanamide	172.92	2.01	
cpd10619	15beta-Hydroxy-7alpha-mercapto-pregn-4-ene-3,20-dione 7-acetate	49.12	56448.78	
cpd10620	12alpha-(Chloromethyl)-12-hydroxy-pregn-4-ene-3,20-dione	60.41	56448.77	
cpd10621	3beta,21-Dihydroxy-pregna-5,7,9(11)-trien-20-one diacetate	27.1	56450.43	
cpd10622	17beta-Hydroxy-2-methylandrost-1,4-dien-3-one	70.53	56448.69	
cpd10623	2-Morpholinomethylestrone	131.89	32839.09	
cpd10624	N-(6-Oxo-6H-dibenzo[b,d]pyran-2-yl)methanesulfonamide	171.49	33803.37	
cpd10625	17-[[3-(1-Pyrrolidinyl)propyl]imino]androst-5-en-3beta-ol acetate	183.83	57683.61	
cpd10626	17beta-Hydroxy-16alpha-methoxy-androst-4-en-3-one	57.61	56448.63	
cpd10627	3-Methoxy-androsta-3,5-diene-7,17-dione	26.81	56448.7	
cpd10628	16-Butyl-3-methoxy-estra-1,3,5(10)-triene-16beta,17beta-diol	131.72	32838.58	
cpd10629	11beta-Hydroxy-5alpha-androstan-17-one	76.75	56449.21	
cpd10630	17-Propyl-5alpha-androst-2-en-17beta-ol	185.06	56449.32	
cpd10631	16-Propyl-3-methoxy-estra-1,3,5(10)-triene-16beta,17beta-diol	110.53	32838.57	
