# eQuilibrator estimates as stored in ModelSEED before the 2026-08 regeneration
# units: kcal/mol   source key: thermodynamics['eQuilibrator']
# provenance: Scripts/Thermodynamics/Retrieve_eQuilibrator_Reactions_Energies.py (MetaNetX InChIKey ladder)
id	name	deltag_kcal_per_mol	deltagerr_kcal_per_mol	reversibility
cpd43056	3,5,7,9,11-pentaoxododecanoyl-[ACP]	10000000.0	10000000.0	
cpd43057	(3E,5E,7S)-5,7-dimethyl-2-oxonona-3,5-dienyl-[ACP]	10000000.0	10000000.0	
cpd43058	(2E,4E,6E)-octa-2,4,6-trienyl-[ACP]	10000000.0	10000000.0	
cpd43059	N-[(4E,6E,10S,12Z,14E)-6,10-dimethyl-3-oxohexadeca-4,6,12,14-tetraenoyl]-L-tyrosyl-[ACP]	10000000.0	10000000.0	
cpd43060	uridylyl-L-seryl-[protein]	10000000.0	10000000.0	
cpd43061	uridylyl-L-threonyl-[protein]	10000000.0	10000000.0	
cpd43062	salicyl-[non-ribosomal peptide synthase]	10000000.0	10000000.0	
cpd43063	a long-chain fatty acyl-[(phenol)carboxyphthiodiolenone synthase]	10000000.0	10000000.0	
cpd43064	3-O-(alpha-D-glucosyl)-L-threonyl-[protein]	10000000.0	10000000.0	
cpd43065	3-O-(N-acetyl-alpha-D-glucosaminyl)-L-threonyl-[protein]	10000000.0	10000000.0	
cpd43066	3-O-[alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc]-L-Ser-[protein]	10000000.0	10000000.0	
cpd43067	3-O-{alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-alpha-D-GalNAc}-L-Ser-[protein]	10000000.0	10000000.0	
cpd43068	3-O-[alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc]-L-Thr-[protein]	10000000.0	10000000.0	
cpd43069	3-O-{alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->3)-[alpha-Neu5Ac-(2->6)]-alpha-D-GalNAc}-L-Thr-[protein]	10000000.0	10000000.0	
cpd43070	a 3-oxo-ultra-long-chain mono-unsaturated fatty acyl-[ACP]	10000000.0	10000000.0	
cpd43071	a 3-oxo-ultra-long-chain di-unsaturated fatty acyl-[ACP]	10000000.0	10000000.0	
cpd43072	an ultra-long-chain di-unsaturated fatty acyl-[ACP]	10000000.0	10000000.0	
cpd43073	an ultra-long-chain mono-unsaturated fatty acyl-[ACP]	10000000.0	10000000.0	
cpd43074	O-acetyl-L-threonyl-[protein]	10000000.0	10000000.0	
cpd43075	a 5'-end (N(2),N(2),N(7)-trimethyl 5'-triphosphoguanosine)-purine ribonucleoside in mRNA	10000000.0	10000000.0	
cpd43076	a 5'-end (N(2),N(2),N(7)-trimethyl 5'-triphosphoguanosine)-guanosine in mRNA	10000000.0	10000000.0	
cpd43077	a 5'-end (N(2),N(2),N(7)-trimethyl 5'-triphosphoguanosine)-adenosine in mRNA	10000000.0	10000000.0	
cpd43078	a 5'-end (5'-triphosphoguanosine)-adenylyl-adenylyl-cytidylyl-adenosine in mRNA	10000000.0	10000000.0	
cpd43079	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyladenylyl)-adenylyl-cytidylyl-adenosine in mRNA	10000000.0	10000000.0	
cpd43080	a 5'-end triphospho-adenylyl-adenylyl-cytidylyl-adenosine in mRNA	10000000.0	10000000.0	
cpd43081	a 5'-end (5'-triphosphoguanosine)-(2'-O-methyladenylyl)-adenylyl-cytidylyl-adenosine in mRNA	10000000.0	10000000.0	
cpd43082	[mycofactocin precursor peptide]-C-terminal glycyl-L-valyl-L-tyrosine	10000000.0	10000000.0	
cpd43083	[mycofactocin precursor peptide]-C-terminal glycyl-N-{[2-(4-hydroxyphenyl)ethenyl]-3-methylbutanamide}	10000000.0	10000000.0	
cpd43084	[mycofactocin precursor peptide]-C-terminal glycyl-N-{5-[(4-hydroxyphenyl)methyl]-4,4-dimethyl-2-oxopyrrolidin-3-yl}acetamide	10000000.0	10000000.0	
cpd43085	[mycofactocin precursor peptide]-C-terminal glycine	10000000.0	10000000.0	
cpd43086	N(6)-(pyridoxal phosphate)-L-lysyl-[4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase]	10000000.0	10000000.0	
cpd43087	L-lysyl-[4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase]	10000000.0	10000000.0	
cpd43088	L-histidyl-[4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase]	10000000.0	10000000.0	
cpd43089	(2S)-2-amino-5-hydroxy-4-oxopentanoyl-[4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase]	10000000.0	10000000.0	
cpd43090	a 5'-end L-tyrosylphosphate-2'-deoxynucleoside-DNA	10000000.0	10000000.0	
cpd43091	a 3'-end 2'-deoxyribonucleotide-(2,3-dehydro-2,3-deoxyribose 5'-phosphate)-DNA	10000000.0	10000000.0	
cpd43092	a 3'-end 2'-deoxyribonucleotide-3'-(L-tyrosyl phosphate)-DNA	10000000.0	10000000.0	
cpd43093	dec-9-enoyl-[ACP]	10000000.0	10000000.0	
cpd43094	dec-9-ynoyl-[ACP]	10000000.0	10000000.0	
cpd43095	Co(II)-[methylamine-specific corrinoid protein]	10000000.0	10000000.0	
cpd43096	Co(II)-[dimethylamine-specific corrinoid protein]	10000000.0	10000000.0	
cpd43097	Co(II)-[trimethylamine-specific corrinoid protein]	10000000.0	10000000.0	
cpd43098	a N(6)-methylcarbamoyl-2'-deoxyadenosine in DNA	10000000.0	10000000.0	
cpd43099	Co(I)-[glycine betaine-specific corrinoid protein]	10000000.0	10000000.0	
cpd43100	methyl-Co(III)-[glycine betaine-specific corrinoid protein]	10000000.0	10000000.0	
cpd43101	L-methionyl-[collagen]	10000000.0	10000000.0	
cpd43102	[collagen]-(5R)-5-hydroxy-L-lysyl-N-S-L-methionyl-[collagen]	10000000.0	10000000.0	
cpd43103	[collagen]-L-lysyl-N-S-L-methionyl-[collagen]	10000000.0	10000000.0	
cpd43104	L-arginyl-[methyl-coenzyme M reductase]	10000000.0	10000000.0	
cpd43105	(5S)-C-methyl-L-arginyl-[methyl-coenzyme M reductase]	10000000.0	10000000.0	
cpd43106	[protein]-with a C-terminal TM segment	10000000.0	10000000.0	
cpd43107	cob(I)inamide-[corrinoid adenosyltransferase]	10000000.0	10000000.0	
cpd43108	O-[5'-(adenylyl-(5'->3')-adenylyl)]-L-tyrosyl-[protein]	10000000.0	10000000.0	
cpd43109	O-[5'-(adenylyl-(5'->3')-adenylyl-(5'->3')-adenylyl)]-L-tyrosyl-[protein]	10000000.0	10000000.0	
cpd43110	N(6)-[(2E)-4-hydroxy-3-methylbut-2-en-1-yl]-2-(methylsulfanyl)adenosine(37) in tRNA	10000000.0	10000000.0	
cpd43111	5-serotonyl-L-glutamyl-[protein]	10000000.0	10000000.0	
cpd43112	5-dopaminyl-L-glutamyl-[protein]	10000000.0	10000000.0	
cpd43113	5-(R)-noradrenalinyl-L-glutamyl-[protein]	10000000.0	10000000.0	
cpd43114	5-histaminyl-L-glutamyl-[protein]	10000000.0	10000000.0	
cpd43115	a cytidine in 26S rRNA	10000000.0	10000000.0	
cpd43116	a 5-methylcytidine in 26S rRNA	10000000.0	10000000.0	
cpd43117	2'-deoxyribonucleotide-(2'-deoxyribose 5'-phosphate)-2'-deoxyribonucleotide-DNA	10000000.0	10000000.0	
cpd43118	a 2'-deoxycytidine in double-stranded DNA	10000000.0	10000000.0	
cpd43119	a 2'-deoxyuridine in double-stranded DNA	10000000.0	10000000.0	
cpd43120	(tRNA)-3'-end (ribonucleoside 5'-phosphate)-(guanosyl 5'-phosphate)-(cytosyl 5'-phosphate)-(cytosyl 5'-phosphate)-(adenosine 5'-phosphate)	10000000.0	10000000.0	
cpd43121	tRNA 3'-end (ribonucleotide 3'-phosphate)	10000000.0	10000000.0	
cpd43122	(2S,4S,5S)-2-amino-6-(3,4-dihydroxyphenyl)-4-hydroxy-5-(methylamino)hexanoyl-[peptidyl-carrier protein]	10000000.0	10000000.0	
cpd43123	(2S,4S)-2-amino-4-[(3S)-7,8-dihydroxy-1,2,3,4-tetrahydroisoquinolin-3-yl]-4-hydroxybutanoyl-[peptidyl-carrier protein]	10000000.0	10000000.0	
cpd43124	N(omega)-(N-acetyl-beta-D-glucosaminyl)-L-arginyl-[protein]	10000000.0	10000000.0	
cpd43125	L-cysteinyl-[GAPDH]	10000000.0	10000000.0	
cpd43126	S-nitroso-L-cysteinyl-[GAPDH]	10000000.0	10000000.0	
cpd43127	S-nitroso-L-cysteinyl-[protein]	10000000.0	10000000.0	
cpd43128	N(omega)-(alpha-L-rhamnosyl)-L-arginyl-[protein]	10000000.0	10000000.0	
cpd43129	(4S)-4-methyl-3-oxohexanoyl-[ACP]	10000000.0	10000000.0	
cpd43130	a 5'-end triphospho-ribonucleoside in mRNA	10000000.0	10000000.0	
cpd43131	a 5'-end diphospho-ribonucleoside in mRNA	10000000.0	10000000.0	
cpd43132	a 5'-end (5'-triphosphoguanosine)-(ribonucleoside) in mRNA	10000000.0	10000000.0	
cpd43133	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-ribonucleoside in mRNA	10000000.0	10000000.0	
cpd43134	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyl-ribonucleoside) in mRNA	10000000.0	10000000.0	
cpd43135	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyl-ribonucleoside)-(ribonucleotide) in mRNA	10000000.0	10000000.0	
cpd43136	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyl-ribonucleoside)-(2'-O-methyl-ribonucleotide) in mRNA	10000000.0	10000000.0	
cpd43137	a 5'-end (N(2),N(2),N(7)-trimethyl 5'-triphosphoguanosine)-(ribonucleoside) in mRNA	10000000.0	10000000.0	
cpd43138	N(pros)-methyl-L-histidyl-[protein]	10000000.0	10000000.0	
cpd43139	L-lysyl(37)-[histone H3]	10000000.0	10000000.0	
cpd43140	N(6)-methyl-L-lysyl(37)-[histone H3]	10000000.0	10000000.0	
cpd43141	N(6),N(6)-dimethyl-L-lysyl(37)-[histone H3]	10000000.0	10000000.0	
cpd43142	N(6),N(6),N(6)-trimethyl-L-lysyl(37)-[histone H3]	10000000.0	10000000.0	
cpd43143	S-hydroxy-L-cysteinyl-[protein]	10000000.0	10000000.0	
cpd43144	L-cysteinyl-[NO transferase protein]	10000000.0	10000000.0	
cpd43145	S-nitroso-L-cysteinyl-[NO transferase protein]	10000000.0	10000000.0	
cpd43146	glycyl-L-glutamyl-[protein]	10000000.0	10000000.0	
cpd43147	a 5'-end FAD-phospho-ribonucleoside in mRNA	10000000.0	10000000.0	
cpd43148	a 5'-end CoA-ribonucleoside in mRNA	10000000.0	10000000.0	
cpd43149	a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-ribonucleoside-ribonucleotide in mRNA	10000000.0	10000000.0	
cpd43150	a 5'-end (N(2),N(7)-dimethyl 5'-triphosphoguanosine)-ribonucleoside in mRNA	10000000.0	10000000.0	
cpd43151	[protein]-C-terminal L-amino acid-glycyl-phosphatidylethanolamide	10000000.0	10000000.0	
cpd43152	[protein]-C-terminal L-amino acid-glycine	10000000.0	10000000.0	
cpd43153	[protein]-C-terminal L-amino acid-glycyl-phosphatidylserine	10000000.0	10000000.0	
cpd43154	oxidized [2Fe-2S]-[protein]	10000000.0	10000000.0	
cpd43155	reduced [2Fe-2S]-[protein]	10000000.0	10000000.0	
cpd43156	uridylyl-uridylyl-ribonucleotide-RNA	10000000.0	10000000.0	
cpd43157	a 3'-end uridylyl-2',3'-cyclophospho-uridine-RNA	10000000.0	10000000.0	
cpd43158	[protein]-C-terminal <stereo>L-</stereo>-amino acid	10000000.0	10000000.0	
cpd43159	a 3'-end 2'-phospho-ribonucleotide-RNA	10000000.0	10000000.0	
cpd43160	ribonucleotidyl-uridine-RNA	10000000.0	10000000.0	
cpd43161	a ribonucleotidyl-ribonucleotide-RNA	10000000.0	10000000.0	
cpd43162	a 5'-end dephospho-uridine-RNA	10000000.0	10000000.0	
cpd43163	N(6)-methyl-L-lysyl(8)-[histone H2AZ]	10000000.0	10000000.0	
cpd43164	L-lysyl(8)-[histone H2AZ]	10000000.0	10000000.0	
cpd43165	3-O-{6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein]	10000000.0	10000000.0	
cpd43166	3-O-{N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein]	10000000.0	10000000.0	
cpd43167	3-O-{beta-D-galactosyl-(1->3)-[6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein]	10000000.0	10000000.0	
cpd43168	3-O-{6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein]	10000000.0	10000000.0	
cpd43169	3-O-{N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein]	10000000.0	10000000.0	
cpd43170	3-O-{beta-D-galactosyl-(1->3)-[6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein]	10000000.0	10000000.0	
cpd43171	a 3'-end uridylyl-uridine-RNA	10000000.0	10000000.0	
cpd43172	a 3'-end 2',3'-cyclophospho-uridine-RNA	10000000.0	10000000.0	
cpd43173	a 3'-end uridylyl-adenosine-RNA	10000000.0	10000000.0	
cpd43174	3-oxo-6-carboxyhexanoyl-[ACP]	10000000.0	10000000.0	
cpd43175	a 3'-end 3'-phosphouridine-RNA	10000000.0	10000000.0	
cpd43176	3-O-{beta-D-galactosyl-(1->3)-[beta-D-galactosyl-(1->4)-6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein]	10000000.0	10000000.0	
cpd43177	3-O-{beta-D-galactosyl-(1->3)-[beta-D-galactosyl-(1->4)-6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein]	10000000.0	10000000.0	
cpd43178	[protein]-D-aspartate	10000000.0	10000000.0	
cpd43179	[protein]-D-aspartate methyl ester	10000000.0	10000000.0	
cpd43180	N(pros)-(5'-guanosyl-phosphono)-L-histidyl-[RNA ligase]	10000000.0	10000000.0	
cpd43181	a 3'-terminal ribonucleotide 3'-(5'-diphosphoguanosine)-RNA	10000000.0	10000000.0	
cpd43182	L-histidyl-[RNA ligase]	10000000.0	10000000.0	
cpd43183	a 3'-end ribonucleotide-RNA	10000000.0	10000000.0	
cpd43184	O-fatty acyl-L-seryl-[protein]	10000000.0	10000000.0	
cpd43185	O-butanoyl-L-seryl-[protein]	10000000.0	10000000.0	
cpd43186	O-pentanoyl-L-seryl-[protein]	10000000.0	10000000.0	
cpd43187	O-hexanoyl-L-seryl-[protein]	10000000.0	10000000.0	
cpd43188	O-heptanoyl-L-seryl-[protein]	10000000.0	10000000.0	
cpd43189	O-nonanoyl-L-seryl-[protein]	10000000.0	10000000.0	
cpd43190	O-dodecanoyl-L-seryl-[protein]	10000000.0	10000000.0	
cpd43191	O-tetradecanoyl-L-seryl-[protein]	10000000.0	10000000.0	
cpd43192	3-O-[Rib-ol-P-3-beta-D-GalNAc-(1->3)-beta-D-GlcNAc-(1->4)-(O-6-P-alpha-D-Man)]-Thr-[protein]	10000000.0	10000000.0	
cpd43193	3-O-[beta-D-GlcA-(1->3)-beta-D-Xyl-(1->4)-Rib-ol-P-Rib-ol-P-3-beta-D-GalNAc-(1->3)-beta-D-GlcNAc-(1->4)-(O-6-P-alpha-D-Man)]-Thr-[protein]	10000000.0	10000000.0	
cpd43194	3-O-[alpha-D-Xyl-(1->3)-beta-D-GlcA-(1->4)-beta-D-Xyl-(1->4)-Rib-ol-P-Rib-ol-P-3-beta-D-GalNAc-(1->3)-beta-D-GlcNAc-(1->4)-(O-6-P-alpha-D-Man)]-Thr-[protein]	10000000.0	10000000.0	
cpd43195	(2S,3R)-3-farnesyl-2,3-dihydro-2,N(alpha)-cyclo-L-tryptophyl-[protein]	10000000.0	10000000.0	
cpd43196	phycoerythrobilin-L-cysteinyl(82)-[C-phycoerythrin alpha-subunit]	10000000.0	10000000.0	
cpd43197	phycoerythrobilin-L-cysteinyl(48)/L-cysteinyl(59)-[C-phycoerythrin beta-subunit]	10000000.0	10000000.0	
cpd43198	apo-L-cysteinyl(48)/L-cysteinyl(59)-[C-phycoerythrin beta-subunit]	10000000.0	10000000.0	
cpd43199	apo-L-cysteinyl(82)-[C-phycoerythrin alpha-subunit]	10000000.0	10000000.0	
cpd43200	apo-[aryl-carrier protein]	10000000.0	10000000.0	
cpd43201	2,3-dihydroxybenzoyl-[aryl-carrier protein]	10000000.0	10000000.0	
cpd43202	Co(I)-[methanol-specific corrinoid protein]	10000000.0	10000000.0	
cpd43203	methyl-Co(III)-[methanol-specific corrinoid protein]	10000000.0	10000000.0	
cpd43204	glutathionyl-S-S-[glutaredoxin]	10000000.0	10000000.0	
cpd43205	3-bromo-L-tyrosyl-[protein]	10000000.0	10000000.0	
cpd43206	Co(I)-[quaternary-amine-specific corrinoid protein]	10000000.0	10000000.0	
cpd43207	methyl-Co(III)-[quaternary-amine-specific corrinoid protein]	10000000.0	10000000.0	
cpd43208	ADP-riboxanated L-argininyl-[protein]	10000000.0	10000000.0	
cpd43209	(R)-N6-(S8-glutaryldihydrolipoyl)-L-lysyl-[dihydrolipoyllysine-residue succinyltransferase]	10000000.0	10000000.0	
cpd43210	N-terminal L-methionyl-[tubulin]	10000000.0	10000000.0	
cpd43211	N-terminal N(alpha)-acetyl-L-methionyl-[tubulin]	10000000.0	10000000.0	
cpd43212	N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43213	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-{beta-D-GlcNAc-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43214	N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-{beta-D-GlcNAc-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43215	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-D-Fuc-(1->6)]-beta-D-GlcNAc}-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43216	N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-D-Fuc-(1->6)]-beta-D-GlcNAc}-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43217	N(4)-{beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43218	N(4)-{beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43219	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-{alpha-D-Man-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43220	N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-{alpha-D-Man-(1->6)}-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43221	N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43222	N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-asparaginyl-[protein]	10000000.0	10000000.0	
cpd43223	D-phenylalanyl-tRNA(Phe)	10000000.0	10000000.0	
cpd43224	a 5,6-dihydrouridine in RNA	10000000.0	10000000.0	
cpd43225	a 5,6-dihydrouridine in mRNA	10000000.0	10000000.0	
cpd43226	a uridine in 12S rRNA	10000000.0	10000000.0	
cpd43227	a 5-methyluridine in 12S rRNA	10000000.0	10000000.0	
cpd43228	a 5-methyluridine in mRNA	10000000.0	10000000.0	
cpd43229	a 5-methyluridine in RNA	10000000.0	10000000.0	
cpd43230	N(6)-methyl,N(6)-L-threonylcarbamoyladenosine(37) in tRNA	10000000.0	10000000.0	
cpd43231	an N(3)-methyl-2'-deoxycytidine in single-stranded DNA	10000000.0	10000000.0	
cpd43232	an N(1)-methyl-2'-deoxyadenosine in single-stranded DNA	10000000.0	10000000.0	
cpd43233	a 2'-deoxyadenosine in single-stranded DNA	10000000.0	10000000.0	
cpd43234	a 2'-deoxyadenosine in double-stranded DNA	10000000.0	10000000.0	
cpd43235	an N(1)-ethyl-2'-deoxyadenosine in single-stranded DNA	10000000.0	10000000.0	
cpd43236	a 1,N(6)-etheno-2'-deoxyadenosine in double-stranded DNA	10000000.0	10000000.0	
cpd43237	a 1,N(6)-etheno-2'-deoxyadenosine in single-stranded DNA	10000000.0	10000000.0	
cpd43238	a 3,N(4)-etheno-2'-deoxycytidine in double-stranded DNA	10000000.0	10000000.0	
cpd43239	a 3,N(4)-etheno-2'-deoxycytidine in single-stranded DNA	10000000.0	10000000.0	
cpd43240	a 1,N(2)-etheno-2'-deoxyguanosine in double-stranded DNA	10000000.0	10000000.0	
cpd43241	a 1,N(2)-etheno-2'-deoxyguanosine in single-stranded DNA	10000000.0	10000000.0	
cpd43242	a 2'-deoxyguanosine in double-stranded DNA	10000000.0	10000000.0	
cpd43243	a 2'-deoxyguanosine in single-stranded DNA	10000000.0	10000000.0	
cpd43244	3-O-(alpha-L-fucosyl)-L-seryl-[protein]	10000000.0	10000000.0	
cpd43245	3-O-(alpha-L-fucosyl)-L-threonyl-[protein]	10000000.0	10000000.0	
cpd43246	3-O-(alpha-L-fucosyl)-L-seryl-[EGF-like domain protein]	10000000.0	10000000.0	
cpd43247	3-O-(N-acetyl-beta-D-glucosaminyl-(1->3)-alpha-L-fucosyl)-L-seryl-[EGF-like domain protein]	10000000.0	10000000.0	
cpd43248	3-O-(beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-alpha-L-Fuc)-L-seryl-[EGF-like domain protein]	10000000.0	10000000.0	
cpd43249	3-O-(N-acetyl-beta-D-glucosaminyl-(1->3)-alpha-L-fucosyl)-L-threonyl-[EGF-like domain protein]	10000000.0	10000000.0	
cpd43250	3-O-(alpha-L-fucosyl)-L-threonyl-[EGF-like domain protein]	10000000.0	10000000.0	
cpd43251	3-O-(beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-alpha-L-Fuc)-L-threonyl-[EGF-like domain protein]	10000000.0	10000000.0	
cpd43252	L-threonyl-[EGF-like domain protein]	10000000.0	10000000.0	
cpd43253	3-O-(beta-D-glucosyl-(1->3)-alpha-L-fucosyl)-L-seryl-[protein]	10000000.0	10000000.0	
cpd43254	3-O-(beta-D-glucosyl-(1->3)-alpha-L-fucosyl)-L-threonyl-[protein]	10000000.0	10000000.0	
cpd43255	N(6)-decanoyl-L-lysyl-[protein]	10000000.0	10000000.0	
cpd43256	N(6)-dodecanoyl-L-lysyl-[protein]	10000000.0	10000000.0	
cpd43257	N(6)-octadecanoyl-L-lysyl-/S-(2E,6E,10E)-geranylgeranyl-L-cysteinyl-[protein]	10000000.0	10000000.0	
cpd43258	L-lysyl-/S-(2E,6E,10E)-geranylgeranyl-L-cysteinyl-[protein]	10000000.0	10000000.0	
cpd43259	N(6)-hexanoyl-L-lysyl-[protein]	10000000.0	10000000.0	
cpd43260	N(6)-[(9Z)-hexadecenoyl]-L-lysyl-[protein]	10000000.0	10000000.0	
cpd43261	N(6)-(fatty acyl)-L-lysyl-[protein]	10000000.0	10000000.0	
cpd43262	N-terminal glycyl-L-lysyl-[protein]	10000000.0	10000000.0	
cpd43263	N-terminal glycyl-(N(6)-tetradecanoyl)-L-lysyl-[protein]	10000000.0	10000000.0	
cpd43264	N(6)-hexadecanoyl-L-lysyl-/S-(2E,6E,10E)-geranylgeranyl-L-cysteinyl-[protein]	10000000.0	10000000.0	
cpd43265	N(6)-dodecanoyl-L-lysyl-/S-(2E,6E,10E)-geranylgeranyl-L-cysteinyl-[protein]	10000000.0	10000000.0	
cpd43266	N(6)-decanoyl-L-lysyl-/S-(2E,6E,10E)-geranylgeranyl-L-cysteinyl-[protein]	10000000.0	10000000.0	
cpd43267	O-4''-alpha-D-mannosylqueuosine(34) in tRNA(Asp)	10000000.0	10000000.0	
cpd43268	queuosine(34) in tRNA(Asp)	10000000.0	10000000.0	
cpd43269	adenosine(57)/adenosine(58) in tRNA	10000000.0	10000000.0	
cpd43270	N(1)-methyladenosine(57)/N(1)-methyladenosine(58) in tRNA	10000000.0	10000000.0	
cpd43271	3-oxobutanoyl-[ACP]	10000000.0	10000000.0	
cpd43272	(3R)-hydroxybutanoyl-[ACP]	10000000.0	10000000.0	
cpd43273	(2E)-butenoyl-[ACP]	10000000.0	10000000.0	
cpd43274	(3R)-hydroxyhexanoyl-[ACP]	10000000.0	10000000.0	
cpd43275	(3R)-hydroxyoctanoyl-[ACP]	10000000.0	10000000.0	
cpd43276	(3R)-hydroxydecanoyl-[ACP]	10000000.0	10000000.0	
cpd43277	(3R)-hydroxydodecanoyl-[ACP]	10000000.0	10000000.0	
cpd43278	(3R)-hydroxytetradecanoyl-[ACP]	10000000.0	10000000.0	
cpd43279	(3R)-hydroxyhexadecanoyl-[ACP]	10000000.0	10000000.0	
cpd43280	(3R)-hydroxyoctadecanoyl-[ACP]	10000000.0	10000000.0	
cpd43281	[amino-group carrier protein]-C-terminal-L-glutamate	10000000.0	10000000.0	
cpd43282	[amino-group carrier protein]-C-terminal-N-(1,4-dicarboxybutan-1-yl)-L-glutamine	10000000.0	10000000.0	
