seed_id	inchi_key	formula	reason	smiles
cpd19838	PYZSVQVRHDXQSL-UHFFFAOYSA-N	C14H4N2O2S2	no pKas to build it	N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N
cpd19842	UZCGKGPEKUCDTF-UHFFFAOYSA-N	C13H4Cl2F6N4O4	creation failed	O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl
cpd19844	MWMQNVGAHVXSPE-UHFFFAOYSA-N	C18H10Cl2F5N5S	creation failed	N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(NCc2ccccn2)c1SC(F)F
cpd19866	ZYHMJXZULPZUED-UHFFFAOYSA-N	C19H26O4S	no pKas to build it	C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1
cpd19871	TYIYMOAHACZAMQ-CQSZACIVSA-N	C20H20FNO4	no pKas to build it	CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1
cpd19877	IHHMUBRVTJMLQO-UHFFFAOYSA-N	C15H15ClN6	creation failed	C#CCN(C)c1c(C#N)cnn1-c1nn2c(c1Cl)CCCC2
cpd19896	KGTDRFCXGRULNK-JYOBTZKQSA-O	C39H50NO16	creation failed	COC(=O)[C@@H]1c2cc3c(c(O)c2[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC)[C@@](C)(OC)[C@H]2OC)C[C@]1(C)O)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@H](O)[C@@H]([NH+](C)C)[C@@H]1O
cpd19933	WBSAOFKNCUTKPN-UHFFFAOYSA-N	H2HgO	creation failed	O.[Hg+2]
cpd19936	HZKHHISEVPMYHL-UHFFFAOYSA-N	CHNNa	creation failed	C#N.[Na+]
cpd19941	NNTVQEYUUGBASA-WDSOQIARSA-N	C19H18O6	creation failed	C[C@]1(O)CC(=O)[C@@H]2c3cc4cccc(O)c4c(O)c3C(=O)C[C@]2(O)C1
cpd19954	CAAHJIYELATREX-UHFFFAOYSA-N	C8H20O5P2S2	no pKas to build it	CCOP(=S)(COC)OP(=S)(OCC)OCC
cpd19977	CADAWHGNDIDIBB-UHFFFAOYSA-N	H2Cu2O	creation failed	O.[Cu+].[Cu+]
cpd20002	QBEXFUOWUYCXNI-UHFFFAOYSA-N	C15H17I2NO2	no pKas to build it	CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I
cpd20019	ATROHALUCMTWTB-WYMLVPIESA-N	C12H15N2O3PS	no pKas to build it	CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1
cpd20027	GQMRMFTXVUMSAU-UHFFFAOYSA-N	ClNaO3	creation failed	[Na+].[O-][Cl+2]([O-])[O-]
cpd20073	DVWJCFICNIKVBM-UHFFFAOYSA-M	C9H7N4OS	creation failed	O=C([N-]c1cnns1)Nc1ccccc1
cpd20139	WFVUIONFJOAYPK-KAMYIIQDSA-N	C12H12N2O3	no pKas to build it	N#C/C(=N/OCC1OCCO1)c1ccccc1
cpd20189	CCGRINJGEWVIKT-UHFFFAOYSA-M	C10H7ClN3O2	creation failed	Cc1[n-]oc(=O)c1N=Nc1ccccc1Cl
cpd20191	OVZITGHGWBXFEA-UHFFFAOYSA-N	C13H5Cl2N3	no pKas to build it	N#Cc1c(Cl)nc(Cl)c(C#N)c1-c1ccccc1
cpd20205	GNOOAFGERMHQJE-UHFFFAOYSA-N	C8H5ClN2OS2	no pKas to build it	CCS(=O)c1sc(C#N)c(Cl)c1C#N
cpd20229	GQKRUMZWUHSLJF-NTCAYCPXSA-N	C12H14ClN2O3PS	no pKas to build it	CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1Cl
cpd20233	LRNJHZNPJSPMGK-UHFFFAOYSA-N	C15H14NO2PS	no pKas to build it	CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1
cpd20234	TWDJIKFUVRYBJF-UHFFFAOYSA-N	C10H19N2O4PS	creation failed	CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N
cpd20300	TWGUZEUZLCYTCG-UHFFFAOYSA-N	F6Na2Si	creation failed	F[Si-2](F)(F)(F)(F)F.[Na+].[Na+]
cpd20302	FZRBKIRIBLNOAM-WHVZTFIZSA-N	C18H28O2	no pKas to build it	C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C
cpd20327	WLPITXHFOIMNTR-UHFFFAOYSA-N	CHKNO	creation failed	N=C=O.[K+]
cpd20373	STRTXDFFNXSZQB-UHFFFAOYSA-N	CH2CaN2	creation failed	N#CN.[Ca+2]
cpd20377	PYKLUAIDKVVEOS-UHFFFAOYSA-N	C10H7N3O	no pKas to build it	N#CCON=C(C#N)c1ccccc1
cpd20415	ZSLUVFAKFWKJRC-IGMARMGPSA-N	Th	no pKas to build it	[232Th]
cpd20420	XYFCBTPGUUZFHI-OUBTZVSYSA-N	H3P	no pKas to build it	[32PH3]
cpd20452	YXEASJLRXGZRHS-VKHMYHEASA-O	C5H8N3O4	creation failed	N#[N+]CC(=O)OC[C@H]([NH3+])C(=O)[O-]
cpd20467	QJAOEFPVCPXFSX-UHFFFAOYSA-L	C37H28N4Na2O10S3	creation failed	CC1=CC(=C2C=CC(=NNc3ccc(OS(=O)(=O)c4ccc(C)cc4)cc3)C(C)=C2)C=CC1=NN=C1C(=O)C=Cc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c21.[Na+].[Na+]
cpd20523	VDIAYBNYJCMVED-UHFFFAOYSA-N	C5H6N2OS	creation failed	CC1=NC(=S)NC(=O)C1
cpd20538	HZDLDFBKYBGNHG-UHFFFAOYSA-N	C4H7N3O	creation failed	CN(CCC#N)N=O
cpd20551	ORDOUGSRWKPMNA-UHFFFAOYSA-L	C19H17N2Na2O7S2	creation failed	Cc1cc(C)c(NN=C2C(=O)C(S(=O)(=O)[O-])=Cc3cc(S(=O)(=O)[O-])ccc32)cc1C.[Na+].[NaH]
cpd20552	UYJKUZWOJAFNIF-UHFFFAOYSA-L	C18H15N2Na2O7S2	creation failed	Cc1ccc(NN=C2C(=O)C(S(=O)(=O)[O-])=Cc3cc(S(=O)(=O)[O-])ccc32)c(C)c1.[Na+].[NaH]
cpd20553	YKMIIXZZCULMJS-UHFFFAOYSA-N	BrKO3	creation failed	[K+].[O-][Br+2]([O-])[O-]
cpd20562	WVEPMFMDHQBYNO-UHFFFAOYSA-N	C4H4N2OS	creation failed	O=C1CC=NC(=S)N1
cpd20565	SQQCHLZFMKWMPW-UHFFFAOYSA-J	C34H24N6Na4O14S4	creation failed	CC1=CC(=C2C=CC(=NNc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)C(C)=C2)C=CC1=NN=C1C(=O)c2c(N)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
cpd20597	JZOIZKBKSZMVRV-UHFFFAOYSA-N	C22H14	no pKas to build it	c1ccc2c(c1)ccc1c3ccccc3c3ccccc3c21
cpd20609	BMWPPNAUMLRKML-UHFFFAOYSA-N	C2HBrClN	no pKas to build it	N#CC(Cl)Br
cpd20616	RENMDAKOXSCIGH-UHFFFAOYSA-N	C2H2ClN	no pKas to build it	N#CCCl
cpd20627	HMWJVUNISIEXFR-UHFFFAOYSA-M	C16H11N2NaO4S	creation failed	O=C1C=CC(=NNc2ccc(S(=O)(=O)[O-])cc2)c2ccccc21.[Na+]
cpd20643	RRJZCACJJKZDNV-UHFFFAOYSA-N	CH3N2	creation failed	C[N+]#N
cpd20651	STZZWJCGRKXEFF-UHFFFAOYSA-N	C2HCl2N	no pKas to build it	N#CC(Cl)Cl
cpd20652	NDSBDLSWTGLNQA-UHFFFAOYSA-N	C2HBr2N	no pKas to build it	N#CC(Br)Br
cpd20677	VNYKETBBOXBLET-UHFFFAOYSA-N	C20H40N4S8Se	no pKas to build it	CCN(CC)C(=S)S[Se](SC(=S)N(CC)CC)(SC(=S)N(CC)CC)SC(=S)N(CC)CC
cpd20678	LACOVWRNZVORMH-UHFFFAOYSA-J	C34H24N6Na4O14S4	creation failed	CC1=CC(=C2C=CC(=NNc3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)C(C)=C2)C=CC1=NN=C1C=Cc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2C1=O.[Na+].[Na+].[Na+].[Na+]
cpd20679	XJBPDZVCYTYRIN-UHFFFAOYSA-L	C37H34N2Na2O10S3	creation failed	CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)c2ccc(O)cc2S(=O)(=O)[O-])cc1.[Na+].[Na+]
cpd20743	ACWULZXSKCGCFQ-BNXSEQAFSA-O	C14H13N6O6	creation failed	NC(=[NH2+])N=NC(=CCc1ccc([N+](=O)[O-])o1)/C=C/c1ccc([N+](=O)[O-])o1
cpd20778	WEKMZMIIYLFEIJ-UHFFFAOYSA-N	ClNaO2	creation failed	[Na+].[O-][Cl+][O-]
cpd20790	DRUIESSIVFYOMK-UHFFFAOYSA-N	C2Cl3N	no pKas to build it	N#CC(Cl)(Cl)Cl
cpd20853	VBIGULIJWJPALH-UHFFFAOYSA-L	C14H10CaO6	creation failed	O=C([O][Ca][O]C(=O)c1ccccc1O)c1ccccc1O
cpd20854	UYXPAOWBZOBCRM-UHFFFAOYSA-N	C14H18CaN8O4	creation failed	Cn1cnc2c1c(=O)[nH]c(=O)n2C.Cn1cnc2c1c(=O)[nH]c(=O)n2C.[CaH2]
cpd20983	KWFJIXPIFLVMPM-HTXFPXQUSA-N	C15H24	no pKas to build it	CC(C)=CCC[C@]1(C)[C@@H]2CC3[C@@H](C2)C31C
cpd21001	GGHMUJBZYLPWFD-HUNCPNHISA-N	C15H26O	creation failed	C[C@H]1CC[C@@]2(O)C(C)(C)[C@@H]3CCC2(C)[C@H]1C3
cpd21090	DADSOADRDIOHLI-URFSMQQBSA-K	C20H23N10O12P2S2	creation failed	Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)C(=S)C([S-])[C@@H]1N2
cpd21137	FUCSLKWLLSEMDQ-SHIWRGCWSA-P	C36H46N4O	creation failed	O[C@]12C=C(c3nccc4c3[nH]c3ccccc34)[C@@H]3CC[NH+](CCCC/C=C/CC1)C[C@@]31C[C@@H]3/C=C\CCCC[NH+]3[C@H]12
cpd21217	PUCNYJZUGCGZCI-UDMRQSSTSA-L	C36H20O17	creation failed	O=C([O-])/C(=C1/OC(=O)C(C2=CC(=O)[C@]3(O)[C@H]2[C@H]2C(=O)O[C@H]4CC(=O)[C@@H]3[C@]42C2C(=O)O/C(=C(/C(=O)[O-])c3ccc(O)cc3)C2=O)C1=O)c1ccc(O)cc1
cpd21238	ZSRQZWSFCHZORS-VDPNAHCISA-N	C15H21N5O7S	creation failed	C[C@H]1[C@@H](OS(=O)(=O)[O-])C[C@@H]2C[C@H]([C@@H](O)C3=NC(=O)NC(=O)C3)NC3=[NH+]C[C@H]1N32
cpd21271	ZKCSFQZJDZSMCH-FMZFLZIJSA-O	C24H36NO5	creation failed	C[C@H](O)C1=CC[C@@]23OCC[NH+](C)C[C@@]12C[C@@H](O)[C@]12O[C@@]4(O)CC[C@@]1(C)[C@H](CC=C32)C4
cpd21404	ZYVQBACKUWPODX-UHFFFAOYSA-N	C16H13N3O4	creation failed	O=C1N=C(c2cccc([N+](=O)[O-])c2)CCN1c1ccccc1O
cpd21438	DZAYTXGDCMMRGZ-UHWULVJNSA-N	C22H28O5	no pKas to build it	CC(=O)O[C@@H](C[C@@]1(C)[C@@H](C)CC[C@@]23COC(=O)C2=CCC[C@@H]31)c1ccoc1
cpd21476	LFYXNXGVLGKVCJ-BOBPJJCASA-N	C11H20O	no pKas to build it	CC1(C)C2CCC1(C)[C@](C)(O)C2
cpd21489	ANZJBCHSOXCCRQ-GCRZMMRQSA-N	C35H48ClN3O10S	creation failed	COc1cc2cc(c1Cl)N(C)C(=O)C[C@@H](OC(=O)[C@H](C)N(C)C(=O)CCS)[C@]1(C)OC1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C\C=C(/C)C2
cpd21490	USMNOWBWPHYOEA-NRPADANISA-N	C10H16O	no pKas to build it	CC(C)[C@]12CC(=O)[C@@H](C)[C@@H]1C2
cpd22035	ZETIVVHRRQLWFW-UHFFFAOYSA-N	C7H5NO3	no pKas to build it	O=Cc1cccc([N+](=O)[O-])c1
cpd22036	CWNPOQFCIIFQDM-UHFFFAOYSA-N	C7H7NO3	creation failed	O=[N+]([O-])c1cccc(CO)c1
cpd22143	LKYNRXHIWDCZMH-FDDDBJFASA-O	C11H18N3O5Se	creation failed	C[NH2+]Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=[Se])[nH]c1=O
cpd22144	XSBMBRSZUADHCN-TURQNECASA-O	C12H20N3O5S	creation failed	C[NH2+]CCc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=S)[nH]c1=O
cpd22156	FBKPPTASIYMHFC-XNIJJKJLSA-N	C16H16N6O5S	creation failed	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSc2ccc([N+](=O)[O-])cc2)[C@@H](O)[C@H]1O
cpd22240	POENGRDEHKJNIA-XKSJIVMPSA-I	C72H98CoN18O20P2	creation failed	CC1=C2[N]3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5[N]6[C@@H]7[C@H](CC(N)=O)[C@@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5COP(=O)([O-])[O-])[n+]5c[n](c8cc(C)c(C)cc85)[Co-3]364([CH2][C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C
cpd22247	YPNVIBVEFVRZPJ-UHFFFAOYSA-L	Ag2O4S	creation failed	O=S(=O)([O-])[O-].[Ag+].[Ag+]
cpd22365	OZQAPQSEYFAMCY-UHFFFAOYSA-N	C15H24	no pKas to build it	C=C(C)C1CCC2(C)CCC=C(C)C2C1
cpd22414	SBLFAGXVSMRMRX-MKMNVTDBSA-N	C17H18F3N3O3	creation failed	CC1(C(O)/C(=C\c2ccc(C(F)(F)F)cc2)n2cncn2)COCOC1
cpd22435	QYOVMAREBTZLBT-KTKRTIGZSA-N	C38H76O11	no pKas to build it	CCCCCCCC/C=C\CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
cpd22574	CCEFMUBVSUDRLG-AEJSXWLSSA-N	C10H16O	no pKas to build it	C=C(C)[C@H]1CC[C@]2(C)O[C@@H]2C1
cpd22578	GEWDBKWPQWRMFS-UHFFFAOYSA-N	CH5N3O	creation failed	NC(N)N=O
cpd22598	PUVDDHUFFRRFMN-UHFFFAOYSA-N	C6H8O3	no pKas to build it	CC1OC(C)C(=O)C1=O
cpd22599	LTKFCOCLMSIIMA-UHFFFAOYSA-N	C7H10O3	no pKas to build it	CCC1OC(C)C(=O)C1=O
cpd22603	GGGYELARAPUFLP-UHFFFAOYSA-N	C9H14O3	no pKas to build it	CCCCC1OC(C)C(=O)C1=O
cpd22605	YVWGXFKKGSQSAP-UHFFFAOYSA-N	C8H12O3	no pKas to build it	CCCC1OC(C)C(=O)C1=O
cpd22606	PUVDDHUFFRRFMN-UHFFFAOYSA-N	C6H8O3	no pKas to build it	CC1OC(C)C(=O)C1=O
cpd22607	SIMKGHMLPVDSJE-UHFFFAOYSA-N	C7H10O3	no pKas to build it	COC1=C(C)OC(C)C1=O
cpd22608	SIMKGHMLPVDSJE-UHFFFAOYSA-N	C7H10O3	no pKas to build it	COC1=C(C)OC(C)C1=O
cpd22620	HRVFYZLSZFDSKQ-AFJQJTPPSA-N	C22H29O4	creation failed	C=CC/C=C\C/C=C\CCCCCCC[C-]1C(=O)C(=O)C=C(OC)C1=O
cpd22628	RCEJCSULJQNRQQ-YFKPBYRVSA-N	C5H9N	no pKas to build it	CC[C@H](C)C#N
cpd22676	MAAJOYIJLQLODY-UHFFFAOYSA-M	C14H10N3O5S	creation failed	Cn1c2cc(=[NH2+])ccc-2nc2c(C(=O)[O-])cc(S(=O)(=O)[O-])cc21
cpd22677	ONMOULMPIIOVTQ-UHFFFAOYSA-M	C6H4NO5S	no pKas to build it	O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1
cpd22767	LRCNPQXZCZKGDI-FJQSZJNLSA-N	C30H50	no pKas to build it	C=CC(C)(/C=C/C(C)CC/C=C(\C)CCC=C(C)C)CC/C=C(\C)CCC=C(C)C
cpd22785	IUXWAZGWWPVPQY-UHFFFAOYSA-N	C10H7F3N4O	no pKas to build it	N#CC(C#N)NNc1ccc(OC(F)(F)F)cc1
cpd22887	RFQTTWMMZCYSHV-UHFFFAOYSA-M	C6H4ClO4	creation failed	O=C(Cl)CC=CC(=O)C(=O)[O-]
cpd22896	CHVQPRRQGSHSOF-UHFFFAOYSA-L	C7H3ClO6	creation failed	O=C(Cl)CC(=CC(=O)C(=O)[O-])C(=O)[O-]
cpd22948	PXSGFTWBZNPNIC-UHFFFAOYSA-M	C6H2Cl2NO3	creation failed	O=[N+]([O-])c1cc(Cl)c([O-])c(Cl)c1
cpd22993	DHWSGTCZYFARHH-UHFFFAOYSA-M	C10H13N2O4	creation failed	CC(Cc1ccc(O)c(O)c1)([NH2+][NH-])C(=O)[O-]
cpd23004	KBJZPNMDKSNLIZ-UHFFFAOYSA-N	C10H10N2O5	creation failed	[NH3+]C(CC(=O)c1cccc([N+](=O)[O-])c1)C(=O)[O-]
cpd23029	JWXPYNYNEUYKOW-UHFFFAOYSA-O	C11H14N3O3	creation failed	O=C(Nc1ccc([N+](=O)[O-])cc1)C1CCC[NH2+]1
cpd23052	CHOQYHJGLJAIGW-UHFFFAOYSA-J	C34H33FeN4O4	creation failed	C=Cc1c(C)c2[n]3c1C=c1c(C)c(C=C)c4[n]1[Fe-]31[n]3c(c(C)c(CCC(=O)[O-])c3[CH+]C3=[N+]1C(=C2)C(C)=C3CCC(=O)[O-])C=4
cpd23056	MSRFMCHGDSYVHF-UHFFFAOYSA-F	C68H66Fe2N8O8	creation failed	C=Cc1c(C)c2[n]3c1C=c1c(C)c(C=C)c4[n]1[Fe-2]315[O]C(=O)CCc3c(C)c6[n]7c3C=C3C(CCC(=O)[O-])=C(C)C8=[N+]3[Fe-2]73([O]C(=O)CCC7=C(C)C(=[N+]1C7=Cc1c(CCC(=O)[O-])c(C)c([n]15)C=4)[CH+]2)[n]1c(c(C=C)c(C)c1[CH+]8)C=c1c(C)c(C=C)c([n]13)=C6
cpd23061	AYXRNEDQTOTESA-UZAAGFTCSA-N	C6H19O30P8	no pKas to build it	O=P(O)(O)O[C@@H]1[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H](O[PH](=O)(=O)OP(=O)(O)O)[C@H]1OP(=O)(O)O
cpd23078	LCUXJCWDRPBSJS-YFKPBYRVSA-M	C6H12N2O4P	creation failed	CC(=O)N[C@@H](CC[PH](=O)[O-])C(N)=O
cpd23125	KOZFSFOOLUUIGY-TZFXDJNOSA-N	C27H21N3O5	creation failed	COC(=O)[C@]1(O)CC2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
cpd23202	WNOROHFPPLKOAH-UHFFFAOYSA-N	C15H12O6	creation failed	O=C1c2ccc(O)cc2OC1C(OO)c1ccc(O)cc1
cpd23267	KUCLLOHRTWVXPV-UHFFFAOYSA-M	C4H6NO4S2	creation failed	C=CCC(=S)NOS(=O)(=O)[O-]
cpd23306	YLURGPAULPYZSN-SNVBAGLBSA-N	C10H17	no pKas to build it	CC1=CC[C@@H]([C+](C)C)CC1
cpd23336	NVNLLIYOARQCIX-GSJOZIGCSA-R	C143H234N42O37S7	creation failed	C=C(NC(=O)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CO)NC(=O)C1CSC(C)C2NC(=O)C(C)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CCSC)NC(=O)C(CC(N)=O)NC(=O)C3CSC(C)C(NC(=O)C(CCCC[NH3+])NC(=O)C4CSC(C)C(NC(=O)C5CSCC(NC(=O)/C(=C/C)NC(=O)C([NH3+])C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(=C)C(=O)NC(CC(C)C)C(=O)N5)C(=O)N5CCCC5C(=O)NCC(=O)N4)C(=O)NCC(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NCC(=O)N3)C(C)SCC(NC2=O)C(=O)NC(Cc2c[nH]c[nH+]2)C(=O)N1)C(C)CC)C(C)C)C(=O)NC(CCCC[NH3+])C(=O)[O-]
cpd23349	CPYIEKQJQMBWIB-KJNZIMELSA-P	C34H38N2O6	creation failed	C[N@@H+]1CC[C@]23c4c5c(-c6cc(O)c7c8c6C[C@@H]6C9C=C[C@H](O)[C@H](O7)[C@]89CC[N@H+]6C)cc(O)c4O[C@H]2[C@@H](O)C=CC3[C@H]1C5
cpd23350	NPUAGQSOGDMMPN-GVXQIZHASA-P	C34H38N2O6	creation failed	C[NH+]1CC[C@]23c4c5ccc(Oc6cc(O)c7c8c6C[C@@H]6[C@@H]9C=C[C@H](O)[C@H](O7)[C@]89CC[NH+]6C)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
cpd23352	CTBBEXWJRAPJIZ-VKMWXFLYSA-N	C22H20O10	creation failed	COc1cc([C@H]2[C@@]3(O)C(O)[C@H]4C[C@]2(O)[C@](O)(C(=O)O4)[C@H]3C(=O)c2ccccc2)oc(=O)c1
cpd23354	KVNRLNFWIYMESJ-UHFFFAOYSA-N	C4H7N	no pKas to build it	CCCC#N
cpd23355	GJSSYQDXZLZOLR-VYNPUPGOSA-O	C18H23N2O2	creation failed	CC(=O)O[C@@H]1C2c3cccc4[nH]cc(c34)C[C@H]2[NH+](C)C[C@H]1C
cpd23356	JUXRVSRUBIFVKE-WDNARXHASA-O	C16H21N2O	creation failed	C[C@@H]1C[NH+](C)[C@@H]2Cc3c[nH]c4cccc(c34)C2[C@H]1O
cpd23360	OSICWVVWEXKSBD-XINZZLORSA-O	C23H31N2O2	creation failed	C=CC(C)(C)c1[nH]c2cccc3c2c1C[C@@H]1C3[C@@H](OC(C)=O)[C@H](C)C[NH+]1C
cpd23366	OQDMPMCCAJSZHB-KJIHWFIGSA-M	C19H23O6	creation failed	C[C@]12C(=O)O[C@]3(CC[C@@H]1O)[C@@H]1CC[C@@H]4C[C@]1(CC41CO1)[C@@H](C(=O)[O-])[C@@H]32
cpd23368	HURSLIFUDKOZCY-RBRRFQSQSA-L	C20H26O5	creation failed	C[C@@]12CCC[C@@](C)(C(=O)[O-])[C@H]1[C@H](C(=O)[O-])[C@@]13C[C@@H](CC[C@@H]21)C1(CO1)C3
cpd23369	PXYCXLNQKAEBRB-BGZGZKQHSA-M	C19H23O5	creation failed	C[C@@]12CCC[C@@]3(OC1=O)[C@@H]1CC[C@@H]4C[C@]1(CC41CO1)[C@@H](C(=O)[O-])[C@@H]32
cpd23370	PXILXJZAZQLESA-GCEKEWBKSA-M	C19H25O7	creation failed	C[C@]12C(=O)O[C@]3(CC[C@@H]1O)[C@@H]1CC[C@@H]4C[C@]1(C[C@]4(O)CO)[C@@H](C(=O)[O-])[C@@H]32
cpd23373	BOUZNRKTKNKATH-UVFHUSQUSA-L	C20H28O6	creation failed	C[C@@]12CCC[C@@](C)(C(=O)[O-])[C@H]1[C@H](C(=O)[O-])[C@@]13C[C@@H](CC[C@@H]21)[C@@](O)(CO)C3
cpd23374	OXEMPUBMLFVGQQ-UJOVHDGXSA-M	C19H25O6	creation failed	C[C@@]12CCC[C@@]3(OC1=O)[C@@H]1CC[C@@H]4C[C@]1(C[C@]4(O)CO)[C@@H](C(=O)[O-])[C@@H]32
cpd23383	XAWCLWKTUKMCMO-UHFFFAOYSA-N	C8H9NO2	creation failed	O=[N+]([O-])CCc1ccccc1
cpd23386	WPXDYLYFORNDRP-UHFFFAOYSA-N	C10H10N2O2	creation failed	O=[N+]([O-])CCc1c[nH]c2ccccc12
cpd23389	MKUMSCNFIQTNBA-UHFFFAOYSA-N	C5H11NO2S	creation failed	CSCCCC[N+](=O)[O-]
cpd23392	BJPMPUAHIVBTQK-UHFFFAOYSA-N	C6H13NO2S	creation failed	CSCCCCC[N+](=O)[O-]
cpd23395	GHTBKFAZGIBUSA-UHFFFAOYSA-N	C7H15NO2S	creation failed	CSCCCCCC[N+](=O)[O-]
cpd23398	QFDYYFFJMWFBIZ-UHFFFAOYSA-N	C8H17NO2S	creation failed	CSCCCCCCC[N+](=O)[O-]
cpd23401	DUOVRZULGNHGCP-UHFFFAOYSA-N	C9H19NO2S	creation failed	CSCCCCCCCC[N+](=O)[O-]
cpd23404	GVCLNXJGDDHQFD-UHFFFAOYSA-N	C10H21NO2S	creation failed	CSCCCCCCCCC[N+](=O)[O-]
cpd23447	GVIKGYDBKSJYAM-UHFFFAOYSA-N	C7H6OS	no pKas to build it	O=S=Cc1ccccc1
cpd23460	CXBHAZKPFNPEKH-SHYZEUOFSA-M	C9H14N3O10P2	creation failed	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[NH+]=P([O-])([O-])[O-])O2)c(=O)[nH]1
cpd23472	OIFWQOKDSPDILA-XLPZGREQSA-L	C10H12N5O7P	creation failed	Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
cpd23490	XHXRKVAUTBKFQT-UHFFFAOYSA-N	C8H8N	no pKas to build it	C#[N+]Cc1ccccc1
cpd23492	ISVOUQGWQGOVGG-UHFFFAOYSA-N	C11H8N	no pKas to build it	C#[N+]c1ccc2ccccc2c1
cpd23520	ZENZJGDPWWLORF-KTKRTIGZSA-N	C18H34O	no pKas to build it	CCCCCCCC/C=C\CCCCCCCC=O
cpd23547	LTBCQBSAWAZBDF-MLTZYSBQSA-N	C10H13FN6O6S	creation failed	Nc1ncnc2c1ncn2[C@@H]1O[C@](F)(COS(N)(=O)=O)[C@@H](O)[C@H]1O
cpd23584	ZTOJFFHGPLIVKC-YAFCTCPESA-L	C18H16N4O6S4	creation failed	CCn1/c(=N/N=c2/sc3cc(S(=O)(=O)[O-])ccc3n2CC)sc2cc(S(=O)(=O)[O-])ccc21
cpd23610	XZEUYTKSAYNYPK-WXPWFURYSA-N	C29H48O	creation failed	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
cpd23615	FQXKPPBUTHZNET-NIGXAPAPSA-N	C31H52O2	creation failed	C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(CO)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C
cpd23616	FAQRUJCAUFLERP-NIGXAPAPSA-N	C31H50O2	creation failed	C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C=O)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C
