seed_id	inchi_key	formula	reason	smiles
cpd37822	FNMPMPYALKNMBE-GDLZYMKVSA-N	C31H62NO8P	no pKas to build it	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC
cpd37823	DGIVTKVYWNNXNU-GDLZYMKVSA-N	C31H62NO8P	no pKas to build it	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
cpd37824	MPCREWBYZXMEFD-GDLZYMKVSA-N	C31H62NO8P	no pKas to build it	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC
cpd37827	CLUNFPZKGTYNMF-MGBGTMOVSA-N	C35H70NO8P	no pKas to build it	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC
cpd37830	BVSONJOGLYNESH-MRXNPFEDSA-N	C18H36NO8P	no pKas to build it	CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCC
cpd37832	LFRRHLVVLXYROS-YQXATGRUSA-N	C20H32	no pKas to build it	C=C1C[C@]23CC[C@H]1C[C@H]2[C@]1(C)CCCC(C)(C)[C@H]1CC3
cpd37833	WWFQTGZIKSHZIJ-OIVUAWODSA-M	C55H107NO9P	no pKas to build it	CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC
cpd37834	PCUGWEAIXCPPIT-JRTFMWKKSA-M	C57H109NO9P	no pKas to build it	CCCCCCCC/C=C\CCCCCCCC(=O)NCCOP(=O)([O-])OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC
cpd37835	ZDGVATANBJCRHY-BVVYIIRBSA-L	C20H36O8P2	no pKas to build it	C/C(=C\COP(=O)([O-])OP(=O)([O-])O)CC[C@H]1[C@]2(C)CCCC(C)(C)[C@H]2CC[C@]1(C)O
cpd37836	IGGWKHQYMAJOHK-QVHQYWGISA-N	C20H34O	no pKas to build it	C=C[C@@]1(C)CC[C@H]2[C@]3(C)CCCC(C)(C)[C@H]3CC[C@]2(C)O1
cpd37837	BXBWAHVSCRSIHO-UEHSRLBXSA-L	C20H36O8P2	no pKas to build it	C/C(=C\COP(=O)([O-])OP(=O)([O-])O)CC[C@@]1(O)[C@H](C)CC[C@H]2C(C)(C)CCC[C@@]21C
cpd37838	YFIVBYGSVFHTOP-XIHRTOKZSA-N	C20H34O	no pKas to build it	C=C[C@@]1(C)CC[C@@]2(O1)[C@H](C)CC[C@H]1C(C)(C)CCC[C@@]12C
cpd37839	IGGWKHQYMAJOHK-CZKCSJLSSA-N	C20H34O	no pKas to build it	C=C[C@@]1(C)CC[C@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)O1
cpd37844	YAHZABJORDUQGO-WUJLRWPWSA-J	C5H8O11P2	no pKas to build it	O=C(COP(=O)([O-])[O-])[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
cpd37845	ZDFOCDTXDPKJKA-WJOKGBTCSA-M	C33H65NO9P	no pKas to build it	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC(=O)[O-]
cpd37853	OVBGFRQBFVNBFL-PMDCUQHOSA-J	C29H46N7O18P3S	no pKas to build it	CCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37854	PQDFXIRPSAHPRP-DCLPJPSESA-J	C31H50N7O18P3S	no pKas to build it	CCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37855	OSGWCUXYFMVTPH-MPVICIIESA-J	C26H40N7O18P3S	no pKas to build it	CC(C)C(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37856	UORNFJCSMDDBIC-FWWYCUMBSA-J	C38H64N7O18P3S	no pKas to build it	CCCCCCCCCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37857	OABXIFAEJYWYDG-MNCIRMMRSA-J	C41H70N7O18P3S	no pKas to build it	CCCCCCCCCCCCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37858	DGCUOCHMLBJZEF-NJLCRHPKSA-J	C33H54N7O18P3S	no pKas to build it	CCCCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37859	FTHAAWMGKVTJIF-UCXPIXOESA-J	C35H58N7O18P3S	no pKas to build it	CCCCCCCCCCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37863	VQUUFWNZZIMDBR-SXNJQZKASA-M	C21H33O4	no pKas to build it	CCCCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](C2)[C@@H]1C/C=C\CCCC(=O)[O-]
cpd37864	RWKLFZNKJPQWRW-RBHGNWNXSA-M	C21H33O5	no pKas to build it	CC(O)CCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](C2)[C@@H]1C/C=C\CCCC(=O)[O-]
cpd37865	GQTKTVLOOUFFTJ-QLKVQSEBSA-M	C21H33O5	no pKas to build it	CCC(O)CC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](C2)[C@@H]1C/C=C\CCCC(=O)[O-]
cpd37867	BLCVRQROLSDXAH-UHFFFAOYSA-N	C8H14O2	no pKas to build it	CC(=O)OCCC=C(C)C
cpd37868	IKCSRILZGJCOGF-JXMROGBWSA-N	C10H16O2	no pKas to build it	CC(C)=CCC/C(C)=C/OC=O
cpd37870	JZIQDJLBFKTBAK-JWGFFLAFSA-J	C39H60N7O18P3S	no pKas to build it	CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)C(O)[C@H]1OP(=O)([O-])[O-]
cpd37871	XQXACJRPGQOJGP-LLHOYASASA-J	C39H58N7O18P3S	no pKas to build it	CC/C=C\C[C@@H]1C(=O)C=C[C@@H]1CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37872	PNNYOOSXZDIZBV-HWYUJMJYSA-J	C27H40N7O17P3S	no pKas to build it	C/C=C/CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37875	JGHNLAZCRGYSEE-WZGLBKMISA-J	C37H54N7O18P3S	no pKas to build it	CC/C=C\C[C@@H]1C(=O)C=C[C@@H]1CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37879	GITWMSHGVHCOTC-GZSKETOLSA-O	C21H27N2O3	no pKas to build it	CC[C@]12C=CC[NH+]3CC[C@@]4(c5ccccc5N[C@H]4[C@@](O)(C(=O)OC)C1)[C@@H]32
cpd37885	ARQUZFJQPYWSSL-IAMYAYMBSA-J	C33H50N7O17P3S	no pKas to build it	CCCCCC/C=C\C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37886	HXIKQPSPGQKVNW-UQGDGPGGSA-M	C12H19O2	no pKas to build it	CCCCCC/C=C\C=C\CC(=O)[O-]
cpd37887	REKYPYSUBKSCAT-SCSAIBSYSA-M	C5H9O3	no pKas to build it	CC[C@@H](O)CC(=O)[O-]
cpd37888	XCGCVXQNARNGON-RNBJSANHSA-N	C32H54O	no pKas to build it	C/C=C(/CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C
cpd37890	ZZVPZXLETLTSEB-WPRPVWTQSA-N	C10H16O3	no pKas to build it	C=C(C)[C@H]1CC[C@@](C)(O)OC(=O)C1
cpd37893	REKYPYSUBKSCAT-BYPYZUCNSA-M	C5H9O3	no pKas to build it	CC[C@H](O)CC(=O)[O-]
cpd37896	TXHIPUZLOILIIU-MJYWSMEFSA-M	C18H28NO5	no pKas to build it	CC[C@H](C)[C@H](NC(=O)C[C@H]1CCC(=O)C1C/C=C\CCO)C(=O)[O-]
cpd37897	IBZYPBGPOGJMBF-LVJZJYDISA-M	C18H28NO4	no pKas to build it	CC/C=C\CC1C(=O)CC[C@@H]1CC(=O)N[C@H](C(=O)[O-])[C@@H](C)CC
cpd37898	AIYBLGFBHQLGMH-MIZDRFBCSA-J	C25H38N7O18P3S	no pKas to build it	CCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37899	FWPHMBHGUDAPRV-XGGCCDIMSA-J	C27H42N7O18P3S	no pKas to build it	CCCCC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37900	AJXYXFQWXBHSBR-GISZRNOTSA-J	C33H54N7O18P3S	no pKas to build it	CCCCCCCCC(C)C(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37901	VKJHFPCCYROAEH-KMIJOLQASA-J	C31H50N7O18P3S	no pKas to build it	CCCCCCC(C)C(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37902	KWEZYLNBQQYXLW-OUDFDEKCSA-J	C31H50N7O17P3S	no pKas to build it	CCCCCCC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37903	QVMHSWYPRSCCHY-ZVRLPPNOSA-J	C34H56N7O18P3S	no pKas to build it	CCCCCCCCCC(C)C(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37904	IHISIHLMYMTWKU-UZDIFWIKSA-J	C34H56N7O17P3S	no pKas to build it	CCCCCCCCCC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd37907	ADVRBBXWUTVFNX-AARKOHAPSA-L	C40H76NO10P	no pKas to build it	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OC[C@H](NC(=O)CCCCCCCCCCCCCCC)C(=O)[O-]
cpd37908	UQKONGBTZFNBQX-SFVTZJANSA-M	C57H109NO8P	no pKas to build it	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)([O-])OCCNC(=O)CCCCCCCCCCCCCCC
cpd37910	WIYYXLSPNGTKOH-IIFYKUDISA-N	C34H56O2	no pKas to build it	CCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
cpd37911	WIYYXLSPNGTKOH-ZAEWJIFQSA-N	C34H56O2	no pKas to build it	CCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C
cpd37912	WIYYXLSPNGTKOH-IRPZNPCQSA-N	C34H56O2	no pKas to build it	CCCCCCCCCCCCCC(=O)OC/C=C(C)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
cpd37913	WIYYXLSPNGTKOH-OGBLRLSYSA-N	C34H56O2	no pKas to build it	CCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
cpd37915	VYGQUTWHTHXGQB-ILAPVCSWSA-N	C36H60O2	no pKas to build it	CCCCCCCCCCCCCCCC(=O)OC/C=C(C)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
cpd37917	QLFIHDFIMGLXEA-XOEOKOMISA-N	C27H42O2	no pKas to build it	CCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
cpd37923	CWVUILNZCWRGFS-IUPFWZBJSA-N	C57H106O5	no pKas to build it	CCCCCCCC/C=C\CCCCCCCCOCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC
cpd37925	MHVCMYOMCROIEL-PQUKDGTCSA-J	C45H70N7O18P3S	no pKas to build it	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CCC2C3CCC4C[C@H](O)CC[C@]4(C)C3CC[C@@]21C
cpd37926	URZYEVFFDFMJGU-FNIFKXOHSA-J	C45H68N7O18P3S	no pKas to build it	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CCC2C3CCC4CC(=O)CC[C@]4(C)C3CC[C@@]21C
cpd37928	BYVWXQRJRYELNP-CFMCSPIPSA-N	C15H12O7	no pKas to build it	O=C1C(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c2[C@@H]1O
cpd37930	KUTDAKOPPDXZDV-KCQAQPDRSA-N	C15H26O2	no pKas to build it	CC1(C)CCC[C@]2(C)[C@@H](CO)C(CO)=CC[C@@H]12
cpd37941	ZFPAFAWFRTWCSK-QZTJIDSGSA-M	C20H37O5	no pKas to build it	CCCCCCC[C@@H](O)CC(=O)O[C@H](CCCCCCC)CC(=O)[O-]
cpd37948	GNCZTBXGLUHKAP-JOZUOZHYSA-M	C42H78O10P	no pKas to build it	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](O)COP(=O)([O-])OC[C@@H](O)COC(=O)CCCCCCC/C=C\CCCCCCCC
cpd37949	FQQQKGAFQIIGLQ-RXWKEIDKSA-M	C24H46O9P	no pKas to build it	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](O)COP(=O)([O-])OC[C@@H](O)CO
cpd37951	UJUVFUFXJONDDC-RXWKEIDKSA-M	C24H46O9P	no pKas to build it	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COP(=O)([O-])OC[C@@H](O)CO
cpd37952	BIWKXNFEOZXNLX-BBHIFXBUSA-N	C19H22O8	no pKas to build it	C/C=C1/[C@H](O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(O)c(O)c1
cpd37955	BZPOQLONXBJGAZ-WSPRJJCZSA-M	C26H35O9	no pKas to build it	CC(/C=C/C12OC1(C)CCCC2(C)C)=C\C=C\C(C)=C\C(=O)O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O
cpd37958	ZCXRIDHJRROVJY-VGHPCWFHSA-M	C42H78O10P	no pKas to build it	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OC[C@@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC
cpd37959	UJUVFUFXJONDDC-XSZXJSRZSA-M	C24H46O9P	no pKas to build it	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OC[C@H](O)CO
cpd37963	BCHHPSBWEQCAPG-WTCKOWDJSA-N	C21H28O6	no pKas to build it	C[C@]12CCC(=O)C=C1[C@H](O)C[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
cpd37964	GNFTWPCIRXSCQF-UJXAPRPESA-N	C21H30O6	no pKas to build it	C[C@]12CCC(=O)C=C1[C@H](O)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
cpd37965	UBEXJJQDSPZXNL-BHNPUNFPSA-M	C33H51O9	no pKas to build it	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]4O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
cpd37966	RQQPJTROOXJOLQ-IBWLQHGESA-M	C33H51O8	no pKas to build it	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]12
cpd37967	RYOQRDXVFJRWFJ-VIVSZJOJSA-M	C33H51O8	no pKas to build it	C=C1CC[C@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
cpd37970	AWWCEQOCFFQUKS-LCGKLAOVSA-N	C21H32O5	no pKas to build it	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@H](O)CO
cpd37971	HOSWCJDTHOAORT-UHFFFAOYSA-N	C26H21N3O5	no pKas to build it	O=C1N2C=C(c3ccc(O)cc3)N=C(Cc3ccccc3)C2=NC1(Cc1ccc(O)cc1)OO
cpd37972	NLLFPPYBCPDOHN-UHFFFAOYSA-N	C26H21N3O5	no pKas to build it	O=C1OOC1(Cc1ccc(O)cc1)Nc1ncc(-c2ccc(O)cc2)nc1Cc1ccccc1
cpd37973	CYVVUYORRQQAQE-RMWYGNQTSA-N	C20H28O2	no pKas to build it	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1O
cpd37974	PLILDISEFZJECC-RMWYGNQTSA-N	C20H26O2	no pKas to build it	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1=O
cpd37976	UJUWZMUCEGGBOH-FAZZLAFVSA-N	C20H32	no pKas to build it	C/C1=C/C=C(/C(C)C)CC/C(C)=C/CC/C(C)=C/CC1
cpd37991	RZJQHWLIHIAVBC-OUSLZRTPSA-J	C36H58N7O21P3S	no pKas to build it	C[C@H](CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O
cpd37992	JHLVPKOFYBDMGA-UCLBOIGHSA-J	C34H54N7O21P3S	no pKas to build it	C[C@H](CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O
cpd37993	IJFOVOXYTMJNNT-OMZVDAQLSA-J	C40H64N7O21P3S	no pKas to build it	C[C@H](CCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O
cpd37994	NGYZNCDTCQYDGF-GVCRIRRXSA-J	C40H66N7O21P3S	no pKas to build it	C[C@H](CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O
cpd37995	LJNHJSMQBSSAJU-RSGXBDOCSA-J	C36H56N7O21P3S	no pKas to build it	C[C@H](CCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O
cpd37996	SESCPHWMUINXHL-JHOQZYNTSA-J	C34H52N7O21P3S	no pKas to build it	C[C@H](CC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O
cpd37997	OVQXUWRJYQBXHL-DOBPLDRNSA-J	C34H54N7O21P3S	no pKas to build it	C[C@@H]1O[C@@H](OCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])[C@H](O)C[C@H]1O
cpd37998	ZQRUHCIHYLDUGE-YAOUEKBHSA-J	C34H52N7O21P3S	no pKas to build it	C[C@@H]1O[C@@H](OCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])[C@H](O)C[C@H]1O
cpd37999	OJJVYBQJWBBERR-XKGQWQQESA-J	C32H50N7O21P3S	no pKas to build it	C[C@@H]1O[C@@H](OCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])[C@H](O)C[C@H]1O
cpd38003	AWGMQQGZWRIUJI-UBMBPVGBSA-N	C28H44O2	no pKas to build it	CCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
cpd38007	ZGISOPBIAXHOTQ-OUGXGHBNSA-N	C32H52O2	no pKas to build it	CCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
cpd38014	DLPFYGTUMXCNLJ-WSSVZIAPSA-M	C43H58N4O15P	no pKas to build it	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CC[NH+](C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](OP(=O)([O-])[O-])[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
cpd38015	QIMCUSGGYZHVEF-VULLPXFTSA-M	C20H27O4	no pKas to build it	CC(C)C1=C[C@H]2C[C@]3(C=O)[C@@H]4CC[C@@H](C)[C@H]4C[C@@]2(CO)[C@]13C(=O)[O-]
cpd38016	YTWDSZAPPKUSFS-OIAXQXJYSA-M	C26H37O8	no pKas to build it	CC(C)C1=C[C@H]2C[C@]3(C=O)[C@@H]4CC[C@@H](C)[C@H]4C[C@@]2(CO[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@]13C(=O)[O-]
cpd38021	YHHSPPDBQDMAPZ-XPWFQUROSA-I	C20H23N10O19P4	no pKas to build it	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])O[C@@H]2[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O[C@H]2n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O
cpd38022	YXBSCYMMPXQFDS-LBIZDXDESA-O	C26H30NO10	no pKas to build it	C[C@@H]1O[C@@H](O[C@H]2C[C@](O)([C@@H](C)O)Cc3c(O)c4c(c(O)c32)C(=O)c2c(O)cccc2C4=O)C[C@H]([NH3+])[C@@H]1O
cpd38024	NQUUEKCCEOGKDL-XGTWDWJNSA-M	C22H31O6	no pKas to build it	CC/C=C\C[C@@H](/C=C/C=C\C/C=C\C=C\[C@H](C/C=C\CCC(=O)[O-])OO)OO
cpd38030	REGBMADJTTZONK-KJWHEZOQSA-M	C20H31O11	no pKas to build it	C[C@H](CC(=O)[O-])OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O
cpd38031	KKXWXOTXCXUUCX-DDHJBXDOSA-M	C16H25O9	no pKas to build it	C[C@H](CC(=O)[O-])OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O
cpd38032	CWLWBMWELZSMPG-IWSPIJDZSA-M	C12H19O7	no pKas to build it	C[C@H](CC(=O)[O-])OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O
