ID	NAMES	COMPARTMENT
10fthf	10-Formyltetrahydrofolate	C_c
10fthf	10-Formyltetrahydrofolate	C_m
12dgr_YL	1,2-Diacylglycerol, yeast-specific	C_c
13BDglcn	1,3-beta-D-Glucan	C_c
13dampp	1,3-Diaminopropane	C_c
13dpg	3-Phospho-D-glyceroyl phosphate	C_c
14glun	(1,4-alpha-D-Glucosyl)n	C_c
1ag3p_YL	1-Acyl-sn-glycerol 3-phosphate	C_c
1agly3p_YL	1-Acyl-glycerone 3-phosphate, yeast-specific	C_c
1agpc_YL	1-Acyl-sn-glycerol-3-phosphocholine, yeast-specific	C_c
1pyr5c	1-Pyrroline-5-carboxylate	C_c
23dhmb	(R)-2,3-Dihydroxy-3-methylbutanoate	C_m
23dhmp	(R)-2,3-Dihydroxy-3-methylpentanoate	C_m
25aics	(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate	C_c
25dhpp	2,5-Diamino-6-hydroxy-4-(5'-phosphoribosylamino)-pyrimidine	C_c
2ahbut	(S)-2-Aceto-2-hydroxybutanoate	C_m
2ahethmpp	2-(alpha-Hydroxyethyl)thiamine diphosphate	C_c
2ahethmpp	2-(alpha-Hydroxyethyl)thiamine diphosphate	C_m
2ahhmd	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate	C_m
2ahhmp	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	C_m
2cpr5p	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C_c
2dda7p	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	C_c
2dhp	2-Dehydropantoate	C_c
2dr1p	2-Deoxy-D-ribose 1-phosphate	C_c
2hp6mbq	2-Hexaprenyl-6-methoxy-1,4-benzoquinone	C_m
2hp6mp	2-Hexaprenyl-6-methoxyphenol	C_m
2hpmhmbq	2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	C_m
2hpmmbq	2-hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	C_m
2hyoxplac	2-Hydroxyphenylacetate	C_c
2kmb	2-keto-4-methylthiobutyrate	C_c
2maacoa	2-Methyl-3-acetoacetyl-CoA	C_c
2mahmp	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate	C_c
2mb2coa	trans-2-Methylbut-2-enoyl-CoA	C_c
2mbcoa	(S)-2-Methylbutanoyl-CoA	C_c
2mbdhl	S-(2-Methylbutanoyl)-dihydrolipoamide	C_c
2mop	(S)-Methylmalonate semialdehyde	C_c
