ID	GF	EQ
rxn30353	-4.72|0.98	-4.01|0.86
rxn30354	nan	nan
rxn30355	-0.0|0.73	0.69|0.13
rxn30356	nan	nan
rxn30358	nan	nan
rxn30359	nan	nan
rxn30360	nan	nan
rxn30361	-28.37|4.88	-8.20|0.70
rxn30362	-21.55|6.74	-2.68|0.35
rxn30363	-1.83|1.42	0.24|0.65
rxn30364	nan	nan
rxn30365	nan	nan
rxn30366	-2.64|1.25	-17.56|0.57
rxn30367	-6.75|0.8	-8.57|0.33
rxn30368	2.56|3.67	1.51|0.69
rxn30369	-6.73|3.94	-6.90|0.68
rxn30370	2.16|5.42	-0.25|0.35
rxn30371	0.0|0.81	-2.55|0.61
rxn30372	0.0|0.81	-2.55|0.61
rxn30374	nan	nan
rxn30375	-21.55|6.82	-2.63|0.35
rxn30377	-21.55|6.88	-3.06|1.53
rxn30378	nan	nan
rxn30380	-10.47|3.94	-14.27|1.54
rxn30381	-3.76|6.12	-6.14|0.18
rxn30382	-14.06|1.05	0.71|1.10
rxn30383	-2.0|6.39	-0.96|0.32
rxn30384	nan	nan
rxn30385	nan	nan
rxn30386	nan	nan
rxn30387	nan	nan
rxn30388	2.09|7.51	4.36|0.99
rxn30389	-5.75|2.39	-6.67|0.74
rxn30390	-3.76|8.15	-4.37|0.23
rxn30391	-8.92|5.0	-7.06|0.67
rxn30392	-0.84|0.87	-1.26|0.76
rxn30393	6.22|6.14	4.37|0.23
rxn30394	nan	nan
rxn30395	6.46|7.1	4.74|0.58
rxn30396	-23.56|5.62	-1.07|1.40
rxn30397	-10.52|6.22	11.87|1.72
rxn30398	-10.52|6.2	11.87|1.72
rxn30399	3.13|6.14	1.41|0.78
rxn30400	3.13|6.14	1.41|0.78
rxn30401	nan	nan
rxn30402	-3.76|6.12	-4.36|0.24
rxn30403	-3.76|6.12	-4.36|0.24
rxn30404	nan	nan
rxn30405	nan	nan
rxn30406	4.98|0.65	2.51|0.73
rxn30407	-10.73|5.01	-9.66|0.81
rxn30408	-14.03|4.84	-8.43|0.33
rxn30409	-14.03|4.76	-5.33|0.33
rxn30410	-28.37|5.7	-8.79|0.73
rxn30412	-22.58|7.51	-3.53|0.67
rxn30413	-16.34|3.94	-5.46|0.30
rxn30414	-4.72|2.19	-1.49|0.78
rxn30415	1.81|5.51	nan
rxn30416	1.81|5.07	nan
rxn30417	-3.09|0.82	-3.74|1.04
rxn30418	-8.14|7.87	-8.52|0.79
rxn30419	15.86|1.06	8.45|1.04
rxn30421	nan	nan
rxn30422	nan	nan
rxn30423	-22.53|4.03	-18.20|0.71
rxn30425	nan	nan
rxn30427	nan	nan
rxn30428	nan	nan
rxn30429	nan	nan
rxn30430	nan	nan
rxn30431	nan	nan
rxn30432	7.22|2.09	-4.04|0.30
rxn30433	-2.9|6.36	-2.76|0.26
rxn30434	-3.11|3.48	-5.68|0.44
rxn30435	-2.66|1.51	-0.25|0.35
rxn30436	nan	nan
rxn30437	nan	nan
rxn30438	nan	nan
rxn30439	-2.51|3.72	-17.25|1.06
rxn30440	-5.7|0.72	-5.93|1.01
rxn30441	nan	nan
rxn30442	-3.11|4.34	-2.80|0.26
rxn30443	nan	nan
rxn30444	0.0|1.38	-0.10|0.51
rxn30445	0.0|1.38	-0.10|0.51
rxn30446	9.53|5.06	-1.16|0.78
rxn30447	9.53|5.0	-0.06|0.31
rxn30448	nan	nan
rxn30449	nan	nan
rxn30450	0.0|0.82	nan
rxn30451	0.0|0.82	nan
rxn30452	nan	nan
rxn30453	-6.81|4.42	-6.16|0.07
rxn30454	nan	nan
rxn30455	0.0|2.8	nan
rxn30456	0.0|2.32	nan
rxn30457	0.0|2.21	nan
rxn30458	nan	nan
rxn30459	nan	nan
rxn30460	nan	nan
rxn30461	nan	nan
rxn30462	nan	nan
rxn30463	-2.3|7.37	0.32|0.37
rxn30464	0.0|6.11	nan
rxn30465	-9.11|4.59	-9.32|0.31
rxn30466	-3.11|3.97	-2.78|0.69
rxn30467	nan	nan
rxn30468	nan	nan
rxn30469	nan	nan
rxn30470	0.0|4.65	nan
rxn30471	0.0|4.65	nan
rxn30472	nan	nan
rxn30473	-6.81|4.47	-6.16|0.07
rxn30474	nan	nan
rxn30475	nan	nan
rxn30476	nan	nan
rxn30477	0.0|1.26	nan
rxn30478	-60.35|56.64	36.54|4.09
rxn30479	-60.35|55.53	38.53|4.10
rxn30480	-20.53|6.56	-36.00|1.64
rxn30481	-24.62|6.53	-9.27|1.39
rxn30482	nan	nan
rxn30483	nan	nan
rxn30484	nan	nan
rxn30485	0.0|0.47	nan
rxn30486	-0.19|1.79	1.12|0.25
rxn30487	0.0|0.49	nan
rxn30488	2.3|6.4	-0.65|0.40
rxn30489	nan	nan
rxn30490	nan	nan
rxn30491	nan	nan
rxn30492	nan	nan
rxn30493	nan	nan
rxn30494	nan	nan
rxn30495	0.0|2.15	nan
rxn30496	-17.44|8.93	-32.48|1.45
rxn30497	-21.53|8.91	-5.75|1.16
rxn30498	-20.31|8.84	-12.52|1.43
rxn30499	nan	nan
rxn30500	7.22|2.94	1.71|1.23
rxn30501	-7.75|6.58	-2.04|1.77
rxn30502	-3.66|6.55	-28.77|1.54
rxn30503	-36.55|19.52	-76.67|3.56
rxn30504	-48.82|19.6	3.52|4.42
rxn30505	nan	nan
rxn30506	nan	nan
rxn30507	nan	nan
rxn30508	nan	nan
rxn30509	nan	nan
rxn30510	nan	nan
rxn30511	nan	nan
rxn30512	0.0|2.77	nan
rxn30513	-0.0|1.09	nan
rxn30514	nan	nan
rxn30515	nan	nan
rxn30516	nan	nan
rxn30517	nan	nan
rxn30518	nan	nan
rxn30519	nan	nan
rxn30520	nan	nan
rxn30521	nan	nan
rxn30522	0.0|2.87	nan
rxn30523	-22.87|1.22	nan
rxn30524	-37.8|18.38	-29.45|1.14
rxn30525	nan	nan
rxn30526	nan	nan
rxn30527	0.0|2.12	nan
rxn30528	0.0|1.39	nan
rxn30529	6.15|6.55	nan
rxn30530	4.93|6.45	nan
rxn30531	5.94|6.55	nan
rxn30532	1.85|6.58	nan
rxn30533	22.2|6.84	nan
rxn30534	18.11|6.86	nan
rxn30535	nan	nan
rxn30536	nan	nan
rxn30537	nan	nan
rxn30538	nan	nan
rxn30539	nan	nan
rxn30541	-9.68|2.23	nan
rxn30542	nan	nan
rxn30543	-9.68|2.26	nan
rxn30544	-4.72|1.33	-1.66|0.92
rxn30545	-55.56|9.03	-61.39|0.32
rxn30547	5.38|0.87	4.91|1.06
rxn30548	5.22|6.11	4.92|0.24
rxn30549	8.69|6.17	7.16|0.85
rxn30550	8.69|6.17	8.78|0.39
rxn30551	nan	nan
rxn30552	-0.19|1.42	-0.90|0.14
rxn30553	-0.0|1.04	nan
rxn30554	8.69|6.17	9.04|0.84
rxn30555	nan	nan
rxn30556	nan	nan
rxn30557	-86.77|21.84	nan
rxn30558	nan	nan
rxn30559	nan	nan
rxn30560	-4.99|6.67	nan
rxn30561	-45.42|6.48	-56.55|0.75
rxn30562	-17.02|6.13	-7.45|0.57
rxn30563	-47.43|6.1	-46.87|0.22
rxn30564	-88.67|2.3	-77.93|1.03
rxn30565	nan	nan
rxn30566	-37.95|6.25	-28.81|0.74
rxn30567	-37.95|6.23	-28.81|0.74
rxn30568	-38.95|6.24	-29.26|0.76
rxn30569	-22.36|1.58	-16.76|1.56
rxn30570	2.08|1.74	-0.55|0.51
rxn30571	-56.08|4.97	-43.49|0.33
rxn30572	nan	nan
rxn30573	-1.72|8.61	15.32|23900.57
rxn30574	9.53|11.63	nan
rxn30575	nan	nan
rxn30576	-0.87|0.83	-0.97|0.07
rxn30577	-1.75|1.54	-1.19|0.44
rxn30578	-1.47|4.39	2.21|1.24
rxn30579	-6.53|4.99	nan
rxn30580	-8.48|1.4	-1.26|0.51
rxn30581	-52.91|4.97	-43.44|0.43
rxn30582	7.22|1.98	-7.21|0.60
rxn30583	7.22|2.14	-2.39|0.33
rxn30584	-1.36|3.26	-6.21|0.67
rxn30585	nan	nan
rxn30586	-45.06|4.16	0.17|7504.61
rxn30587	-111.57|4.97	nan
rxn30588	-66.0|6.73	-47.49|1.48
rxn30589	-11.93|1.87	6.36|1.31
rxn30590	-4.13|4.55	-0.92|0.79
rxn30591	7.22|2.33	2.27|0.33
rxn30592	-16.9|8.67	0.13|0.97
rxn30593	-52.64|1.49	-42.85|0.43
rxn30594	-3.76|6.12	-4.36|0.24
rxn30595	-3.76|6.12	-4.36|0.24
rxn30596	-2.0|1.16	-0.98|0.82
rxn30597	-74.7|4.05	-42.63|0.83
rxn30598	-74.7|4.13	-43.03|0.25
rxn30599	0.83|4.34	-5.47|0.53
rxn30600	5.68|4.46	8.32|0.72
rxn30601	-3.9|1.8	-15.27|1.28
rxn30602	-12.38|2.01	-9.03|0.99
rxn30603	0.0|0.54	nan
rxn30604	-2.32|1.78	0.29|0.45
rxn30605	nan	nan
rxn30606	10.95|2.25	0.44|0.72
rxn30607	-3.72|2.78	-14.99|2.26
rxn30608	-47.43|6.13	-47.10|0.68
rxn30609	-0.79|3.54	-2.42|0.78
rxn30610	-74.7|4.12	-45.10|0.48
rxn30611	7.22|4.35	-3.37|0.34
rxn30612	0.0|8.27	-0.10|0.68
rxn30613	nan	nan
rxn30614	-107.94|4.41	-86.98|0.38
rxn30615	-3.9|1.79	-6.98|1.54
rxn30616	-109.26|2.46	-106.02|1.60
rxn30617	-12.38|1.99	-8.33|0.82
rxn30618	-4.72|0.98	-4.01|0.86
rxn30619	1.47|1.03	1.99|0.28
rxn30620	-0.05|1.02	-0.03|0.60
rxn30621	-8.14|7.89	-6.98|0.95
rxn30622	-73.02|1.23	-51.97|1.69
rxn30623	-0.79|3.54	-2.46|0.68
rxn30624	-66.0|7.44	nan
rxn30625	48.0|0.71	38.80|0.78
rxn30626	18.09|1.64	15.04|2.34
rxn30627	-20.78|8.69	-1.43|0.65
rxn30628	0.0|2.8	0.91|0.59
rxn30629	nan	nan
rxn30630	-73.02|1.34	-43.30|1.22
rxn30631	-56.08|4.97	-46.10|0.21
rxn30632	-3.11|2.99	10.17|0.54
rxn30633	-1.83|1.42	0.50|1.49
rxn30634	-1.83|1.42	0.24|0.65
rxn30635	-5.68|1.33	-7.16|0.66
rxn30636	-71.36|2.62	-42.81|0.49
rxn30637	-71.36|2.75	-41.34|0.33
rxn30638	nan	nan
rxn30639	0.0|1.06	nan
rxn30640	0.0|0.71	nan
rxn30641	-8.92|5.0	-8.56|0.11
rxn30642	94.92|7.53	384.00|2.76
rxn30643	-2.44|3.41	-17.61|1.53
rxn30644	nan	nan
rxn30645	nan	nan
rxn30646	6.81|4.36	6.16|0.07
rxn30647	nan	nan
rxn30648	0.0|1.67	-1.96|0.66
rxn30649	-2.64|1.25	-17.56|0.57
rxn30650	-71.36|2.64	-43.71|0.49
rxn30651	-54.93|1.04	-36.26|1.08
rxn30652	-22.53|7.56	-18.20|0.71
rxn30653	92.04|1.42	46.04|1.39
rxn30654	7.22|3.75	-1.81|0.63
rxn30655	-52.44|1.75	-38.60|0.45
rxn30656	-54.24|1.77	-39.49|0.45
rxn30657	-6.75|0.8	-8.57|0.33
rxn30658	-6.75|0.81	-8.57|0.33
rxn30659	nan	nan
rxn30660	-91.95|2.55	nan
rxn30661	-13.9|4.14	-11.97|0.72
rxn30662	-198.02|5.32	-209.89|23900.57
rxn30663	-64.93|2.6	-46.60|0.60
rxn30664	nan	nan
rxn30665	7.22|1.98	-1.83|0.30
rxn30666	-131.05|98.72	-129.59|2.87
rxn30667	-13.45|5.25	nan
rxn30668	-47.43|6.14	-48.04|0.48
rxn30669	-17.82|0.94	-8.26|1.50
rxn30670	-53.1|4.44	-41.83|0.64
rxn30671	196.32|10.66	206.50|23900.57
rxn30672	-59.97|1.12	-54.15|0.86
rxn30673	0.0|1.02	nan
rxn30674	-0.61|0.93	-0.82|0.07
rxn30675	nan	nan
rxn30676	-17.02|6.14	-7.45|0.57
rxn30677	-13.9|5.17	-14.07|0.97
rxn30678	-38.47|6.15	-28.83|0.20
rxn30679	-38.47|6.13	-28.83|0.21
rxn30680	-4.72|1.01	-2.82|0.21
rxn30681	39.22|4.37	0.95|0.75
rxn30682	-13.68|6.54	-28.43|1.48
rxn30683	-14.03|4.34	-1.48|0.57
rxn30685	-47.43|6.11	-51.66|0.58
rxn30686	-0.05|4.37	2.47|0.60
rxn30687	-52.91|2.34	-44.21|0.72
rxn30688	-51.24|5.87	-117.50|16170.40
rxn30689	7.22|0.76	-7.44|0.50
rxn30690	-64.05|3.82	-58.21|1.82
rxn30691	-179.07|3.53	-128.49|1.28
rxn30692	-75.1|3.7	29.75|16170.40
rxn30693	-75.1|3.95	29.77|16170.40
rxn30694	-64.93|3.72	-47.82|1.41
rxn30695	nan	nan
rxn30696	-47.43|6.31	-44.13|0.46
rxn30697	4.04|6.28	nan
rxn30698	7.22|1.77	-3.97|0.52
rxn30699	-64.93|6.43	nan
rxn30700	39.2|3.56	nan
rxn30701	-53.62|7.09	-42.28|0.61
rxn30702	nan	nan
rxn30703	-97.79|6.18	-75.28|1.05
rxn30704	12.11|14.36	21.90|0.85
rxn30705	12.11|14.34	21.91|0.85
rxn30706	0.0|0.68	nan
rxn30707	32.7|2.04	19.01|1.41
rxn30708	-10.63|1.71	-9.85|0.47
rxn30709	-45.58|7.24	-32.23|0.91
rxn30710	-2.58|3.44	4.64|1.30
rxn30711	-141.37|4.47	-139.39|1.09
rxn30713	0.83|4.0	-5.28|0.53
rxn30714	30.3|6.16	22.99|0.43
rxn30715	30.3|6.14	23.00|0.43
rxn30716	3.13|6.15	1.28|0.92
rxn30717	9.87|1.78	-3.11|0.43
rxn30718	-5.29|1.75	-16.05|0.64
rxn30719	-3.11|3.56	nan
rxn30720	-9.58|3.78	nan
rxn30721	29.22|1.94	nan
rxn30722	-23.02|1.11	-22.33|1.03
rxn30723	nan	nan
rxn30724	-47.43|6.11	-48.15|0.48
rxn30725	nan	-28.14|23900.57
rxn30726	-66.0|5.1	-43.50|0.82
rxn30727	80.1|3.31	53.41|1.91
rxn30728	-56.12|4.95	-45.60|0.52
rxn30729	nan	nan
rxn30730	-47.77|4.48	-38.83|0.29
rxn30731	-1.83|1.3	-2.22|1.11
rxn30732	0.87|5.08	1.60|0.35
rxn30733	3.02|5.12	0.31|0.45
rxn30734	-0.73|4.44	-2.96|0.53
rxn30735	-45.46|2.18	-61.62|1.54
rxn30736	-73.02|1.36	-50.89|1.09
rxn30737	7.22|6.2	-3.01|0.72
rxn30738	-4.72|2.19	-1.49|0.78
rxn30739	12.44|6.14	3.02|1.02
rxn30740	-50.83|2.84	-42.32|1.22
rxn30741	-25.06|1.66	-12.16|1.46
rxn30742	9.68|2.19	nan
rxn30743	-25.97|8.54	-33.80|2.00
rxn30745	44.15|0.99	46.28|0.78
rxn30746	14.03|4.33	4.28|0.57
rxn30747	-25.57|2.55	-23.63|1.11
rxn30748	-23.5|2.65	-20.71|1.41
rxn30749	107.6|1.58	50.30|0.89
rxn30750	nan	nan
rxn30751	67.62|2.05	50.20|0.65
rxn30752	-11.95|2.87	-8.74|0.63
rxn30753	-8.14|7.87	-8.52|0.79
rxn30754	113.42|2.2	22.68|0.79
rxn30755	68.7|1.78	5.57|1.29
rxn30756	nan	nan
rxn30757	-47.43|6.15	-46.74|0.44
rxn30758	-113.12|4.99	nan
rxn30759	4.98|5.01	nan
rxn30760	-4.72|1.1	-2.96|0.54
rxn30761	-29.3|6.24	nan
rxn30762	4.98|5.36	nan
rxn30763	2.16|5.08	1.00|0.72
rxn30764	-75.1|3.04	31.61|16170.40
rxn30765	-15.59|4.7	-1.51|0.45
rxn30766	7.22|2.69	-3.32|0.30
rxn30767	-45.54|0.95	-43.79|0.94
rxn30768	0.0|0.81	-1.19|0.35
rxn30769	-45.42|6.37	-56.47|1.61
rxn30770	-47.23|6.38	-57.50|0.74
rxn30771	-50.69|12.34	-71.80|0.79
rxn30772	-47.31|6.67	-63.43|1.07
rxn30773	-3.63|2.73	6.18|0.82
rxn30774	-48.67|6.34	-67.68|0.86
rxn30775	-48.67|6.44	-67.68|0.86
rxn30776	nan	nan
rxn30777	-48.67|6.44	-66.48|0.88
rxn30778	nan	nan
rxn30779	nan	nan
rxn30780	-12.79|4.51	-73.80|16900.26
rxn30781	-47.43|6.38	-45.00|0.33
rxn30782	-47.43|6.37	-45.01|0.35
rxn30783	9.58|0.8	9.78|0.38
rxn30784	11.13|0.83	10.44|0.20
rxn30785	-24.02|2.43	-22.85|1.11
rxn30786	-29.78|7.25	-106.31|27863.96
rxn30787	-34.59|6.27	nan
rxn30788	-111.57|5.41	nan
rxn30789	-90.63|6.54	-53.04|23900.57
rxn30790	12.36|2.29	14.50|0.79
rxn30791	-37.57|6.27	nan
rxn30792	-1.36|3.31	-5.51|0.41
rxn30793	34.57|6.89	25.07|0.34
rxn30794	34.57|7.02	25.07|0.34
rxn30795	nan	nan
rxn30796	nan	nan
rxn30797	nan	nan
rxn30798	52.91|5.14	44.35|1.10
rxn30799	2.66|5.19	0.25|0.35
rxn30800	-52.91|5.07	-43.34|0.35
rxn30801	-48.67|6.23	-67.67|0.86
rxn30802	-39.48|5.13	-48.51|0.45
rxn30803	-52.91|5.09	-43.32|0.35
rxn30804	-47.43|6.38	-46.59|0.24
rxn30805	-3.11|4.34	-2.61|0.69
rxn30806	-56.08|5.08	-43.49|0.33
rxn30807	-29.78|7.0	-103.11|27863.96
rxn30808	-48.67|6.52	-67.68|0.86
rxn30809	-48.67|6.54	-67.68|0.86
rxn30810	nan	nan
rxn30811	0.46|2.38	-0.28|0.55
rxn30812	0.46|2.43	0.83|0.80
rxn30813	0.46|2.39	0.11|0.57
rxn30814	0.46|2.41	nan
rxn30815	0.46|2.56	nan
rxn30816	57.75|17.24	45.66|47801.15
rxn30817	5.84|18.99	9.05|2.69
rxn30818	57.75|12.07	45.66|47801.15
rxn30819	nan	nan
rxn30820	nan	nan
rxn30821	-25.1|15.64	-20.18|1.92
rxn30822	-2.18|9.81	nan
rxn30823	-47.23|11.54	-57.50|0.74
rxn30824	-47.23|11.9	-57.50|0.74
rxn30825	-47.23|11.54	-57.50|0.74
rxn30826	-93.89|10.24	-97.37|0.85
rxn30827	18.1|11.53	14.21|0.33
rxn30828	-41.5|7.52	-52.62|0.22
rxn30829	-41.5|7.52	-52.62|0.22
rxn30830	-41.5|7.52	-52.62|0.22
rxn30831	-53.97|4.43	-44.29|0.33
rxn30832	-53.97|4.45	-44.29|0.33
rxn30833	-53.97|4.43	-43.87|0.33
rxn30834	-53.97|4.44	-43.87|0.33
rxn30835	-85.17|3.52	-210.87|1.53
rxn30836	7.22|4.48	-3.34|0.30
rxn30837	-20.16|3.5	128.87|1.50
rxn30838	-0.53|3.51	132.62|1.50
rxn30839	-36.23|3.97	-37.37|0.16
rxn30840	0.83|4.45	-3.57|0.56
rxn30841	0.83|4.45	-3.57|0.56
rxn30842	7.22|4.48	-3.34|0.30
rxn30843	-29.78|7.0	-104.99|27863.96
rxn30844	-8.45|8.42	7.66|1.25
rxn30845	-29.44|8.19	142.00|1.45
rxn30846	-8.45|8.42	7.66|1.25
rxn30847	-8.45|8.42	7.66|1.25
rxn30848	-8.45|8.64	9.56|1.23
rxn30849	-288.63|1.53	-281.24|1.38
rxn30850	nan	nan
rxn30851	-48.67|6.96	-67.68|0.86
rxn30852	nan	nan
rxn30853	nan	nan
rxn30854	nan	nan
rxn30855	nan	nan
rxn30856	nan	nan
rxn30857	nan	nan
rxn30858	30.96|7.51	22.77|0.41
rxn30859	7.22|2.87	-2.29|0.10
rxn30860	7.22|2.94	1.71|1.23
rxn30861	-52.71|10.17	-59.50|0.79
rxn30862	-49.03|10.11	-59.50|0.79
rxn30863	11.19|2.22	nan
rxn30864	nan	-78.48|28222.58
rxn30865	-14.55|2.58	-16.71|1.09
rxn30866	-45.75|4.3	-25.80|1.69
rxn30867	-24.02|1.15	-22.58|1.25
rxn30868	-47.43|6.12	-47.41|1.44
rxn30869	-47.43|6.1	-47.41|1.44
rxn30870	0.31|5.07	0.62|0.47
rxn30871	-52.91|4.97	-46.45|0.79
rxn30872	-23.5|2.51	-20.86|1.40
rxn30873	-2.53|1.45	-4.43|2.38
rxn30874	-5.6|1.61	-7.79|1.80
rxn30875	nan	nan
rxn30876	nan	nan
rxn30877	nan	nan
rxn30878	-0.46|1.31	1.58|1.18
rxn30879	-109.72|2.72	-117.83|1.21
rxn30880	-15.09|7.43	0.44|0.79
rxn30881	-1.42|6.63	-23.08|47801.15
rxn30882	nan	nan
rxn30883	-2.18|9.81	nan
rxn30884	-3.11|3.8	-2.52|0.42
rxn30885	-47.23|11.84	-57.50|0.74
rxn30886	-50.09|11.84	-49.16|1.27
rxn30887	7.22|2.24	0.72|0.33
rxn30888	7.22|2.24	0.72|0.33
rxn30889	7.22|2.17	-0.83|0.33
rxn30890	7.22|2.14	-2.39|0.33
rxn30891	7.22|2.16	-3.94|0.33
rxn30892	7.22|2.24	0.72|0.33
rxn30893	7.22|2.17	-0.83|0.33
rxn30894	7.22|2.17	-0.83|0.33
rxn30895	7.22|2.14	-2.39|0.33
rxn30896	7.22|2.16	-3.94|0.33
rxn30897	7.22|2.2	-5.13|0.34
rxn30898	7.22|2.2	-5.13|0.34
rxn30899	7.22|2.24	0.72|0.33
rxn30900	7.22|2.17	-0.83|0.33
rxn30901	7.22|2.17	-0.83|0.33
rxn30902	7.22|2.14	-2.39|0.33
rxn30903	7.22|2.16	-3.94|0.33
rxn30904	nan	nan
rxn30905	nan	nan
rxn30906	nan	nan
rxn30907	7.22|3.95	-1.29|0.45
rxn30908	7.22|3.95	-1.30|0.82
rxn30909	-153.36|3.89	-95.76|2.04
rxn30910	nan	nan
rxn30911	nan	nan
rxn30912	nan	nan
rxn30913	-48.67|6.93	-67.68|0.86
rxn30914	5.28|7.07	3.99|23900.57
rxn30915	nan	nan
rxn30916	nan	nan
rxn30917	nan	nan
rxn30918	nan	nan
rxn30919	-45.58|7.12	-33.23|0.91
rxn30920	nan	nan
rxn30921	-121.99|3.7	-83.69|23900.57
rxn30922	7.22|6.07	-3.00|0.72
rxn30923	-47.23|11.92	-57.50|0.74
rxn30924	-49.48|1.45	-22.76|1.15
rxn30925	nan	nan
rxn30926	-41.96|10.27	-42.25|0.72
rxn30927	nan	nan
rxn30928	-40.85|8.25	nan
rxn30929	-43.76|10.24	-44.24|0.78
rxn30930	-43.76|10.19	-44.24|0.78
rxn30931	-47.23|11.52	-57.50|0.74
rxn30932	-47.23|11.54	nan
rxn30933	-47.23|11.54	nan
rxn30934	-47.23|11.89	nan
rxn30935	-57.75|12.08	-45.66|47801.15
rxn30936	-57.75|17.25	-45.66|47801.15
rxn30937	-1.43|16.24	nan
rxn30938	-1.43|10.59	nan
rxn30939	-47.43|6.54	-46.95|0.51
rxn30940	-3.11|2.73	8.96|0.52
rxn30941	44.56|2.05	105.20|23900.57
rxn30942	-88.67|1.36	-77.92|1.04
rxn30943	-88.67|1.64	-78.94|1.49
rxn30944	-88.67|3.11	-77.93|1.03
rxn30945	-41.51|1.77	-40.09|1.05
rxn30946	-88.67|1.63	-77.93|1.03
rxn30947	-88.67|0.98	-77.93|1.03
rxn30948	nan	nan
rxn30949	-0.87|5.49	40.85|36983.13
rxn30950	nan	nan
rxn30951	nan	nan
rxn30952	33.64|4.21	-4.94|3.31
rxn30953	4.7|2.24	nan
rxn30954	44.56|2.34	105.07|23900.57
rxn30955	nan	nan
rxn30956	nan	nan
rxn30957	nan	nan
rxn30958	nan	nan
rxn30959	18.1|11.53	14.21|0.33
rxn30960	nan	nan
rxn30961	nan	nan
rxn30962	nan	nan
rxn30963	nan	nan
rxn30964	-49.27|2.88	-48.68|0.88
rxn30965	-50.83|2.75	-45.40|0.81
rxn30966	nan	nan
rxn30967	nan	nan
rxn30968	24.01|3.68	-79.22|15009.22
rxn30969	-81.37|4.17	9.66|15009.22
rxn30970	-38.26|3.87	-48.53|0.45
rxn30971	11.82|3.81	-79.86|15009.22
rxn30972	3.22|5.22	1.23|0.45
rxn30973	nan	nan
rxn30974	7.22|2.33	2.27|0.33
rxn30975	-53.97|3.91	-43.12|0.37
rxn30976	-66.0|5.04	-42.45|0.90
rxn30977	nan	-11.12|1.81
rxn30978	nan	nan
rxn30979	-11.95|2.32	-11.89|0.27
rxn30980	nan	nan
rxn30981	0.83|4.13	-4.88|0.88
rxn30982	0.83|4.0	-4.86|0.72
rxn30983	7.22|0.84	-2.46|0.07
rxn30984	nan	nan
rxn30985	-3.11|2.27	-1.36|0.38
rxn30986	nan	nan
rxn30987	nan	nan
rxn30988	nan	nan
rxn30989	39.84|2.67	41.65|0.55
rxn30990	39.84|2.62	41.59|0.58
rxn30991	39.84|4.26	40.07|0.94
rxn30992	39.84|3.85	41.90|0.64
rxn30993	30.96|6.15	21.82|0.43
rxn30994	30.96|6.14	21.83|0.43
rxn30995	-57.93|7.41	-43.35|1.10
rxn30996	nan	nan
rxn30997	nan	nan
rxn30998	-83.36|8.67	-80.64|0.62
rxn30999	nan	nan
rxn31000	nan	nan
rxn31001	nan	nan
rxn31002	nan	nan
rxn31003	nan	nan
rxn31004	4.87|3.68	nan
rxn31005	-12.68|7.05	-2.08|0.60
rxn31006	-6.34|8.27	-1.04|0.30
rxn31007	-6.34|9.32	-1.04|0.30
rxn31008	-0.87|6.53	0.65|2.10
rxn31009	nan	nan
rxn31010	-1.7|5.51	24.17|36983.13
rxn31011	-0.87|6.5	0.65|2.10
rxn31012	nan	nan
rxn31013	-54.19|3.53	-110.23|28222.58
rxn31014	-47.23|6.42	-57.51|0.74
rxn31015	5.37|11.48	-29.50|2.04
rxn31016	42.09|0.87	2.32|0.73
rxn31017	-45.42|11.5	-56.55|0.75
rxn31018	-45.42|11.49	-56.55|0.75
rxn31019	0.29|11.49	-29.62|0.76
rxn31020	0.29|11.48	-29.61|0.76
rxn31021	-118.58|11.5	-118.18|0.76
rxn31022	-118.58|11.49	-118.17|0.76
rxn31023	-45.42|11.48	-56.55|0.75
rxn31024	-45.42|11.48	-56.55|0.75
rxn31025	0.29|11.48	-29.62|0.76
rxn31026	0.29|11.48	-29.61|0.76
rxn31027	-118.58|11.5	-118.18|0.76
rxn31028	-118.58|11.49	-118.17|0.76
rxn31029	-51.56|7.59	-61.58|1.10
rxn31030	-49.62|6.14	-49.01|0.35
rxn31031	-45.42|14.86	-56.55|0.75
rxn31032	0.29|14.85	nan
rxn31033	-98.33|13.36	nan
rxn31034	-45.42|11.5	-56.55|0.75
rxn31035	-45.42|11.49	-56.55|0.75
rxn31036	0.29|11.5	-29.62|0.76
rxn31037	0.29|11.49	-29.61|0.76
rxn31038	-118.58|11.51	-118.18|0.76
rxn31039	-118.58|11.5	-118.17|0.76
rxn31040	-45.42|11.5	nan
rxn31041	-45.42|11.49	nan
rxn31042	0.29|11.49	nan
rxn31043	0.29|11.48	nan
rxn31044	-118.58|11.5	nan
rxn31045	-118.58|11.49	nan
rxn31046	-8.72|11.52	-14.87|1.00
rxn31047	-3.45|11.48	-27.88|1.17
rxn31048	-3.45|11.48	-27.88|1.18
rxn31049	nan	nan
rxn31050	-99.59|6.17	-86.20|1.22
rxn31051	-99.59|6.16	-86.20|1.22
rxn31052	-66.0|4.85	-42.65|1.24
rxn31053	7.22|2.27	-5.45|0.33
rxn31054	-0.46|1.92	-0.46|0.64
rxn31055	667.89|2.05	638.42|1.20
rxn31056	-817.74|2.04	-779.10|1.29
rxn31057	nan	nan
rxn31058	nan	nan
rxn31059	7.22|2.76	-2.01|1.01
rxn31060	nan	nan
rxn31061	nan	nan
rxn31062	nan	nan
rxn31063	nan	nan
rxn31064	nan	nan
rxn31065	nan	nan
rxn31068	-56.08|5.09	-43.49|0.33
