ID	GC	EQ
cpd20626	10000000.0|10000000.0	nan
cpd20627	-56.0|6.89	-77.71|22153.59
cpd20628	-177.73|7.05	-358.47|44307.18
cpd20629	10000000.0|10000000.0	33.05|37308.02
cpd20630	12.81|1.81	162.27|1.35
cpd20631	10000000.0|10000000.0	206.50|143403.44
cpd20632	7.18|1.18	93.46|1.14
cpd20633	-10.0|0.58	46.74|0.40
cpd20634	-92.51|1.54	-50.44|16900.26
cpd20635	10000000.0|10000000.0	112.40|5.11
cpd20636	10000000.0|10000000.0	196.48|47801.15
cpd20637	75.91|5.98	248.05|5.58
cpd20638	-22.45|14.1	-160.23|33260.63
cpd20639	85.2|13.15	39.71|10.69
cpd20640	10000000.0|10000000.0	98.65|23900.57
cpd20641	10000000.0|10000000.0	98.65|23900.57
cpd20642	36.07|1.23	131.54|1.22
cpd20643	10000000.0|10000000.0	nan
cpd20644	72.5|7.73	246.18|5.15
cpd20645	72.5|7.73	246.18|5.15
cpd20646	10000000.0|10000000.0	249.30|23900.57
cpd20647	93.0|4.83	236.17|5.34
cpd20648	10000000.0|10000000.0	285.87|47801.15
cpd20649	10000000.0|10000000.0	246.18|47801.15
cpd20650	10000000.0|10000000.0	246.18|47801.15
cpd20651	-2.5|4.99	nan
cpd20652	10000000.0|10000000.0	nan
cpd20653	18.86|1.19	58.51|0.71
cpd20654	5.44|1.09	60.41|0.85
cpd20655	26.98|1.67	83.56|1.22
cpd20656	10000000.0|10000000.0	nan
cpd20657	10000000.0|10000000.0	182.58|23900.57
cpd20658	-141.75|2.01	18.91|2.05
cpd20659	10000000.0|10000000.0	nan
cpd20660	-45.96|2.94	139.22|33800.52
cpd20661	-45.96|2.94	139.22|33800.52
cpd20662	10000000.0|10000000.0	nan
cpd20663	49.62|4.03	206.12|2.73
cpd20664	10000000.0|10000000.0	140.01|67601.03
cpd20665	10000000.0|10000000.0	nan
cpd20666	10000000.0|10000000.0	80.29|47801.15
cpd20667	71.32|1.82	185.60|1.43
cpd20668	20.46|6.62	76.86|14323.50
cpd20669	-73.41|2.89	89.65|2.07
cpd20670	-91.89|2.11	280.22|23900.57
cpd20671	-36.07|1.34	72.71|1.31
cpd20672	-56.74|7.56	nan
cpd20673	-82.9|4.97	-44.36|30018.44
cpd20674	-76.59|2.23	236.83|1.61
cpd20675	21.48|1.78	32.41|23900.57
cpd20676	-51.3|0.81	149.08|0.91
cpd20677	10000000.0|10000000.0	nan
cpd20678	-346.57|14.52	-504.93|73420.37
cpd20679	10000000.0|10000000.0	-62.37|50700.77
cpd20680	nan	nan
cpd20681	10000000.0|10000000.0	169.93|23900.57
cpd20682	-43.23|2.35	314.84|1.94
cpd20683	-65.59|2.4	315.82|1.93
cpd20684	10000000.0|10000000.0	nan
cpd20685	10000000.0|10000000.0	124.18|23900.57
cpd20686	10000000.0|10000000.0	108.11|23900.57
cpd20687	10000000.0|10000000.0	53.62|23900.57
cpd20688	-104.02|3.21	238.60|33800.52
cpd20689	55.92|6.52	68.17|14323.50
cpd20690	21.38|1.73	75.52|1.15
cpd20691	10000000.0|10000000.0	-10.40|28222.58
cpd20692	nan	nan
cpd20693	nan	nan
cpd20694	-125.5|1.96	329.34|1.93
cpd20695	10000000.0|10000000.0	nan
cpd20696	-59.18|0.34	-24.44|0.96
cpd20697	-147.46|2.25	76.21|2.29
cpd20698	-41.55|1.79	125.08|2.02
cpd20699	-60.83|0.64	0.44|0.61
cpd20700	-46.77|3.03	119.56|33800.52
cpd20701	-91.21|0.65	nan
cpd20702	-12.6|1.9	16.61|0.71
cpd20703	61.06|5.85	226.15|3.92
cpd20704	61.06|5.85	226.15|3.92
cpd20705	61.06|5.85	226.15|3.92
cpd20706	61.06|5.85	226.15|3.92
cpd20707	61.06|5.85	226.15|3.92
cpd20708	10000000.0|10000000.0	nan
cpd20709	10000000.0|10000000.0	nan
cpd20710	10000000.0|10000000.0	189.58|23900.57
cpd20711	10000000.0|10000000.0	189.58|23900.57
cpd20712	-53.96|0.81	11.19|0.59
cpd20713	51.25|4.03	186.46|2.63
cpd20714	2.13|3.69	156.90|33800.52
cpd20715	31.89|6.65	7.63|28647.01
cpd20716	10000000.0|10000000.0	nan
cpd20717	10000000.0|10000000.0	138.75|47801.15
cpd20718	10000000.0|10000000.0	170.94|71701.72
cpd20719	47.51|2.23	151.74|1.90
cpd20720	10000000.0|10000000.0	nan
cpd20721	10000000.0|10000000.0	249.30|23900.57
cpd20722	10000000.0|10000000.0	249.30|23900.57
cpd20723	10000000.0|10000000.0	246.18|47801.15
cpd20724	10000000.0|10000000.0	77.24|33800.52
cpd20725	10000000.0|10000000.0	60.41|23900.57
cpd20726	10000000.0|10000000.0	153.41|23900.57
cpd20727	10000000.0|10000000.0	193.10|23900.57
cpd20728	10000000.0|10000000.0	193.10|53443.31
cpd20729	10000000.0|10000000.0	147.58|23900.57
cpd20730	10000000.0|10000000.0	113.72|23900.57
cpd20731	10000000.0|10000000.0	193.10|53443.31
cpd20732	10000000.0|10000000.0	153.41|53443.31
cpd20733	10000000.0|10000000.0	nan
cpd20734	10000000.0|10000000.0	nan
cpd20735	10000000.0|10000000.0	nan
cpd20736	10000000.0|10000000.0	nan
cpd20737	10000000.0|10000000.0	nan
cpd20738	10000000.0|10000000.0	nan
cpd20739	10000000.0|10000000.0	nan
cpd20740	10000000.0|10000000.0	nan
cpd20741	10000000.0|10000000.0	nan
cpd20742	10000000.0|10000000.0	93.68|23900.57
cpd20743	10000000.0|10000000.0	83.79|73420.37
cpd20744	59.43|5.84	245.81|4.01
cpd20745	44.72|4.75	nan
cpd20746	-11.6|4.14	182.81|4.49
cpd20747	-13.2|3.18	52.22|27863.96
cpd20748	nan	nan
cpd20749	-5.7|5.8	336.96|32834.59
cpd20750	-14.83|2.24	148.61|3.12
cpd20751	-17.69|1.42	-6.57|0.71
cpd20752	10000000.0|10000000.0	206.50|47801.15
cpd20753	-2.36|1.51	95.85|1.31
cpd20754	37.7|1.07	111.90|1.23
cpd20755	72.5|7.73	246.18|5.15
cpd20756	nan	nan
cpd20757	nan	nan
cpd20758	nan	nan
cpd20759	nan	nan
cpd20760	nan	nan
cpd20761	nan	nan
cpd20762	nan	nan
cpd20763	nan	nan
cpd20764	nan	nan
cpd20765	-172.29|7.23	-319.30|44307.18
cpd20766	10000000.0|10000000.0	nan
cpd20767	-109.61|7.04	141.94|56445.16
cpd20768	10.34|2.34	214.43|1.73
cpd20769	-87.97|0.67	86.07|23900.57
cpd20770	-231.6|6.63	-5.04|48386.66
cpd20771	3.76|3.68	137.25|33800.52
cpd20772	10000000.0|10000000.0	340.63|23900.57
cpd20773	65.59|2.96	nan
cpd20774	nan	nan
cpd20775	128.29|13.1	97.52|42970.51
cpd20776	-42.42|1.1	nan
cpd20777	nan	nan
cpd20778	4.1|0.5	nan
cpd20779	-94.74|0.97	-60.64|0.90
cpd20780	65.73|6.83	117.71|14323.50
cpd20781	62.47|6.89	157.02|14323.50
cpd20782	131.55|13.05	63.79|42970.51
cpd20783	113.33|6.88	100.66|28647.01
cpd20784	181.52|13.06	84.14|57294.01
cpd20785	10000000.0|10000000.0	136.62|37469.41
cpd20786	-177.73|7.05	-358.47|44307.18
cpd20787	nan	nan
cpd20788	49.88|3.14	128.63|1.33
cpd20789	-20.16|1.77	-1.77|0.71
cpd20790	-0.03|5.01	nan
cpd20791	-20.16|1.01	10.66|0.71
cpd20792	-108.2|4.07	63.11|2.25
cpd20793	-47.59|2.96	158.87|33800.52
cpd20794	28.75|1.37	158.70|1.13
cpd20795	28.75|1.37	158.70|1.13
cpd20796	62.69|5.88	206.50|3.86
cpd20797	105.74|5.48	145.34|4.07
cpd20798	10000000.0|10000000.0	nan
cpd20799	-91.52|1.95	3.02|1.65
cpd20800	10000000.0|10000000.0	147.56|47801.15
cpd20801	nan	nan
cpd20802	10000000.0|10000000.0	28.53|47801.15
cpd20803	6.91|1.14	89.85|1.50
cpd20804	nan	nan
cpd20805	nan	nan
cpd20806	nan	nan
cpd20807	109.27|6.84	88.35|28647.01
cpd20808	107.64|6.86	108.01|28647.01
cpd20809	nan	nan
cpd20810	nan	nan
cpd20811	10000000.0|10000000.0	nan
cpd20812	10000000.0|10000000.0	nan
cpd20813	-40.7|4.72	56.44|15009.22
cpd20814	nan	nan
cpd20815	19.52|5.78	208.40|4.00
cpd20816	-94.98|5.82	26.81|16900.26
cpd20817	10000000.0|10000000.0	nan
cpd20818	10000000.0|10000000.0	nan
cpd20819	-18.83|1.46	81.63|0.78
cpd20820	10000000.0|10000000.0	nan
cpd20821	-9.35|1.45	71.26|0.85
cpd20822	-12.95|6.32	nan
cpd20823	-62.05|1.44	9.79|0.80
cpd20824	10000000.0|10000000.0	nan
cpd20825	nan	nan
cpd20826	nan	nan
cpd20827	nan	nan
cpd20828	10000000.0|10000000.0	nan
cpd20829	nan	nan
cpd20830	nan	nan
cpd20831	10000000.0|10000000.0	nan
cpd20832	-14.3|1.79	86.03|0.95
cpd20833	-68.52|1.42	20.61|0.75
cpd20834	10000000.0|10000000.0	nan
cpd20835	10000000.0|10000000.0	nan
cpd20836	-25.3|1.45	92.45|0.75
cpd20837	10000000.0|10000000.0	nan
cpd20838	-113.24|4.07	-54.77|28222.58
cpd20839	-148.07|4.08	nan
cpd20840	-142.15|5.49	-194.12|38371.14
cpd20841	-114.18|4.18	-110.77|28222.58
cpd20842	-198.47|4.08	-142.17|28222.58
cpd20843	-190.43|2.71	nan
cpd20844	-209.39|2.73	-25.71|23900.57
cpd20845	-199.91|2.71	-36.38|23900.57
cpd20846	-199.91|2.71	-36.41|23900.57
cpd20847	-190.14|5.93	-193.32|32834.59
cpd20848	-142.15|5.49	-194.12|38371.14
cpd20849	nan	nan
cpd20850	10000000.0|10000000.0	93.68|23900.57
cpd20851	nan	nan
cpd20852	10000000.0|10000000.0	nan
cpd20853	10000000.0|10000000.0	nan
cpd20854	22.16|4.95	nan
cpd20855	10000000.0|10000000.0	nan
cpd20856	10000000.0|10000000.0	nan
cpd20857	56.07|4.09	nan
cpd20858	10000000.0|10000000.0	nan
cpd20859	10000000.0|10000000.0	nan
cpd20860	-0.25|3.36	177.49|4.26
cpd20861	nan	nan
cpd20862	nan	nan
cpd20863	10000000.0|10000000.0	nan
cpd20864	10000000.0|10000000.0	nan
cpd20865	-253.84|1.0	-118.42|0.33
cpd20866	-38.57|2.27	249.99|1.82
cpd20867	-90.82|1.25	192.38|1.26
cpd20868	-143.52|1.25	130.52|1.22
cpd20869	-74.7|1.41	244.07|1.39
cpd20870	-65.22|1.34	233.71|1.42
cpd20871	-117.92|1.34	171.85|1.36
cpd20872	10000000.0|10000000.0	nan
cpd20873	-112.82|2.28	199.42|1.59
cpd20874	-173.14|1.41	168.36|1.25
cpd20875	-136.91|1.3	205.77|1.27
cpd20876	-90.58|1.85	329.70|1.80
cpd20877	-81.1|1.77	319.33|1.81
cpd20878	-133.8|1.77	257.47|1.76
cpd20879	nan	nan
cpd20880	-100.31|1.37	-39.46|0.66
cpd20881	-374.44|1.9	-162.99|0.55
cpd20882	-375.9|1.86	nan
cpd20883	-375.9|1.86	-164.91|0.54
cpd20884	-338.21|1.83	-125.58|0.55
cpd20885	-376.09|2.77	-164.11|0.61
cpd20886	-235.34|1.93	-279.14|33800.52
cpd20887	54.26|5.48	42.58|45027.66
cpd20888	54.26|5.48	42.58|45027.66
cpd20889	54.26|5.48	42.58|45027.66
cpd20890	44.12|5.7	107.94|44488.39
cpd20891	-46.47|7.26	169.43|56445.16
cpd20892	-76.78|9.61	nan
cpd20893	-2.38|7.23	345.05|56445.16
cpd20894	nan	nan
cpd20895	nan	nan
cpd20896	-62.76|8.01	112.02|65669.17
cpd20897	-62.76|8.01	112.02|65669.17
cpd20898	-62.76|8.01	112.02|65669.17
cpd20899	-4.0|7.23	323.89|56445.16
cpd20900	24.2|6.94	311.53|56445.16
cpd20901	52.3|6.85	nan
cpd20902	17.0|6.92	334.31|56445.16
cpd20903	38.08|7.2	335.82|56445.16
cpd20904	-108.97|9.84	266.39|52837.70
cpd20905	38.08|7.2	335.82|56445.16
cpd20906	-27.84|7.49	155.93|56445.16
cpd20907	36.66|7.32	278.68|56445.16
cpd20908	-24.66|7.59	178.60|56445.16
cpd20909	39.71|7.33	342.69|56445.16
cpd20910	-36.03|10.81	171.14|84667.75
cpd20911	-0.41|8.05	211.31|65669.17
cpd20912	39.52|7.35	364.38|56445.16
cpd20913	39.52|7.35	364.38|56445.16
cpd20914	41.14|7.35	385.53|56445.16
cpd20915	41.14|7.35	385.53|56445.16
cpd20916	62.22|7.63	387.04|56445.16
cpd20917	15.6|2.04	290.33|2.50
cpd20918	3.97|1.42	340.92|1.48
cpd20919	nan	nan
cpd20920	nan	nan
cpd20921	-859.51|3.57	nan
cpd20922	-401.52|0.72	-284.85|0.33
cpd20923	-198.43|0.81	-192.35|16900.26
cpd20924	10000000.0|10000000.0	247.94|2.33
cpd20925	10000000.0|10000000.0	237.57|2.37
cpd20926	10000000.0|10000000.0	176.10|2.31
cpd20927	-205.48|0.75	-111.59|0.30
cpd20928	10000000.0|10000000.0	nan
cpd20929	15.17|1.7	165.09|23900.57
cpd20930	-836.44|3.59	-469.39|2.04
cpd20931	-783.74|3.59	-406.37|2.12
cpd20932	-768.47|4.71	-509.42|15009.22
cpd20933	-904.31|3.62	-634.72|16900.26
cpd20934	-132.25|1.37	-83.96|1.13
cpd20935	-30.36|1.62	72.09|1.02
cpd20936	-39.11|2.2	64.81|11521.82
cpd20937	-178.51|1.8	-8.83|1.28
cpd20938	-349.85|3.57	-29.10|2.58
cpd20939	5.12|1.74	301.15|1.97
cpd20940	nan	nan
cpd20941	-230.92|5.21	-354.21|60137.31
cpd20942	-161.79|0.61	-50.10|0.56
cpd20943	nan	nan
cpd20944	nan	nan
cpd20945	10000000.0|10000000.0	nan
cpd20946	-13.69|4.08	77.85|2.41
cpd20947	33.46|6.51	111.33|6.07
cpd20948	-127.4|6.6	49.89|6.05
cpd20949	-112.75|6.61	82.53|6.07
cpd20950	-343.19|2.77	-126.96|1.86
cpd20951	-369.43|2.93	-105.14|2.04
cpd20952	-70.04|4.73	nan
cpd20953	-102.41|4.79	nan
cpd20954	-102.38|0.86	-32.21|2.06
cpd20955	-93.77|2.87	89.95|23900.57
cpd20956	62.15|3.59	240.31|25051.08
cpd20957	nan	nan
cpd20958	nan	nan
cpd20959	13.63|3.34	nan
cpd20960	-75.8|0.96	56.89|23900.57
cpd20961	nan	nan
cpd20962	20.62|3.27	63.27|27863.96
cpd20963	-103.4|1.42	56.43|47801.15
cpd20964	-49.75|1.65	87.24|23900.57
cpd20965	-77.35|1.95	86.79|47801.15
cpd20966	-154.92|0.77	-38.80|0.65
cpd20967	-984.91|4.39	-471.89|2.46
cpd20968	-81.6|1.16	-70.82|0.81
cpd20969	nan	nan
cpd20970	nan	nan
cpd20971	10000000.0|10000000.0	nan
cpd20972	-794.47|3.46	-540.19|1.67
cpd20973	-55.38|6.82	nan
cpd20974	-126.2|4.03	-85.87|23900.57
cpd20975	160.45|4.91	550.60|3.86
cpd20976	1.76|1.63	122.99|1.33
cpd20977	83.38|3.9	329.68|2.84
cpd20978	-42.63|1.09	96.73|1.72
cpd20979	-38.55|12.68	nan
cpd20980	-42.16|12.64	nan
cpd20981	64.41|3.31	82.97|30018.44
cpd20982	10000000.0|10000000.0	188.55|28222.58
cpd20983	10000000.0|10000000.0	nan
cpd20984	10000000.0|10000000.0	193.21|28222.58
cpd20985	79.7|3.04	181.47|15009.22
cpd20986	-163.65|2.84	-115.12|23900.57
cpd20987	10000000.0|10000000.0	214.37|75951.91
cpd20988	61.3|1.89	181.32|15009.22
cpd20989	49.91|3.64	220.31|25051.08
cpd20990	-10.88|3.38	nan
cpd20991	-9.75|3.38	192.86|7504.61
cpd20992	-794.47|3.46	-540.19|1.67
cpd20993	34.17|1.29	285.56|1.43
cpd20994	10000000.0|10000000.0	nan
cpd20995	98.32|2.64	283.25|2.02
cpd20996	82.24|1.62	293.45|2.03
cpd20997	-15.76|1.71	62.48|1.30
cpd20998	64.14|2.04	265.99|3.03
cpd20999	56.48|1.94	181.32|15009.22
cpd21000	82.12|2.89	185.98|15009.22
cpd21001	10000000.0|10000000.0	nan
cpd21002	10000000.0|10000000.0	145.78|28222.58
cpd21003	-52.14|0.73	84.48|0.70
cpd21004	-340.53|2.98	nan
cpd21005	268.74|6.19	841.59|5.26
cpd21006	-383.0|1.53	-133.77|1.77
cpd21007	-585.29|2.8	-355.33|1.88
cpd21008	10000000.0|10000000.0	-276.94|23900.57
cpd21009	-280.09|12.77	130.64|100204.32
cpd21010	256.02|5.49	842.58|5.09
cpd21011	243.3|4.89	843.56|4.93
cpd21012	10000000.0|10000000.0	104.93|23900.57
cpd21013	-0.16|1.65	189.17|1.30
cpd21014	-15.55|3.07	99.77|0.75
cpd21015	10000000.0|10000000.0	-152.54|15009.22
cpd21016	-488.5|1.66	-312.33|0.67
cpd21017	-315.06|5.81	642.75|6.52
cpd21018	-376.76|3.02	-163.27|0.54
cpd21019	-707.82|4.3	-360.75|16900.26
cpd21020	10000000.0|10000000.0	-454.13|23900.57
cpd21021	10000000.0|10000000.0	nan
cpd21022	-66.05|0.97	9.13|0.83
cpd21023	-13.92|1.41	89.24|2.04
cpd21024	-43.67|0.58	39.44|0.68
cpd21025	-56.36|1.32	30.19|1.98
cpd21026	-20.1|1.07	67.30|2.11
cpd21027	-13.92|1.41	89.24|2.04
cpd21028	-56.36|1.32	30.19|1.98
cpd21029	-372.79|2.84	-145.87|1.87
cpd21030	-220.42|4.94	nan
cpd21031	-268.39|4.55	nan
cpd21032	-54.46|2.84	83.65|1.20
cpd21033	10000000.0|10000000.0	-3.25|23900.57
cpd21034	10000000.0|10000000.0	nan
cpd21035	10000000.0|10000000.0	nan
cpd21036	-530.38|1.58	-385.26|0.43
cpd21037	-317.88|1.62	nan
cpd21038	-688.86|3.08	-446.80|0.72
cpd21039	-711.84|2.91	-494.35|2.17
cpd21040	-466.51|4.44	nan
cpd21041	225.28|6.3	631.93|4.33
cpd21042	165.0|6.24	536.38|4.36
cpd21043	-803.42|2.87	-560.73|16900.26
cpd21044	2.14|1.64	97.64|1.41
cpd21045	6.5|12.7	340.29|100204.32
cpd21046	10000000.0|10000000.0	nan
cpd21047	10000000.0|10000000.0	nan
cpd21048	10000000.0|10000000.0	nan
cpd21049	-171.51|1.7	301.11|1.39
cpd21050	-134.35|3.06	-68.47|23900.57
cpd21051	-223.14|2.02	-86.75|1.80
cpd21052	-16.92|1.25	89.85|2.14
cpd21053	71.82|4.16	245.65|32834.59
cpd21054	10000000.0|10000000.0	nan
cpd21055	10000000.0|10000000.0	nan
cpd21056	-203.79|0.44	-145.53|0.40
cpd21057	73.34|3.6	341.76|25051.08
cpd21058	-403.29|3.44	-116.09|25051.08
cpd21059	110.21|2.95	290.32|15009.22
cpd21060	10000000.0|10000000.0	nan
cpd21061	63.73|2.51	186.66|1.64
cpd21062	23.92|9.5	397.70|75153.24
cpd21063	42.42|9.91	nan
cpd21064	-122.36|1.27	-46.25|0.96
cpd21065	-121.45|1.16	-51.88|0.97
cpd21066	-714.11|3.14	-480.98|1.52
cpd21067	10000000.0|10000000.0	nan
cpd21068	10000000.0|10000000.0	nan
cpd21069	-121.45|1.16	-51.91|0.97
cpd21070	-21.77|1.8	251.45|1.53
cpd21071	-8.25|6.6	426.78|50102.16
cpd21072	-34.92|9.67	368.53|75153.24
cpd21073	-89.67|0.85	-16.78|1.84
cpd21074	68.23|4.21	411.63|32834.59
cpd21075	-2.32|12.68	341.92|100204.32
cpd21076	69.2|9.77	447.53|75153.24
cpd21077	96.45|2.31	567.99|3.30
cpd21078	-387.23|1.96	nan
cpd21079	-27.0|1.58	28.19|1.02
cpd21080	-203.79|0.44	-144.03|0.76
cpd21081	180.58|5.39	585.14|4.14
cpd21082	187.12|4.0	634.90|3.77
cpd21083	199.84|4.69	633.91|3.94
cpd21084	nan	nan
cpd21085	-182.37|1.88	9.59|1.48
cpd21086	-45.01|1.97	26.07|1.91
cpd21087	nan	nan
cpd21088	nan	nan
cpd21089	nan	nan
cpd21090	-411.53|6.34	nan
cpd21091	nan	nan
cpd21092	-653.41|5.78	nan
cpd21093	-734.05|4.5	nan
cpd21094	-158.28|5.57	700.90|6.38
cpd21095	nan	nan
cpd21096	-833.72|8.23	385.50|6.98
cpd21097	-632.02|7.23	519.66|6.83
cpd21098	-473.54|6.38	581.21|6.67
cpd21099	-992.2|9.4	nan
cpd21100	nan	nan
cpd21101	nan	nan
cpd21102	nan	nan
cpd21103	nan	nan
cpd21104	-61.59|12.81	310.28|100204.32
cpd21105	6.43|2.59	164.84|2.03
cpd21106	-438.57|13.08	69.09|100204.32
cpd21107	10000000.0|10000000.0	nan
cpd21108	-191.0|4.18	148.29|2.84
cpd21109	-359.98|4.98	89.83|3.13
cpd21110	-349.48|4.92	84.60|3.04
cpd21111	-1064.9|10.25	203.49|15009.22
cpd21112	15.96|1.83	131.50|1.61
cpd21113	-189.43|7.16	nan
cpd21114	-230.33|7.19	nan
cpd21115	-1647.25|8.25	-62.82|5.19
cpd21116	-1883.08|9.41	-190.38|5.57
cpd21117	-1388.09|6.13	-20.03|4.69
cpd21118	-467.2|1.56	-330.55|0.31
cpd21119	-679.7|1.54	-541.52|0.48
cpd21120	-467.2|1.56	-328.39|0.33
cpd21121	-709.5|3.73	nan
cpd21122	-467.2|1.56	nan
cpd21123	-1494.73|8.15	138.34|16900.26
cpd21124	-1023.07|6.1	nan
cpd21125	10000000.0|10000000.0	nan
cpd21126	10000000.0|10000000.0	nan
cpd21127	10000000.0|10000000.0	nan
cpd21128	10000000.0|10000000.0	nan
cpd21129	10000000.0|10000000.0	nan
cpd21130	-1533.99|9.38	576.90|16900.26
cpd21131	-219.96|1.5	nan
cpd21132	201.26|6.06	653.95|4.55
cpd21133	-0.55|3.56	195.65|25051.08
cpd21134	155.26|6.33	764.75|4.82
cpd21135	-20.2|2.1	nan
cpd21136	32.16|2.98	99.47|2.67
cpd21137	10000000.0|10000000.0	nan
cpd21138	-143.13|4.16	499.68|23900.57
cpd21139	-104.15|9.61	180.54|75153.24
cpd21140	-0.47|2.04	nan
cpd21141	-218.69|7.35	85.43|56445.16
cpd21142	-128.14|4.03	271.64|38371.14
cpd21143	10000000.0|10000000.0	91.57|36983.13
cpd21144	84.61|3.54	223.68|2.27
cpd21145	nan	nan
cpd21146	38.07|1.33	78.09|0.69
cpd21147	74.22|4.16	271.20|23900.57
cpd21148	-326.4|1.55	-149.97|0.64
cpd21149	-326.4|1.55	nan
cpd21150	-157.01|0.94	-101.76|1.06
cpd21151	10000000.0|10000000.0	nan
cpd21152	-168.01|2.31	177.00|2.01
cpd21153	-181.96|1.4	198.20|1.59
cpd21154	-42.65|1.64	-6.86|1.04
cpd21155	10000000.0|10000000.0	165.18|86174.74
cpd21156	10000000.0|10000000.0	462.64|41397.01
cpd21157	23.92|9.5	397.70|75153.24
cpd21158	118.7|3.37	312.10|2.73
cpd21159	225.08|6.99	nan
cpd21160	176.52|9.2	nan
cpd21161	nan	nan
cpd21162	nan	nan
cpd21163	nan	nan
cpd21164	nan	nan
cpd21165	nan	nan
cpd21166	nan	nan
cpd21167	10000000.0|10000000.0	nan
cpd21168	-116.88|0.73	-2.00|0.65
cpd21169	10000000.0|10000000.0	nan
cpd21170	10000000.0|10000000.0	nan
cpd21171	10000000.0|10000000.0	nan
cpd21172	-30.55|2.46	238.57|23900.57
cpd21173	-22.62|2.48	228.20|23900.57
cpd21174	10000000.0|10000000.0	-119.19|28647.01
cpd21175	-59.81|1.77	nan
cpd21176	-77.35|1.45	nan
cpd21177	10000000.0|10000000.0	nan
cpd21178	10000000.0|10000000.0	nan
cpd21179	nan	nan
cpd21180	nan	nan
cpd21181	-42.16|12.64	nan
cpd21182	-37.15|12.64	nan
cpd21183	-53.85|3.51	nan
cpd21184	-863.22|3.64	nan
cpd21185	-810.52|3.64	nan
cpd21186	-651.64|2.92	-385.39|1.39
cpd21187	-637.19|3.16	-336.59|23900.57
cpd21188	-229.62|1.79	-127.04|2.31
cpd21189	10000000.0|10000000.0	19.05|65669.17
cpd21190	10000000.0|10000000.0	3.52|65669.17
cpd21191	10000000.0|10000000.0	nan
cpd21192	10000000.0|10000000.0	nan
cpd21193	10000000.0|10000000.0	nan
cpd21194	10000000.0|10000000.0	nan
cpd21195	-167.02|4.18	-82.31|28222.58
cpd21196	-360.59|9.64	156.35|75153.24
cpd21197	-360.59|9.64	156.35|75153.24
cpd21198	10000000.0|10000000.0	nan
cpd21199	-680.33|2.86	-456.35|1.46
cpd21200	-685.42|3.2	-410.00|1.53
cpd21201	70.9|2.67	354.28|2.53
cpd21202	33.27|1.95	nan
cpd21203	29.94|1.95	265.05|15009.22
cpd21204	-650.28|5.65	-295.56|1.46
cpd21205	-499.01|4.49	-187.40|0.90
cpd21206	-722.72|2.76	-677.16|16170.40
cpd21207	-331.66|2.84	-261.06|16170.40
cpd21208	-672.27|3.02	-557.06|1.63
cpd21209	-272.2|2.77	-140.96|0.81
cpd21210	-715.02|3.47	-429.90|1.69
cpd21211	-170.75|1.96	6.66|1.01
cpd21212	10000000.0|10000000.0	183.93|15009.22
cpd21213	10000000.0|10000000.0	145.04|36983.13
cpd21214	-743.23|4.75	nan
cpd21215	-232.17|1.1	-82.85|1.10
cpd21216	-166.67|3.39	nan
cpd21217	10000000.0|10000000.0	nan
cpd21218	-94.98|5.15	-0.25|3.45
cpd21219	10000000.0|10000000.0	nan
cpd21220	-68.26|3.45	40.51|5.10
cpd21221	10000000.0|10000000.0	nan
cpd21222	-14.71|1.17	143.77|2.11
cpd21223	-250.13|9.97	nan
cpd21224	10000000.0|10000000.0	nan
cpd21225	-460.55|12.96	nan
cpd21226	-250.13|9.97	96.71|52837.70
cpd21227	-179.82|12.52	nan
cpd21228	-191.3|9.68	146.69|55510.93
cpd21229	10000000.0|10000000.0	nan
cpd21230	10000000.0|10000000.0	137.86|7504.61
cpd21231	10000000.0|10000000.0	nan
cpd21232	142.55|9.37	nan
cpd21233	125.01|9.33	nan
cpd21234	-247.89|6.4	nan
cpd21235	-262.04|5.49	nan
cpd21236	-264.65|5.66	nan
cpd21237	-179.6|1.87	nan
cpd21238	10000000.0|10000000.0	nan
cpd21239	-6.78|2.59	199.01|2.11
cpd21240	10000000.0|10000000.0	-376.86|164686.70
cpd21241	10000000.0|10000000.0	-317.20|164686.70
cpd21242	10000000.0|10000000.0	-420.41|190783.34
cpd21243	-288.53|16.33	28.86|121538.95
cpd21244	-888.42|12.46	-116.12|89089.74
cpd21245	-345.96|14.64	224.51|101083.67
cpd21246	-281.0|3.91	-5.85|37523.05
cpd21247	10000000.0|10000000.0	136.14|16900.26
cpd21248	10000000.0|10000000.0	245.50|7504.61
cpd21249	10000000.0|10000000.0	413.27|26532.81
cpd21250	-606.69|19.37	-524.75|150199.39
cpd21251	10000000.0|10000000.0	nan
cpd21252	-529.54|21.42	-350.41|165040.51
cpd21253	10000000.0|10000000.0	nan
cpd21254	-436.33|21.39	-241.94|164172.93
cpd21255	-150.89|6.46	91.40|44488.39
cpd21256	10000000.0|10000000.0	nan
cpd21257	10000000.0|10000000.0	nan
cpd21258	10000000.0|10000000.0	nan
cpd21259	10000000.0|10000000.0	nan
cpd21260	10000000.0|10000000.0	nan
cpd21261	10000000.0|10000000.0	nan
cpd21262	-249.56|5.93	nan
cpd21263	-403.9|6.01	nan
cpd21264	10000000.0|10000000.0	nan
cpd21265	10000000.0|10000000.0	nan
cpd21266	-174.03|1.37	-3.81|2.41
cpd21267	10000000.0|10000000.0	500.38|55510.93
cpd21268	-405.84|7.11	264.93|173535.79
