ID	GF	EQ
cpd17159	-187.54|0.61	-60.27|0.37
cpd17160	10000000.0|10000000.0	-353.37|164686.70
cpd17161	10000000.0|10000000.0	nan
cpd17162	10000000.0|10000000.0	nan
cpd17163	-407.23|21.4	-244.67|164172.93
cpd17164	64.27|2.92	246.57|15009.22
cpd17165	10000000.0|10000000.0	nan
cpd17166	10000000.0|10000000.0	222.74|3.76
cpd17167	10000000.0|10000000.0	nan
cpd17168	-195.76|7.21	3.48|58920.92
cpd17169	19.05|1.44	309.61|1.32
cpd17170	-224.24|9.49	100.41|52837.70
cpd17171	-65.5|2.16	24.76|23900.57
cpd17172	-152.6|0.62	-55.92|0.29
cpd17173	10000000.0|10000000.0	9.18|131338.35
cpd17174	10000000.0|10000000.0	28.40|131338.35
cpd17175	10000000.0|10000000.0	-30.48|131338.35
cpd17176	10000000.0|10000000.0	-11.26|131338.35
cpd17177	-78.07|2.55	338.52|16900.26
cpd17178	-155.95|7.14	146.02|56445.16
cpd17179	-14.24|2.42	424.13|2.96
cpd17180	10000000.0|10000000.0	455.26|25051.08
cpd17181	107.44|7.5	365.69|56445.16
cpd17182	125.25|7.29	410.55|56445.16
cpd17183	-48.71|1.55	54.91|1.11
cpd17184	147.47|3.49	381.08|4.30
cpd17185	71.06|2.19	191.86|1.52
cpd17186	10000000.0|10000000.0	108.73|32834.59
cpd17187	10000000.0|10000000.0	nan
cpd17188	10000000.0|10000000.0	nan
cpd17189	-259.85|3.26	-120.11|23900.57
cpd17190	-120.28|12.76	193.56|100204.32
cpd17191	-112.68|6.41	-18.91|47801.15
cpd17192	-120.15|3.21	84.79|33800.52
cpd17193	-264.15|3.34	-18.77|2.74
cpd17194	11.9|12.64	366.90|100204.32
cpd17195	207.66|9.44	nan
cpd17196	61.29|4.51	195.12|34623.61
cpd17197	-77.65|6.2	nan
cpd17198	-8.33|7.37	214.49|61296.77
cpd17199	-96.16|9.75	176.17|57991.89
cpd17200	-173.45|9.72	122.95|57991.89
cpd17201	0.38|2.71	105.96|1.72
cpd17202	-107.02|3.91	89.59|33800.52
cpd17203	57.22|4.94	nan
cpd17204	199.65|9.35	nan
cpd17205	42.83|1.41	161.11|1.07
cpd17206	-83.79|2.25	55.53|2.14
cpd17207	13.41|0.95	100.05|0.80
cpd17208	10000000.0|10000000.0	nan
cpd17209	10000000.0|10000000.0	nan
cpd17210	36.11|1.45	109.58|2.83
cpd17211	-36.47|1.94	51.35|15009.22
cpd17212	-24.36|6.38	28.85|23900.57
cpd17213	-121.61|12.64	186.76|100204.32
cpd17214	-153.29|2.4	-91.11|2.59
cpd17215	-545.59|6.29	nan
cpd17216	10000000.0|10000000.0	nan
cpd17217	29.84|2.34	211.71|23900.57
cpd17218	20.21|3.49	193.36|25051.08
cpd17219	-40.48|6.23	202.92|47801.15
cpd17220	-47.87|0.83	nan
cpd17221	10000000.0|10000000.0	177.42|2.30
cpd17222	-41.82|9.51	296.99|75153.24
cpd17223	-73.72|4.08	103.47|5.56
cpd17224	-55.79|1.47	196.52|1.35
cpd17225	27.41|3.01	nan
cpd17226	10000000.0|10000000.0	nan
cpd17227	0.01|1.25	130.26|1.91
cpd17228	76.82|1.94	380.95|1.63
cpd17229	-104.76|4.55	-36.63|15009.22
cpd17230	-2.75|12.62	334.24|100204.32
cpd17231	10000000.0|10000000.0	240.33|23900.57
cpd17232	10000000.0|10000000.0	nan
cpd17233	-136.0|9.71	135.85|57991.89
cpd17234	-285.54|3.68	-203.03|15009.22
cpd17235	-206.24|1.81	-52.25|0.82
cpd17236	-461.9|4.28	-232.48|15009.22
cpd17237	10000000.0|10000000.0	nan
cpd17238	4.24|12.68	320.77|100204.32
cpd17239	-90.13|3.62	121.54|33800.52
cpd17240	-170.9|12.51	nan
cpd17241	-7.13|3.38	240.26|23900.57
cpd17242	49.11|3.05	229.74|25051.08
cpd17243	27.41|3.01	230.07|25051.08
cpd17244	-2.75|12.62	334.24|100204.32
cpd17245	37.03|4.08	199.41|25051.08
cpd17246	-25.76|1.94	65.96|1.96
cpd17247	-43.5|3.1	159.33|33800.52
cpd17248	10000000.0|10000000.0	nan
cpd17249	-224.44|2.61	-45.76|1.76
cpd17250	-327.26|3.86	-192.18|23900.57
cpd17251	-52.33|3.9	nan
cpd17252	-390.8|4.3	-139.83|23900.57
cpd17253	-106.2|2.32	-42.83|1.41
cpd17254	10000000.0|10000000.0	44.23|32834.59
cpd17255	10000000.0|10000000.0	nan
cpd17256	-122.27|2.24	51.89|2.07
cpd17257	-54.13|3.01	191.32|3.24
cpd17258	18.98|3.13	27.12|15009.22
cpd17259	34.69|5.14	46.79|40612.16
cpd17260	-232.81|3.01	-67.28|2.03
cpd17261	5.57|12.8	327.57|100204.32
cpd17262	10000000.0|10000000.0	nan
cpd17263	-220.82|9.47	81.30|52837.70
cpd17264	72.29|1.63	213.15|2.14
cpd17265	-103.87|2.0	3.69|16900.26
cpd17266	-59.92|1.32	275.54|1.33
cpd17267	10000000.0|10000000.0	51.72|33800.52
cpd17268	10000000.0|10000000.0	nan
cpd17269	-245.77|7.14	156.78|56445.16
cpd17270	-138.94|2.96	33.14|1.03
cpd17271	-355.77|3.72	-182.09|15009.22
cpd17272	-29.2|1.69	49.73|15009.22
cpd17273	-115.71|10.72	83.25|84667.75
cpd17274	383.3|21.45	nan
cpd17275	10000000.0|10000000.0	nan
cpd17276	-268.93|4.9	47.90|15009.22
cpd17277	-254.28|4.99	79.87|15009.22
cpd17278	-219.48|1.65	nan
cpd17279	-281.08|3.05	-136.34|15009.22
cpd17280	197.52|5.35	295.23|2.62
cpd17281	-225.13|3.59	nan
cpd17282	-122.2|2.23	-59.35|1.75
cpd17283	97.28|2.93	240.71|1.71
cpd17284	81.12|2.69	243.56|1.66
cpd17285	41.64|2.72	195.06|1.65
cpd17286	10000000.0|10000000.0	nan
cpd17287	nan	nan
cpd17288	-315.65|7.45	106.76|56445.16
cpd17289	nan	nan
cpd17290	10000000.0|10000000.0	nan
cpd17291	10000000.0|10000000.0	nan
cpd17292	10000000.0|10000000.0	nan
cpd17293	10000000.0|10000000.0	nan
cpd17294	10000000.0|10000000.0	nan
cpd17295	10000000.0|10000000.0	nan
cpd17296	10000000.0|10000000.0	nan
cpd17297	10000000.0|10000000.0	nan
cpd17298	-340.83|11.29	24.40|84667.75
cpd17299	-105.3|3.05	-32.56|3.75
cpd17300	-154.96|3.54	-87.17|4.58
cpd17301	-378.28|11.3	11.51|84667.75
cpd17302	-461.09|11.97	-20.15|84667.75
cpd17303	nan	nan
cpd17304	-124.85|9.56	252.47|75153.24
cpd17305	-105.3|3.05	-32.57|3.75
cpd17306	10000000.0|10000000.0	76.18|25051.08
cpd17307	-68.33|3.23	131.99|33800.52
cpd17308	-261.21|4.42	-91.47|15009.22
cpd17309	10000000.0|10000000.0	nan
cpd17310	10000000.0|10000000.0	nan
cpd17311	10000000.0|10000000.0	nan
cpd17312	10000000.0|10000000.0	nan
cpd17313	10000000.0|10000000.0	nan
cpd17314	10000000.0|10000000.0	nan
cpd17315	-201.11|2.01	35.61|1.75
cpd17316	-306.0|3.24	-141.13|23900.57
cpd17317	-363.58|4.1	-101.42|23900.57
cpd17318	10000000.0|10000000.0	nan
cpd17319	-131.65|2.43	-47.12|23900.57
cpd17320	10000000.0|10000000.0	nan
cpd17321	10000000.0|10000000.0	nan
cpd17322	2.95|1.21	128.86|1.74
cpd17323	20.98|2.28	145.79|16900.26
cpd17324	-112.89|4.09	62.08|5.62
cpd17325	74.11|2.58	190.97|15009.22
cpd17326	-362.49|3.04	-232.73|15009.22
cpd17327	-121.61|12.64	186.76|100204.32
cpd17328	-352.12|3.09	-111.97|15009.22
cpd17329	10000000.0|10000000.0	nan
cpd17330	-121.61|12.64	186.76|100204.32
cpd17331	-245.66|2.92	-121.45|15009.22
cpd17332	-144.15|12.51	178.16|55510.93
cpd17333	-10.5|1.04	151.36|1.43
cpd17334	-234.35|11.08	61.94|84667.75
cpd17335	-392.83|11.59	0.31|84667.75
cpd17336	10000000.0|10000000.0	nan
cpd17337	-86.01|1.66	-0.04|1.08
cpd17338	-72.79|2.99	-23.64|3.09
cpd17339	-24.77|6.38	48.49|23900.57
cpd17340	44.92|4.04	95.70|3.82
cpd17341	10000000.0|10000000.0	nan
cpd17342	-85.47|2.3	-100.61|16900.26
cpd17343	-651.64|2.92	-385.25|1.37
cpd17344	10000000.0|10000000.0	187.64|28222.58
cpd17345	49.05|1.63	104.08|0.96
cpd17346	-14.62|3.43	137.46|25051.08
cpd17347	58.0|2.26	298.98|1.66
cpd17348	-35.64|2.77	112.84|2.01
cpd17349	-591.37|2.8	-364.00|1.82
cpd17350	83.93|1.82	312.22|2.04
cpd17351	1.82|5.11	153.89|4.70
cpd17352	-78.2|3.0	-42.31|2.27
cpd17353	10000000.0|10000000.0	nan
cpd17354	10000000.0|10000000.0	17.86|53443.31
cpd17355	10000000.0|10000000.0	-11.49|47801.15
cpd17356	19.69|1.82	135.31|23900.57
cpd17357	10000000.0|10000000.0	133.64|33800.52
cpd17358	10000000.0|10000000.0	69.84|53443.31
cpd17359	53.53|2.96	153.86|2.07
cpd17360	10000000.0|10000000.0	161.18|33800.52
cpd17361	10000000.0|10000000.0	147.36|33800.52
cpd17362	58.27|2.7	157.91|23900.57
cpd17363	10000000.0|10000000.0	161.18|33800.52
cpd17364	29.39|1.79	146.08|23900.57
cpd17365	10000000.0|10000000.0	205.18|53443.31
cpd17366	10000000.0|10000000.0	201.12|47801.15
cpd17367	10000000.0|10000000.0	188.37|41397.01
cpd17368	81.23|4.34	92.98|30018.44
cpd17369	-30.52|15.6	386.74|121605.13
cpd17370	-0.55|3.56	195.24|25051.08
cpd17371	-16.75|0.98	152.97|1.39
cpd17372	-107.03|3.23	94.26|33800.52
cpd17373	nan	nan
cpd17374	-631.47|2.79	-431.68|1.79
cpd17375	-318.53|3.91	-126.24|23900.57
cpd17376	10000000.0|10000000.0	nan
cpd17377	10000000.0|10000000.0	nan
cpd17378	-35.62|0.53	141.67|0.58
cpd17379	-27.6|0.52	130.78|0.57
cpd17380	-29.38|1.56	116.56|1.11
cpd17381	-282.98|1.72	-140.93|1.74
cpd17382	-81.77|12.68	227.08|100204.32
cpd17383	-112.09|2.08	188.63|1.53
cpd17384	-428.79|7.44	-272.32|75872.43
cpd17385	10000000.0|10000000.0	74.23|58544.21
cpd17386	10000000.0|10000000.0	74.23|58544.21
cpd17387	10000000.0|10000000.0	98.81|53443.31
cpd17388	10000000.0|10000000.0	71.13|55836.09
cpd17389	10000000.0|10000000.0	213.55|32340.81
cpd17390	26.36|3.36	163.53|23900.57
cpd17391	131.66|3.16	233.61|2.21
cpd17392	103.01|2.89	148.35|2.20
cpd17393	10000000.0|10000000.0	nan
cpd17394	29.89|1.65	177.83|23900.57
cpd17395	10000000.0|10000000.0	nan
cpd17396	-237.67|0.73	-252.66|16900.26
cpd17397	-89.78|1.56	-43.76|0.85
cpd17398	nan	nan
cpd17399	-173.56|1.07	-91.63|1.16
cpd17400	-190.6|0.88	-92.39|1.03
cpd17401	-99.06|0.84	-13.69|1.02
cpd17402	-189.18|0.87	-90.85|1.01
cpd17403	-74.29|0.84	51.54|0.95
cpd17404	-188.98|0.91	-71.26|1.04
cpd17405	-187.56|0.89	-69.72|1.03
cpd17406	-97.44|0.87	7.44|1.04
cpd17407	-72.67|0.87	72.67|0.97
cpd17408	-187.36|0.95	-50.13|1.06
cpd17409	-185.94|0.92	-48.59|1.05
cpd17410	-95.82|0.91	28.57|1.07
cpd17411	-71.05|0.91	93.80|1.00
cpd17412	-185.74|1.0	-29.00|1.09
cpd17413	-184.32|0.95	-27.46|1.08
cpd17414	-94.2|0.96	49.70|1.10
cpd17415	-69.43|0.95	114.93|1.04
cpd17416	-184.12|1.04	-7.87|1.13
cpd17417	-182.7|1.0	-6.33|1.12
cpd17418	-92.58|1.01	70.83|1.15
cpd17419	-67.81|1.01	136.06|1.08
cpd17420	-182.5|1.1	13.27|1.17
cpd17421	-181.08|1.05	14.80|1.16
cpd17422	-90.96|1.06	91.97|1.19
cpd17423	-66.19|1.06	157.20|1.13
cpd17424	-66.05|0.58	0.17|0.47
cpd17425	-49.43|0.84	76.88|0.65
cpd17426	22.24|3.27	85.20|27863.96
cpd17427	-50.36|3.38	40.75|27863.96
cpd17428	-89.84|3.4	-7.76|27863.96
cpd17429	-3.26|4.36	5.08|36710.18
cpd17430	-183.97|3.74	-51.05|27863.96
cpd17431	-2.62|3.27	59.86|27863.96
cpd17432	-73.6|3.54	36.54|27863.96
cpd17433	12.98|4.35	49.34|36710.18
cpd17434	-167.73|3.85	nan
cpd17435	-1.0|3.28	80.99|27863.96
cpd17436	0.62|3.29	102.12|27863.96
cpd17437	-166.11|3.86	nan
cpd17438	2.24|3.3	123.25|27863.96
cpd17439	-277.37|3.93	-161.13|22153.59
cpd17440	3.86|3.32	144.38|27863.96
cpd17441	-275.75|3.94	nan
cpd17442	5.48|3.33	165.51|27863.96
cpd17443	-274.13|3.96	nan
cpd17444	-13.2|3.18	53.27|27863.96
cpd17445	-292.81|3.68	nan
cpd17446	-291.19|3.68	nan
cpd17447	-313.11|2.38	nan
cpd17448	10000000.0|10000000.0	nan
cpd17449	10000000.0|10000000.0	nan
cpd17450	10000000.0|10000000.0	nan
cpd17451	10000000.0|10000000.0	nan
cpd17452	10000000.0|10000000.0	nan
cpd17453	10000000.0|10000000.0	nan
cpd17454	10000000.0|10000000.0	nan
cpd17455	10000000.0|10000000.0	nan
cpd17456	10000000.0|10000000.0	-60.98|1.75
cpd17457	-27.94|0.91	50.57|0.72
cpd17458	10000000.0|10000000.0	nan
cpd17459	10000000.0|10000000.0	nan
cpd17460	-283.82|3.79	-247.65|22153.59
cpd17461	-295.41|3.77	-237.51|22153.59
cpd17462	-330.66|3.69	-289.61|22153.59
cpd17463	62.15|3.59	241.09|25051.08
cpd17464	-37.37|1.87	194.83|1.76
cpd17465	-3.38|2.0	161.87|23900.57
cpd17466	-96.87|2.97	218.69|15009.22
cpd17467	10000000.0|10000000.0	nan
cpd17468	10000000.0|10000000.0	nan
cpd17469	10000000.0|10000000.0	nan
cpd17470	10000000.0|10000000.0	nan
cpd17471	-627.53|2.87	-413.82|1.37
cpd17472	-634.09|2.97	-398.24|1.25
cpd17473	-719.76|3.01	-516.41|1.35
cpd17474	-57.3|6.85	196.85|56445.16
cpd17475	-58.72|6.85	195.32|56445.16
cpd17476	-63.88|6.89	181.81|56445.16
cpd17477	-103.72|6.85	141.49|56445.16
cpd17478	-55.49|6.85	197.81|56445.16
cpd17479	-98.71|6.84	125.91|56445.16
cpd17480	nan	nan
cpd17481	-862.02|8.08	-275.24|56445.16
cpd17482	-822.18|8.09	-234.92|56445.16
cpd17483	-822.18|8.09	nan
cpd17484	-221.0|3.96	-66.55|27863.96
cpd17485	-204.16|2.2	13.74|2.06
cpd17486	-204.16|2.2	13.74|2.06
cpd17487	-230.48|2.19	-51.50|2.02
cpd17488	-158.27|3.92	-57.86|27863.96
cpd17489	-141.43|2.1	22.44|2.02
cpd17490	-92.48|1.79	31.65|23900.57
cpd17491	-80.38|1.74	-5.69|1.51
cpd17492	-123.6|1.74	-77.59|1.53
cpd17493	-161.19|1.78	-57.66|1.59
cpd17494	-123.15|1.76	-19.31|1.59
cpd17495	-78.76|1.75	15.44|1.53
cpd17496	-265.78|2.08	-59.11|1.92
cpd17497	-265.78|2.08	-59.11|1.92
cpd17498	-190.53|1.98	2.87|1.85
cpd17499	-191.96|1.93	-39.87|1.80
cpd17500	-142.36|0.88	-57.85|1.97
cpd17501	-83.82|1.58	-28.71|1.65
cpd17502	-64.6|1.81	53.20|2.23
cpd17503	-102.45|1.81	-5.30|2.19
cpd17504	-94.2|1.92	33.77|2.32
cpd17505	-94.39|1.93	55.38|2.37
cpd17506	-132.24|1.92	-4.54|2.31
cpd17507	-234.03|2.33	22.41|2.68
cpd17508	-234.03|2.33	22.41|2.68
cpd17509	-246.2|2.29	45.93|2.55
cpd17510	-247.81|2.35	66.00|2.62
cpd17511	-132.24|1.92	-4.54|2.31
cpd17512	10000000.0|10000000.0	nan
cpd17513	-56.69|0.5	nan
cpd17514	40.16|6.72	45.97|28647.01
cpd17515	nan	nan
cpd17516	10000000.0|10000000.0	-73.26|0.21
cpd17517	-177.97|0.5	nan
cpd17518	-2.91|0.66	173.39|0.88
cpd17519	10000000.0|10000000.0	-0.02|23900.57
cpd17520	10000000.0|10000000.0	-0.26|23900.57
cpd17521	10000000.0|10000000.0	nan
cpd17522	10000000.0|10000000.0	-172.65|0.32
cpd17523	10000000.0|10000000.0	-73.26|0.21
cpd17524	nan	nan
cpd17525	-257.64|3.16	nan
cpd17526	-6.66|0.5	nan
cpd17527	-404.72|4.6	-148.18|3.14
cpd17528	-23.99|12.62	288.65|100204.32
cpd17529	-219.3|2.24	-1.60|2.06
cpd17530	-109.88|1.97	-5.56|2.38
cpd17531	-132.24|1.92	-4.54|2.31
cpd17532	-109.88|1.97	-5.56|2.38
cpd17533	-246.74|2.04	-183.92|16900.26
cpd17534	10000000.0|10000000.0	nan
cpd17535	10000000.0|10000000.0	nan
cpd17536	-94.94|1.89	70.50|23900.57
cpd17537	-114.06|1.89	113.79|23900.57
cpd17538	-126.39|2.0	13.18|23900.57
cpd17539	-88.45|1.99	57.03|23900.57
cpd17540	-1440.18|14.15	-1115.07|12.44
cpd17541	-886.81|14.67	-144.93|100204.32
cpd17542	21.13|3.99	267.97|25051.08
cpd17543	-105.54|1.96	15.94|2.45
cpd17544	-142.99|2.0	2.36|2.55
cpd17545	-141.56|2.04	45.10|2.63
cpd17546	-119.69|2.29	64.22|2.77
cpd17547	-87.44|3.71	-99.51|15009.22
cpd17548	-1069.9|15.68	-200.91|100204.32
cpd17549	10000000.0|10000000.0	126.42|61296.77
cpd17550	-118.23|12.61	nan
cpd17551	-71.83|12.64	243.08|100204.32
cpd17552	-69.57|12.66	257.03|100204.32
cpd17553	-27.99|12.62	290.28|100204.32
cpd17554	-54.92|12.67	289.69|100204.32
cpd17555	21.33|4.84	25.16|40612.16
cpd17556	10000000.0|10000000.0	nan
cpd17557	10000000.0|10000000.0	nan
cpd17558	-59.71|6.26	201.83|47801.15
cpd17559	-371.87|4.76	-243.55|30018.44
cpd17560	-388.35|3.12	-149.34|15009.22
cpd17561	-530.35|5.8	-307.29|30018.44
cpd17562	-507.66|4.51	-171.68|15009.22
cpd17563	30.4|2.05	496.97|1.99
cpd17564	-298.73|3.04	178.02|3.47
cpd17565	-326.82|2.54	73.90|2.90
cpd17566	-270.64|3.55	282.14|4.05
cpd17567	-242.55|4.05	386.26|4.63
cpd17568	-214.46|4.56	490.38|5.21
cpd17569	-376.71|1.67	nan
cpd17570	-398.51|1.38	nan
cpd17571	-850.58|14.66	-107.56|100204.32
cpd17572	10000000.0|10000000.0	nan
cpd17573	-924.26|14.68	-157.83|100204.32
cpd17574	-149.44|2.73	100.04|3.01
cpd17575	-141.07|2.91	121.71|2.76
cpd17576	-88.18|2.78	137.89|3.09
cpd17577	182.94|9.34	nan
cpd17578	nan	nan
cpd17579	-315.38|3.33	-155.77|2.66
cpd17580	-235.85|2.3	91.78|2.10
cpd17581	-235.85|2.3	91.78|2.10
cpd17582	-229.38|2.28	80.89|2.15
cpd17583	-126.33|1.91	-80.35|15009.22
cpd17584	-90.1|2.88	-92.04|15009.22
cpd17585	-166.31|2.11	-79.19|15009.22
cpd17586	-584.85|4.57	nan
cpd17587	-145.12|9.52	216.57|75153.24
cpd17588	-84.51|9.7	250.35|75153.24
cpd17589	-119.34|9.68	194.45|75153.24
cpd17590	36.85|2.94	141.38|15009.22
cpd17591	10000000.0|10000000.0	nan
cpd17592	-16.5|1.74	248.57|23900.57
cpd17593	-594.32|3.72	-251.85|1.97
cpd17594	-594.32|3.72	-251.85|1.97
cpd17595	nan	nan
cpd17596	-643.08|10.3	-59.04|65669.17
cpd17597	-604.84|10.14	-77.10|65669.17
cpd17598	-535.48|9.29	-70.70|65669.17
cpd17599	-121.39|4.08	-24.47|23900.57
cpd17600	-79.88|2.62	42.32|23900.57
cpd17601	-131.72|4.07	-4.81|23900.57
cpd17602	-90.21|2.65	61.98|23900.57
cpd17603	-140.68|3.95	-47.41|2.76
cpd17604	-358.79|3.58	12.66|23900.57
cpd17605	10000000.0|10000000.0	-172.65|0.32
cpd17606	-161.0|0.5	-165.72|0.34
cpd17607	-116.33|2.07	-7.78|23900.57
cpd17608	-116.33|2.07	-7.95|23900.57
cpd17609	-107.92|2.99	143.87|23900.57
cpd17610	-126.04|3.2	24.41|23900.57
cpd17611	-284.52|4.06	-37.22|23900.57
cpd17612	6.33|2.23	124.62|16900.26
cpd17613	-924.26|14.68	-157.83|100204.32
cpd17614	10000000.0|10000000.0	200.55|23900.57
cpd17615	10000000.0|10000000.0	141.05|25051.08
cpd17616	-13.38|4.43	98.96|25051.08
cpd17617	10000000.0|10000000.0	179.83|2.47
cpd17618	0.7|4.2	130.79|25051.08
cpd17619	10000000.0|10000000.0	190.68|2.17
cpd17620	37.33|1.28	231.54|1.88
cpd17621	-86.6|1.42	175.81|1.39
cpd17622	-83.36|1.53	218.08|1.51
cpd17623	-61.52|1.16	45.08|1.10
cpd17624	-26.91|7.08	198.08|48386.66
cpd17625	-53.45|3.22	225.12|33800.52
cpd17626	-0.54|3.07	40.94|11521.82
cpd17627	10000000.0|10000000.0	nan
cpd17628	10000000.0|10000000.0	nan
cpd17629	-68.33|3.23	131.99|33800.52
cpd17630	10000000.0|10000000.0	nan
cpd17631	10000000.0|10000000.0	nan
cpd17632	10000000.0|10000000.0	nan
cpd17633	-274.23|6.98	-18.54|55510.93
cpd17634	10000000.0|10000000.0	nan
cpd17635	10000000.0|10000000.0	nan
cpd17636	10000000.0|10000000.0	nan
cpd17637	-1.74|1.15	94.89|0.83
cpd17638	-518.46|5.98	24.98|3.32
cpd17639	-405.03|3.48	nan
cpd17640	-18.63|1.29	324.09|1.27
cpd17641	-859.87|9.82	338.67|5.63
cpd17642	-1.5|1.23	166.05|1.48
cpd17643	15.24|2.45	154.22|1.54
cpd17644	-382.22|4.72	-151.18|7504.61
cpd17645	-405.03|3.48	nan
cpd17646	10000000.0|10000000.0	-684.81|15009.22
cpd17647	-267.17|9.92	nan
cpd17648	-303.4|9.93	nan
cpd17649	-263.56|9.94	nan
cpd17650	-254.08|9.93	nan
cpd17651	-397.91|10.36	nan
cpd17652	-96.53|1.17	47.89|1.30
cpd17653	-466.32|3.89	-147.97|2.29
cpd17654	-275.86|4.3	-112.64|15009.22
cpd17655	-82.6|0.47	-20.30|0.48
cpd17656	-351.25|3.41	-212.77|3.08
cpd17657	-67.41|1.73	nan
cpd17658	63.13|4.16	269.55|7504.61
cpd17659	11.9|12.64	366.90|100204.32
cpd17660	109.46|2.05	366.62|1.70
cpd17661	-835.8|11.33	-178.33|65669.17
cpd17662	-740.02|14.95	-154.52|80926.61
cpd17663	10000000.0|10000000.0	nan
cpd17664	-511.98|10.84	nan
cpd17665	-574.27|13.44	-8.64|100204.32
cpd17666	-739.93|8.72	690.97|85941.02
cpd17667	-801.09|9.63	550.31|200529.04
cpd17668	-610.93|13.5	-26.60|100204.32
cpd17669	-353.5|10.24	216.24|75153.24
cpd17670	-574.27|13.44	-8.64|100204.32
cpd17671	-518.99|13.51	57.16|100204.32
cpd17672	-396.74|13.08	83.53|100204.32
cpd17673	-482.76|13.51	94.53|100204.32
cpd17674	-813.33|9.04	751.70|8.86
cpd17675	-782.56|8.59	733.93|8.58
cpd17676	3.55|1.47	196.84|1.54
cpd17677	18.2|1.54	218.01|1.66
cpd17678	-431.14|11.09	nan
cpd17679	-79.08|1.68	nan
cpd17680	-387.54|4.51	-53.37|23900.57
cpd17681	10000000.0|10000000.0	nan
cpd17682	-64.43|1.74	128.38|1.69
cpd17683	-2.02|1.85	181.25|2.08
cpd17684	-2.43|1.98	194.13|2.25
cpd17685	-31.99|2.37	nan
cpd17686	-457.81|4.5	-230.24|23900.57
cpd17687	-325.24|3.17	-56.00|0.98
cpd17688	-483.72|4.65	-117.63|1.29
cpd17689	-61.72|2.67	623.54|3.01
cpd17690	10000000.0|10000000.0	nan
cpd17691	198.55|4.76	945.32|5.51
cpd17692	-390.25|4.93	26.85|2.93
cpd17693	-431.38|2.19	-174.56|23900.57
cpd17694	-456.7|4.25	30.13|23900.57
cpd17695	-149.46|1.44	-8.28|1.44
cpd17696	-127.81|1.75	45.19|1.58
cpd17697	-178.15|1.24	-77.37|1.31
cpd17698	-213.4|1.28	-131.96|1.30
cpd17699	-184.71|1.45	-61.77|1.34
cpd17700	-345.03|3.95	-166.28|15009.22
cpd17701	-144.87|1.23	-21.43|1.20
cpd17702	-138.31|1.04	-37.01|1.17
cpd17703	-262.45|2.59	6.64|1.58
cpd17704	-223.37|2.52	14.55|1.58
cpd17705	-319.42|3.79	32.73|1.80
cpd17706	-384.8|3.88	32.84|2.02
cpd17707	-384.8|3.88	32.84|2.02
cpd17708	-472.25|5.28	6.51|2.26
cpd17709	-442.65|5.27	24.19|2.24
cpd17710	-433.17|5.25	13.75|2.27
cpd17711	10000000.0|10000000.0	nan
cpd17712	-17.84|2.61	132.16|3.40
cpd17713	-71.68|4.52	nan
cpd17714	-71.68|4.52	nan
cpd17715	-71.68|4.52	nan
cpd17716	-71.68|4.52	nan
cpd17717	-71.68|4.52	nan
cpd17718	-71.68|4.52	nan
cpd17719	-193.21|1.91	-61.86|1.33
cpd17720	-418.33|4.4	-181.74|23900.57
cpd17721	-52.45|1.04	-13.76|0.88
cpd17722	-50.9|1.01	-13.76|0.88
cpd17723	-71.94|6.56	162.51|23900.57
cpd17724	-31.42|3.4	148.71|25051.08
cpd17725	-77.89|3.35	108.28|25051.08
cpd17726	10000000.0|10000000.0	172.77|2.15
cpd17727	10000000.0|10000000.0	162.33|2.16
cpd17728	10000000.0|10000000.0	172.77|2.15
cpd17729	10000000.0|10000000.0	69.59|32834.59
cpd17730	10000000.0|10000000.0	174.70|2.31
cpd17731	5.27|1.8	166.31|1.41
cpd17732	-56.43|1.23	162.22|1.61
cpd17733	-292.66|2.95	32.25|1.14
cpd17734	-124.54|3.31	255.19|2.85
cpd17735	-122.84|3.01	249.39|2.74
cpd17736	-121.14|3.46	244.01|3.34
cpd17737	-122.84|3.01	249.39|2.74
cpd17738	56.27|3.12	252.13|3.38
cpd17739	10000000.0|10000000.0	34.74|48386.66
cpd17740	-26.82|1.04	144.44|0.99
cpd17741	-10.96|1.13	123.56|1.14
cpd17742	-467.54|7.68	-252.84|7.78
cpd17743	-622.16|10.31	-341.53|10.41
cpd17744	-776.78|12.95	-430.23|13.04
cpd17745	10000000.0|10000000.0	nan
cpd17746	nan	nan
cpd17747	10000000.0|10000000.0	nan
cpd17748	10000000.0|10000000.0	nan
cpd17749	10000000.0|10000000.0	nan
cpd17750	-189.66|2.1	49.84|1.50
cpd17751	-220.79|3.51	-37.58|15009.22
cpd17752	-175.13|2.9	38.60|1.42
cpd17753	-190.32|2.11	50.43|1.44
cpd17754	-250.92|2.11	12.00|1.38
cpd17755	-312.92|5.05	-164.14|5.16
cpd17756	-312.92|5.05	-164.14|5.16
cpd17757	10000000.0|10000000.0	nan
cpd17758	10000000.0|10000000.0	nan
cpd17759	10000000.0|10000000.0	nan
cpd17760	-165.99|7.11	47.63|56445.16
cpd17761	10000000.0|10000000.0	nan
cpd17762	-126.15|7.14	87.95|56445.16
cpd17763	-165.99|7.11	47.63|56445.16
cpd17764	-165.99|7.11	47.63|56445.16
cpd17765	-165.99|7.11	47.63|56445.16
cpd17766	-204.03|7.12	9.30|56445.16
cpd17767	10000000.0|10000000.0	nan
cpd17768	10000000.0|10000000.0	nan
