ID	GF	EQ
cpd00616	-161.4|1.32	-49.66|2.11
cpd00617	-822.25|3.56	-460.00|1.85
cpd00618	43.07|2.34	127.28|1.37
cpd00619	-189.68|0.46	-193.80|0.38
cpd00620	-135.14|1.58	80.15|1.41
cpd00621	-442.65|5.27	24.19|2.24
cpd00622	-34.72|2.65	nan
cpd00623	-58.44|1.39	331.25|1.34
cpd00624	-65.2|6.65	nan
cpd00625	-84.62|3.03	55.10|33800.52
cpd00626	-723.12|2.95	-478.19|1.27
cpd00627	-16.75|0.98	152.97|1.39
cpd00628	-153.8|5.22	nan
cpd00629	-785.2|4.21	-421.17|23900.57
cpd00630	-189.74|0.39	-130.40|0.40
cpd00631	-112.2|1.67	-51.96|0.85
cpd00632	10000000.0|10000000.0	nan
cpd00633	-80.98|0.48	-2.80|0.72
cpd00634	-282.98|1.72	-140.93|1.74
cpd00635	10000000.0|10000000.0	nan
cpd00636	-20.76|1.26	84.11|1.34
cpd00637	-75.91|0.82	30.40|0.94
cpd00638	-572.03|4.3	-348.88|1.54
cpd00639	-45.21|2.43	34.03|23900.57
cpd00640	10000000.0|10000000.0	nan
cpd00641	-2.41|1.14	115.02|0.95
cpd00642	-181.19|0.72	-63.83|0.27
cpd00643	-466.4|2.88	-83.95|23900.57
cpd00644	-188.54|0.85	-29.11|1.06
cpd00645	-88.39|1.35	232.83|1.36
cpd00646	10000000.0|10000000.0	nan
cpd00647	-167.37|0.33	-128.24|0.39
cpd00648	-277.41|7.0	437.97|143235.03
cpd00649	-639.42|3.23	-310.48|16900.26
cpd00650	-761.78|3.58	nan
cpd00651	-232.24|0.7	-145.01|0.29
cpd00652	-311.88|0.82	-234.49|0.40
cpd00653	-268.66|0.89	-162.21|0.33
cpd00654	-93.04|1.84	42.84|1.02
cpd00655	-539.49|3.46	-221.86|1.98
cpd00656	-535.24|4.53	nan
cpd00657	-72.97|1.35	81.97|1.16
cpd00658	-169.49|1.41	-104.49|1.64
cpd00659	18.26|1.52	nan
cpd00660	-780.97|3.58	-379.41|1.93
cpd00661	3.18|7.26	nan
cpd00662	-6.3|7.26	nan
cpd00663	-764.06|3.56	-422.12|1.98
cpd00664	10000000.0|10000000.0	221.88|23900.57
cpd00665	-376.76|3.02	nan
cpd00666	-239.04|0.45	-200.10|0.35
cpd00667	70.9|2.67	354.17|2.51
cpd00668	-153.18|0.44	-81.27|0.41
cpd00669	-107.83|0.4	-20.75|0.33
cpd00670	20.43|1.05	100.15|0.77
cpd00671	-901.69|3.6	-529.61|1.88
cpd00672	-262.39|1.3	-173.62|0.46
cpd00673	-72.07|1.44	17.67|0.83
cpd00674	-195.7|3.51	212.59|2.41
cpd00675	6.45|2.9	nan
cpd00676	10000000.0|10000000.0	nan
cpd00677	89.73|2.76	155.67|0.66
cpd00678	180.62|3.27	367.50|3.04
cpd00679	-256.55|1.98	-97.74|23900.57
cpd00680	10000000.0|10000000.0	31.69|23900.57
cpd00681	-102.31|2.09	nan
cpd00682	-965.77|4.33	-510.34|2.70
cpd00683	-2.14|2.78	45.33|16170.40
cpd00684	-145.2|0.97	-82.81|0.65
cpd00685	nan	nan
cpd00686	nan	nan
cpd00687	-221.0|3.96	nan
cpd00688	-39.0|0.67	19.82|0.84
cpd00689	-118.18|1.37	-2.67|0.94
cpd00690	-59.92|2.65	86.17|16900.26
cpd00691	-724.33|2.97	-521.12|1.22
cpd00693	-70.47|0.28	-11.80|0.17
cpd00694	-39.87|3.03	30.13|16170.40
cpd00695	-146.46|0.66	-94.08|0.66
cpd00696	-279.4|2.98	-162.40|1.17
cpd00697	-242.32|3.57	-208.33|16170.40
cpd00698	-247.6|3.57	-147.27|0.87
cpd00699	-214.49|0.92	-145.17|1.15
cpd00700	-257.85|3.03	-130.15|0.62
cpd00701	-71.09|1.34	26.78|1.65
cpd00702	-23.54|4.33	68.33|32834.59
cpd00703	-23.83|1.56	49.73|1.01
cpd00704	19.39|1.57	121.63|1.03
cpd00705	-162.51|0.42	-65.68|0.68
cpd00706	-108.16|0.7	-80.17|0.83
cpd00707	-88.08|1.47	190.43|1.78
cpd00708	-114.99|4.96	-105.49|28222.58
cpd00709	-218.28|1.54	-101.69|0.27
cpd00710	10000000.0|10000000.0	nan
cpd00711	9.97|0.98	151.01|1.30
cpd00712	-149.1|0.49	-56.34|1.20
cpd00713	-152.03|3.8	-45.28|0.91
cpd00714	-68.66|0.27	-10.84|0.19
cpd00715	-47.04|2.23	-7.51|1.63
cpd00716	10000000.0|10000000.0	nan
cpd00717	-153.65|2.27	-83.00|2.21
cpd00718	-220.9|0.98	-211.73|0.65
cpd00719	-716.3|3.68	nan
cpd00720	17.44|1.66	146.03|1.13
cpd00721	-14.44|1.69	106.45|1.15
cpd00722	-161.6|0.52	-72.22|0.79
cpd00723	103.63|3.17	266.28|23900.57
cpd00724	-218.28|1.54	-100.46|0.34
cpd00725	10000000.0|10000000.0	nan
cpd00726	-7.64|0.47	104.25|0.67
cpd00727	-335.48|0.21	-305.83|0.30
cpd00728	-119.74|0.31	-47.30|0.39
cpd00729	-40.43|0.65	82.04|0.69
cpd00730	10000000.0|10000000.0	nan
cpd00731	-118.69|0.78	-1.15|0.65
cpd00732	-260.04|1.4	-145.36|2.24
cpd00733	nan	nan
cpd00734	nan	nan
cpd00735	-494.35|3.31	-114.90|23900.57
cpd00736	-430.78|1.51	nan
cpd00737	-31.21|1.47	27.00|1.14
cpd00738	-336.65|0.33	-269.10|0.27
cpd00739	-134.09|2.49	nan
cpd00740	10.95|2.08	83.92|23900.57
cpd00741	-722.71|2.97	nan
cpd00742	-127.56|0.95	-88.72|1.08
cpd00743	-901.69|3.6	nan
cpd00744	-104.61|0.98	-2.60|0.78
cpd00745	-121.36|0.24	-72.30|0.22
cpd00746	-49.58|1.09	52.48|1.00
cpd00747	-102.38|0.86	-30.33|1.94
cpd00748	10000000.0|10000000.0	nan
cpd00749	-64.48|1.57	38.37|1.11
cpd00750	-182.05|1.5	-64.32|0.26
cpd00751	-182.05|1.5	-64.72|0.44
cpd00752	-75.15|1.35	-53.88|0.56
cpd00753	10000000.0|10000000.0	nan
cpd00754	-363.5|4.93	74.66|2.93
cpd00755	-479.5|6.22	-158.21|4.51
cpd00756	-73.28|1.2	18.32|1.68
cpd00757	-108.79|0.69	63.30|23900.57
cpd00758	-24.81|1.29	191.40|1.30
cpd00759	-253.14|1.66	-101.69|1.22
cpd00760	-782.78|3.57	-378.93|1.96
cpd00761	16.4|6.94	nan
cpd00762	-72.6|1.54	45.05|1.07
cpd00763	-197.26|0.82	-138.40|0.68
cpd00764	-80.99|0.68	123.28|0.71
cpd00765	-215.78|1.15	-119.97|0.47
cpd00766	nan	nan
cpd00767	-195.35|0.71	-126.83|0.49
cpd00768	-115.69|1.4	-41.52|1.40
cpd00769	-193.7|0.7	-136.84|1.28
cpd00770	-192.08|0.72	-115.71|1.28
cpd00771	-155.58|0.96	-58.13|0.89
cpd00772	-115.26|0.76	19.28|0.63
cpd00773	-820.27|3.25	-537.48|1.46
cpd00774	10000000.0|10000000.0	-186.17|95602.29
cpd00775	-150.1|0.46	-56.84|1.02
cpd00776	119.31|3.22	593.26|3.32
cpd00777	42.33|1.66	138.58|2.08
cpd00778	-32.0|1.34	-12.76|0.83
cpd00779	-53.29|2.85	20.59|2.11
cpd00780	-197.26|0.82	-138.40|0.68
cpd00781	-260.64|0.72	-173.10|0.30
cpd00782	-857.18|3.62	-447.96|1.94
cpd00783	10000000.0|10000000.0	nan
cpd00784	-47.48|1.15	13.69|1.31
cpd00785	-332.78|1.65	-282.14|16900.26
cpd00786	-401.52|0.72	-284.77|0.33
cpd00787	-144.49|3.7	-2.54|27863.96
cpd00788	-115.71|0.69	-38.87|0.43
cpd00789	-290.03|1.75	-233.24|16900.26
cpd00790	-159.98|0.54	-50.16|0.51
cpd00791	10000000.0|10000000.0	352.19|95602.29
cpd00792	-661.18|3.42	-292.05|16900.26
cpd00793	-160.12|2.59	11.45|23900.57
cpd00794	-376.76|3.02	-163.92|0.35
cpd00795	-199.38|0.35	-140.65|0.32
cpd00796	-202.8|0.47	-118.69|1.03
cpd00797	-121.55|0.27	-55.56|0.53
cpd00798	-49.38|7.19	nan
cpd00799	10000000.0|10000000.0	nan
cpd00800	-108.22|0.56	58.57|0.52
cpd00801	-374.5|2.49	-182.37|0.68
cpd00802	-431.67|1.31	-314.54|0.34
cpd00803	-602.12|1.32	nan
cpd00804	-437.94|0.91	-302.71|0.44
cpd00805	-431.67|1.31	-313.51|0.30
cpd00806	-393.69|0.66	-276.64|0.65
cpd00807	-214.91|1.15	-95.98|1.00
cpd00808	-393.5|0.57	-295.16|0.44
cpd00809	-335.03|0.36	-246.88|0.38
cpd00810	-479.18|1.9	-356.73|1.38
cpd00811	17.65|2.17	112.07|1.01
cpd00812	-370.27|0.47	-260.35|0.52
cpd00813	-88.86|1.1	-58.41|1.32
cpd00814	-102.29|0.81	-6.19|0.69
cpd00815	-110.43|0.43	-26.34|0.34
cpd00816	-139.24|1.87	-110.98|1.75
cpd00817	-392.04|0.64	-295.10|0.44
cpd00818	-430.78|1.51	-313.07|0.54
cpd00819	-179.36|1.09	-102.78|0.46
cpd00820	-215.78|1.15	-119.97|0.47
cpd00821	10000000.0|10000000.0	nan
cpd00822	-236.19|0.64	-117.17|0.60
cpd00823	-65.52|1.58	10.29|1.69
cpd00824	-270.94|1.39	120.32|1.36
cpd00825	-338.18|3.32	-128.91|2.64
cpd00826	9.97|0.98	151.01|1.30
cpd00827	-127.84|6.83	-16.52|56445.16
cpd00828	-95.59|1.01	-18.18|0.91
cpd00829	37.5|1.52	285.93|1.64
cpd00830	-226.94|0.4	-189.86|0.37
cpd00831	-393.69|0.66	nan
cpd00832	-212.63|1.63	-66.08|0.48
cpd00833	-263.01|1.04	-127.26|0.45
cpd00834	-347.64|1.57	-132.51|1.44
cpd00835	nan	nan
cpd00836	-61.18|1.35	126.22|1.76
cpd00837	13.01|3.68	225.59|23900.57
cpd00838	-566.52|4.89	-143.12|2.97
cpd00839	10000000.0|10000000.0	nan
cpd00840	-84.04|0.56	59.16|0.79
cpd00841	-578.27|0.49	-469.85|0.52
cpd00842	-820.63|3.57	-441.08|1.88
cpd00843	-149.92|0.28	-121.06|0.23
cpd00844	-54.04|1.06	29.33|1.19
cpd00845	24.91|1.98	141.41|16900.26
cpd00846	nan	nan
cpd00847	-606.62|1.32	-506.39|0.51
cpd00848	-33.36|1.18	76.57|0.97
cpd00849	-406.08|3.02	-513.99|41397.01
cpd00850	-406.08|3.02	-513.94|41397.01
cpd00851	-102.38|0.86	-30.33|1.98
cpd00852	-340.47|2.16	-206.64|1.43
cpd00853	-584.4|0.38	-535.50|0.51
cpd00854	-128.84|1.07	-78.41|0.92
cpd00855	-32.95|1.3	nan
cpd00856	-204.67|1.22	-172.67|0.71
cpd00857	30.13|6.82	280.75|56445.16
cpd00858	-111.43|0.36	-24.47|0.33
cpd00859	-410.45|1.97	-283.91|0.89
cpd00860	-137.39|1.43	nan
cpd00861	-756.9|3.24	-502.56|1.34
cpd00862	-430.78|1.51	nan
cpd00863	-430.78|1.51	-313.48|0.46
cpd00864	-79.05|2.23	-18.23|2.03
cpd00865	-290.39|2.32	-122.25|1.71
cpd00866	-54.71|6.89	57.15|56445.16
cpd00867	-432.46|1.45	-325.89|1.33
cpd00868	-115.3|0.9	-44.51|0.91
cpd00869	-100.68|0.82	-34.82|1.00
cpd00870	-27.79|1.98	80.34|16900.26
cpd00871	-606.0|0.57	-508.78|0.47
cpd00872	52.9|2.29	nan
cpd00873	-380.18|1.95	-257.93|0.89
cpd00874	-85.85|0.55	60.10|0.60
cpd00875	-292.98|0.94	-169.16|0.34
cpd00876	-121.55|0.27	-50.79|0.32
cpd00877	15.57|6.9	291.08|56445.16
cpd00878	10000000.0|10000000.0	nan
cpd00879	-335.43|1.49	19.59|1.42
cpd00880	-474.0|1.47	-383.87|0.34
cpd00881	-111.23|1.27	-58.31|0.98
cpd00882	-87.74|0.88	-8.77|0.65
cpd00883	10000000.0|10000000.0	nan
cpd00884	-609.78|4.18	nan
cpd00885	-1494.96|1.61	-1396.56|2.07
cpd00886	-86.3|0.31	2.22|0.32
cpd00887	-165.26|1.12	-95.60|0.92
cpd00888	-248.46|0.94	-152.15|0.93
cpd00889	10000000.0|10000000.0	nan
cpd00890	-851.04|3.53	-519.71|1.68
cpd00891	-863.85|3.55	-509.07|1.95
cpd00892	-184.71|1.45	-61.77|1.34
cpd00893	-173.48|0.87	-107.71|0.65
cpd00894	-220.14|0.59	-134.77|0.25
cpd00895	-544.24|3.41	-163.22|23390.18
cpd00896	-470.68|0.68	-385.51|0.33
cpd00897	-667.37|3.0	nan
cpd00898	-644.96|1.43	-536.92|1.38
cpd00899	-576.0|4.91	-132.68|2.95
cpd00900	-630.29|3.58	nan
cpd00901	10000000.0|10000000.0	nan
cpd00902	-487.14|1.64	-269.29|16900.26
cpd00903	-51.62|1.25	201.31|1.79
cpd00904	-23.44|6.87	66.02|56445.16
cpd00905	-936.8|2.76	-885.15|16170.40
cpd00906	-298.73|3.04	178.02|3.47
cpd00907	nan	nan
cpd00908	-311.69|0.66	nan
cpd00909	-61.42|1.7	-13.61|0.98
cpd00910	-378.44|2.81	nan
cpd00911	-428.52|1.24	-331.16|0.36
cpd00912	-177.38|1.61	-11.58|0.74
cpd00913	10000000.0|10000000.0	nan
cpd00914	-857.46|1.43	-749.50|1.49
cpd00915	-78.06|2.85	-43.32|2.12
cpd00916	-857.46|1.43	-749.50|1.49
cpd00917	-121.36|2.4	-72.91|1.77
cpd00918	-141.03|0.72	-43.87|0.48
cpd00919	-278.82|0.53	-209.49|0.48
cpd00920	-101.71|1.03	-24.40|0.78
cpd00921	-105.35|1.11	124.33|0.93
cpd00922	-57.33|1.59	22.31|2.02
cpd00923	-65.38|2.02	99.90|16900.26
cpd00924	-865.7|6.09	-635.06|1.88
cpd00925	-966.6|5.5	-880.52|32340.81
cpd00926	-62.32|1.37	93.83|1.17
cpd00927	-125.25|4.5	-91.35|7504.61
cpd00928	-156.48|2.67	-74.44|23900.57
cpd00929	-536.83|5.01	-91.29|2.91
cpd00930	-242.14|1.13	-160.93|1.00
cpd00931	-394.67|2.14	-251.89|1.37
cpd00932	-427.57|1.2	-347.24|1.21
cpd00933	-75.56|1.44	-34.29|0.65
cpd00934	-1069.96|1.47	-963.64|1.66
cpd00935	-81.72|1.12	3.66|0.93
cpd00936	-573.02|3.32	-180.37|23390.18
cpd00937	-140.84|1.21	-79.40|0.87
cpd00938	-213.04|1.12	-168.77|1.01
cpd00939	8.66|1.71	108.46|1.21
cpd00940	-788.5|4.9	-338.14|3.03
cpd00941	10000000.0|10000000.0	nan
cpd00942	-397.21|1.41	-270.56|1.35
cpd00943	-1282.46|1.53	-1179.33|1.85
cpd00944	40.98|4.56	14.96|14323.50
cpd00945	-432.64|0.54	-346.17|0.76
cpd00946	-309.41|5.86	676.03|6.64
cpd00947	10000000.0|10000000.0	nan
cpd00948	-812.27|3.72	nan
cpd00949	-159.43|7.08	32.05|56445.16
cpd00950	-385.32|2.06	-227.20|1.79
cpd00951	-198.75|1.3	-99.30|1.34
cpd00952	-13.29|1.65	112.51|1.11
cpd00953	-137.57|2.07	35.73|1.84
cpd00954	-3.11|2.57	4.06|16170.40
cpd00955	-110.24|7.12	172.96|56445.16
cpd00956	-392.53|1.14	-255.14|0.82
cpd00957	-338.54|2.1	-264.45|16170.40
cpd00958	-363.9|2.74	-175.38|0.98
cpd00959	10000000.0|10000000.0	nan
cpd00960	-98.19|3.04	85.18|15009.22
cpd00961	-149.24|2.63	25.03|23900.57
cpd00962	-149.43|2.64	46.63|23900.57
cpd00963	-142.06|3.0	122.95|23900.57
cpd00964	-142.25|3.0	144.56|23900.57
cpd00965	10000000.0|10000000.0	nan
cpd00966	10000000.0|10000000.0	nan
cpd00970	10000000.0|10000000.0	nan
cpd00971	10000000.0|10000000.0	nan
cpd00972	-572.43|2.79	-451.08|0.81
cpd00973	-143.42|2.97	119.82|1.54
cpd00975	10000000.0|10000000.0	nan
cpd00976	-481.74|2.69	-362.26|0.76
cpd00977	-689.74|2.7	-570.48|0.90
cpd00978	-565.93|1.8	-439.78|1.11
cpd00979	-532.59|2.73	-410.76|0.89
cpd00980	-740.59|2.74	-618.98|1.02
cpd00981	107.31|9.49	nan
cpd00982	-538.18|5.11	-218.02|2.22
cpd00984	nan	nan
cpd00985	-56.69|0.5	nan
cpd00986	-238.97|3.1	-212.71|2.57
cpd00987	10000000.0|10000000.0	nan
cpd00988	-257.85|3.03	-130.16|0.62
cpd00989	-397.77|1.88	-269.22|1.01
cpd00990	-230.02|3.58	nan
cpd00991	-153.65|2.27	nan
cpd00992	-79.76|0.31	-21.54|0.26
cpd00993	nan	nan
cpd00994	10000000.0|10000000.0	nan
cpd00995	-217.42|0.82	nan
cpd00996	-143.7|0.72	-124.50|0.35
cpd00997	-23.54|1.72	128.19|23900.57
cpd00998	6.1|1.04	180.00|0.66
cpd00999	0.19|1.23	396.09|1.64
cpd01000	-18.68|0.53	77.69|0.52
cpd01002	10000000.0|10000000.0	372.86|71701.72
cpd01003	-87.92|0.29	-18.92|0.32
cpd01004	4.75|0.88	59.76|0.84
cpd01005	-68.0|1.64	137.68|1.24
cpd01006	-129.98|0.99	-56.40|0.79
cpd01007	33.26|1.21	87.10|0.72
cpd01008	-3.17|1.59	114.99|1.22
cpd01009	-199.99|1.14	41.18|23900.57
cpd01010	-43.25|6.17	101.58|48386.66
cpd01011	-30.81|0.26	47.66|0.26
cpd01012	10000000.0|10000000.0	nan
cpd01013	10000000.0|10000000.0	274.07|15009.22
cpd01014	10000000.0|10000000.0	27.44|28222.58
cpd01015	-23.3|5.01	nan
cpd01016	10000000.0|10000000.0	nan
cpd01017	-113.97|0.96	-18.78|0.86
cpd01018	-159.61|1.33	-41.42|1.49
cpd01019	-264.63|2.39	-74.73|23900.57
cpd01020	-171.49|1.36	-148.05|1.31
cpd01021	-271.11|0.89	-135.55|0.73
cpd01022	-123.17|0.25	-73.26|0.21
cpd01023	-319.17|3.13	-155.58|15009.22
cpd01024	-8.21|0.5	30.74|0.72
cpd01025	-197.6|2.57	76.38|1.78
cpd01026	-391.23|12.65	nan
cpd01027	-121.3|0.56	-105.78|0.52
cpd01028	-105.3|3.05	-32.88|3.75
cpd01029	-8.06|2.78	46.40|16170.40
cpd01030	-206.24|1.81	-52.25|0.82
cpd01031	-217.42|0.82	-101.20|0.27
cpd01032	95.54|2.72	217.30|2.89
cpd01033	-54.68|0.89	17.11|0.63
cpd01034	31.63|1.17	106.74|0.60
cpd01035	-86.3|0.81	2.84|0.59
cpd01036	10000000.0|10000000.0	321.77|4.47
cpd01037	-84.76|1.01	63.13|0.79
cpd01038	-274.1|3.32	-110.43|23900.57
cpd01039	nan	nan
cpd01040	33.1|2.84	114.33|2.40
cpd01041	-11.53|0.86	58.24|0.64
cpd01042	-11.53|0.86	58.24|0.64
cpd01043	-84.69|2.52	1.70|23900.57
cpd01044	-12.28|0.49	26.08|0.44
cpd01045	-78.84|2.89	-25.02|3.34
cpd01046	-109.81|0.41	-3.33|0.37
cpd01047	nan	nan
cpd01048	10000000.0|10000000.0	nan
cpd01049	10000000.0|10000000.0	86.03|28222.58
cpd01051	-70.08|1.32	24.22|0.83
cpd01052	52.48|1.76	173.41|1.36
cpd01053	-0.8|0.5	nan
cpd01054	4.1|0.5	nan
cpd01055	-218.28|1.54	-101.69|0.27
cpd01056	-180.96|0.65	-83.66|0.29
cpd01057	-225.44|0.99	-90.31|0.36
cpd01058	nan	nan
cpd01059	-96.58|1.32	-37.14|1.07
cpd01060	-27.86|2.25	nan
cpd01061	17.34|1.04	171.37|1.14
cpd01062	9.41|1.02	181.81|1.07
cpd01063	-34.73|0.95	11.26|1.06
cpd01064	7.97|1.48	76.55|1.65
cpd01065	-221.32|7.16	631.68|6.39
cpd01066	-225.44|0.99	-89.11|0.54
cpd01067	-180.06|1.37	-84.61|0.35
cpd01068	-181.62|1.35	nan
cpd01069	-323.32|3.1	-191.33|15009.22
cpd01070	7.17|2.84	175.63|1.06
cpd01071	-138.82|2.64	-67.98|23900.57
cpd01072	10000000.0|10000000.0	nan
cpd01073	-65.09|2.19	53.06|1.65
cpd01074	-376.76|3.02	-163.32|0.54
cpd01075	33.61|7.31	213.99|56445.16
cpd01076	-9.35|5.11	nan
cpd01077	-249.98|2.46	-53.57|23900.57
cpd01078	10000000.0|10000000.0	nan
cpd01079	10000000.0|10000000.0	nan
cpd01080	-60.83|1.41	282.05|1.45
cpd01081	10000000.0|10000000.0	nan
cpd01082	-235.12|2.45	-65.69|1.93
cpd01084	-89.59|0.65	66.37|23900.57
cpd01085	10000000.0|10000000.0	nan
cpd01086	-47.26|2.35	139.51|23900.57
cpd01087	-11.53|0.86	58.24|0.64
cpd01088	-24.33|0.56	132.19|0.60
cpd01089	-86.12|1.38	-34.43|23900.57
cpd01090	125.08|9.52	nan
cpd01091	-108.99|1.45	53.02|1.02
cpd01092	-116.06|1.97	-33.62|1.46
cpd01093	-288.57|2.41	78.40|1.72
cpd01094	10000000.0|10000000.0	279.82|23900.57
cpd01095	33.98|7.39	172.57|56445.16
cpd01096	-342.12|4.81	7.06|15009.22
cpd01097	-69.97|3.06	76.34|33800.52
cpd01098	-165.99|7.11	nan
cpd01099	72.42|7.52	nan
cpd01100	-84.69|2.52	-14.48|23900.57
cpd01101	-95.7|0.5	-68.02|0.77
cpd01102	-103.77|1.47	114.34|1.56
cpd01103	11.54|4.93	nan
cpd01104	-63.84|2.91	nan
cpd01105	-190.44|0.76	-73.22|0.37
cpd01106	-84.87|0.45	43.25|0.90
cpd01107	-73.79|0.72	112.99|0.73
cpd01108	-293.68|2.72	-245.54|2.33
cpd01109	-1.09|1.25	154.09|1.09
cpd01110	-335.47|6.51	-258.43|30018.44
cpd01111	-673.08|3.7	nan
cpd01112	-215.96|0.9	-100.75|0.29
cpd01113	-80.27|0.38	28.46|0.39
cpd01114	-83.63|1.05	-6.46|0.70
cpd01115	-48.65|0.97	123.72|0.88
cpd01116	33.98|1.5	87.91|1.07
cpd01117	-128.45|2.63	11.41|2.78
cpd01118	-106.11|2.96	nan
cpd01119	nan	nan
cpd01120	-318.76|9.89	-44.75|77056.15
cpd01121	-190.66|5.17	nan
cpd01122	-16.11|1.44	281.23|1.48
cpd01123	-101.26|0.86	-64.55|0.52
cpd01124	0.21|1.74	127.63|1.30
cpd01125	10000000.0|10000000.0	nan
cpd01126	-75.41|0.63	91.86|0.64
cpd01128	-279.91|2.71	-92.80|1.98
cpd01129	-135.68|1.0	-92.55|0.65
cpd01130	-64.83|1.21	326.21|1.56
cpd01131	10000000.0|10000000.0	158.16|23900.57
cpd01132	-13.77|3.44	nan
cpd01133	-694.61|5.75	-287.41|1.21
cpd01134	-196.23|1.2	-159.86|16900.26
cpd01135	-193.13|2.44	-131.51|2.58
cpd01136	-102.75|3.89	16.90|32834.59
cpd01137	-74.5|1.24	61.47|1.05
cpd01138	-195.82|0.51	-127.75|0.31
cpd01139	10000000.0|10000000.0	nan
cpd01140	-725.22|2.77	-521.31|1.23
cpd01141	-68.17|1.5	10.06|1.86
cpd01142	-338.54|2.84	-148.35|0.59
cpd01143	10000000.0|10000000.0	nan
cpd01144	-300.32|2.69	-129.16|0.72
cpd01145	-130.02|3.76	299.80|23900.57
cpd01146	-133.58|1.61	116.88|23900.57
cpd01147	-30.57|0.81	184.89|0.79
cpd01148	-222.6|3.03	-76.94|0.74
cpd01149	-114.36|1.2	44.71|0.90
cpd01150	-22.54|0.69	24.17|0.59
cpd01151	-280.06|4.41	-40.60|5.43
cpd01152	-215.96|0.9	nan
cpd01153	nan	nan
cpd01154	-63.9|2.06	172.83|1.40
cpd01155	-4.4|0.59	146.52|0.72
cpd01156	32.58|7.48	nan
cpd01157	-365.46|3.23	-92.08|1.11
cpd01158	-133.46|2.08	nan
cpd01159	-88.41|2.83	70.27|1.32
cpd01160	-3.75|0.69	72.34|0.81
cpd01161	-232.43|0.81	-124.84|0.31
cpd01162	-219.45|1.87	-23.55|1.43
cpd01163	-231.34|1.12	nan
cpd01164	-182.05|1.5	-64.32|0.26
cpd01165	-440.91|5.8	nan
cpd01166	-16.48|2.11	82.36|0.98
cpd01167	-140.87|3.27	-83.30|2.02
cpd01168	10000000.0|10000000.0	nan
cpd01169	-84.24|2.17	-136.18|15009.22
cpd01170	52.3|6.85	301.32|56445.16
cpd01171	-225.44|0.99	-89.41|0.48
cpd01172	10000000.0|10000000.0	nan
cpd01173	10000000.0|10000000.0	295.90|3.20
cpd01174	-106.72|5.64	-8.19|7504.61
cpd01175	-278.91|1.02	-23.42|23900.57
cpd01176	-138.64|2.41	-69.98|2.66
cpd01177	2.96|1.45	92.13|1.65
cpd01178	-378.54|2.64	nan
cpd01179	-38.47|1.33	281.01|1.41
cpd01180	-274.1|3.32	-110.57|23900.57
cpd01181	-47.95|1.68	85.30|1.26
cpd01182	-60.28|1.79	-13.69|1.16
cpd01183	-76.94|1.0	40.82|0.80
cpd01184	-219.17|1.36	-101.88|0.30
cpd01185	-232.43|0.81	-124.84|0.31
cpd01186	-181.19|0.72	-63.43|0.44
cpd01187	-225.44|0.99	-90.31|0.36
cpd01188	32.74|9.58	392.76|75153.24
cpd01189	-378.54|2.64	-162.55|0.67
cpd01190	-307.77|1.62	-97.90|16900.26
cpd01191	-9.67|2.98	98.37|1.88
cpd01192	-376.76|3.02	-165.43|0.55
cpd01193	-62.61|3.6	-72.18|15009.22
cpd01194	-144.45|0.71	-103.83|0.65
cpd01196	10000000.0|10000000.0	nan
cpd01197	-50.63|3.07	66.18|0.80
cpd01198	-407.4|5.29	74.79|2.46
cpd01199	1.44|0.65	195.15|0.68
cpd01200	-377.65|2.77	-165.62|0.55
cpd01201	-232.85|2.54	24.99|1.58
cpd01202	-87.74|0.88	-8.77|0.65
cpd01203	0.2|1.96	104.47|1.35
cpd01204	22.08|1.34	120.94|2.05
cpd01205	-194.56|2.11	266.47|1.43
cpd01206	39.11|2.81	146.10|2.05
cpd01207	-299.33|3.39	-168.61|23900.57
cpd01208	-49.38|0.88	-9.91|0.96
cpd01209	-91.5|1.83	19.49|23900.57
cpd01210	17.0|6.92	333.82|56445.16
cpd01211	22.2|5.69	nan
cpd01212	76.07|2.78	nan
cpd01213	-119.12|1.08	nan
cpd01214	-319.42|3.79	32.73|1.80
cpd01215	-60.89|1.28	119.53|1.77
cpd01216	10000000.0|10000000.0	nan
cpd01217	-151.93|2.79	-30.16|0.83
cpd01218	-43.25|6.17	nan
cpd01220	14.98|0.97	135.43|1.33
cpd01221	nan	nan
cpd01222	-61.46|1.08	-5.06|1.01
cpd01223	-62.7|0.56	-14.84|0.30
cpd01224	-71.75|1.1	-9.81|0.72
cpd01225	-483.23|5.12	260.19|4.91
cpd01226	10000000.0|10000000.0	nan
cpd01227	-19.01|1.95	148.61|28856.88
cpd01228	-118.36|6.82	-26.96|56445.16
cpd01229	12.02|2.69	-26.38|15009.22
cpd01230	10000000.0|10000000.0	nan
cpd01231	21.45|1.77	129.18|11521.82
cpd01232	nan	nan
cpd01233	-634.09|2.97	-398.24|1.25
cpd01234	15.38|6.92	312.69|56445.16
cpd01235	10000000.0|10000000.0	nan
cpd01236	10000000.0|10000000.0	nan
cpd01237	-865.07|8.06	-339.11|56445.16
cpd01238	-5.65|3.54	86.58|23900.57
cpd01239	-143.12|0.52	-66.34|0.24
cpd01240	10000000.0|10000000.0	nan
cpd01241	-84.68|0.34	23.35|0.34
cpd01242	-141.5|0.54	-45.23|0.22
cpd01243	37.37|6.91	289.07|56445.16
cpd01244	43.63|2.86	nan
cpd01245	10000000.0|10000000.0	nan
