Source	Type	External ID	New ModelSEED ID	Old ModelSEED ID
BiGG	compounds	pa190190	cpd16004	cpd16970
BiGG	compounds	paps	cpd00044	cpd00044|cpd00193
BiGG	compounds	pe_SC	cpd29688	cpd11456
BiGG	compounds	peptido_TB2	cpd16008	cpd16972
BiGG	compounds	pgp_EC	cpd29689	cpd11454
BiGG	compounds	pgp_SC	cpd29686	cpd11454
BiGG	compounds	phosda	cpd29683	cpd11422
BiGG	compounds	ppm	cpd16246	cpd16973
BiGG	compounds	ps_SC	cpd29687	cpd11455
BiGG	compounds	ptd1ino_SC	cpd11715	cpd11822
BiGG	compounds	ptdca	cpd15622	cpd17034
BiGG	compounds	q6h2	cpd11665	cpd15291
BiGG	compounds	r5p	cpd19028	cpd00101
BiGG	compounds	rmmsa	cpd16270	cpd16975
BiGG	compounds	selcys	cpd27371	cpd03389
BiGG	compounds	seramp	cpd03452	cpd15564
BiGG	compounds	shcl	cpd03426	cpd01620|cpd03426
BiGG	compounds	sl-L	cpd08367	cpd15906
BiGG	compounds	slcys	cpd01608	cpd03456
BiGG	compounds	srb-L	cpd01031	cpd00212|cpd01031
BiGG	compounds	srch	cpd15658	cpd03426|cpd15658
BiGG	compounds	stearacp	cpd12458	cpd16828
BiGG	compounds	tagdp-D	cpd29681	cpd02371
BiGG	compounds	tamlgnc	cpd16037	cpd16977
BiGG	compounds	tdm3	cpd16042	cpd16980
BiGG	compounds	tdm4	cpd16041	cpd16981
BiGG	compounds	thidisu	cpd29682	cpd11420
BiGG	compounds	tmha1	cpd16044	cpd16992
BiGG	compounds	tmha2	cpd16045	cpd16993
BiGG	compounds	tmha3	cpd16046	cpd16994
BiGG	compounds	tmha4	cpd16047	cpd16995
BiGG	compounds	tmha5	cpd16048	cpd16996
BiGG	compounds	tmha6	cpd16049	cpd16997
BiGG	compounds	ttccoa	cpd29705	cpd15297
BiGG	compounds	uAgl	cpd03490	cpd02861
BiGG	compounds	uAgla	cpd02862	cpd02943
BiGG	compounds	uaagmda	cpd22495	cpd03495
BiGG	compounds	udcpp	cpd19245	cpd00286
BiGG	compounds	udpLa4o	cpd14876	cpd15578
BiGG	compounds	ugmda	cpd02932	cpd02968
