fold	row_id	y	pred_raw	pred_dedup	abserr_raw	abserr_dedup
1	tecrdb_4271	-12.3263	-15.823369791350217	-15.81862568589041	3.497069791350217	3.4923256858904104
1	tecrdb_4459	6.29236	4.160292333488712	4.933803241983242	2.132067666511288	1.3585567580167588
1	tecrdb_954	-5.59661	-7.698494178582273	-7.62087614790228	2.1018841785822726	2.0242661479022797
1	tecrdb_4304	1.372	6.050594912443515	6.046576662548411	4.678594912443515	4.674576662548411
1	tecrdb_2459	9.14774	8.616669551234665	8.616676407144212	0.5310704487653357	0.531063592855789
1	tecrdb_1942	2.40303	4.436878480023729	4.56781358029744	2.033848480023729	2.1647835802974393
1	tecrdb_368	12.8574	8.616669551234665	8.616676407144212	4.240730448765335	4.2407235928557885
1	tecrdb_956	-5.92566	-7.698494178582273	-7.62087614790228	1.772834178582273	1.69521614790228
1	tecrdb_2143	-4.25062	-3.831860088950563	-3.8319621726429034	0.41875991104943644	0.4186578273570962
1	tecrdb_1449	1.92498	1.4957338244975773	1.4896806369212356	0.4292461755024226	0.43529936307876427
1	tecrdb_1535	-4.62046	-2.7901334415867325	-2.8311648403972036	1.830326558413267	1.789295159602796
1	tecrdb_3994	-16.5709	-21.04478857349301	-20.98944378355702	4.4738885734930065	4.41854378355702
1	tecrdb_1130	2.71846	1.4957338244975773	1.4896806369212356	1.2227261755024226	1.2287793630787642
1	tecrdb_2913	4.12354	14.417116179693622	14.243321105081492	10.293576179693622	10.119781105081492
1	tecrdb_88	8.23694	8.616669551234665	8.616676407144212	0.37972955123466434	0.3797364071442111
1	tecrdb_2063	-3.73954	-3.9054026261115737	-3.8325569177155785	0.16586262611157387	0.09301691771557863
1	tecrdb_329	2.29931	1.4957338244975773	1.4896806369212356	0.8035761755024229	0.8096293630787645
1	tecrdb_489	29.1944	31.974100658366467	31.943001016548806	2.7797006583664654	2.748601016548804
1	tecrdb_341	13.0466	8.616669551234665	8.616676407144212	4.429930448765335	4.429923592855788
1	tecrdb_2476	8.6746	8.616669551234665	8.616676407144212	0.05793044876533493	0.057923592855788186
1	tecrdb_1333	36.5897	35.134334544159316	35.1145028584167	1.4553654558406848	1.4751971415833012
1	tecrdb_2621	-0.8341	2.624258282885151	2.082069661089765	3.458358282885151	2.9161696610897647
1	tecrdb_3325	-0.428195	0.7002731181175221	0.6821217093573466	1.1284681181175222	1.1103167093573467
1	tecrdb_526	4.89216	8.616669551234665	8.616676407144212	3.7245095512346653	3.724516407144212
1	tecrdb_282	7.89917	5.497801994913123	5.4990900093861015	2.4013680050868764	2.4000799906138983
1	tecrdb_2325	1.40923	2.624258282885151	2.082069661089765	1.215028282885151	0.6728396610897649
1	tecrdb_3572	13.1209	14.673890261305928	14.728678054318777	1.5529902613059274	1.6077780543187767
1	tecrdb_3208	-8.22546	-10.283159195122305	-10.283378281007487	2.0576991951223054	2.0579182810074865
1	tecrdb_2026	3.52589	1.4957338244975773	1.4896806369212356	2.0301561755024227	2.0362093630787643
1	tecrdb_1462	-0.65039	-6.898738487150567	-6.920860858861083	6.248348487150567	6.270470858861083
1	tecrdb_1754	-3.75594	-3.2646138049595237	-3.266601438779503	0.49132619504047614	0.4893385612204968
1	tecrdb_2164	3.28334	0.7002731181175221	0.6821217093573466	2.583066881882478	2.6012182906426533
1	tecrdb_106	18.4781	16.49435154713636	16.345341573156702	1.9837484528636402	2.1327584268432993
1	tecrdb_3266	4.18137	5.556241473710109	5.553276934949594	1.374871473710109	1.3719069349495934
1	tecrdb_2292	0.0218047	0.7002731181175221	0.6821217093573466	0.6784684181175221	0.6603170093573466
1	tecrdb_4135	-6.08311	-4.524619928022505	-4.628520524171536	1.558490071977495	1.4545894758284632
1	tecrdb_2788	-0.07647	0.05228098958767191	0.08518715712703795	0.1287509895876719	0.16165715712703793
1	tecrdb_2783	0.609824	0.05228098958767191	0.08518715712703795	0.5575430104123281	0.5246368428729621
1	tecrdb_4444	32.7812	29.04187631405061	29.005504907977475	3.739323685949387	3.7756950920225236
1	tecrdb_938	4.87391	34.65617690112822	34.5427452527029	29.782266901128217	29.6688352527029
1	tecrdb_2098	-2.87564	-3.9054026261115737	-3.8325569177155785	1.0297626261115735	0.9569169177155783
1	tecrdb_4274	-13.6402	-15.823369791350217	-15.81862568589041	2.183169791350217	2.17842568589041
1	tecrdb_3183	-10.9388	-10.499365410868101	-10.497975552904315	0.43943458913189914	0.4408244470956859
1	tecrdb_816	-0.748554	0.7002731181175221	0.6821217093573466	1.448827118117522	1.4306757093573466
1	tecrdb_1354	19.1595	16.22710528145309	16.211865273138805	2.932394718546913	2.947634726861196
1	tecrdb_4359	-3.65019	6.050594912443515	6.046576662548411	9.700784912443515	9.696766662548411
1	tecrdb_891	31.8131	27.02473298769698	27.00868948900498	4.78836701230302	4.8044105109950195
1	tecrdb_387	12.4189	-11.767094733455025	-11.600354739657803	24.185994733455026	24.019254739657804
1	tecrdb_4232	0.143152	1.4957338244975773	1.4896806369212356	1.3525818244975774	1.3465286369212357
1	tecrdb_2363	3.98973	1.10915298552613	1.1094178330045494	2.8805770144738703	2.880312166995451
1	tecrdb_3292	30.6788	26.433703756000703	26.42703046921588	4.245096243999296	4.25176953078412
1	tecrdb_3461	-15.0086	-15.823369791350217	-15.81862568589041	0.8147697913502174	0.8100256858904107
1	tecrdb_992	-0.966919	0.7002731181175221	0.6821217093573466	1.667192118117522	1.6490407093573465
1	tecrdb_3024	0.0111021	0.7002731181175221	0.6821217093573466	0.6891710181175221	0.6710196093573466
