rxn_id	kegg_rxn_id	dG_mean_kcal_per_mol	dG_uncer_kcal_per_mol	operator
rxn35835		3.73	0.52	=
rxn35836		3.73	0.52	=
rxn35837		3.73	0.52	=
rxn35838		3.73	0.52	=
rxn35839		3.73	0.52	=
rxn35840		3.73	0.52	=
rxn35841		3.73	0.52	=
rxn35842		3.73	0.52	=
rxn35843		3.73	0.52	=
rxn35844		3.73	0.52	=
rxn35845		3.73	0.52	=
rxn35846		3.73	0.52	=
rxn35847		3.73	0.52	=
rxn35848		3.73	0.52	=
rxn35849		3.73	0.52	=
rxn35850		3.73	0.52	=
rxn35851		3.73	0.52	=
rxn35852		3.73	0.52	=
rxn35853		3.73	0.52	=
rxn35854		3.73	0.52	=
rxn35855		3.73	0.52	=
rxn35856		3.73	0.52	=
rxn35857		3.73	0.52	=
rxn35858		3.73	0.52	=
rxn35859		3.73	0.52	=
rxn35860		3.73	0.52	=
rxn35861		3.73	0.52	=
rxn35862		3.73	0.52	=
rxn35863		3.73	0.52	=
rxn35864		3.73	0.52	=
rxn35865		3.73	0.52	=
rxn35866		3.73	0.52	=
rxn35867		3.73	0.52	=
rxn35868		3.73	0.52	=
rxn35869		3.73	0.52	=
rxn35870		3.73	0.52	=
rxn35871		3.73	0.52	=
rxn35872		3.73	0.52	=
rxn35873		3.73	0.52	=
rxn35874		3.73	0.52	=
rxn35875		3.73	0.52	=
rxn35876		3.73	0.52	=
rxn35877		3.73	0.52	=
rxn35878		3.73	0.52	=
rxn35879		3.73	0.52	=
rxn35880		3.73	0.52	=
rxn35881		3.73	0.52	=
rxn35882		3.73	0.52	=
rxn35883		3.73	0.52	=
rxn35884		3.73	0.52	=
rxn35885		3.73	0.52	=
rxn35886		3.73	0.52	=
rxn35887		3.73	0.52	=
rxn35888		3.73	0.52	=
rxn35889		3.73	0.52	=
rxn35890		3.73	0.52	=
rxn35891		3.73	0.52	=
rxn35892		3.73	0.52	=
rxn35893		3.73	0.52	=
rxn35894		3.73	0.52	=
rxn35895		3.73	0.52	=
rxn35896		3.73	0.52	=
rxn35897		3.73	0.52	=
rxn35898		3.73	0.52	=
rxn35899		3.73	0.52	=
rxn35900		3.73	0.52	=
rxn35901		3.73	0.52	=
rxn35902		3.73	0.52	=
rxn35903		3.73	0.52	=
rxn35904		3.73	0.52	=
rxn35905		3.73	0.52	=
rxn35906		3.73	0.52	=
rxn35907		3.73	0.52	=
rxn35908		3.73	0.52	=
rxn35909		3.73	0.52	=
rxn35910		3.73	0.52	=
rxn35911		3.73	0.52	=
rxn35912		3.73	0.52	=
rxn35913		3.73	0.52	=
rxn35914		3.73	0.52	=
rxn35915		3.73	0.52	=
rxn35916		3.73	0.52	=
rxn35917		3.73	0.52	=
rxn35918		3.73	0.52	=
rxn35919		3.73	0.52	=
rxn35920		3.73	0.52	=
rxn35921		3.73	0.52	=
rxn35922		3.73	0.52	=
rxn35923		3.73	0.52	=
rxn35924		3.73	0.52	=
rxn35925		3.73	0.52	=
rxn35926	R10125	5.73	0.33	=
rxn35927		5.73	0.33	=
rxn35928		5.73	0.33	=
rxn35929		5.73	0.33	=
rxn35930		5.73	0.33	=
rxn35931		5.73	0.33	=
rxn35932		5.73	0.33	=
rxn35933		5.73	0.33	=
rxn35934		5.73	0.33	=
rxn35935		5.73	0.33	=
rxn35936		5.73	0.33	=
rxn35937		5.73	0.33	=
rxn35938		5.73	0.33	=
rxn35939		5.73	0.33	=
rxn35940		5.73	0.33	=
rxn35941		5.73	0.33	=
rxn35942		5.73	0.33	=
rxn35943		5.73	0.33	=
rxn35944		5.73	0.33	=
rxn35945		5.73	0.33	=
rxn35946		5.73	0.33	=
rxn35947		5.73	0.33	=
rxn35948		5.73	0.33	=
rxn35949		5.73	0.33	=
rxn35950		5.73	0.33	=
rxn35951		5.73	0.33	=
rxn35952		5.73	0.33	=
rxn35953		5.73	0.33	=
rxn35954		5.73	0.33	=
rxn35955		5.73	0.33	=
rxn35956		5.73	0.33	=
rxn35957		5.73	0.33	=
rxn35958		5.73	0.33	=
rxn35959		5.73	0.33	=
rxn35960		5.73	0.33	=
rxn35961		5.73	0.33	=
rxn35962		5.73	0.33	=
rxn35963		5.73	0.33	=
rxn35964		5.73	0.33	=
rxn35965		5.73	0.33	=
rxn35966		5.73	0.33	=
rxn35967		5.73	0.33	=
rxn35968		5.73	0.33	=
rxn35969		5.73	0.33	=
rxn35970		5.73	0.33	=
rxn35971		5.73	0.33	=
rxn35972		5.73	0.33	=
rxn35973		5.73	0.33	=
rxn35974		5.73	0.33	=
rxn35975		5.73	0.33	=
rxn35976		5.73	0.33	=
rxn35977		5.73	0.33	=
rxn35978		5.73	0.33	=
rxn35979		5.73	0.33	=
rxn35980		5.73	0.33	=
rxn35981		5.73	0.33	=
rxn35982		5.73	0.33	=
rxn35983		5.73	0.33	=
rxn35984		5.73	0.33	=
rxn35985		5.73	0.33	=
rxn35986		5.73	0.33	=
rxn35987		5.73	0.33	=
rxn35988		5.73	0.33	=
rxn35989		5.73	0.33	=
rxn35990		5.73	0.33	=
rxn35991		5.73	0.33	=
rxn35992		5.73	0.33	=
rxn35993		5.73	0.33	=
rxn35994		5.73	0.33	=
rxn35995		5.73	0.33	=
rxn35996		5.73	0.33	=
rxn35997		5.73	0.33	=
rxn35998		5.73	0.33	=
rxn35999		5.73	0.33	=
rxn36169	R10126	5.23	0.36	=
rxn36170		5.23	0.36	=
rxn36171		5.23	0.36	=
rxn36172		5.23	0.36	=
rxn36173		5.23	0.36	=
rxn36174		5.23	0.36	=
rxn36175		5.23	0.36	=
rxn36176		5.23	0.36	=
rxn36177		5.23	0.36	=
rxn36178		5.23	0.36	=
rxn36179		5.23	0.36	=
rxn36180		5.23	0.36	=
rxn36181		5.23	0.36	=
rxn36182		5.23	0.36	=
rxn36183		5.23	0.36	=
rxn36184		5.23	0.36	=
rxn36185		5.23	0.36	=
rxn36186		5.23	0.36	=
rxn36187		5.23	0.36	=
rxn36188		5.23	0.36	=
rxn36189		5.23	0.36	=
rxn36190		5.23	0.36	=
rxn36191		5.23	0.36	=
rxn36192		5.23	0.36	=
rxn36193		5.23	0.36	=
rxn36194		5.23	0.36	=
rxn36195		5.23	0.36	=
rxn36196		5.23	0.36	=
rxn36197		5.23	0.36	=
rxn36198		5.23	0.36	=
rxn36199		5.23	0.36	=
rxn36200		5.23	0.36	=
rxn36201		5.23	0.36	=
rxn36202		5.23	0.36	=
rxn36203		5.23	0.36	=
rxn36204		5.23	0.36	=
rxn36205		5.23	0.36	=
rxn36206		5.23	0.36	=
rxn36207		5.23	0.36	=
rxn36208		5.23	0.36	=
rxn36209		5.23	0.36	=
rxn36210		5.23	0.36	=
rxn36211		5.23	0.36	=
rxn36212		5.23	0.36	=
rxn36213		5.23	0.36	=
rxn36214		5.23	0.36	=
rxn36215		5.23	0.36	=
rxn36216		5.23	0.36	=
rxn36217		5.23	0.36	=
rxn36218		5.23	0.36	=
rxn36219		5.23	0.36	=
rxn36220		5.23	0.36	=
rxn36221		5.23	0.36	=
rxn36222		5.23	0.36	=
rxn36223		5.23	0.36	=
rxn36224		5.23	0.36	=
rxn36225		5.23	0.36	=
rxn36226		5.23	0.36	=
rxn36227		5.23	0.36	=
rxn36228		5.23	0.36	=
rxn36229		5.23	0.36	=
rxn36230		5.23	0.36	=
rxn36231		5.23	0.36	=
rxn36232		5.23	0.36	=
rxn36233		5.23	0.36	=
rxn36234		5.23	0.36	=
rxn36235		5.23	0.36	=
rxn36236		5.23	0.36	=
rxn36237		5.23	0.36	=
rxn36238		5.23	0.36	=
rxn36239		5.23	0.36	=
rxn36240		5.23	0.36	=
rxn36241		5.23	0.36	=
rxn36242		5.23	0.36	=
rxn36243		5.23	0.36	=
rxn36244		5.23	0.36	=
rxn36245		5.23	0.36	=
rxn36246		5.23	0.36	=
rxn36247		5.23	0.36	=
rxn36248		5.23	0.36	=
rxn36249		5.23	0.36	=
rxn36250		5.23	0.36	=
rxn36251		5.23	0.36	=
rxn36252		5.23	0.36	=
rxn36253		5.23	0.36	=
rxn36254		5.23	0.36	=
rxn36255		5.23	0.36	=
rxn36256		5.23	0.36	=
rxn36257		5.23	0.36	=
rxn36258		5.23	0.36	=
rxn36259		5.23	0.36	=
rxn36260		5.23	0.36	=
rxn36261		5.23	0.36	=
rxn36262		5.23	0.36	=
rxn36263		5.23	0.36	=
rxn36264		5.23	0.36	=
rxn36265		5.23	0.36	=
rxn36266		5.23	0.36	=
rxn36267		5.23	0.36	=
rxn36268		5.23	0.36	=
rxn36269		5.23	0.36	=
rxn36270		5.23	0.36	=
rxn36271		5.23	0.36	=
rxn36272		5.23	0.36	=
rxn36273		5.23	0.36	=
rxn36274		5.23	0.36	=
rxn36275		5.23	0.36	=
rxn36276		5.23	0.36	=
rxn36277		5.23	0.36	=
rxn36278		5.23	0.36	=
rxn36279		5.23	0.36	=
rxn36280		5.23	0.36	=
rxn36281		5.23	0.36	=
rxn36282		5.23	0.36	=
rxn36283		5.23	0.36	=
rxn36284		5.23	0.36	=
rxn36285		5.23	0.36	=
rxn36286		5.23	0.36	=
rxn36287		5.23	0.36	=
rxn36288		5.23	0.36	=
rxn36289		5.23	0.36	=
rxn36290		5.23	0.36	=
rxn36291		5.23	0.36	=
rxn36292		5.23	0.36	=
rxn36293		5.23	0.36	=
rxn36294		5.23	0.36	=
rxn36295		5.23	0.36	=
rxn36296		5.23	0.36	=
rxn36297		5.23	0.36	=
rxn36298		5.23	0.36	=
rxn36299		5.23	0.36	=
rxn36300		5.23	0.36	=
rxn36301		5.23	0.36	=
rxn36302		5.23	0.36	=
rxn36303		5.23	0.36	=
rxn36304		5.23	0.36	=
rxn36305		5.23	0.36	=
rxn36306		5.23	0.36	=
rxn36307		5.23	0.36	=
rxn36308		5.23	0.36	=
rxn36309		5.23	0.36	=
rxn36310		5.23	0.36	=
rxn36311		5.23	0.36	=
rxn36312		5.23	0.36	=
rxn36313		5.23	0.36	=
rxn36314		5.23	0.36	=
rxn36315		5.23	0.36	=
rxn36316		5.23	0.36	=
rxn36317		5.23	0.36	=
rxn36318		5.23	0.36	=
rxn36319		5.23	0.36	=
rxn36320		5.23	0.36	=
rxn36321		5.23	0.36	=
rxn36322		5.23	0.36	=
rxn36323		5.23	0.36	=
rxn36324		5.23	0.36	=
rxn36325		5.23	0.36	=
rxn36326		5.23	0.36	=
rxn36327		5.23	0.36	=
rxn36328		5.23	0.36	=
rxn36329		5.23	0.36	=
rxn36330		5.23	0.36	=
rxn36331		5.23	0.36	=
rxn36332		5.23	0.36	=
rxn36333		5.23	0.36	=
rxn36334		5.23	0.36	=
rxn36335		5.23	0.36	=
rxn36336		5.23	0.36	=
rxn36337		5.23	0.36	=
rxn36338		5.23	0.36	=
rxn36339		5.23	0.36	=
rxn36340		5.23	0.36	=
rxn36341		5.23	0.36	=
rxn36342		5.23	0.36	=
rxn36343		5.23	0.36	=
rxn36344		5.23	0.36	=
rxn36345		5.23	0.36	=
rxn36346		5.23	0.36	=
rxn36347		5.23	0.36	=
rxn36348		5.23	0.36	=
rxn36349		5.23	0.36	=
rxn36350		5.23	0.36	=
rxn36351		5.23	0.36	=
rxn36352		5.23	0.36	=
rxn36353		5.23	0.36	=
rxn36354		5.23	0.36	=
rxn36355		5.23	0.36	=
rxn36356		5.23	0.36	=
rxn36357		5.23	0.36	=
rxn36358		5.23	0.36	=
rxn36359		5.23	0.36	=
rxn36360		5.23	0.36	=
rxn36361		5.23	0.36	=
rxn36362		5.23	0.36	=
rxn36363		5.23	0.36	=
rxn36364		5.23	0.36	=
rxn36365		5.23	0.36	=
rxn36366		5.23	0.36	=
rxn36367		5.23	0.36	=
rxn36368		5.23	0.36	=
rxn36369		5.23	0.36	=
rxn36370		5.23	0.36	=
rxn36371		5.23	0.36	=
rxn36372		5.23	0.36	=
rxn36373		5.23	0.36	=
rxn36374		5.23	0.36	=
rxn36375		5.23	0.36	=
rxn36376		5.23	0.36	=
rxn36377		5.23	0.36	=
rxn36378		5.23	0.36	=
rxn36379		5.23	0.36	=
rxn36380		5.23	0.36	=
rxn36381		5.23	0.36	=
rxn36382		5.23	0.36	=
rxn36383		5.23	0.36	=
rxn36384		5.23	0.36	=
rxn36385		5.23	0.36	=
rxn36386		5.23	0.36	=
rxn36387		5.23	0.36	=
rxn36388		5.23	0.36	=
rxn36389		5.23	0.36	=
rxn36390		5.23	0.36	=
rxn36391		5.23	0.36	=
rxn36392		5.23	0.36	=
rxn36393		5.23	0.36	=
rxn36394		5.23	0.36	=
rxn36395		5.23	0.36	=
rxn36396		5.23	0.36	=
rxn36397		5.23	0.36	=
rxn36398		5.23	0.36	=
rxn36399		5.23	0.36	=
rxn36400		5.23	0.36	=
rxn36401		5.23	0.36	=
rxn36402		5.23	0.36	=
rxn36403		5.23	0.36	=
rxn36404		5.23	0.36	=
rxn36405		5.23	0.36	=
rxn36406		5.23	0.36	=
rxn36407		5.23	0.36	=
rxn36408		5.23	0.36	=
rxn36409		5.23	0.36	=
rxn36410		5.23	0.36	=
rxn36411		5.23	0.36	=
rxn36412		5.23	0.36	=
rxn36413		5.23	0.36	=
rxn36414		5.23	0.36	=
rxn36415		5.23	0.36	=
rxn36416		5.23	0.36	=
rxn36417		5.23	0.36	=
rxn36418		5.23	0.36	=
rxn36419		5.23	0.36	=
rxn36420		5.23	0.36	=
rxn36421		5.23	0.36	=
rxn36422		5.23	0.36	=
rxn36423		5.23	0.36	=
rxn36424		5.23	0.36	=
rxn36425		5.23	0.36	=
rxn36426		5.23	0.36	=
rxn36427		5.23	0.36	=
rxn36428		5.23	0.36	=
rxn36429		5.23	0.36	=
rxn36430		5.23	0.36	=
rxn36431		5.23	0.36	=
rxn36432		5.23	0.36	=
rxn36433		5.23	0.36	=
rxn36434		5.23	0.36	=
rxn36435		5.23	0.36	=
rxn36436		5.23	0.36	=
rxn36437		5.23	0.36	=
rxn36438		5.23	0.36	=
rxn36439		5.23	0.36	=
rxn36440		5.23	0.36	=
rxn36441		5.23	0.36	=
rxn36442		5.23	0.36	=
rxn36443		5.23	0.36	=
rxn36444		5.23	0.36	=
rxn36445		5.23	0.36	=
rxn36446		5.23	0.36	=
rxn36447		5.23	0.36	=
rxn36448		5.23	0.36	=
rxn36449		5.23	0.36	=
rxn36450		5.23	0.36	=
rxn36451		5.23	0.36	=
rxn36452		5.23	0.36	=
rxn36453		5.23	0.36	=
rxn36454		5.23	0.36	=
rxn36455		5.23	0.36	=
rxn36456		5.23	0.36	=
rxn36457		5.23	0.36	=
rxn36458		5.23	0.36	=
rxn36459		5.23	0.36	=
rxn36460		5.23	0.36	=
rxn36461		5.23	0.36	=
rxn36462		5.23	0.36	=
rxn36463		5.23	0.36	=
rxn36464		5.23	0.36	=
rxn36465		5.23	0.36	=
rxn36466		5.23	0.36	=
rxn36467		5.23	0.36	=
rxn36468		5.23	0.36	=
rxn36469		5.23	0.36	=
rxn36470		5.23	0.36	=
rxn36471		5.23	0.36	=
rxn36472		5.23	0.36	=
rxn36473		5.23	0.36	=
rxn36474		5.23	0.36	=
rxn36475		5.23	0.36	=
rxn36476		5.23	0.36	=
rxn36477		5.23	0.36	=
rxn36478		5.23	0.36	=
rxn36479		5.23	0.36	=
rxn36480		5.23	0.36	=
rxn36481		5.23	0.36	=
rxn36482		5.23	0.36	=
rxn36483		5.23	0.36	=
rxn36484		5.23	0.36	=
rxn36485		5.23	0.36	=
rxn36486		5.23	0.36	=
rxn36487		5.23	0.36	=
rxn36488		5.23	0.36	=
rxn36489		5.23	0.36	=
rxn36490		5.23	0.36	=
rxn36491		5.23	0.36	=
rxn36492		5.23	0.36	=
rxn36493		5.23	0.36	=
rxn36494		5.23	0.36	=
rxn36495		5.23	0.36	=
rxn36496		5.23	0.36	=
rxn36497		5.23	0.36	=
rxn36498		5.23	0.36	=
rxn36499		5.23	0.36	=
rxn36500		5.23	0.36	=
rxn36501		5.23	0.36	=
rxn36502		5.23	0.36	=
rxn36503		5.23	0.36	=
rxn36504		5.23	0.36	=
rxn36505		5.23	0.36	=
rxn36506		5.23	0.36	=
rxn36507		5.23	0.36	=
rxn36508		5.23	0.36	=
rxn36509		5.23	0.36	=
rxn36510		5.23	0.36	=
rxn36511		5.23	0.36	=
rxn36512		5.23	0.36	=
rxn36513		5.23	0.36	=
rxn36514		5.23	0.36	=
rxn36515		5.23	0.36	=
rxn36516		5.23	0.36	=
rxn36517		5.23	0.36	=
rxn36518		5.23	0.36	=
rxn36519		5.23	0.36	=
rxn36520		5.23	0.36	=
rxn36521		5.23	0.36	=
rxn36522		5.23	0.36	=
rxn36523		5.23	0.36	=
rxn36524		5.23	0.36	=
rxn36525		5.23	0.36	=
rxn36526		5.23	0.36	=
rxn36527		5.23	0.36	=
rxn36528		5.23	0.36	=
rxn36529		5.23	0.36	=
rxn36530		5.23	0.36	=
rxn36531		5.23	0.36	=
rxn36532		5.23	0.36	=
rxn36533		5.23	0.36	=
rxn36534		5.23	0.36	=
rxn36535		5.23	0.36	=
rxn36536		5.23	0.36	=
rxn36537		5.23	0.36	=
rxn36538		5.23	0.36	=
rxn36539		5.23	0.36	=
rxn36540		5.23	0.36	=
rxn36541		5.23	0.36	=
rxn36542		5.23	0.36	=
rxn36543		5.23	0.36	=
rxn36544		5.23	0.36	=
rxn36545		5.23	0.36	=
rxn36546		5.23	0.36	=
rxn36547		5.23	0.36	=
rxn36548		5.23	0.36	=
rxn36549		5.23	0.36	=
rxn36550		5.23	0.36	=
rxn36551		5.23	0.36	=
rxn36552		5.23	0.36	=
rxn36553		5.23	0.36	=
rxn36554		5.23	0.36	=
rxn36555		5.23	0.36	=
rxn36556		5.23	0.36	=
rxn36557		5.23	0.36	=
rxn36558		5.23	0.36	=
rxn36559		5.23	0.36	=
rxn36560		5.23	0.36	=
rxn36561		5.23	0.36	=
rxn36562		5.23	0.36	=
rxn36563		5.23	0.36	=
rxn36564		5.23	0.36	=
rxn36565		5.23	0.36	=
rxn36566		5.23	0.36	=
rxn36567		5.23	0.36	=
rxn36568		5.23	0.36	=
rxn36569		5.23	0.36	=
rxn36570		5.23	0.36	=
rxn36571		5.23	0.36	=
rxn36572		5.23	0.36	=
rxn36573		5.23	0.36	=
rxn36574		5.23	0.36	=
rxn36575		5.23	0.36	=
rxn36576		5.23	0.36	=
rxn36577		5.23	0.36	=
rxn36578		5.23	0.36	=
rxn36579		5.23	0.36	=
rxn36580		5.23	0.36	=
rxn36581		5.23	0.36	=
rxn36582		5.23	0.36	=
rxn36583		5.23	0.36	=
rxn36584		5.23	0.36	=
rxn36585		5.23	0.36	=
rxn36586		5.23	0.36	=
rxn36587		5.23	0.36	=
rxn36588		5.23	0.36	=
rxn36589		5.23	0.36	=
rxn36590		5.23	0.36	=
rxn36591		5.23	0.36	=
rxn36592		5.23	0.36	=
rxn36593		5.23	0.36	=
rxn36594		5.23	0.36	=
rxn36595		5.23	0.36	=
rxn36596		5.23	0.36	=
rxn36597		5.23	0.36	=
rxn36598		5.23	0.36	=
rxn36599		5.23	0.36	=
rxn36600		5.23	0.36	=
rxn36601		5.23	0.36	=
rxn36602		5.23	0.36	=
rxn36603		5.23	0.36	=
rxn36604		5.23	0.36	=
rxn36605		5.23	0.36	=
rxn36606		5.23	0.36	=
rxn36607		5.23	0.36	=
rxn36608		5.23	0.36	=
rxn36609		5.23	0.36	=
rxn36610		5.23	0.36	=
rxn36611		5.23	0.36	=
rxn36612		5.23	0.36	=
rxn36613		5.23	0.36	=
rxn36614		5.23	0.36	=
rxn36615		5.23	0.36	=
rxn36616		5.23	0.36	=
rxn36617		5.23	0.36	=
rxn36618		5.23	0.36	=
rxn36619		5.23	0.36	=
rxn36620		5.23	0.36	=
rxn36621		5.23	0.36	=
rxn36622		5.23	0.36	=
rxn36623		5.23	0.36	=
rxn36624		5.23	0.36	=
rxn36625		5.23	0.36	=
rxn36626		5.23	0.36	=
rxn36627		5.23	0.36	=
rxn36628		5.23	0.36	=
rxn36629		5.23	0.36	=
rxn36630		5.23	0.36	=
rxn36631		5.23	0.36	=
rxn36632		5.23	0.36	=
rxn36633		5.23	0.36	=
rxn36634		5.23	0.36	=
rxn36635		5.23	0.36	=
rxn36636		5.23	0.36	=
rxn36637		5.23	0.36	=
rxn36638		5.23	0.36	=
rxn36639		5.23	0.36	=
rxn36640		5.23	0.36	=
rxn36641		5.23	0.36	=
rxn36642		5.23	0.36	=
rxn36643		5.23	0.36	=
rxn36644		5.23	0.36	=
rxn36645		5.23	0.36	=
rxn36646		5.23	0.36	=
rxn36647		5.23	0.36	=
rxn36648		5.23	0.36	=
rxn36649		5.23	0.36	=
rxn36650		5.23	0.36	=
rxn36651		5.23	0.36	=
rxn36652		5.23	0.36	=
rxn36653		5.23	0.36	=
rxn36654		5.23	0.36	=
rxn36655		5.23	0.36	=
rxn36656		5.23	0.36	=
rxn36657		5.23	0.36	=
rxn36658		5.23	0.36	=
rxn36659		5.23	0.36	=
rxn36660		5.23	0.36	=
rxn36661		5.23	0.36	=
rxn36662		5.23	0.36	=
rxn36663		5.23	0.36	=
rxn36664		5.23	0.36	=
rxn36665		5.23	0.36	=
rxn36666		5.23	0.36	=
rxn36667		5.23	0.36	=
rxn36668		5.23	0.36	<
rxn36669		5.23	0.36	=
rxn36670		5.23	0.36	=
rxn36671		5.23	0.36	=
rxn36672		5.23	0.36	=
rxn36673		5.23	0.36	=
rxn36674		5.23	0.36	=
rxn36675		5.23	0.36	=
rxn36676		5.23	0.36	=
rxn36677		5.23	0.36	=
rxn36678		5.23	0.36	=
rxn36679		5.23	0.36	=
rxn36680		5.23	0.36	=
rxn36681		5.23	0.36	=
rxn36682		5.23	0.36	=
rxn36683		5.23	0.36	=
rxn36684		5.23	0.36	=
rxn36685		5.23	0.36	=
rxn36686		5.23	0.36	=
rxn36687		5.23	0.36	=
rxn36688		5.23	0.36	=
rxn36689		5.23	0.36	=
rxn36690		5.23	0.36	=
rxn36691		5.23	0.36	=
rxn36692		5.23	0.36	=
rxn36693		5.23	0.36	=
rxn36694		5.23	0.36	=
rxn36695		5.23	0.36	=
rxn36696		5.23	0.36	=
rxn36697		5.23	0.36	=
rxn36698		5.23	0.36	=
rxn36699		5.23	0.36	=
rxn36700		5.23	0.36	=
rxn36701		5.23	0.36	=
rxn36702		5.23	0.36	=
rxn36703		5.23	0.36	=
rxn36704		5.23	0.36	=
rxn36705		5.23	0.36	=
rxn36706		5.23	0.36	=
rxn36707		5.23	0.36	=
rxn36708		5.23	0.36	=
rxn36709		5.23	0.36	=
rxn36710		5.23	0.36	=
rxn36711		5.23	0.36	=
rxn36712		5.23	0.36	=
rxn36713		5.23	0.36	=
rxn36714	R02353	0.27	0.03	=
rxn36715	R02352	0.85	0.03	=
rxn36716		0.85	0.03	=
rxn36717		0.85	0.03	=
rxn36718		0.85	0.03	=
rxn36719		0.85	0.03	=
rxn36720		0.85	0.03	=
rxn36721		0.85	0.03	=
rxn36722		0.85	0.03	=
rxn36723		0.85	0.03	=
rxn36724		0.85	0.03	=
rxn36725		0.85	0.03	=
rxn36726		0.85	0.03	=
rxn36727		0.85	0.03	=
rxn36728		0.85	0.03	=
rxn36729		0.85	0.03	=
rxn36730		0.85	0.03	=
rxn36731		0.85	0.03	=
rxn36732		0.85	0.03	=
rxn36733		0.85	0.03	=
rxn36734		0.85	0.03	=
rxn36735		0.85	0.03	=
rxn36736		0.85	0.03	=
rxn36737		0.85	0.03	=
rxn36738		0.85	0.03	=
rxn36739		0.85	0.03	=
rxn36740		0.85	0.03	=
rxn36741		0.85	0.03	=
rxn36742		0.85	0.03	=
rxn36743		0.85	0.03	=
rxn36744		0.85	0.03	=
rxn36745		0.85	0.03	=
rxn36746		0.85	0.03	=
rxn36747		0.85	0.03	=
rxn36748		0.85	0.03	=
rxn36749		0.85	0.03	=
rxn36750	R04876	-3.54	0.24	=
rxn36751		-3.54	0.24	=
rxn36752		-3.54	0.24	=
rxn36753		-3.54	0.24	=
rxn36754		-3.54	0.24	=
rxn36755		-3.54	0.24	>
rxn36756		-3.54	0.24	>
rxn36757		-3.54	0.24	=
rxn36758		-3.54	0.24	=
rxn36759		-3.54	0.24	=
rxn36760		-3.54	0.24	=
rxn36761		-3.54	0.24	=
rxn36762		-3.54	0.24	=
rxn36763		-3.54	0.24	=
rxn36764		-3.54	0.24	=
rxn36765		-3.54	0.24	=
rxn36766		-3.54	0.24	=
rxn36767		-3.54	0.24	=
rxn36768		-3.54	0.24	=
rxn36769		-3.54	0.24	=
rxn36770		-3.54	0.24	=
rxn36771		-3.54	0.24	=
rxn36772		-3.54	0.24	=
rxn36773		-3.54	0.24	=
rxn36774		-3.54	0.24	=
rxn36775		-3.54	0.24	=
rxn36776		-3.54	0.24	=
rxn36777		-3.54	0.24	=
rxn36778		-3.54	0.24	=
rxn36779		-3.54	0.24	=
rxn36780		-3.54	0.24	=
rxn36781		-3.54	0.24	=
rxn36782		-3.54	0.24	=
rxn36783		-3.54	0.24	=
rxn36784		-3.54	0.24	=
rxn36785		-3.54	0.24	=
rxn36786		-3.54	0.24	=
rxn36787		-3.54	0.24	=
rxn36788		-3.54	0.24	=
rxn36789		-3.54	0.24	=
rxn36790		-3.54	0.24	=
rxn36791		-3.54	0.24	=
rxn36792		-3.54	0.24	=
rxn36793		-3.54	0.24	=
rxn36794		-3.54	0.24	=
rxn36795		-3.54	0.24	=
rxn36796		-3.54	0.24	=
rxn36797		-3.54	0.24	=
rxn36798		-3.54	0.24	=
rxn36799		-3.54	0.24	=
rxn36800		-3.54	0.24	=
rxn36801		-3.54	0.24	=
rxn36802		-3.54	0.24	=
rxn36803		-3.54	0.24	=
rxn36804		-3.54	0.24	=
rxn36805		-3.54	0.24	=
rxn36806		-3.54	0.24	=
rxn36807		-3.54	0.24	=
rxn36808		-3.54	0.24	=
rxn36809		-3.54	0.24	=
rxn36810		-3.54	0.24	=
rxn36811		-3.54	0.24	=
rxn36812		-3.54	0.24	=
rxn36813		-3.54	0.24	=
rxn36814		-3.54	0.24	=
rxn36815		-3.54	0.24	=
rxn36816		-3.54	0.24	=
rxn36817		-3.54	0.24	=
rxn36818		-3.54	0.24	=
rxn36819		-3.54	0.24	=
rxn36820		-3.54	0.24	=
rxn36821		-3.54	0.24	=
rxn36822		-3.54	0.24	=
rxn36823		-3.54	0.24	=
rxn36824		-3.54	0.24	=
rxn36825		-3.54	0.24	=
rxn36826		-3.54	0.24	=
rxn36827		-3.54	0.24	=
rxn36828		-3.54	0.24	=
rxn36829		-3.54	0.24	=
rxn36830		-3.54	0.24	=
rxn36831		-3.54	0.24	=
rxn36832		-3.54	0.24	=
rxn36833		-3.54	0.24	=
rxn36834		-3.54	0.24	=
rxn36835		-3.54	0.24	=
rxn36836		-3.54	0.24	=
rxn36837		-3.54	0.24	=
rxn36838		-3.54	0.24	=
rxn36839		-3.54	0.24	=
rxn36840		-3.54	0.24	=
rxn36841		-3.54	0.24	=
rxn36842		-3.54	0.24	=
rxn36843		-3.54	0.24	=
rxn36844		-3.54	0.24	=
rxn36845		-3.54	0.24	=
rxn36846		-3.54	0.24	=
rxn36847		-3.54	0.24	=
rxn36848		-3.54	0.24	=
rxn36849		-3.54	0.24	=
rxn36850		-3.54	0.24	=
rxn36851		-3.54	0.24	=
rxn36852		-3.54	0.24	=
rxn36853		-3.54	0.24	=
rxn36854		-3.54	0.24	=
rxn36855		-3.54	0.24	=
rxn36856		-3.54	0.24	=
rxn36857	R03816	-12.39	0.71	>
rxn36858		-12.39	0.71	>
rxn36859		-12.39	0.71	>
rxn36860		-12.39	0.71	>
rxn36861		-12.39	0.71	>
rxn36862		-12.39	0.71	>
rxn36863		-12.39	0.71	>
rxn36864		-12.39	0.71	>
rxn36865		-12.39	0.71	>
rxn36866		-12.39	0.71	>
